@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,s,n,?,p,f,c,n,k,e,?,s,s,w,?,w,o,?,k,s,u,p
x,?,y,t,?,f,c,b,?,e,c,s,s,?,?,w,o,p,n,n,?,?
b,?,?,?,l,f,c,?,n,?,?,?,?,?,?,w,o,p,n,?,m,e
x,y,w,t,?,?,?,n,n,e,e,s,s,w,?,?,o,p,k,s,u,?
x,s,?,f,n,f,w,b,k,?,?,?,s,w,?,?,o,e,n,a,g,e
?,?,y,t,?,f,?,?,n,?,?,s,?,?,w,w,o,p,k,?,?,e
b,?,w,t,a,f,c,b,g,e,c,s,?,w,w,w,?,p,k,n,m,e
?,y,w,t,l,f,?,?,n,?,c,?,s,w,?,?,o,p,n,s,?,e
x,y,w,t,?,f,c,n,?,e,?,s,s,w,w,w,o,p,k,?,g,p
?,s,y,?,a,f,c,b,g,e,c,s,?,?,?,?,o,p,?,s,?,e
x,y,y,t,l,f,?,?,g,e,c,s,s,w,w,w,o,p,n,n,g,e
x,?,y,t,a,?,?,b,?,e,c,?,s,?,w,w,o,p,k,s,?,e
?,?,y,t,?,f,c,b,w,e,?,?,?,?,?,w,o,p,?,s,?,e
x,y,w,t,p,f,c,n,?,e,?,s,s,?,?,?,o,p,n,v,u,p
x,f,n,f,n,f,w,b,n,t,e,?,f,w,w,w,o,e,?,?,g,e
?,?,g,f,n,f,c,n,?,e,e,?,s,w,w,w,o,p,n,y,?,?
?,f,w,f,?,f,w,?,?,?,?,?,?,?,w,w,?,e,?,?,g,?
x,s,n,t,?,f,c,?,?,e,?,s,s,w,w,?,o,p,k,?,g,p
x,y,w,t,p,f,c,n,?,e,e,s,s,?,w,w,o,p,?,s,u,p
x,s,n,t,p,f,c,n,k,e,e,?,?,?,w,?,o,p,?,?,?,p
?,s,?,t,?,f,?,b,k,e,?,s,s,?,?,w,?,?,n,s,?,?
?,y,n,t,?,f,?,n,n,?,e,s,s,w,w,w,o,p,?,?,g,?
b,y,y,t,?,f,c,b,?,?,?,s,s,w,w,?,o,?,?,s,?,e
b,?,?,?,a,f,c,?,w,?,c,?,?,w,?,?,?,p,n,?,m,e
?,s,?,t,l,?,c,b,?,e,c,s,?,w,w,w,o,p,k,?,?,e
f,s,w,?,p,f,c,?,?,e,e,s,?,?,w,w,o,p,?,v,g,p
x,y,y,t,?,?,?,?,n,e,c,?,?,?,?,w,o,?,n,?,?,?
?,y,?,?,l,f,c,?,w,e,?,s,s,w,?,?,?,?,n,n,m,e
f,?,?,?,n,f,c,n,?,?,?,s,?,w,?,w,o,p,?,?,u,?
x,?,y,?,a,?,w,?,n,t,?,?,?,?,w,?,o,?,?,?,d,?
?,s,?,t,?,f,?,b,g,e,?,s,s,?,w,?,o,?,n,?,m,e
?,?,?,t,?,f,c,?,k,?,e,s,?,w,?,?,o,?,?,s,?,?
?,?,y,?,l,f,c,?,?,e,c,?,?,?,w,w,?,p,n,n,?,?
x,y,n,t,l,?,c,?,p,e,?,s,?,w,?,?,o,p,?,y,p,e
b,?,y,?,l,f,c,?,n,e,c,?,s,w,w,w,o,?,n,s,m,?
x,f,y,t,l,f,w,n,?,t,?,?,s,?,w,?,o,p,?,?,?,e
s,f,?,f,?,f,c,n,k,?,e,s,s,w,?,?,o,p,k,v,?,?
x,y,n,t,p,f,c,n,?,e,e,?,s,w,?,?,?,p,?,s,?,?
x,f,?,?,a,f,w,n,p,?,?,s,s,?,w,?,o,p,?,v,d,?
?,?,y,t,?,?,c,b,k,e,?,s,?,w,?,?,o,?,k,?,m,e
b,y,?,?,a,?,c,b,n,e,c,s,?,?,?,w,?,p,n,s,g,e
?,y,y,?,l,?,?,?,n,e,r,s,?,?,?,?,o,p,?,?,p,?
?,?,n,f,n,?,?,n,?,?,?,s,s,w,?,?,o,p,?,?,u,e
?,?,?,?,?,f,?,?,p,?,e,?,s,w,w,w,?,?,n,?,?,?
?,?,y,t,a,f,c,b,w,e,?,?,?,?,?,w,o,?,k,?,m,e
?,?,w,?,a,f,c,b,?,e,c,?,s,?,?,?,?,?,?,?,g,?
x,?,?,t,l,f,?,?,k,e,?,?,s,w,?,w,o,p,k,s,m,e
?,?,w,t,l,f,c,b,w,e,c,s,?,w,w,?,o,p,?,?,?,e
?,y,?,t,?,?,c,b,n,e,?,s,?,w,w,w,o,p,?,?,p,?
?,?,?,?,?,?,c,b,w,e,?,s,y,w,?,w,o,?,?,s,p,e
x,y,n,t,?,f,?,?,w,?,r,?,y,?,w,w,?,?,k,s,?,e
x,?,w,?,l,f,c,b,?,e,?,?,?,?,w,?,o,?,?,?,g,e
?,s,?,t,l,?,?,?,?,e,c,s,?,?,?,w,?,p,n,n,m,e
?,?,n,?,p,f,c,?,?,e,?,s,s,w,w,w,?,?,?,v,u,?
x,?,w,t,?,f,?,?,?,e,?,s,s,?,w,w,o,p,k,?,?,?
?,?,y,t,?,f,?,b,w,e,?,s,s,w,?,w,?,p,k,?,?,e
?,?,?,f,n,?,?,b,n,?,e,s,s,w,?,?,o,e,n,a,g,?
b,s,w,t,?,?,?,b,w,e,?,?,?,?,?,w,?,?,?,n,g,e
