@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,f,?,n,k,e,e,?,s,w,?,w,o,p,?,s,u,p
x,s,y,?,a,f,c,b,k,?,c,s,s,w,w,?,o,p,?,?,?,?
b,s,w,t,l,?,c,?,n,e,?,s,s,w,w,w,?,p,n,n,m,e
?,y,?,t,?,?,c,n,n,e,e,s,s,w,w,w,o,?,k,s,u,?
x,s,g,f,?,f,w,b,?,?,?,s,s,?,w,w,?,e,n,a,g,e
x,?,y,t,?,f,?,b,n,e,c,?,s,?,w,w,o,p,k,n,g,e
b,s,w,?,a,f,?,b,g,e,c,s,?,?,w,?,o,p,k,n,m,?
?,y,w,t,?,?,c,?,n,?,?,s,s,?,w,w,o,p,n,s,m,e
x,y,w,t,p,?,?,?,p,e,e,?,?,?,w,w,o,p,?,v,?,?
?,s,y,?,a,f,c,b,g,e,?,?,?,?,w,w,o,p,k,?,m,e
?,?,y,t,l,?,c,b,?,e,?,s,s,w,w,w,o,p,?,n,?,?
x,?,y,?,?,f,c,b,n,e,c,?,s,?,w,w,o,p,?,s,m,e
?,?,y,?,a,f,c,?,w,e,c,s,s,w,w,w,o,?,?,s,g,e
?,y,w,?,p,f,c,n,k,e,e,s,s,w,w,?,o,?,?,?,u,p
x,f,?,f,?,?,w,?,?,t,e,?,f,w,w,w,?,?,k,a,g,e
?,f,?,?,n,f,c,n,?,e,?,?,s,w,w,?,o,p,?,?,?,e
?,f,w,f,n,f,?,b,k,t,e,?,?,?,w,?,o,e,n,a,g,e
?,s,n,t,p,f,?,?,n,e,?,s,s,w,w,w,o,?,k,?,?,p
x,y,w,t,?,f,?,n,n,e,e,s,s,w,?,w,o,?,?,s,?,?
?,s,?,t,p,f,?,?,k,e,e,?,?,w,w,w,?,p,n,s,u,?
b,s,?,t,a,f,?,b,k,?,c,?,?,?,?,w,o,p,n,s,?,e
x,y,?,t,?,f,c,?,n,e,e,s,s,w,w,?,?,p,n,v,g,p
?,y,y,t,?,f,?,b,k,e,c,?,?,w,?,?,?,?,n,s,m,?
?,y,w,?,?,?,?,b,w,?,c,s,?,?,w,?,o,p,?,n,?,?
?,s,?,?,l,?,?,b,?,e,c,s,s,?,?,w,?,?,k,?,?,e
f,s,w,t,?,?,c,n,?,e,e,?,?,?,?,w,?,p,n,v,g,?
x,y,?,t,?,f,?,?,n,e,?,?,?,w,w,w,?,?,?,n,m,?
x,?,w,?,l,?,?,?,w,?,c,s,?,w,w,w,o,p,n,?,?,?
f,f,n,?,?,f,c,n,?,e,e,s,s,w,?,?,o,p,k,y,u,e
x,?,?,?,?,f,w,?,n,?,?,?,s,w,?,?,?,?,n,?,d,?
b,s,y,t,l,f,?,?,g,?,?,?,s,w,w,w,o,p,n,?,?,?
?,y,w,?,?,f,c,n,k,?,?,?,?,w,?,?,o,p,?,?,?,p
x,y,?,t,l,?,c,?,?,e,?,?,s,?,w,w,o,?,n,?,m,e
x,?,n,t,?,f,?,b,?,e,r,?,?,w,?,?,o,?,?,y,p,?
b,y,y,?,?,?,c,b,?,e,?,?,?,w,w,w,o,p,n,s,m,e
x,f,y,?,l,f,w,n,?,t,b,s,s,?,?,w,o,?,n,?,d,e
?,f,?,f,n,?,?,n,?,e,e,s,s,?,?,w,o,?,k,?,u,e
?,?,n,t,?,?,c,n,?,e,?,s,?,w,w,w,o,?,?,?,?,p
?,f,y,t,a,f,w,n,p,?,b,s,?,w,w,?,?,p,?,?,?,?
?,s,y,?,l,f,c,b,?,?,c,?,s,w,?,w,?,?,?,?,?,?
b,?,y,t,?,?,?,?,?,e,c,s,s,w,?,?,o,p,n,s,g,?
x,y,?,t,l,f,?,b,?,e,r,s,y,w,w,w,o,p,k,y,p,?
?,f,n,f,n,?,c,?,?,?,?,s,s,?,w,w,?,p,k,?,u,e
x,y,?,?,p,?,c,?,p,e,?,s,s,?,w,w,?,p,n,v,?,p
x,s,y,t,a,?,?,b,w,?,?,s,s,w,w,?,o,?,k,?,m,?
x,y,?,?,a,f,c,b,n,e,c,s,s,?,w,w,?,p,n,n,?,e
?,?,?,?,l,f,c,b,k,?,c,s,s,w,?,?,?,p,k,s,?,e
x,s,w,t,?,?,c,b,?,?,?,s,?,?,w,?,o,p,?,n,?,e
