@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,s,n,t,?,f,c,?,k,?,?,s,s,?,w,w,o,p,?,s,?,p
?,s,y,?,a,?,?,b,k,e,?,s,s,?,w,w,?,?,n,n,?,e
b,?,w,?,?,f,c,?,n,e,?,s,s,w,w,w,o,?,?,n,?,e
x,y,w,t,?,f,c,n,?,e,e,?,s,w,w,w,o,?,?,s,?,p
x,s,g,f,n,f,w,b,k,?,?,s,s,w,w,w,o,?,n,a,g,?
x,y,y,?,a,f,c,?,n,e,c,s,s,w,?,?,o,p,?,n,g,e
?,s,w,t,?,?,?,b,g,?,c,s,s,w,?,w,?,p,?,?,m,e
b,y,w,t,?,f,?,b,?,e,c,?,s,w,w,w,o,p,n,?,m,e
x,?,w,t,?,?,c,n,p,e,e,s,?,w,w,w,o,p,?,v,g,?
b,?,?,t,a,?,c,b,g,?,c,s,s,?,w,w,o,p,k,?,m,e
x,y,y,t,l,f,c,b,?,e,c,?,s,w,w,w,?,?,?,n,g,e
?,y,?,t,a,f,c,b,n,?,c,s,?,?,w,w,o,p,?,?,m,e
b,s,y,t,a,f,c,b,w,e,?,s,s,w,w,?,?,p,?,s,g,?
x,y,?,t,p,f,?,n,?,e,e,s,?,?,?,w,o,p,?,v,u,p
?,f,?,?,?,f,w,b,?,t,e,s,?,w,w,w,o,e,?,?,g,?
s,f,g,?,?,f,?,?,?,e,?,s,s,w,w,?,?,p,?,y,?,?
f,f,?,f,?,?,w,b,?,?,e,s,s,w,w,w,o,?,n,a,g,e
x,s,n,t,p,?,?,?,n,e,e,s,?,w,w,w,o,?,?,s,g,p
x,y,w,t,p,f,c,n,n,?,e,s,s,w,w,w,?,p,n,s,?,?
?,?,?,?,p,f,c,n,k,e,e,s,?,?,w,w,?,?,?,s,u,?
b,s,y,t,a,?,?,b,?,?,c,s,?,w,w,w,?,p,n,?,m,e
?,?,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g,p
?,y,?,t,?,?,c,b,k,e,?,s,s,w,?,w,o,?,n,?,m,?
b,?,w,t,a,f,c,b,w,e,?,s,s,?,?,?,o,?,n,n,?,e
b,s,?,t,l,f,?,b,g,?,?,s,?,w,w,?,o,?,k,s,m,?
f,?,?,?,p,f,c,?,?,e,e,s,s,w,w,w,o,?,?,v,?,p
?,y,?,t,a,?,?,b,n,e,?,s,s,w,w,w,?,p,n,n,m,?
x,y,?,?,l,f,c,?,w,e,?,?,s,w,w,?,o,?,n,n,m,e
f,f,?,f,?,f,c,n,k,e,e,s,s,w,w,w,?,p,k,y,?,e
x,s,?,?,a,?,w,?,n,t,?,s,?,w,?,?,o,p,n,?,?,?
b,s,y,t,?,f,c,?,g,e,?,?,s,?,w,w,o,p,n,n,m,e
x,?,w,?,p,f,?,n,k,?,e,?,?,w,?,?,o,p,n,s,u,p
x,y,y,t,l,f,c,b,?,e,?,s,?,w,w,?,o,p,?,?,?,e
x,?,n,t,l,?,c,b,p,?,?,s,y,?,w,w,?,?,?,y,p,e
b,y,y,?,?,?,?,b,n,e,c,s,s,?,w,w,?,p,?,?,?,?
x,?,y,t,?,f,?,n,?,?,b,s,s,w,w,?,o,p,?,?,?,e
s,f,g,f,?,f,c,n,k,?,e,s,s,w,w,w,o,p,k,?,?,?
x,y,?,?,?,f,?,n,?,?,e,?,s,?,w,?,o,p,n,s,u,?
x,?,y,t,a,?,?,?,p,t,b,s,?,?,w,w,o,p,?,v,?,e
b,?,y,t,?,f,c,?,k,?,?,?,s,?,w,?,o,p,k,?,m,e
?,?,y,?,?,f,?,b,n,?,?,s,s,w,w,w,?,?,?,s,g,?
x,?,y,?,?,?,c,b,?,?,?,?,?,w,w,w,o,?,k,y,?,?
x,f,?,f,n,f,?,n,g,e,e,s,s,?,w,?,o,p,k,?,?,?
x,y,w,t,p,f,?,?,p,e,?,s,s,?,w,w,o,?,n,v,g,?
x,s,?,t,a,?,c,?,?,?,c,s,?,w,?,w,o,p,?,n,?,?
x,?,?,t,?,f,c,b,n,e,c,?,s,w,?,w,o,p,n,n,g,?
x,y,?,?,?,f,?,b,?,e,c,s,s,?,w,w,?,p,k,?,?,e
?,s,w,t,l,f,c,?,w,?,c,s,s,w,w,w,o,?,n,?,?,e
?,y,?,?,l,f,c,?,n,?,r,?,?,?,w,?,o,?,?,?,?,e
f,y,?,?,l,f,?,b,w,e,r,s,?,w,w,?,?,p,k,s,p,?
x,?,n,t,?,?,?,?,w,e,r,s,?,?,?,w,o,p,?,s,?,?
?,s,w,?,l,f,c,?,k,e,c,?,s,w,w,w,o,p,?,s,?,?
?,s,?,?,l,f,c,?,?,?,c,s,?,?,w,w,o,p,n,n,?,?
x,y,n,t,?,f,c,n,?,e,e,?,s,w,w,?,o,?,?,?,?,?
x,s,w,t,p,?,c,n,?,e,e,?,?,w,w,?,?,p,k,?,u,p
b,y,y,?,?,f,c,?,w,?,c,s,s,?,w,?,o,p,k,s,?,e
?,?,g,f,n,?,w,b,n,?,e,s,s,w,w,w,o,?,n,?,g,?
b,?,w,t,a,?,?,b,w,?,c,?,?,w,w,?,o,?,n,?,g,e
x,s,y,?,l,?,?,b,?,e,c,?,?,w,?,w,?,?,k,?,g,e
?,?,n,t,a,f,?,b,?,e,r,s,?,?,w,w,o,p,k,y,p,e
s,f,g,f,n,f,?,?,k,e,?,s,s,?,w,?,o,?,n,v,u,?
?,y,?,t,a,f,?,b,k,?,?,?,?,w,w,w,o,p,n,?,m,?
b,?,y,t,l,?,c,?,g,e,c,s,s,?,?,?,o,p,n,?,?,e
b,?,y,t,l,f,c,?,g,?,?,?,s,?,?,?,o,p,?,?,?,e
b,?,w,t,l,f,c,?,n,?,c,s,?,w,?,?,o,p,n,?,g,e
f,?,?,?,n,f,?,b,k,?,?,s,?,w,?,w,o,e,?,a,?,e
x,s,w,t,l,?,?,?,?,?,?,s,s,w,?,w,o,p,k,?,?,e
f,y,y,t,?,f,?,b,?,e,r,?,y,w,w,?,?,?,n,s,?,e
?,?,y,?,a,f,?,?,w,e,c,?,?,?,w,?,?,p,k,n,?,e
x,f,?,f,n,f,c,?,?,e,e,s,?,?,w,?,o,?,?,?,?,?
f,?,?,t,l,f,?,?,?,?,b,?,?,w,w,?,?,p,?,?,?,?
b,?,w,?,?,?,c,b,g,?,?,?,s,w,w,?,o,p,n,?,?,?
f,?,y,?,?,?,?,n,?,t,?,?,s,w,w,w,?,?,n,?,d,?
x,?,n,t,a,f,c,b,p,?,?,s,?,w,w,w,?,p,k,?,p,?
b,s,?,?,a,?,?,?,?,?,?,?,?,?,?,?,o,p,?,?,?,e
?,?,?,t,?,?,w,?,?,?,b,s,s,?,w,w,o,?,n,v,?,?
x,s,w,?,l,?,w,n,?,?,?,?,s,w,w,w,o,p,u,?,d,?
?,y,?,?,?,?,?,b,?,e,?,s,y,w,w,w,o,?,n,y,p,e
?,?,?,t,?,?,c,n,?,?,?,?,s,w,w,w,?,p,n,v,u,p
f,?,n,t,?,?,c,?,?,e,r,s,?,w,w,?,?,p,?,y,g,e
x,?,n,?,?,?,w,?,k,?,e,?,s,?,w,?,o,e,n,s,g,e
x,y,?,t,?,?,?,n,w,?,?,s,s,?,?,w,?,?,?,s,g,p
f,f,g,f,n,f,c,n,n,e,e,?,?,w,?,w,o,?,n,?,u,?
?,?,g,?,n,f,?,b,?,t,?,s,s,w,w,w,?,e,n,s,?,e
x,?,?,?,l,?,?,b,w,e,r,s,?,w,?,w,?,p,k,?,g,e
x,s,n,f,?,?,?,b,?,?,e,?,s,w,w,w,o,?,k,?,g,e
b,?,w,t,a,f,c,b,w,?,c,s,s,w,?,w,?,?,k,s,g,?
?,s,w,t,l,?,c,b,n,e,?,s,s,w,?,w,?,?,n,?,g,e
?,?,n,t,?,f,c,b,w,e,r,s,?,w,w,w,?,?,?,?,g,e
?,?,n,f,n,?,c,n,n,e,e,s,?,w,w,w,?,?,?,?,u,?
?,f,?,f,n,?,c,?,n,e,e,s,?,w,?,w,o,p,n,?,?,e
b,?,?,t,?,f,?,?,?,e,?,s,s,w,?,w,?,?,?,s,?,?
?,y,y,t,?,f,c,b,g,e,c,s,s,w,?,w,?,p,?,s,?,?
?,?,y,?,l,f,?,b,?,?,c,?,s,w,w,?,o,p,?,n,m,e
?,?,?,f,n,f,?,?,?,t,e,?,s,w,w,w,?,e,n,a,g,e
x,s,w,?,?,?,c,b,g,?,c,s,?,?,w,w,o,?,n,s,?,?
f,?,?,t,l,f,c,b,?,e,r,?,y,w,w,w,o,p,?,s,g,e
?,s,y,t,a,f,?,b,?,?,c,?,s,w,?,w,o,p,k,n,g,?
b,s,?,t,a,f,?,?,g,e,c,?,s,w,?,?,?,p,?,?,g,e
?,y,w,t,a,f,c,b,?,e,?,?,s,?,w,w,o,p,k,s,?,e
x,f,n,f,n,?,w,b,p,?,e,f,s,w,?,w,?,e,?,s,g,?
?,?,?,t,l,?,?,b,n,?,?,s,s,w,w,w,o,p,?,?,g,e
f,?,?,t,?,f,?,?,w,e,?,?,?,w,w,?,o,p,?,s,g,e
x,y,y,?,?,f,?,?,n,e,r,?,?,w,?,w,?,?,k,y,?,?
b,?,w,t,?,?,c,b,g,e,c,?,?,?,?,w,o,p,n,?,g,e
x,y,y,?,a,f,c,?,?,?,c,s,s,w,w,w,o,?,k,n,m,e
x,?,?,?,?,f,c,b,w,?,?,s,y,?,?,w,o,?,n,?,g,e
?,?,?,?,?,f,c,?,n,?,?,s,?,?,w,w,o,?,k,s,m,?
?,?,w,t,a,f,?,?,?,?,?,s,s,w,?,w,?,?,n,s,m,e
?,s,?,t,?,?,c,?,k,e,?,?,s,?,?,w,?,p,k,?,?,e
x,?,y,?,l,f,?,b,w,?,c,?,s,w,?,w,o,?,?,n,g,?
s,f,?,?,n,f,?,n,g,e,e,?,s,w,?,w,?,?,?,y,?,?
x,f,?,?,a,f,w,n,?,?,?,?,s,?,?,w,o,p,?,v,d,e
x,?,?,t,?,?,c,b,n,e,c,s,s,?,?,w,?,?,k,n,m,e
?,?,w,?,?,f,c,n,n,e,?,s,s,w,w,w,o,p,n,v,u,p
x,?,?,t,l,?,?,?,?,e,r,s,?,?,?,w,o,?,?,s,?,e
s,?,?,f,n,f,c,n,?,e,e,?,s,?,w,w,o,?,n,y,u,?
x,y,?,?,l,f,c,?,?,e,?,s,y,w,w,?,?,p,k,y,g,?
x,?,?,t,l,?,w,n,p,?,?,?,s,?,?,w,?,p,u,?,?,e
s,f,n,?,n,f,?,n,?,e,e,?,s,?,w,w,o,p,n,y,?,e
?,?,?,t,p,f,?,n,?,e,e,s,s,?,w,w,?,p,k,?,?,p
?,y,w,t,a,f,c,b,?,e,?,s,?,?,w,?,?,p,n,?,?,?
f,?,n,?,p,f,c,n,?,e,e,s,s,w,w,w,?,p,k,v,?,p
?,s,?,f,n,?,w,?,?,?,e,s,s,?,w,w,o,e,n,?,g,?
x,?,y,t,l,f,?,b,?,e,c,s,?,?,?,?,o,?,?,?,?,e
x,s,w,f,n,f,w,b,n,t,?,s,?,?,w,?,?,e,k,s,g,?
b,s,y,?,a,?,c,b,w,?,c,?,s,?,?,w,?,?,n,?,g,e
?,f,g,f,n,f,w,b,h,t,e,?,s,?,w,?,?,e,?,?,?,e
?,s,?,?,l,f,c,?,?,?,?,?,s,?,w,w,o,?,k,n,g,?
b,s,w,?,l,?,c,b,?,e,c,s,?,?,w,?,?,?,n,s,m,e
b,?,w,?,l,?,?,?,w,e,?,s,s,w,w,w,o,p,n,s,?,?
?,y,w,t,?,f,c,b,w,?,c,?,s,?,w,w,?,p,?,s,m,e
?,s,w,t,l,?,w,n,?,t,b,?,s,?,?,w,o,?,?,?,?,e
?,y,y,?,?,f,?,?,g,?,c,s,s,w,w,w,o,?,?,?,?,?
?,s,?,t,a,?,w,n,?,t,?,s,s,w,w,?,?,?,n,v,?,e
?,y,?,t,p,f,c,?,w,e,e,s,?,w,?,?,?,p,n,v,u,p
