@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,?,n,?,?,?,c,n,?,e,e,s,s,w,w,w,?,p,k,s,u,p
x,s,y,t,a,f,c,b,k,e,?,?,s,w,w,w,?,p,n,n,?,e
b,s,w,t,l,f,?,b,n,e,c,s,s,w,w,w,?,p,n,?,m,e
x,y,?,?,?,?,c,n,n,?,e,s,s,w,w,w,o,p,?,s,u,p
x,s,g,f,n,f,w,b,k,t,e,s,?,w,?,w,o,e,n,a,g,e
x,?,?,t,?,f,c,b,?,e,c,s,s,w,w,?,?,p,?,n,g,?
?,?,w,t,?,f,c,b,g,?,c,s,s,w,?,w,?,p,k,?,?,?
b,y,w,?,?,f,?,?,n,e,c,s,?,w,w,w,o,p,n,s,?,e
x,y,?,t,p,f,?,n,p,e,e,s,?,w,w,w,o,?,k,v,?,?
?,s,?,t,a,f,c,b,g,?,c,s,s,w,w,w,?,?,?,?,m,e
x,y,y,?,l,f,c,?,g,e,?,s,s,w,w,w,o,p,?,n,?,e
?,y,?,?,a,f,?,b,n,?,?,?,s,?,w,w,?,p,k,s,m,e
b,s,?,t,a,?,c,b,w,?,?,s,s,?,?,?,o,?,n,?,g,e
?,?,?,t,p,f,c,n,?,?,?,s,s,w,w,?,o,p,n,v,u,p
x,f,n,f,n,f,w,b,?,?,e,s,f,w,w,w,o,?,k,a,g,e
?,f,g,f,n,f,?,n,?,e,e,s,s,w,?,?,o,?,?,y,u,e
f,f,w,f,?,f,w,b,?,t,?,s,?,w,w,w,?,?,n,?,g,e
x,?,?,t,p,f,?,?,n,e,?,?,s,?,w,w,o,p,k,s,g,p
?,y,?,t,p,f,c,?,n,e,e,?,s,?,?,w,?,p,n,s,u,p
x,s,n,t,p,f,c,n,?,e,?,s,s,?,w,w,o,p,?,?,u,?
?,s,?,?,a,f,c,b,k,e,c,s,?,w,w,w,o,?,n,s,?,e
?,?,n,?,p,f,c,?,n,?,e,?,?,w,w,?,?,?,?,v,g,p
b,y,y,t,?,?,?,?,k,e,c,s,?,?,w,?,?,p,n,?,m,e
