@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,?,t,p,f,?,?,k,?,e,s,?,w,?,w,o,?,?,s,u,p
?,s,?,?,a,f,c,b,k,e,?,s,s,w,w,?,o,p,n,n,g,e
b,s,?,?,?,f,c,b,n,e,c,?,s,?,?,w,o,p,n,n,?,e
?,y,w,?,p,?,c,n,n,?,e,s,s,w,w,w,?,?,?,s,u,p
x,s,g,f,?,f,?,b,k,t,?,s,?,w,w,w,o,?,?,a,g,?
x,?,?,t,a,f,c,b,n,e,c,?,?,w,?,w,o,p,k,n,?,?
b,?,w,?,a,f,?,?,g,e,c,s,?,w,w,?,?,p,?,n,m,e
b,y,?,t,?,?,c,b,n,e,c,?,s,?,w,?,?,p,n,s,m,e
?,?,?,t,p,?,?,?,p,?,e,s,s,?,?,w,?,p,k,?,g,?
b,s,?,t,?,?,c,b,g,e,?,?,s,?,?,?,?,p,?,?,m,e
?,y,y,t,l,f,c,?,?,e,?,?,s,w,w,?,o,p,n,?,?,e
x,?,y,?,a,f,c,b,n,e,c,?,s,w,w,w,?,p,k,?,?,e
