@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

?,proper,complete,1,?,?,nonprob,?,?
usual,?,complete,1,convenient,?,nonprob,priority,priority
?,proper,?,1,convenient,convenient,nonprob,not_recom,not_recom
usual,?,?,1,?,?,slightly_prob,recommended,recommend
usual,?,?,1,?,convenient,?,priority,priority
usual,proper,?,1,?,convenient,slightly_prob,not_recom,?
usual,proper,complete,1,convenient,convenient,problematic,recommended,priority
usual,?,?,?,convenient,?,?,priority,?
usual,proper,?,?,?,convenient,problematic,not_recom,?
usual,proper,?,?,convenient,?,nonprob,recommended,?
?,proper,complete,?,convenient,inconv,nonprob,?,priority
usual,proper,?,?,?,inconv,nonprob,?,not_recom
?,proper,?,?,convenient,inconv,slightly_prob,?,?
?,proper,?,?,convenient,inconv,slightly_prob,priority,?
?,proper,complete,?,convenient,inconv,slightly_prob,not_recom,not_recom
usual,?,?,1,?,inconv,?,recommended,?
?,?,?,1,convenient,inconv,?,priority,?
usual,proper,?,?,convenient,inconv,?,not_recom,not_recom
?,?,complete,1,?,?,?,recommended,very_recom
?,?,?,1,less_conv,convenient,nonprob,?,?
?,proper,?,?,?,?,nonprob,not_recom,not_recom
?,proper,complete,1,?,convenient,?,?,very_recom
usual,proper,complete,1,less_conv,?,slightly_prob,priority,priority
?,proper,?,1,less_conv,?,slightly_prob,not_recom,not_recom
usual,?,?,1,less_conv,convenient,problematic,?,priority
?,?,?,?,less_conv,?,problematic,?,priority
?,proper,?,1,?,convenient,problematic,not_recom,not_recom
usual,?,complete,?,less_conv,inconv,nonprob,recommended,?
?,?,?,1,less_conv,inconv,nonprob,?,?
usual,proper,?,1,less_conv,inconv,?,not_recom,?
?,proper,?,?,?,?,?,?,very_recom
usual,?,?,?,less_conv,?,slightly_prob,priority,?
?,?,complete,1,less_conv,inconv,?,not_recom,?
usual,proper,complete,?,less_conv,inconv,?,recommended,priority
?,proper,complete,1,less_conv,inconv,problematic,priority,?
?,?,complete,1,?,?,?,not_recom,not_recom
usual,?,complete,1,critical,convenient,?,recommended,?
usual,?,?,1,critical,?,nonprob,priority,?
?,?,?,?,critical,convenient,?,?,not_recom
usual,proper,complete,?,?,convenient,slightly_prob,recommended,?
?,?,?,?,critical,?,?,priority,priority
?,proper,complete,?,?,convenient,slightly_prob,?,?
?,proper,?,1,critical,?,?,recommended,priority
usual,?,complete,1,?,?,problematic,priority,?
?,proper,?,?,critical,?,problematic,not_recom,?
?,?,?,1,?,inconv,nonprob,recommended,?
usual,proper,complete,?,critical,?,nonprob,priority,priority
?,proper,?,?,critical,inconv,?,?,not_recom
usual,proper,?,?,critical,?,slightly_prob,recommended,?
?,?,complete,1,?,?,?,priority,?
usual,proper,?,?,?,inconv,?,not_recom,?
?,?,complete,1,critical,?,?,?,priority
?,?,complete,1,critical,inconv,?,priority,priority
usual,proper,complete,?,critical,inconv,problematic,?,not_recom
?,?,?,?,?,convenient,?,?,?
?,proper,?,?,convenient,convenient,nonprob,priority,?
usual,proper,complete,?,convenient,?,?,?,?
usual,?,complete,2,convenient,?,?,?,?
?,?,?,2,?,convenient,?,priority,?
usual,proper,complete,?,convenient,?,?,not_recom,?
usual,?,complete,2,convenient,convenient,problematic,recommended,priority
?,?,?,2,convenient,?,?,priority,priority
usual,?,complete,2,convenient,convenient,?,not_recom,not_recom
?,?,?,2,convenient,?,nonprob,?,?
usual,?,?,2,convenient,inconv,nonprob,priority,?
?,?,complete,?,?,inconv,nonprob,not_recom,?
?,proper,?,?,?,inconv,slightly_prob,?,very_recom
usual,proper,?,2,?,inconv,slightly_prob,priority,?
?,?,?,?,?,inconv,?,?,not_recom
?,proper,complete,?,?,?,?,?,priority
usual,proper,?,2,?,inconv,problematic,priority,priority
?,proper,complete,2,convenient,?,?,?,?
?,?,?,?,?,convenient,nonprob,recommended,?
?,?,complete,2,?,convenient,nonprob,?,priority
usual,proper,?,2,less_conv,?,?,not_recom,?
?,proper,complete,2,less_conv,?,?,?,?
usual,proper,complete,2,less_conv,convenient,slightly_prob,priority,priority
usual,?,complete,2,?,convenient,?,not_recom,?
?,proper,?,2,?,?,problematic,?,?
usual,proper,complete,?,?,?,?,?,?
usual,proper,complete,?,?,?,?,not_recom,?
?,proper,complete,2,?,?,nonprob,recommended,?
usual,?,complete,2,?,inconv,nonprob,priority,?
usual,?,?,?,less_conv,inconv,nonprob,?,?
?,proper,complete,2,?,inconv,?,?,?
?,proper,?,?,less_conv,inconv,slightly_prob,priority,?
usual,proper,complete,2,?,?,?,not_recom,?
?,?,?,?,less_conv,inconv,problematic,?,?
?,?,?,2,less_conv,inconv,problematic,priority,priority
usual,proper,complete,2,less_conv,inconv,problematic,not_recom,not_recom
usual,proper,complete,2,critical,?,nonprob,recommended,?
usual,proper,?,?,?,convenient,?,?,?
usual,?,?,2,critical,convenient,?,?,?
?,proper,complete,?,?,?,slightly_prob,?,priority
?,proper,complete,?,critical,?,slightly_prob,?,priority
usual,proper,complete,?,critical,convenient,slightly_prob,not_recom,not_recom
usual,proper,complete,2,?,?,?,recommended,priority
usual,proper,?,?,?,?,problematic,?,priority
?,?,?,2,?,convenient,?,not_recom,not_recom
usual,?,complete,2,?,inconv,?,recommended,priority
usual,?,complete,?,critical,?,nonprob,?,?
usual,proper,?,2,critical,?,nonprob,?,?
?,?,?,?,critical,?,?,recommended,?
?,?,complete,?,?,?,?,?,?
usual,?,?,?,?,?,?,?,?
usual,?,?,?,critical,inconv,?,recommended,priority
usual,proper,complete,2,critical,inconv,?,?,?
usual,?,complete,2,critical,?,?,not_recom,?
?,?,complete,3,convenient,?,nonprob,?,?
?,?,complete,?,convenient,convenient,nonprob,?,?
?,?,?,?,convenient,?,nonprob,?,?
usual,proper,?,?,?,?,?,?,?
?,proper,?,3,?,?,?,priority,priority
usual,?,complete,3,convenient,?,slightly_prob,not_recom,?
?,?,?,?,?,?,problematic,recommended,?
usual,?,complete,3,convenient,convenient,?,?,?
?,proper,?,?,convenient,?,problematic,?,not_recom
usual,?,?,3,?,inconv,nonprob,?,priority
usual,?,?,3,convenient,inconv,?,?,?
?,?,?,?,?,?,?,?,?
usual,?,?,?,?,?,?,?,?
?,?,complete,3,?,inconv,slightly_prob,?,?
?,?,complete,3,?,inconv,?,not_recom,?
usual,proper,complete,3,?,?,problematic,recommended,?
?,proper,complete,3,?,?,problematic,priority,?
?,proper,complete,?,?,?,problematic,?,?
?,proper,complete,3,?,?,?,?,priority
?,?,complete,?,less_conv,?,?,priority,priority
usual,?,?,3,less_conv,convenient,nonprob,not_recom,not_recom
?,?,?,?,?,convenient,slightly_prob,?,priority
usual,?,?,?,?,convenient,slightly_prob,?,priority
?,?,?,?,less_conv,convenient,slightly_prob,not_recom,not_recom
?,proper,?,?,?,?,?,?,?
usual,proper,?,?,less_conv,?,?,?,priority
?,proper,?,3,less_conv,convenient,?,?,?
?,proper,complete,3,less_conv,?,?,recommended,priority
usual,?,?,?,less_conv,inconv,nonprob,priority,priority
?,?,?,?,?,?,nonprob,not_recom,?
?,proper,?,?,less_conv,?,?,recommended,priority
usual,proper,?,?,less_conv,inconv,slightly_prob,priority,?
?,?,complete,3,less_conv,inconv,slightly_prob,?,not_recom
?,proper,?,3,?,inconv,?,?,?
usual,proper,complete,3,?,inconv,problematic,priority,?
?,proper,?,?,less_conv,inconv,problematic,not_recom,not_recom
usual,proper,?,?,?,?,nonprob,recommended,?
?,proper,complete,?,?,?,nonprob,?,priority
?,proper,?,?,?,?,?,?,?
usual,proper,?,?,critical,convenient,?,recommended,priority
?,proper,complete,?,?,convenient,slightly_prob,?,priority
usual,?,?,?,critical,convenient,slightly_prob,?,not_recom
usual,?,complete,3,?,convenient,problematic,recommended,priority
usual,?,complete,3,?,convenient,?,?,priority
?,proper,?,?,?,?,problematic,not_recom,?
?,?,complete,3,critical,?,nonprob,recommended,?
usual,proper,?,?,?,?,?,priority,priority
usual,proper,?,?,critical,?,nonprob,?,not_recom
?,proper,?,?,critical,inconv,?,?,priority
?,?,?,?,critical,?,?,?,?
usual,?,?,3,?,?,?,not_recom,not_recom
usual,?,complete,?,critical,?,problematic,recommended,priority
?,?,complete,?,critical,?,problematic,priority,?
?,?,?,?,critical,inconv,problematic,?,?
usual,proper,complete,more,?,?,?,?,?
usual,proper,?,?,convenient,?,nonprob,?,?
?,?,complete,?,?,convenient,nonprob,?,not_recom
usual,proper,?,?,?,convenient,slightly_prob,recommended,?
usual,proper,complete,more,convenient,convenient,?,?,?
?,proper,complete,more,?,convenient,?,?,not_recom
?,proper,?,more,convenient,convenient,problematic,?,priority
usual,?,?,?,convenient,convenient,problematic,priority,?
?,?,complete,?,?,?,problematic,?,not_recom
usual,proper,complete,?,?,?,nonprob,?,priority
?,proper,?,?,convenient,inconv,nonprob,?,priority
?,?,complete,more,?,inconv,nonprob,?,?
usual,proper,complete,?,?,inconv,slightly_prob,recommended,?
?,proper,complete,?,convenient,?,slightly_prob,?,priority
?,proper,complete,?,convenient,inconv,slightly_prob,?,?
?,proper,?,?,?,inconv,problematic,recommended,?
usual,proper,complete,?,?,inconv,?,?,priority
usual,proper,?,?,?,inconv,?,not_recom,not_recom
usual,?,complete,more,less_conv,convenient,nonprob,recommended,?
usual,proper,?,?,less_conv,?,?,priority,priority
usual,?,?,?,less_conv,convenient,nonprob,not_recom,not_recom
?,?,?,more,?,convenient,?,?,priority
usual,?,?,more,?,?,?,?,priority
usual,proper,complete,more,less_conv,convenient,slightly_prob,not_recom,?
usual,proper,complete,?,less_conv,?,problematic,?,priority
usual,?,complete,more,less_conv,convenient,problematic,priority,?
usual,?,complete,more,less_conv,convenient,?,not_recom,?
usual,?,?,more,less_conv,inconv,nonprob,?,?
usual,proper,complete,more,?,?,?,?,?
usual,?,complete,?,?,inconv,?,?,?
?,?,complete,more,?,?,?,recommended,priority
usual,?,?,?,?,?,?,?,priority
?,proper,?,?,?,?,slightly_prob,not_recom,?
?,proper,?,?,less_conv,inconv,problematic,?,priority
?,proper,complete,?,?,?,problematic,priority,priority
?,?,complete,more,less_conv,?,?,?,not_recom
?,?,complete,?,?,?,?,recommended,priority
usual,?,complete,?,critical,?,?,?,priority
?,?,complete,more,critical,convenient,?,?,not_recom
usual,?,?,more,critical,convenient,?,?,?
usual,?,?,?,?,convenient,slightly_prob,priority,?
?,proper,?,more,?,?,?,?,not_recom
?,proper,complete,?,?,convenient,problematic,?,?
usual,?,?,?,?,convenient,?,priority,?
usual,?,complete,more,critical,convenient,problematic,?,not_recom
usual,?,?,?,critical,?,nonprob,recommended,priority
usual,?,complete,?,critical,?,nonprob,priority,priority
?,proper,complete,more,?,?,?,not_recom,not_recom
?,proper,complete,more,?,?,slightly_prob,?,priority
usual,proper,complete,more,critical,?,?,priority,priority
usual,?,complete,more,critical,?,?,?,?
?,?,?,more,critical,?,?,recommended,priority
usual,proper,?,more,?,inconv,problematic,priority,priority
