@relation dataset

@attribute vendor {adviser, amdahl, apollo, basf, bti, burroughs, c.r.d, cdc, cambex, dec, dg, formation, four-phase, gould, hp, harris, honeywell, ibm, ipl, magnuson, microdata, nas, ncr, nixdorf, perkin-elmer, prime, siemens, sperry, sratus, wang}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data

?,125.0,256.0,6000.0,?,16.0,?,?
?,29.0,8000.0,?,?,8.0,32.0,253.0
amdahl,?,?,?,32.0,8.0,32.0,253.0
amdahl,29.0,8000.0,?,?,?,32.0,253.0
amdahl,29.0,?,16000.0,?,?,16.0,132.0
?,?,?,32000.0,64.0,8.0,?,?
amdahl,23.0,?,32000.0,?,16.0,32.0,381.0
amdahl,23.0,16000.0,32000.0,?,16.0,?,?
?,?,?,?,?,16.0,?,?
?,?,?,?,?,32.0,?,?
apollo,?,?,3000.0,0.0,1.0,?,?
?,400.0,512.0,3500.0,4.0,?,6.0,?
?,?,?,?,?,?,8.0,?
?,50.0,4000.0,?,?,1.0,8.0,117.0
?,?,?,64.0,?,1.0,?,15.0
bti,?,512.0,?,?,4.0,32.0,?
burroughs,167.0,524.0,?,?,4.0,15.0,?
burroughs,?,?,5000.0,0.0,7.0,?,29.0
?,?,1000.0,?,0.0,?,16.0,?
burroughs,?,?,?,?,8.0,64.0,124.0
?,?,1500.0,?,?,5.0,?,?
burroughs,143.0,?,6200.0,?,5.0,?,?
?,143.0,?,6200.0,?,?,64.0,40.0
burroughs,110.0,3100.0,6200.0,0.0,6.0,?,45.0
?,?,?,?,0.0,1.0,12.0,28.0
?,?,512.0,2000.0,4.0,1.0,3.0,?
c.r.d,320.0,256.0,6000.0,?,1.0,6.0,28.0
?,320.0,256.0,?,4.0,1.0,3.0,?
?,?,?,5000.0,?,?,?,28.0
c.r.d,320.0,?,5000.0,4.0,?,?,?
?,?,?,2620.0,?,12.0,?,?
?,25.0,1310.0,2620.0,131.0,?,?,?
cdc,50.0,?,10480.0,?,?,24.0,?
cdc,?,?,?,30.0,12.0,?,74.0
cdc,?,5240.0,?,30.0,?,24.0,?
cdc,64.0,5240.0,20970.0,30.0,12.0,24.0,?
cdc,50.0,500.0,?,8.0,?,?,23.0
?,?,?,4000.0,8.0,1.0,5.0,29.0
cdc,50.0,?,?,8.0,1.0,?,44.0
cambex,?,1000.0,4000.0,8.0,?,5.0,30.0
cambex,50.0,?,?,8.0,?,5.0,?
cambex,?,?,16000.0,8.0,?,5.0,74.0
?,?,2000.0,16000.0,8.0,?,?,?
?,?,?,16000.0,8.0,?,?,74.0
dec,133.0,?,?,?,?,?,54.0
dec,133.0,1000.0,?,9.0,?,12.0,41.0
?,?,512.0,?,?,1.0,?,18.0
dec,810.0,1000.0,?,?,1.0,1.0,28.0
?,320.0,?,?,?,?,?,36.0
?,?,?,?,?,1.0,?,38.0
?,700.0,?,?,0.0,?,1.0,?
?,?,?,2000.0,0.0,1.0,1.0,19.0
?,140.0,1000.0,16000.0,16.0,?,?,?
?,?,1000.0,?,?,?,?,36.0
dg,?,?,4000.0,?,1.0,?,?
dg,110.0,1000.0,12000.0,16.0,1.0,2.0,?
dg,220.0,?,?,16.0,?,2.0,?
formation,?,256.0,8000.0,?,?,4.0,34.0
formation,800.0,256.0,?,?,?,?,?
?,800.0,256.0,?,?,?,?,34.0
formation,?,?,8000.0,?,?,4.0,34.0
formation,?,256.0,?,?,1.0,?,34.0
four-phase,125.0,512.0,1000.0,0.0,?,?,19.0
gould,75.0,2000.0,8000.0,64.0,1.0,?,?
?,?,?,16000.0,64.0,1.0,?,113.0
gould,75.0,2000.0,?,128.0,1.0,?,157.0
?,90.0,256.0,1000.0,0.0,3.0,10.0,18.0
hp,105.0,256.0,?,?,3.0,?,20.0
?,?,1000.0,4000.0,0.0,3.0,?,?
?,105.0,2000.0,?,8.0,3.0,?,33.0
?,75.0,2000.0,8000.0,?,3.0,?,47.0
?,?,?,8000.0,8.0,3.0,?,54.0
?,175.0,?,2000.0,?,?,24.0,?
?,300.0,?,3000.0,0.0,6.0,?,?
harris,?,768.0,?,6.0,6.0,?,25.0
harris,300.0,?,?,6.0,6.0,?,52.0
?,?,?,?,0.0,?,24.0,?
?,?,384.0,12000.0,6.0,?,24.0,?
?,?,?,768.0,6.0,?,24.0,18.0
?,?,?,?,6.0,?,?,53.0
?,330.0,?,?,0.0,?,?,23.0
honeywell,?,?,4000.0,?,3.0,?,?
?,?,1000.0,?,?,2.0,?,73.0
honeywell,?,1000.0,2000.0,0.0,1.0,?,20.0
?,?,?,?,?,?,6.0,25.0
honeywell,?,?,?,?,?,?,28.0
honeywell,140.0,?,4000.0,0.0,?,8.0,29.0
?,140.0,?,?,?,?,20.0,?
?,140.0,?,?,32.0,1.0,?,?
?,140.0,2000.0,?,32.0,?,?,?
honeywell,140.0,?,?,32.0,?,54.0,181.0
?,?,2000.0,?,?,?,?,?
honeywell,?,?,?,?,1.0,?,32.0
ibm,57.0,4000.0,?,?,6.0,?,?
ibm,?,4000.0,?,64.0,12.0,16.0,171.0
?,26.0,16000.0,?,?,?,?,361.0
ibm,26.0,?,?,?,?,24.0,?
?,?,?,32000.0,?,8.0,24.0,?
?,26.0,8000.0,?,0.0,8.0,16.0,?
ibm,480.0,?,?,?,1.0,1.0,15.0
ibm,203.0,1000.0,2000.0,?,1.0,5.0,?
?,?,512.0,6000.0,16.0,1.0,6.0,?
?,?,512.0,?,0.0,?,1.0,?
?,1100.0,?,?,0.0,?,1.0,20.0
ibm,?,?,?,0.0,?,?,?
?,400.0,?,4000.0,?,?,?,?
?,?,4000.0,?,?,1.0,?,?
ibm,900.0,1000.0,1000.0,0.0,1.0,?,?
?,?,?,?,0.0,1.0,?,?
