@relation dataset

@attribute vendor {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data

?,125.0,256.0,?,256.0,16.0,128.0,199.0
1,29.0,8000.0,32000.0,?,?,32.0,253.0
?,?,8000.0,32000.0,32.0,?,32.0,253.0
1,29.0,?,?,32.0,8.0,32.0,253.0
1,29.0,?,?,32.0,?,16.0,132.0
?,26.0,8000.0,?,64.0,8.0,32.0,?
1,?,?,?,?,16.0,?,381.0
?,23.0,?,32000.0,?,16.0,?,381.0
?,?,?,?,?,?,32.0,749.0
?,23.0,32000.0,64000.0,?,32.0,64.0,1238.0
?,?,?,?,?,?,?,?
?,400.0,512.0,?,?,?,?,?
3,60.0,2000.0,8000.0,?,1.0,8.0,70.0
3,?,?,?,?,?,?,117.0
?,?,?,?,0.0,?,4.0,15.0
4,?,512.0,?,?,4.0,32.0,?
5,?,524.0,?,8.0,4.0,15.0,?
?,?,512.0,5000.0,?,?,32.0,29.0
?,143.0,1000.0,?,?,?,16.0,?
5,?,5000.0,?,?,8.0,?,?
5,?,?,?,?,5.0,?,?
5,?,3100.0,?,?,?,20.0,?
?,143.0,?,6200.0,0.0,6.0,64.0,?
5,?,3100.0,6200.0,0.0,6.0,?,?
6,320.0,?,?,0.0,1.0,12.0,28.0
?,?,512.0,2000.0,4.0,?,?,?
6,?,256.0,?,0.0,1.0,?,?
6,?,256.0,?,4.0,?,3.0,?
6,?,512.0,5000.0,4.0,1.0,?,?
6,320.0,256.0,?,?,?,6.0,27.0
?,25.0,1310.0,?,?,12.0,?,102.0
7,25.0,1310.0,?,?,?,24.0,?
?,50.0,?,10480.0,30.0,?,24.0,74.0
7,50.0,?,10480.0,30.0,12.0,24.0,74.0
7,?,5240.0,?,30.0,?,24.0,?
7,64.0,5240.0,20970.0,30.0,?,?,136.0
?,50.0,?,?,?,1.0,4.0,23.0
7,50.0,?,?,8.0,1.0,5.0,?
?,50.0,2000.0,?,?,?,?,?
8,?,?,4000.0,8.0,3.0,?,30.0
8,50.0,1000.0,?,8.0,3.0,?,41.0
?,50.0,2000.0,16000.0,?,?,?,74.0
?,?,2000.0,16000.0,8.0,?,6.0,74.0
?,50.0,2000.0,?,8.0,?,?,74.0
9,133.0,1000.0,12000.0,?,?,?,54.0
9,?,1000.0,8000.0,?,?,?,41.0
?,?,?,512.0,?,?,?,18.0
?,810.0,?,5000.0,?,1.0,1.0,28.0
?,?,?,?,4.0,1.0,5.0,36.0
?,?,?,?,8.0,1.0,?,?
10,700.0,384.0,8000.0,0.0,?,?,34.0
?,700.0,?,?,0.0,?,?,19.0
?,?,?,16000.0,?,1.0,?,?
?,?,?,?,0.0,1.0,2.0,?
?,110.0,?,?,?,1.0,?,30.0
?,?,1000.0,?,?,?,2.0,?
10,?,?,?,16.0,?,?,?
11,?,256.0,8000.0,?,?,4.0,?
11,800.0,?,?,?,1.0,4.0,34.0
11,?,?,?,0.0,1.0,?,?
11,800.0,256.0,8000.0,0.0,?,4.0,34.0
11,?,256.0,8000.0,0.0,1.0,4.0,?
?,?,?,1000.0,?,8.0,20.0,19.0
?,75.0,?,8000.0,64.0,1.0,?,?
13,?,2000.0,?,?,?,?,?
13,?,?,?,?,1.0,38.0,157.0
14,90.0,256.0,?,0.0,?,10.0,18.0
?,105.0,256.0,2000.0,0.0,3.0,?,20.0
?,?,1000.0,?,?,3.0,?,?
?,105.0,?,4000.0,?,3.0,19.0,33.0
?,?,2000.0,?,8.0,?,?,47.0
?,?,?,8000.0,8.0,3.0,?,54.0
?,?,256.0,?,?,?,24.0,20.0
?,?,768.0,?,?,?,?,23.0
15,?,?,?,6.0,6.0,?,25.0
15,300.0,768.0,?,?,?,24.0,?
?,?,?,?,?,1.0,?,?
15,300.0,384.0,12000.0,6.0,1.0,?,?
?,300.0,192.0,?,?,?,24.0,18.0
15,180.0,768.0,12000.0,?,1.0,?,?
16,?,?,?,?,?,4.0,23.0
?,?,1000.0,4000.0,8.0,3.0,?,30.0
?,300.0,?,16000.0,?,?,112.0,73.0
16,?,1000.0,2000.0,?,?,2.0,20.0
?,330.0,1000.0,?,?,3.0,?,25.0
?,140.0,2000.0,?,?,3.0,6.0,28.0
16,?,2000.0,4000.0,0.0,?,8.0,29.0
?,?,?,?,?,1.0,20.0,?
?,?,?,?,32.0,?,20.0,175.0
?,?,2000.0,8000.0,32.0,?,54.0,?
16,?,?,?,?,?,?,?
16,140.0,2000.0,?,?,1.0,?,?
16,?,?,?,?,?,?,32.0
?,57.0,4000.0,16000.0,1.0,?,?,82.0
?,57.0,?,24000.0,?,?,?,?
17,26.0,?,32000.0,64.0,16.0,24.0,?
17,26.0,16000.0,?,?,?,24.0,350.0
?,?,8000.0,32000.0,0.0,?,24.0,220.0
?,?,8000.0,16000.0,0.0,8.0,?,113.0
?,?,?,512.0,0.0,?,1.0,?
?,?,1000.0,2000.0,?,?,?,?
?,?,512.0,?,16.0,?,6.0,?
17,1100.0,?,1500.0,0.0,1.0,?,18.0
?,?,?,?,0.0,?,?,?
17,?,?,2000.0,?,1.0,?,20.0
?,?,?,4000.0,?,1.0,1.0,28.0
17,400.0,4000.0,?,0.0,?,?,?
17,900.0,?,?,0.0,?,2.0,?
17,?,?,?,?,?,?,17.0
?,900.0,?,?,4.0,?,?,?
17,900.0,1000.0,4000.0,8.0,1.0,?,28.0
17,900.0,2000.0,?,?,?,6.0,28.0
17,225.0,2000.0,?,?,3.0,6.0,?
?,?,?,?,?,3.0,?,31.0
17,?,?,?,?,?,?,42.0
17,185.0,?,16000.0,?,1.0,?,?
?,180.0,?,16000.0,16.0,1.0,6.0,?
?,?,1000.0,4000.0,?,3.0,?,?
17,25.0,2000.0,12000.0,?,1.0,4.0,?
17,25.0,?,12000.0,?,?,5.0,?
17,17.0,?,16000.0,8.0,6.0,?,101.0
?,17.0,4000.0,16000.0,32.0,?,?,116.0
17,1500.0,?,?,?,0.0,0.0,18.0
17,1500.0,768.0,2000.0,0.0,?,0.0,?
?,800.0,?,?,?,0.0,?,?
?,50.0,2000.0,4000.0,?,3.0,6.0,30.0
?,?,?,?,?,3.0,6.0,?
?,50.0,?,?,8.0,?,6.0,?
?,?,2000.0,?,?,?,?,?
18,?,2000.0,16000.0,24.0,?,6.0,?
?,50.0,8000.0,16000.0,48.0,1.0,?,128.0
?,100.0,1000.0,8000.0,0.0,?,?,?
19,100.0,?,?,24.0,?,6.0,?
?,?,1000.0,8000.0,?,?,?,?
?,50.0,2000.0,?,?,?,16.0,80.0
19,?,?,?,?,?,16.0,?
?,50.0,2000.0,?,24.0,?,?,88.0
20,?,?,?,?,8.0,128.0,33.0
21,?,2000.0,8000.0,?,1.0,?,46.0
?,?,2000.0,?,?,1.0,5.0,?
?,?,2000.0,8000.0,?,?,6.0,53.0
21,92.0,2000.0,?,?,?,6.0,?
21,92.0,?,?,?,1.0,6.0,41.0
?,75.0,?,16000.0,?,?,6.0,86.0
21,?,4000.0,?,?,?,?,95.0
21,60.0,2000.0,?,64.0,?,?,107.0
?,?,4000.0,?,64.0,5.0,8.0,117.0
?,?,4000.0,?,?,?,10.0,?
21,72.0,4000.0,16000.0,?,?,?,120.0
?,72.0,2000.0,8000.0,16.0,6.0,8.0,?
21,40.0,?,16000.0,32.0,?,16.0,126.0
?,40.0,?,?,64.0,?,24.0,?
21,35.0,?,32000.0,?,?,24.0,?
?,38.0,?,32000.0,?,16.0,32.0,?
21,48.0,4000.0,?,32.0,?,?,?
?,?,?,?,64.0,?,24.0,267.0
21,30.0,16000.0,?,256.0,16.0,?,603.0
?,?,1000.0,1000.0,0.0,?,?,?
22,84.0,1000.0,2000.0,?,1.0,6.0,?
22,56.0,1000.0,?,0.0,?,?,26.0
?,56.0,?,?,0.0,1.0,8.0,?
?,?,?,?,?,1.0,8.0,41.0
22,?,4000.0,?,0.0,?,?,47.0
?,56.0,?,?,0.0,1.0,?,?
22,56.0,4000.0,16000.0,0.0,?,?,78.0
22,?,4000.0,?,32.0,?,?,80.0
?,?,4000.0,8000.0,?,16.0,32.0,80.0
22,38.0,?,?,64.0,?,8.0,142.0
22,38.0,?,?,160.0,4.0,8.0,281.0
?,?,?,16000.0,128.0,16.0,?,?
23,?,1000.0,?,?,1.0,?,21.0
23,200.0,1000.0,?,?,1.0,?,?
23,?,?,?,?,1.0,?,?
24,250.0,?,4000.0,0.0,?,7.0,24.0
?,?,?,4000.0,0.0,4.0,?,24.0
?,250.0,?,16000.0,1.0,1.0,?,?
?,160.0,?,?,?,?,?,?
25,?,?,2000.0,?,?,?,?
25,?,1000.0,?,?,1.0,?,29.0
?,160.0,?,8000.0,?,1.0,?,43.0
?,?,2000.0,8000.0,?,?,13.0,53.0
?,?,512.0,?,?,1.0,?,?
26,?,?,2000.0,8.0,?,5.0,22.0
?,?,2000.0,?,?,3.0,8.0,?
