@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

alfa-romero,gas,std,two,?,rwd,front,88.6,168.8,?,?,2548.0,dohc,?,130.0,?,3.47,?,?,?,5000.0,?,27.0,?,3
alfa-romero,?,?,?,convertible,rwd,?,88.6,168.8,64.1,?,2548.0,dohc,four,130.0,mpfi,3.47,2.68,9.0,111.0,?,21.0,27.0,16500.0,3
alfa-romero,gas,std,two,hatchback,rwd,front,94.5,171.2,65.5,?,?,ohcv,six,?,?,2.68,?,9.0,?,5000.0,?,26.0,16500.0,1
?,gas,std,?,?,?,front,99.8,?,66.2,54.3,?,ohc,four,?,mpfi,3.19,3.4,10.0,102.0,5500.0,24.0,?,13950.0,2
audi,?,std,four,?,4wd,front,?,176.6,66.4,?,?,?,five,136.0,mpfi,3.19,3.4,?,115.0,?,18.0,22.0,?,2
audi,?,std,two,?,fwd,?,99.8,?,?,53.1,2507.0,ohc,?,136.0,mpfi,3.19,?,8.5,?,?,?,25.0,15250.0,2
audi,gas,?,?,?,fwd,front,?,?,71.4,55.7,2844.0,ohc,five,136.0,mpfi,3.19,3.4,?,110.0,5500.0,?,?,17710.0,1
?,?,std,four,wagon,fwd,front,105.8,192.7,71.4,55.7,2954.0,?,five,136.0,mpfi,3.19,3.4,?,110.0,5500.0,19.0,?,18920.0,1
audi,?,turbo,four,?,fwd,front,?,?,71.4,55.9,?,?,five,131.0,mpfi,3.13,3.4,8.3,140.0,5500.0,?,20.0,23875.0,?
bmw,?,std,two,?,rwd,front,?,?,?,54.3,?,?,four,?,mpfi,3.5,?,?,101.0,5800.0,?,29.0,16430.0,?
bmw,gas,std,four,sedan,?,?,101.2,176.8,64.8,54.3,2395.0,ohc,four,108.0,?,3.5,2.8,?,101.0,5800.0,23.0,?,16925.0,?
bmw,gas,std,two,sedan,rwd,?,?,176.8,64.8,54.3,?,ohc,six,164.0,?,?,3.19,9.0,121.0,4250.0,21.0,28.0,20970.0,?
bmw,gas,?,four,sedan,rwd,front,101.2,176.8,64.8,54.3,?,ohc,six,?,?,3.31,3.19,9.0,121.0,?,21.0,28.0,21105.0,0
bmw,gas,std,?,sedan,rwd,front,?,189.0,?,55.7,?,ohc,six,164.0,mpfi,3.31,?,?,121.0,4250.0,20.0,?,24565.0,1
bmw,?,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3230.0,ohc,?,209.0,mpfi,3.62,3.39,?,182.0,?,16.0,22.0,30760.0,0
bmw,?,std,two,sedan,rwd,front,?,?,?,53.7,3380.0,ohc,?,209.0,?,3.62,3.39,8.0,?,5400.0,?,?,41315.0,0
bmw,?,?,four,?,rwd,front,?,?,?,?,3505.0,ohc,six,?,mpfi,?,?,8.0,182.0,?,?,20.0,36880.0,?
chevrolet,?,std,?,?,fwd,?,?,?,60.3,53.2,?,?,three,61.0,2bbl,2.91,?,9.5,?,5100.0,?,53.0,?,2
chevrolet,gas,std,?,hatchback,?,front,94.5,155.9,63.6,52.0,1874.0,?,four,90.0,?,3.03,?,?,70.0,5400.0,?,43.0,?,1
chevrolet,?,std,four,sedan,fwd,front,94.5,158.8,63.6,52.0,?,?,?,90.0,2bbl,3.03,3.11,?,70.0,5400.0,38.0,?,?,0
dodge,gas,?,two,hatchback,fwd,front,?,?,63.8,50.8,?,ohc,?,90.0,?,2.97,3.23,?,68.0,?,37.0,41.0,?,1
dodge,gas,std,two,hatchback,fwd,front,?,157.3,63.8,?,1876.0,?,?,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,6377.0,1
dodge,?,?,two,hatchback,?,front,93.7,?,63.8,50.8,2128.0,ohc,four,98.0,mpfi,3.03,?,7.6,102.0,5500.0,?,30.0,7957.0,1
dodge,?,?,four,hatchback,?,front,?,157.3,?,50.6,1967.0,ohc,?,90.0,2bbl,?,3.23,9.4,68.0,5500.0,31.0,?,?,1
?,gas,?,four,sedan,?,front,?,157.3,63.8,50.6,1989.0,?,four,?,?,2.97,?,9.4,?,?,?,38.0,6692.0,?
dodge,?,std,four,sedan,?,front,?,157.3,63.8,50.6,?,ohc,four,90.0,2bbl,2.97,3.23,?,68.0,5500.0,31.0,38.0,7609.0,?
dodge,?,?,?,wagon,?,?,103.3,?,?,59.8,2535.0,?,four,?,?,?,3.46,8.5,88.0,?,24.0,30.0,8921.0,-1
?,gas,?,two,?,?,front,95.9,?,66.3,?,2811.0,?,four,?,mfi,3.6,3.9,?,145.0,5000.0,?,?,12964.0,?
?,?,std,?,?,?,?,86.6,?,?,?,?,ohc,?,92.0,1bbl,2.91,?,?,?,?,?,?,?,2
?,gas,?,?,?,?,?,86.6,144.6,63.9,50.8,?,ohc,four,?,1bbl,2.91,3.41,9.2,76.0,?,31.0,38.0,?,?
honda,gas,?,?,hatchback,?,?,?,150.0,64.0,?,1837.0,?,four,?,1bbl,2.91,?,?,60.0,5500.0,38.0,42.0,?,?
?,gas,?,two,?,?,front,?,?,64.0,52.6,?,ohc,four,92.0,?,2.91,?,?,?,6000.0,30.0,34.0,?,1
honda,?,std,two,hatchback,fwd,?,?,?,?,52.6,?,?,?,92.0,1bbl,2.91,3.41,?,76.0,?,30.0,?,?,?
honda,gas,?,?,sedan,?,front,96.5,163.4,64.0,54.5,2010.0,ohc,?,?,1bbl,2.91,3.41,9.2,?,6000.0,30.0,?,7295.0,0
honda,gas,?,?,?,fwd,front,96.5,157.1,63.9,?,?,ohc,four,?,?,?,3.41,?,?,?,?,?,7295.0,?
honda,gas,std,?,hatchback,fwd,front,96.5,167.5,65.2,53.3,?,ohc,?,110.0,1bbl,3.15,3.58,?,?,?,27.0,33.0,7895.0,?
honda,?,?,?,?,fwd,front,?,167.5,65.2,53.3,?,?,four,?,1bbl,3.15,3.58,9.0,?,5800.0,27.0,?,?,0
?,?,?,?,sedan,fwd,front,96.5,?,?,?,?,?,?,110.0,?,3.15,?,?,?,5800.0,27.0,?,?,0
honda,?,?,four,sedan,fwd,?,96.5,?,62.5,54.1,?,?,?,110.0,1bbl,3.15,3.58,9.0,86.0,5800.0,?,33.0,10295.0,0
honda,?,std,?,sedan,?,?,96.5,?,65.2,54.1,?,ohc,?,?,?,?,3.58,?,101.0,5800.0,?,?,?,0
honda,gas,?,?,?,fwd,front,96.5,169.1,?,51.0,2293.0,ohc,four,?,2bbl,?,3.58,9.1,100.0,5500.0,25.0,?,10345.0,?
isuzu,gas,std,four,?,?,?,94.3,?,61.8,53.5,2337.0,?,four,111.0,?,3.31,?,8.5,78.0,4800.0,24.0,29.0,?,0
isuzu,gas,std,?,?,?,front,?,?,?,51.4,2734.0,ohc,four,119.0,?,?,3.23,9.2,90.0,5000.0,24.0,29.0,11048.0,2
?,gas,?,four,?,?,?,113.0,199.6,69.6,52.8,4066.0,?,six,258.0,?,3.63,?,8.1,?,?,?,19.0,32250.0,?
jaguar,gas,std,?,sedan,?,front,113.0,?,?,52.8,4066.0,dohc,six,258.0,mpfi,?,?,?,176.0,?,15.0,?,35550.0,0
jaguar,gas,?,two,sedan,rwd,?,102.0,?,70.6,?,3950.0,?,twelve,?,?,3.54,?,?,262.0,?,13.0,17.0,36000.0,?
mazda,gas,?,two,hatchback,?,?,93.1,?,?,54.1,?,ohc,?,?,2bbl,3.03,?,9.0,68.0,5000.0,30.0,31.0,?,1
mazda,?,std,?,hatchback,?,?,93.1,159.1,?,54.1,?,?,?,?,2bbl,?,3.15,9.0,?,?,31.0,38.0,6095.0,1
mazda,gas,?,?,?,?,front,?,159.1,?,?,1905.0,?,four,91.0,2bbl,3.03,?,9.0,68.0,?,?,38.0,6795.0,1
?,?,?,four,?,fwd,front,93.1,?,64.2,54.1,?,?,?,?,?,3.03,?,?,68.0,5000.0,?,?,6695.0,?
mazda,gas,?,?,sedan,fwd,front,93.1,166.8,?,?,?,?,four,?,2bbl,3.08,3.15,?,?,?,31.0,38.0,7395.0,1
?,gas,?,two,hatchback,fwd,?,98.8,177.8,66.5,53.7,?,ohc,four,122.0,?,3.39,?,8.6,84.0,?,26.0,?,?,1
?,?,std,four,sedan,?,?,?,177.8,?,55.5,2410.0,ohc,four,?,2bbl,3.39,3.39,?,84.0,4800.0,26.0,32.0,8495.0,0
?,?,?,two,?,fwd,front,98.8,?,66.5,53.7,?,?,?,?,2bbl,3.39,3.39,8.6,84.0,4800.0,26.0,32.0,10595.0,?
?,gas,std,four,sedan,fwd,?,?,?,66.5,55.5,2410.0,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,26.0,32.0,10245.0,0
?,gas,std,four,?,fwd,front,98.8,177.8,66.5,?,2425.0,?,four,122.0,?,3.39,3.39,?,84.0,?,26.0,?,?,?
mazda,?,std,?,?,rwd,front,104.9,?,66.1,54.4,2670.0,?,?,140.0,?,3.76,?,8.0,?,5000.0,?,?,18280.0,0
mazda,?,std,four,sedan,?,front,104.9,175.0,?,?,?,ohc,four,?,?,3.43,?,?,72.0,4200.0,?,39.0,?,?
?,diesel,?,four,sedan,rwd,front,110.0,?,?,56.5,?,?,?,183.0,?,?,3.64,21.5,123.0,4350.0,?,?,?,-1
mercedes-benz,diesel,turbo,four,wagon,?,front,110.0,190.9,?,58.7,?,?,?,?,idi,3.58,?,21.5,?,?,?,?,28248.0,?
?,diesel,turbo,two,?,?,?,?,187.5,70.3,54.9,?,?,five,?,?,3.58,3.64,21.5,123.0,?,?,?,28176.0,0
?,?,turbo,four,sedan,?,front,115.6,?,?,56.3,3770.0,ohc,five,183.0,?,?,3.64,21.5,?,4350.0,22.0,25.0,31600.0,-1
mercedes-benz,?,?,?,sedan,rwd,?,115.6,202.6,?,56.5,3740.0,ohcv,eight,234.0,mpfi,3.46,3.1,?,155.0,4750.0,16.0,?,34184.0,-1
mercedes-benz,?,?,?,convertible,?,?,96.6,180.3,?,50.8,3685.0,ohcv,eight,?,mpfi,3.46,3.1,?,155.0,?,16.0,18.0,35056.0,3
?,gas,?,?,sedan,rwd,front,?,208.1,71.7,?,?,?,?,308.0,?,3.8,?,8.0,184.0,4500.0,?,16.0,40960.0,?
mercedes-benz,?,std,two,hardtop,?,?,112.0,199.2,72.0,55.4,3715.0,ohcv,eight,304.0,?,3.8,?,8.0,?,?,?,16.0,45400.0,1
?,gas,turbo,two,hatchback,rwd,front,?,178.4,68.0,?,2910.0,ohc,?,140.0,mpfi,3.78,3.12,8.0,175.0,5000.0,?,?,16503.0,1
