@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

alfa-romero,gas,std,?,convertible,rwd,front,88.6,?,64.1,?,?,dohc,four,?,mpfi,3.47,2.68,?,111.0,5000.0,?,27.0,?,3
alfa-romero,?,std,?,?,?,front,88.6,168.8,64.1,48.8,?,?,four,130.0,mpfi,3.47,2.68,9.0,111.0,5000.0,?,?,?,3
alfa-romero,gas,std,two,?,?,front,?,171.2,65.5,52.4,2823.0,ohcv,six,152.0,mpfi,2.68,3.47,9.0,?,5000.0,19.0,?,?,1
audi,gas,?,?,sedan,?,front,99.8,?,66.2,?,2337.0,ohc,four,109.0,mpfi,?,?,?,?,5500.0,?,30.0,13950.0,?
?,gas,std,?,sedan,4wd,?,?,176.6,?,54.3,2824.0,?,?,136.0,mpfi,3.19,?,8.0,?,5500.0,?,22.0,?,2
audi,gas,std,two,sedan,?,front,99.8,177.3,66.3,?,?,?,?,?,mpfi,3.19,?,8.5,110.0,?,?,25.0,15250.0,2
?,gas,?,?,sedan,?,?,105.8,192.7,71.4,?,?,ohc,five,136.0,mpfi,3.19,?,8.5,110.0,5500.0,19.0,?,17710.0,1
?,?,std,?,wagon,?,?,105.8,192.7,71.4,55.7,2954.0,ohc,?,136.0,?,?,3.4,?,110.0,5500.0,19.0,25.0,18920.0,1
audi,gas,?,four,sedan,?,front,?,?,71.4,?,?,?,five,131.0,?,3.13,3.4,8.3,140.0,?,17.0,20.0,?,?
?,?,std,two,sedan,rwd,front,?,176.8,64.8,54.3,2395.0,?,four,?,mpfi,3.5,2.8,8.8,101.0,?,23.0,29.0,16430.0,2
bmw,?,?,four,sedan,rwd,front,?,176.8,?,?,2395.0,?,?,108.0,mpfi,3.5,2.8,8.8,101.0,5800.0,23.0,29.0,?,0
bmw,gas,?,?,?,rwd,front,101.2,176.8,?,?,?,ohc,?,?,?,3.31,3.19,?,121.0,?,?,28.0,20970.0,0
bmw,gas,?,?,sedan,rwd,?,?,176.8,64.8,54.3,2765.0,?,six,?,mpfi,3.31,?,9.0,121.0,4250.0,21.0,28.0,?,0
?,?,std,?,sedan,rwd,?,103.5,189.0,66.9,55.7,3055.0,ohc,six,?,mpfi,3.31,3.19,?,121.0,4250.0,20.0,25.0,24565.0,1
bmw,gas,std,four,?,rwd,?,?,?,66.9,55.7,3230.0,ohc,six,?,?,?,3.39,8.0,?,5400.0,16.0,?,30760.0,0
bmw,?,std,two,?,rwd,front,103.5,193.8,67.9,?,3380.0,ohc,six,209.0,mpfi,3.62,3.39,8.0,182.0,5400.0,?,22.0,?,?
