@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data

?,?,24.98298,121.54024,37.9
306.5947,?,24.98034,?,42.2
?,?,24.98746,121.54391,47.3
?,5.0,?,?,?
390.5684,5.0,24.97937,121.54245,?
?,3.0,24.96305,121.51254,32.1
?,?,?,121.53642,40.3
287.6025,?,24.98042,?,?
?,?,?,?,18.8
1783.18,?,?,121.51486,22.1
405.2134,?,?,?,?
?,9.0,24.97433,121.5431,?
492.2313,?,?,?,39.3
2469.645,4.0,24.96108,121.51046,?
?,?,?,?,34.3
579.2083,?,?,?,?
292.9978,6.0,?,121.54458,70.1
?,?,?,121.53119,?
?,8.0,24.9675,121.54451,?
?,?,?,121.54102,?
?,?,24.96314,?,29.3
?,7.0,24.97528,121.54541,51.6
?,?,?,?,24.6
?,?,24.97528,?,?
480.6977,?,?,?,?
?,2.0,24.97542,121.51726,?
?,?,?,121.54391,?
?,?,24.95593,?,?
557.478,?,24.97419,?,?
451.2438,5.0,?,?,?
?,0.0,24.94826,?,22.1
769.4034,?,24.98281,?,25.0
488.5727,?,?,?,?
?,6.0,24.97841,?,?
?,?,24.98419,?,55.1
?,?,?,?,?
?,?,24.96386,121.51458,?
1360.139,?,?,?,25.3
?,6.0,?,?,47.7
289.3248,?,24.98203,121.54348,?
4082.015,?,?,121.50381,15.9
4066.587,?,?,?,18.2
519.4617,?,24.96305,121.53758,?
?,?,?,121.54301,?
?,?,?,121.54765,?
488.8193,8.0,?,121.54494,?
?,?,?,?,?
?,?,?,121.53715,?
4605.749,?,24.94684,?,?
?,1.0,24.94925,121.49542,13.2
?,4.0,?,?,44.2
1758.406,1.0,?,121.55282,20.7
?,3.0,24.97419,121.5175,27.0
492.2313,?,24.96515,121.53737,?
289.3248,?,24.98203,?,?
?,0.0,?,121.53009,13.7
?,8.0,?,?,?
56.47425,?,?,?,?
4510.359,1.0,?,121.49542,?
?,5.0,?,121.53438,?
?,?,?,121.51471,21.3
259.6607,?,?,?,?
?,?,24.96303,121.51254,?
?,4.0,?,?,55.0
?,?,?,?,?
123.7429,8.0,24.97635,?,?
193.5845,6.0,?,121.54089,?
?,?,24.96674,?,?
?,?,24.97964,?,?
561.9845,?,?,121.54391,42.0
?,?,?,?,59.0
?,3.0,24.97563,?,?
424.5442,8.0,?,121.53913,?
?,0.0,24.94155,?,?
379.5575,?,?,?,?
1360.139,1.0,24.95204,?,29.5
?,?,24.97723,121.53767,36.8
?,3.0,24.96322,?,?
552.4371,2.0,24.97598,?,?
?,?,?,?,26.5
533.4762,4.0,?,?,?
?,?,?,121.53964,36.8
150.9347,7.0,?,121.54252,?
2707.392,3.0,24.96056,121.50831,?
?,?,?,?,43.7
338.9679,9.0,?,?,?
?,?,24.9512,?,27.0
4066.587,?,?,?,?
?,0.0,?,?,48.0
3947.945,0.0,?,121.50243,25.3
274.0144,?,24.9748,?,45.4
?,0.0,24.98569,?,?
?,?,?,?,21.8
1146.329,?,?,?,16.1
?,5.0,?,121.54026,?
?,5.0,24.96674,?,51.8
90.45606,9.0,24.97433,?,?
?,3.0,?,121.53299,?
289.3248,5.0,?,?,51.0
?,?,?,?,62.2
964.7496,?,?,?,?
170.1289,1.0,?,121.52984,?
193.5845,6.0,?,121.54089,?
?,6.0,?,?,45.7
?,6.0,?,121.5425,?
?,6.0,?,121.54458,?
189.5181,?,?,?,47.1
1360.139,?,24.95204,121.54842,26.6
592.5006,?,24.9726,?,34.1
2147.376,3.0,?,?,28.4
104.8101,?,24.96674,?,?
?,?,24.97701,121.54224,?
2102.427,3.0,?,121.51462,?
393.2606,6.0,24.96172,121.53812,?
?,8.0,?,?,?
?,?,?,?,46.4
6396.283,?,24.94375,?,?
4197.349,?,?,?,?
?,3.0,?,121.51709,?
289.3248,5.0,24.98203,?,59.6
?,?,?,?,?
492.2313,?,?,?,48.0
?,?,?,121.54464,?
?,0.0,?,121.5317,?
?,?,?,121.54541,?
?,?,?,?,?
?,?,?,?,62.9
?,?,24.98085,121.54391,?
124.9912,?,?,?,?
216.8329,?,?,121.54162,41.0
?,8.0,?,?,37.5
?,3.0,24.96299,?,30.7
?,?,?,?,37.5
?,?,?,?,39.5
?,6.0,?,121.54211,42.2
1009.235,0.0,?,?,?
?,?,?,121.54245,46.8
?,?,?,?,47.4
942.4664,0.0,?,121.52406,?
?,?,?,?,?
?,?,24.98203,121.54348,?
?,?,?,121.51627,28.9
640.6071,5.0,?,?,?
492.2313,5.0,24.96515,121.53737,?
1360.139,?,?,121.54842,?
?,5.0,?,121.54694,45.5
?,?,?,121.5317,52.2
489.8821,?,24.97017,?,?
3780.59,0.0,?,?,?
?,?,?,?,?
?,?,24.96719,?,48.5
?,9.0,?,121.53788,44.7
?,?,?,?,?
?,6.0,?,121.53713,40.9
?,?,?,?,?
?,0.0,?,?,15.6
?,0.0,?,121.52954,18.3
?,?,?,?,?
390.5684,?,?,?,?
?,?,24.97886,121.53464,37.4
?,8.0,?,?,57.8
?,3.0,24.97723,?,?
?,0.0,?,?,?
?,?,24.96674,121.54067,55.5
?,?,24.9711,?,?
?,1.0,24.97694,?,?
?,?,24.97744,?,?
?,?,?,?,?
515.1122,?,?,?,37.4
?,1.0,?,?,?
?,?,?,121.49628,?
383.8624,?,24.98085,?,?
?,?,?,?,?
?,?,?,?,35.1
?,?,?,?,?
472.1745,3.0,?,?,?
?,?,24.94867,?,?
?,?,24.97697,?,?
1144.436,4.0,24.99176,121.53456,36.7
?,1.0,?,?,?
?,0.0,?,?,15.5
201.8939,8.0,24.98489,?,?
2147.376,3.0,24.96299,?,23.6
?,0.0,?,121.50381,?
?,?,24.95495,?,21.8
1447.286,?,?,?,?
2185.128,?,?,121.51237,?
3078.176,?,?,?,?
190.0392,8.0,?,?,?
?,0.0,?,?,20.5
?,?,?,121.53642,42.3
?,2.0,?,?,37.8
57.58945,7.0,24.9675,?,?
421.479,5.0,24.98246,?,49.3
3771.895,?,?,?,?
?,?,24.95425,?,34.6
?,?,?,121.54713,?
?,?,24.96881,121.54089,48.2
157.6052,7.0,?,121.54196,39.1
?,?,?,?,?
?,0.0,?,?,?
?,?,24.98746,?,?
642.6985,?,?,?,?
?,5.0,?,?,?
1414.837,1.0,24.95182,121.54887,26.6
1449.722,3.0,?,121.51728,?
?,10.0,?,?,?
?,3.0,?,?,?
?,1.0,24.95204,?,26.2
?,?,?,121.54271,40.9
390.5684,?,?,?,?
274.0144,?,24.9748,121.53059,43.5
1805.665,?,?,?,31.1
90.45606,9.0,?,?,58.0
1783.18,3.0,?,121.51486,20.9
?,8.0,?,121.54477,48.1
?,?,?,?,?
372.6242,?,24.97838,?,40.8
?,5.0,?,121.53737,43.8
?,?,24.98102,?,?
?,?,?,?,?
?,0.0,?,121.5276,?
?,?,?,?,?
?,?,24.98569,?,?
324.9419,6.0,24.97814,121.5417,?
?,?,?,121.54089,?
?,?,?,?,?
265.0609,8.0,?,?,?
?,0.0,?,?,46.6
?,?,24.9489,?,?
2147.376,3.0,24.96299,121.51284,33.4
?,?,24.94235,?,?
4412.765,?,?,121.49587,17.4
333.3679,9.0,?,121.53932,?
2216.612,4.0,24.96007,121.51361,?
?,?,24.96606,121.54297,?
?,?,?,?,61.9
?,?,?,121.52518,?
?,0.0,?,?,?
?,0.0,?,?,?
?,?,?,121.5167,?
250.631,?,?,?,?
2077.39,?,24.96357,121.51329,33.4
?,?,?,?,48.2
?,?,24.97213,121.51627,21.7
?,?,?,121.54814,40.8
?,?,?,121.54273,?
?,?,?,?,23.1
?,0.0,24.96357,?,22.3
?,1.0,24.95743,?,?
?,?,?,?,?
1159.454,?,?,?,?
?,?,?,?,52.7
?,?,24.96464,121.51623,25.9
329.9747,?,?,?,51.8
5512.038,?,?,?,?
339.2289,?,?,?,26.5
?,1.0,24.97501,?,?
?,?,24.97744,121.54458,?
?,0.0,?,?,?
1485.097,?,24.97073,?,30.7
?,?,?,121.51359,24.4
?,5.0,24.98203,?,?
2147.376,?,?,121.51284,?
493.657,?,?,?,?
?,4.0,?,?,?
?,3.0,24.96731,?,?
482.7581,?,?,?,41.1
?,?,24.97937,121.54245,?
?,?,24.96334,121.54767,23.0
