@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data

84.87882,10.0,24.98298,?,?
?,?,24.98034,?,42.2
?,?,24.98746,?,?
561.9845,5.0,24.98746,?,54.8
390.5684,?,24.97937,?,43.1
2175.03,?,?,121.51254,32.1
?,7.0,?,?,?
?,?,?,?,46.7
5512.038,?,24.95095,?,?
?,?,?,121.51486,22.1
?,?,24.97349,?,?
?,?,?,121.5431,?
492.2313,?,?,?,39.3
?,4.0,?,121.51046,?
?,4.0,?,121.53406,34.3
579.2083,2.0,?,?,?
292.9978,?,24.97744,?,?
350.8515,1.0,24.97544,121.53119,?
?,?,24.9675,?,?
?,?,?,?,?
2275.877,3.0,?,121.51151,?
?,?,?,121.54541,?
1360.139,1.0,?,121.54842,24.6
279.1726,7.0,?,?,47.9
480.6977,?,24.97353,?,?
?,?,?,121.51726,?
?,?,24.98085,?,56.2
?,?,?,121.53913,?
?,4.0,?,?,?
?,5.0,?,?,57.1
4519.69,?,?,121.49587,22.1
769.4034,?,24.98281,?,?
488.5727,1.0,24.97349,121.53451,?
?,6.0,24.97841,121.54281,49.3
?,?,?,121.54243,?
?,?,?,?,?
?,2.0,?,121.51458,?
?,?,24.95204,121.54842,?
?,6.0,?,?,?
?,?,?,?,?
?,0.0,24.94155,?,?
?,?,?,?,?
519.4617,?,24.96305,121.53758,?
512.7871,?,?,?,?
533.4762,4.0,?,?,53.9
?,?,24.97015,121.54494,?
463.9623,?,?,?,?
640.7391,3.0,?,?,61.5
?,0.0,24.94684,121.49578,?
?,?,?,?,?
?,4.0,24.974,121.53842,44.2
?,1.0,24.95402,?,20.7
1438.579,3.0,24.97419,?,27.0
?,?,?,?,?
289.3248,?,24.98203,?,?
1160.632,0.0,24.94968,?,?
?,8.0,?,121.54059,?
?,?,?,121.53711,53.5
?,1.0,24.94925,121.49542,?
336.0532,5.0,24.95776,121.53438,?
1931.207,2.0,?,?,21.3
259.6607,?,?,?,63.2
2175.877,?,?,?,27.7
?,?,24.97445,121.54765,?
995.7554,?,24.96305,?,25.3
?,8.0,24.97635,?,?
?,6.0,24.96571,121.54089,?
104.8101,5.0,?,?,?
?,?,24.97964,121.53805,36.2
?,?,24.98746,121.54391,?
90.45606,?,?,?,?
?,?,?,121.53715,?
424.5442,8.0,?,121.53913,?
?,?,24.94155,?,?
?,?,?,?,54.4
?,?,24.95204,121.54842,?
?,3.0,?,121.53767,36.8
?,?,24.96322,121.51237,25.6
552.4371,2.0,24.97598,121.53381,29.8
1414.837,?,24.95182,?,?
533.4762,?,?,?,?
?,?,?,?,?
?,?,?,121.54252,48.1
?,3.0,?,?,?
383.2805,?,24.96735,121.54464,43.7
338.9679,9.0,24.96853,121.54413,50.8
1455.798,?,24.9512,?,27.0
?,0.0,?,121.50342,?
1406.43,?,?,?,48.0
?,?,24.94783,121.50243,?
?,?,?,?,?
1402.016,?,?,121.5276,?
?,?,?,121.51046,?
?,?,?,121.53076,?
?,?,?,?,?
?,?,24.96674,121.54067,?
?,9.0,24.97433,?,?
?,?,?,?,34.6
?,5.0,?,?,51.0
?,?,?,121.5431,?
?,4.0,24.98872,?,38.2
?,1.0,?,121.52984,32.9
?,?,?,?,54.4
208.3905,?,?,121.53844,45.7
?,6.0,?,121.5425,?
292.9978,6.0,24.97744,121.54458,?
189.5181,?,?,?,?
?,1.0,24.95204,121.54842,26.6
592.5006,?,?,?,?
2147.376,?,24.96299,121.51284,?
?,5.0,?,?,?
?,7.0,?,121.54224,39.4
?,?,24.96044,121.51462,?
?,?,24.96172,?,7.6
?,8.0,?,?,?
737.9161,?,?,?,?
?,1.0,24.94375,?,12.2
?,0.0,?,121.50383,?
?,3.0,24.96622,?,30.6
289.3248,5.0,?,?,59.6
492.2313,?,?,?,?
?,?,?,?,48.0
414.9476,4.0,?,?,?
?,0.0,?,121.5317,45.5
?,?,?,121.54541,57.4
?,6.0,24.96571,121.54089,48.6
?,?,?,121.53477,?
?,5.0,24.98085,?,?
124.9912,?,?,?,60.7
?,?,?,?,?
?,?,?,?,?
?,?,?,121.51284,?
?,5.0,?,?,?
373.3937,8.0,24.9866,121.54082,?
?,?,?,?,?
1009.235,?,?,?,?
?,5.0,24.97937,?,?
?,?,?,?,?
?,0.0,?,121.52406,43.5
?,?,?,?,42.5
289.3248,?,?,?,51.4
1559.827,3.0,?,121.51627,28.9
?,5.0,24.97017,?,?
?,5.0,?,121.53737,?
?,1.0,24.95204,?,28.4
451.2438,?,?,?,45.5
?,?,?,121.5317,?
489.8821,?,?,121.54494,43.2
?,0.0,24.93293,?,?
?,8.0,?,121.54245,39.7
?,7.0,24.96719,121.54269,48.5
?,?,?,121.53788,?
?,1.0,?,121.54842,28.9
?,6.0,?,?,?
4066.587,0.0,24.94297,121.50342,?
?,?,24.94155,?,15.6
?,?,?,?,?
?,?,?,?,35.6
?,5.0,24.97937,?,?
?,4.0,?,?,37.4
?,8.0,?,?,57.8
?,3.0,?,?,?
?,0.0,?,121.50342,11.6
?,?,?,?,?
185.4296,0.0,24.9711,?,55.2
1236.564,1.0,?,?,?
?,?,24.97744,?,73.6
330.0854,8.0,?,?,?
?,?,24.96299,?,37.4
1962.628,1.0,?,121.55481,?
?,0.0,24.94741,?,14.4
?,5.0,?,121.54391,?
90.45606,?,?,121.5431,?
?,4.0,?,?,?
432.0385,7.0,?,121.53778,45.2
472.1745,3.0,?,?,?
4573.779,?,?,121.49507,?
?,?,24.97697,?,?
?,?,?,?,36.7
438.8513,?,?,?,42.6
?,0.0,?,?,?
?,8.0,?,?,?
2147.376,3.0,24.96299,?,?
4082.015,0.0,?,?,?
2615.465,0.0,24.95495,?,?
1447.286,3.0,?,121.5173,?
?,?,24.96322,121.51237,?
?,?,24.95464,121.56627,?
?,8.0,?,?,44.3
?,?,24.94297,121.50342,?
616.5735,?,?,121.53642,?
750.0704,?,24.97371,?,37.8
?,?,?,?,?
?,?,?,?,49.3
3771.895,0.0,?,?,?
?,?,24.95425,121.5399,?
?,2.0,24.981,?,36.6
126.7286,?,?,?,?
?,?,24.96628,?,?
?,?,24.96945,121.5449,?
995.7554,?,?,?,?
?,?,?,?,?
642.6985,?,?,121.53713,?
?,?,24.98203,?,46.1
?,?,?,?,?
?,?,24.97289,121.51728,21.4
?,?,24.98343,121.53762,44.0
665.0636,?,?,?,?
1360.139,?,?,?,26.2
?,?,24.97347,?,?
?,?,?,121.54245,?
274.0144,1.0,?,?,?
1805.665,?,24.98672,?,?
?,9.0,24.97433,121.5431,58.0
1783.18,3.0,?,121.51486,20.9
383.7129,8.0,?,?,?
590.9292,1.0,?,121.53559,39.7
372.6242,?,24.97838,121.54119,?
?,?,?,121.53737,43.8
?,?,?,?,40.2
186.5101,9.0,24.97703,121.54265,78.3
?,0.0,24.98569,121.5276,38.5
?,?,?,?,?
?,0.0,24.98569,?,42.3
?,6.0,24.97814,?,?
?,6.0,?,?,49.0
4082.015,?,?,?,?
?,8.0,24.98059,?,40.2
?,?,?,?,?
1156.412,0.0,?,?,?
?,3.0,?,?,33.4
