@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data

84.87882,?,24.98298,121.54024,37.9
306.5947,?,24.98034,121.53951,42.2
?,?,?,121.54391,47.3
?,?,?,121.54391,54.8
?,?,24.97937,?,?
?,?,?,121.51254,32.1
?,?,?,121.53642,?
?,?,?,?,?
?,1.0,24.95095,?,?
?,?,?,121.51486,22.1
405.2134,?,24.97349,121.53372,41.4
?,?,?,?,58.1
?,5.0,24.96515,?,?
?,?,?,?,?
?,?,24.99156,?,?
579.2083,?,?,?,?
?,6.0,?,121.54458,?
350.8515,?,?,121.53119,37.4
?,?,24.9675,?,?
23.38284,?,24.96772,121.54102,?
2275.877,3.0,?,?,29.3
279.1726,7.0,24.97528,?,51.6
?,?,?,?,?
?,7.0,?,?,47.9
480.6977,4.0,?,?,38.8
?,?,?,121.51726,?
?,?,?,121.54391,?
276.449,?,?,121.53913,?
?,?,?,?,?
?,5.0,24.97563,?,?
?,0.0,24.94826,121.49587,?
?,?,24.98281,?,?
488.5727,?,?,121.53451,34.2
?,?,?,?,49.3
?,7.0,?,121.54243,?
?,0.0,?,?,?
1935.009,?,?,121.51458,22.9
?,?,24.95204,121.54842,25.3
?,6.0,24.97201,121.54722,?
?,?,?,121.54348,?
4082.015,0.0,24.94155,?,15.9
?,?,24.94297,?,18.2
519.4617,5.0,?,121.53758,?
?,?,24.98748,?,?
?,?,?,121.54765,53.9
488.8193,?,24.97015,?,?
463.9623,?,24.9703,121.54458,42.0
?,3.0,24.97563,121.53715,61.5
4605.749,0.0,?,?,13.4
?,1.0,?,?,?
?,?,24.974,?,?
1758.406,?,?,121.55282,20.7
?,?,24.97419,121.5175,?
?,?,24.96515,?,38.9
?,5.0,24.98203,?,?
1160.632,?,24.94968,121.53009,?
371.2495,?,?,?,41.9
?,?,24.95744,?,?
?,1.0,?,121.49542,?
?,?,?,?,42.4
?,2.0,24.96365,121.51471,21.3
259.6607,?,?,?,63.2
?,3.0,?,121.51254,27.7
?,4.0,?,?,?
?,0.0,?,121.54915,?
123.7429,?,?,121.54329,44.3
193.5845,6.0,24.96571,121.54089,?
104.8101,?,24.96674,121.54067,?
464.223,6.0,?,?,?
561.9845,5.0,?,?,42.0
?,?,?,?,59.0
640.7391,?,?,?,?
?,?,?,121.53913,?
?,?,?,?,?
379.5575,?,24.98343,?,?
?,1.0,24.95204,?,?
?,3.0,?,?,36.8
