@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,?,n,?,?,?,c,n,?,e,e,s,s,w,?,w,?,p,k,s,u,p
x,?,y,t,a,f,c,b,k,e,?,?,?,w,?,w,?,p,n,?,?,e
?,s,w,t,l,f,?,b,n,e,c,s,s,w,w,w,?,p,n,?,m,e
x,y,?,?,?,?,c,n,n,?,e,s,s,?,w,w,o,p,?,?,u,p
x,s,g,f,n,f,w,b,k,?,e,s,?,w,?,w,o,e,n,a,g,e
x,?,?,t,?,f,c,b,?,e,?,s,s,w,w,?,?,p,?,n,?,?
?,?,w,t,?,f,c,b,g,?,c,s,?,w,?,w,?,p,k,?,?,?
b,y,w,?,?,?,?,?,n,e,c,s,?,w,w,?,o,p,n,s,?,e
x,y,?,?,p,f,?,?,p,e,e,s,?,w,w,w,o,?,?,v,?,?
?,s,?,t,a,f,c,b,g,?,c,s,s,w,w,w,?,?,?,?,?,e
x,y,y,?,l,f,?,?,?,e,?,s,s,w,w,w,o,p,?,n,?,e
?,y,?,?,?,f,?,b,n,?,?,?,s,?,w,w,?,p,k,?,?,e
b,s,?,t,a,?,c,b,w,?,?,?,s,?,?,?,o,?,n,?,g,e
?,?,?,t,p,f,?,n,?,?,?,s,s,w,w,?,o,p,n,v,u,p
x,f,n,f,n,f,w,b,?,?,e,?,f,w,w,w,o,?,k,a,g,e
?,f,g,f,n,f,?,n,?,e,?,s,s,w,?,?,?,?,?,y,u,e
f,f,w,f,?,f,w,?,?,t,?,s,?,w,w,w,?,?,n,?,g,e
x,?,?,?,p,?,?,?,n,e,?,?,s,?,w,w,o,p,k,s,g,p
?,y,?,t,p,f,c,?,n,e,e,?,?,?,?,w,?,p,n,s,u,p
x,s,n,t,p,f,c,n,?,e,?,s,s,?,w,w,o,p,?,?,u,?
?,s,?,?,a,f,c,b,k,e,c,s,?,w,w,w,o,?,?,s,?,e
?,?,n,?,p,f,c,?,n,?,e,?,?,w,?,?,?,?,?,v,?,p
?,y,y,?,?,?,?,?,k,e,c,s,?,?,w,?,?,p,n,?,m,e
?,?,w,?,?,?,?,?,?,e,c,s,s,?,?,?,?,?,?,n,m,?
b,?,w,?,l,f,?,?,?,e,?,?,?,?,w,w,?,?,?,?,m,?
f,s,?,?,p,f,?,?,?,?,e,?,s,?,?,?,?,?,?,v,?,p
?,y,y,?,a,?,?,b,?,e,?,?,s,?,w,?,o,p,?,?,m,?
x,?,?,?,?,f,?,?,?,e,?,s,?,?,?,w,?,p,?,?,?,?
f,f,?,?,n,?,c,?,?,?,?,?,?,?,?,?,o,p,k,?,u,e
x,?,y,?,?,f,w,n,n,t,?,?,s,w,w,w,?,?,?,v,d,?
b,s,y,?,l,f,?,b,?,e,c,s,s,w,?,w,o,?,?,?,?,e
?,y,w,t,?,f,c,?,k,e,e,s,?,?,w,?,?,?,n,?,?,?
?,y,?,t,l,f,c,b,?,?,c,s,?,w,?,w,?,?,n,?,m,e
x,y,n,?,l,f,c,b,?,e,r,s,?,?,?,w,o,?,n,y,p,?
b,?,y,t,?,f,?,b,n,e,c,?,s,?,w,?,?,?,?,s,?,e
x,f,y,t,l,?,w,?,w,t,?,s,s,w,?,?,o,?,?,v,d,?
s,?,?,?,n,?,c,n,?,?,?,s,s,?,w,?,?,?,k,v,?,?
?,?,n,t,p,?,?,?,w,e,e,s,s,w,w,?,?,p,?,?,?,p
x,?,y,?,a,f,w,?,?,?,?,?,s,w,?,?,?,?,n,v,?,?
b,?,?,?,l,f,?,?,k,?,?,s,s,w,w,?,?,p,?,s,m,?
?,y,y,t,a,f,c,?,n,?,c,?,s,?,?,?,?,p,n,s,?,?
x,?,y,t,?,f,?,?,n,e,r,s,?,?,?,w,?,?,k,?,p,e
?,?,n,?,n,f,?,?,?,e,e,s,s,?,?,w,o,p,?,?,?,e
x,?,?,t,?,?,c,n,p,e,e,?,s,w,?,?,?,?,?,v,?,?
?,s,?,?,a,f,?,?,?,e,?,s,s,?,?,w,?,p,?,n,?,?
x,?,?,?,?,?,?,b,n,?,?,s,?,w,?,w,?,?,?,?,g,e
