@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,?,n,t,?,f,c,n,k,?,e,s,?,?,w,w,o,p,?,s,u,p
x,?,y,t,a,?,?,b,?,e,c,s,?,w,w,w,o,p,n,n,?,e
?,?,?,t,l,f,c,?,?,e,c,s,?,w,w,w,?,p,?,n,?,?
?,y,?,?,p,f,c,n,n,?,?,s,s,w,w,?,o,p,k,s,?,p
x,s,?,f,n,?,w,b,?,t,e,s,?,w,w,?,o,e,?,a,g,?
?,y,y,?,a,f,c,b,n,e,?,?,s,w,?,w,?,p,?,n,g,e
b,s,?,?,?,?,c,b,g,?,c,s,?,?,w,?,o,?,?,?,m,e
b,?,w,?,?,f,?,b,?,?,c,?,s,?,w,?,o,p,?,s,m,e
x,y,w,?,p,?,?,n,?,e,?,s,s,?,w,w,?,?,k,?,?,p
b,s,?,t,?,?,c,b,?,e,c,s,s,?,w,?,o,p,?,s,m,?
?,y,y,t,?,f,?,b,g,e,c,s,s,w,?,w,o,p,n,n,g,e
?,?,?,?,?,f,c,b,?,e,?,s,s,w,w,w,o,?,?,?,?,?
b,s,y,?,a,?,c,?,?,?,?,?,s,w,w,?,?,?,n,?,g,e
x,y,w,?,?,f,c,n,k,e,e,?,?,w,w,?,?,?,n,?,?,?
?,?,n,?,?,f,?,b,?,?,e,s,f,?,w,w,?,e,k,a,g,?
?,f,?,f,n,f,c,n,?,e,?,s,s,w,w,?,?,?,?,y,u,?
?,f,w,f,n,f,?,b,k,t,?,s,s,w,w,w,o,?,n,a,g,e
x,?,?,?,?,f,c,n,n,?,?,s,s,w,w,w,o,?,?,?,?,?
x,y,w,?,p,f,c,n,n,e,?,s,?,?,?,w,?,p,n,s,u,?
x,s,n,t,?,f,c,?,k,?,?,s,s,w,w,?,o,p,?,s,?,p
b,s,y,t,?,f,c,b,k,?,?,s,s,w,?,w,?,p,n,s,?,e
x,?,n,t,p,?,c,?,?,e,?,s,?,w,w,w,?,p,n,v,g,p
?,y,y,t,l,?,c,?,?,?,c,?,?,w,w,?,?,p,?,s,?,e
?,?,w,t,?,f,c,b,w,?,c,s,?,w,w,w,?,?,?,?,m,e
b,?,w,t,l,f,?,b,g,?,?,s,?,?,?,?,?,p,?,?,m,e
?,s,w,t,p,?,c,n,?,e,?,?,s,w,w,w,?,?,?,v,g,p
x,?,?,t,?,?,?,?,?,?,c,?,s,w,?,?,o,p,n,n,?,e
?,?,?,?,l,?,?,?,w,?,c,?,?,?,?,w,?,?,?,?,m,?
f,f,?,f,?,?,?,n,k,e,?,s,?,w,?,?,o,p,?,?,?,?
x,s,?,?,?,?,?,n,n,t,?,?,?,w,?,w,o,?,?,v,?,?
?,?,?,?,l,?,?,?,g,e,c,s,s,?,w,?,?,p,?,n,?,e
x,y,?,?,p,?,c,n,k,?,?,?,s,w,w,?,?,p,?,s,?,?
x,y,?,?,?,?,c,?,?,e,c,?,?,w,w,?,?,?,?,n,m,e
x,y,?,t,?,f,?,b,?,e,?,?,?,?,?,?,?,p,?,y,p,?
b,y,y,t,l,?,c,?,?,?,?,?,s,?,w,?,?,?,?,?,?,e
?,f,?,?,?,f,?,n,?,?,b,?,s,?,?,?,o,?,n,v,d,?
?,f,?,?,?,?,?,n,?,?,e,s,?,?,w,w,?,p,k,v,u,?
x,y,?,t,p,?,c,?,?,e,e,?,?,?,w,w,?,p,n,?,?,p
x,?,y,?,?,?,w,n,?,t,b,?,?,?,w,w,?,?,?,?,?,e
?,s,y,?,l,?,c,?,k,?,?,?,?,w,w,?,?,p,k,s,m,?
?,?,y,?,?,?,?,b,?,e,c,s,s,?,w,?,?,p,n,s,?,?
x,?,?,t,?,f,?,b,n,e,r,s,y,?,w,w,?,p,?,?,?,e
?,?,n,f,?,?,?,n,g,e,?,s,s,w,?,?,o,p,k,?,?,e
x,y,w,?,p,?,?,?,?,e,?,s,s,?,?,?,o,?,n,?,?,p
x,?,?,t,a,?,?,b,?,e,c,?,s,?,?,w,o,?,?,?,m,?
?,y,?,t,a,?,?,b,?,e,c,?,?,w,w,w,o,?,n,?,g,e
?,?,y,t,?,f,c,?,k,?,?,s,?,?,w,w,o,?,?,?,m,e
?,s,?,t,l,f,?,b,w,?,?,s,?,w,w,w,o,?,?,?,m,e
?,?,?,t,?,?,c,?,?,?,?,s,y,w,?,w,?,p,?,?,p,?
?,?,?,t,l,?,c,?,?,?,?,s,y,w,?,?,?,p,k,s,p,e
?,?,?,t,?,f,c,b,?,?,?,s,?,?,?,?,?,?,k,?,?,e
x,?,?,?,?,f,?,b,?,?,c,?,s,?,w,w,?,?,?,s,?,e
b,?,w,t,l,?,?,b,?,?,c,s,?,?,?,w,?,p,?,?,?,?
?,?,n,?,p,?,c,?,k,e,?,?,s,?,w,?,?,?,?,?,?,p
x,s,w,t,?,?,?,n,?,?,?,s,?,w,w,w,?,?,?,?,u,p
b,y,?,t,?,?,?,b,w,?,?,?,?,w,?,w,?,p,?,s,?,?
f,f,?,f,n,?,?,?,?,?,e,?,?,w,w,w,?,?,n,a,g,e
b,s,w,?,?,f,c,?,w,e,c,?,?,w,w,w,?,p,?,n,?,e
?,s,y,?,l,?,c,b,?,e,?,s,s,w,w,w,?,?,?,n,?,e
?,y,n,t,?,f,?,b,?,e,r,?,y,?,w,?,o,?,k,?,?,e
?,f,?,f,?,?,?,n,k,?,?,?,s,w,?,w,o,?,n,?,u,e
b,y,y,t,a,?,c,?,?,e,c,?,?,w,?,?,?,p,?,s,m,e
?,?,y,?,l,?,?,?,?,?,c,?,?,w,w,?,?,?,?,?,?,?
b,?,y,?,?,f,?,b,g,e,?,s,s,w,w,w,?,p,?,n,?,e
b,?,w,t,l,?,c,b,?,?,c,?,s,w,?,w,?,?,?,s,g,?
f,s,n,f,?,f,w,?,k,t,?,?,?,?,w,?,o,?,?,a,?,e
?,s,?,?,l,?,?,?,?,e,c,s,?,?,w,?,o,p,k,s,?,?
f,y,y,t,?,?,c,?,?,?,r,?,?,w,w,?,o,p,n,s,?,?
x,?,?,t,a,?,?,?,?,e,c,?,?,?,w,w,?,?,k,?,g,?
?,?,g,?,n,f,?,n,p,?,?,?,?,w,w,w,?,p,?,v,?,e
?,f,?,t,l,?,w,?,p,?,b,?,?,?,?,w,o,p,?,?,?,?
?,y,?,?,l,?,?,?,?,e,c,?,?,?,w,?,o,p,n,?,?,?
f,?,y,?,?,?,?,n,w,?,b,?,?,?,?,?,?,p,n,?,?,e
?,?,?,t,?,f,c,?,p,?,?,s,?,w,w,w,?,p,k,?,p,?
?,s,y,?,a,f,?,?,k,?,c,?,s,w,?,?,?,?,?,?,?,e
?,?,y,?,l,?,w,n,?,t,?,s,?,w,w,w,?,p,?,v,d,?
x,s,?,?,?,f,w,n,?,t,b,?,?,w,?,?,?,p,u,?,d,?
f,?,?,?,?,?,c,?,p,e,r,s,?,w,?,?,o,p,n,y,p,e
?,y,n,?,?,f,?,?,?,?,e,?,?,w,w,w,?,p,n,?,?,p
?,y,?,t,a,f,?,b,?,?,?,s,?,?,w,w,o,?,n,?,g,?
?,s,?,?,n,f,w,b,?,t,e,?,?,w,w,?,o,?,?,?,g,?
?,y,?,t,?,?,?,?,w,e,e,?,?,?,w,?,o,p,k,?,g,?
f,?,g,?,n,?,c,n,n,e,?,s,s,w,w,w,?,p,?,?,?,e
?,f,g,?,n,f,?,b,?,?,e,s,s,w,?,?,?,?,?,s,g,e
?,?,?,?,?,?,c,b,?,?,?,s,y,w,?,?,o,?,k,?,g,?
?,?,?,?,?,f,w,?,?,t,e,?,s,w,w,?,?,?,k,s,?,?
?,?,w,?,a,f,?,?,?,?,c,?,s,?,w,?,?,?,k,?,g,?
?,?,w,t,l,f,c,b,?,e,?,s,s,w,?,?,?,p,n,s,?,e
f,?,?,?,?,?,?,b,?,e,?,?,?,?,?,w,?,p,k,?,g,?
s,?,?,?,n,f,?,?,?,e,e,s,s,w,w,?,?,?,?,?,u,?
?,f,?,?,n,f,?,?,n,e,e,?,s,w,w,w,o,p,n,?,u,?
b,?,?,t,l,f,?,b,k,?,c,s,?,w,?,w,?,?,?,?,g,?
?,y,y,?,a,f,c,b,g,e,c,s,?,w,?,w,o,p,k,?,?,e
x,y,y,t,l,?,c,?,g,e,c,?,?,w,w,w,?,p,?,n,?,e
x,s,?,?,?,f,?,?,?,t,e,s,s,w,w,w,o,e,n,?,?,?
?,?,?,?,?,?,?,?,?,e,?,s,?,w,w,w,?,?,?,s,?,e
