@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,s,n,t,p,f,c,?,?,e,e,s,s,w,?,w,?,p,k,s,?,p
?,?,y,?,a,?,c,b,?,e,c,?,s,w,w,w,o,?,n,?,g,e
?,?,w,t,?,?,?,?,n,?,c,s,s,?,w,w,o,?,n,?,m,e
x,y,?,t,?,?,?,n,?,?,e,s,?,?,w,w,?,p,?,?,u,p
x,?,g,f,?,f,w,b,?,?,?,?,?,w,w,w,o,e,n,a,?,e
?,y,y,t,?,f,c,?,n,e,c,s,s,w,?,?,o,?,k,n,g,e
?,?,w,t,?,?,?,?,?,e,?,?,s,w,w,w,o,p,k,n,m,e
b,y,w,t,?,f,c,b,n,e,?,?,?,?,?,w,?,?,n,s,m,e
x,y,w,t,p,f,c,n,?,?,e,?,s,w,w,w,o,p,k,v,?,?
?,?,y,t,a,f,?,?,g,?,c,s,?,?,w,w,?,?,k,s,?,?
x,?,?,t,l,f,c,b,g,?,c,?,s,?,w,w,o,?,?,n,g,e
?,y,?,t,a,?,c,b,n,?,c,s,s,w,w,w,o,?,k,s,?,?
b,?,?,t,a,?,?,b,?,e,?,s,s,w,?,w,o,p,?,s,g,?
?,?,w,t,p,?,?,n,k,e,e,s,s,w,w,?,o,?,n,v,u,p
x,?,?,?,?,f,?,b,n,t,?,?,f,?,w,w,?,e,k,a,g,e
?,f,g,?,n,f,c,?,?,e,?,?,?,w,?,?,o,p,n,y,u,e
f,f,w,f,n,f,w,b,?,t,?,s,?,w,w,w,?,e,n,a,g,?
x,s,n,?,p,f,?,n,?,e,e,s,?,w,?,w,?,p,k,?,g,?
x,?,w,t,?,?,c,?,?,?,e,?,s,w,w,?,?,?,?,s,?,?
?,s,n,t,?,?,?,?,?,?,?,?,s,w,?,?,?,p,n,s,?,p
b,?,?,?,a,f,?,b,k,e,?,s,s,?,w,w,?,?,n,s,?,e
?,?,n,?,p,?,?,n,n,e,e,s,s,?,w,?,o,p,n,?,?,?
