@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,?,?,f,?,n,k,?,e,s,s,w,w,?,?,p,?,s,u,p
?,s,y,t,a,?,c,?,k,e,c,s,?,?,w,w,?,p,n,n,?,e
b,?,?,?,?,f,c,b,?,e,c,s,s,?,?,w,?,p,n,n,m,?
x,?,w,?,p,?,c,?,?,?,e,s,?,?,w,w,o,?,?,?,u,p
x,?,g,f,n,?,w,?,k,t,e,s,?,?,?,w,o,e,?,a,g,e
?,y,y,t,a,?,?,?,n,e,?,?,s,w,?,w,o,p,?,?,g,?
b,s,?,t,a,f,?,b,g,?,c,s,?,w,w,w,o,?,k,?,?,?
?,y,w,t,l,f,c,?,?,e,c,?,s,w,w,w,o,?,n,?,?,?
x,?,w,t,p,f,?,n,?,?,e,?,s,?,w,w,o,p,k,v,g,p
b,s,y,t,a,f,c,b,g,?,c,s,s,w,w,?,?,?,?,?,m,e
?,y,y,t,?,f,?,?,?,e,?,s,s,?,?,?,?,?,n,n,?,e
?,?,y,t,?,f,c,b,n,?,c,s,s,?,w,w,?,p,k,?,m,e
b,s,?,t,a,f,c,?,w,e,c,?,s,?,w,?,?,?,?,s,g,e
?,y,w,t,p,f,c,?,k,?,e,s,s,w,?,w,o,p,n,v,u,p
?,?,n,?,n,f,?,?,n,t,e,s,?,w,?,?,?,?,k,?,g,e
s,f,?,f,?,f,c,?,k,e,e,?,s,?,w,?,?,p,n,y,u,e
f,f,w,f,?,?,?,?,k,t,e,s,s,?,w,w,?,?,n,?,g,e
?,?,n,t,?,f,c,n,?,e,e,?,s,?,w,?,o,p,k,s,?,p
x,?,?,t,p,f,c,?,?,e,e,?,s,?,w,?,o,?,?,s,?,?
?,?,?,t,p,f,c,n,k,e,e,s,s,?,w,w,o,?,?,?,u,p
?,s,?,?,?,?,c,b,?,e,c,s,s,w,?,?,?,p,n,s,?,e
?,y,n,t,p,f,c,n,n,e,?,?,s,w,?,w,o,p,n,v,g,?
?,?,y,t,?,?,?,b,?,e,c,s,?,w,?,?,o,?,n,s,?,e
b,?,w,t,a,f,?,?,w,?,?,s,?,?,?,?,?,p,n,?,?,?
?,s,w,?,?,?,?,b,?,?,?,?,?,w,?,?,?,p,?,?,?,e
?,?,w,?,?,f,c,?,n,?,e,?,?,w,w,?,o,?,n,?,g,p
x,?,y,t,a,?,?,b,?,e,c,?,s,?,?,w,o,?,n,n,m,e
?,?,w,t,?,f,?,b,w,e,?,?,?,w,w,?,o,p,?,?,m,?
f,?,n,f,n,f,?,n,?,e,?,s,s,?,?,w,o,p,k,y,?,e
x,s,y,?,?,?,?,n,?,t,b,?,s,?,w,w,?,?,n,?,?,?
b,?,?,?,l,?,c,?,g,e,c,?,s,w,w,w,o,p,?,?,m,?
?,?,w,?,p,?,c,?,k,e,e,s,?,?,?,?,?,p,n,?,u,?
x,y,y,t,?,?,c,?,?,?,?,?,s,w,?,w,?,?,n,?,m,?
x,?,n,t,?,?,?,b,?,?,r,?,?,?,w,w,o,?,?,?,?,e
b,?,y,?,l,?,c,?,?,e,?,?,s,?,?,w,?,p,n,?,m,e
x,f,?,?,?,?,?,?,?,?,b,s,s,?,?,?,?,p,n,?,d,?
?,?,g,f,?,?,?,n,?,e,e,?,s,?,?,?,o,p,k,v,?,e
x,y,n,?,p,f,c,?,w,e,?,s,?,w,w,?,o,?,?,?,u,p
x,f,y,?,?,f,w,n,p,?,b,s,s,w,?,w,o,?,?,?,d,e
b,?,y,t,l,?,?,b,?,e,?,?,?,w,w,w,?,p,k,s,m,?
b,y,y,?,a,?,c,?,?,e,?,?,s,?,w,?,o,?,n,?,?,e
?,?,y,t,?,?,c,?,n,?,r,?,y,?,w,?,?,?,?,?,p,e
