@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,?,?,t,?,f,?,n,?,e,e,?,s,w,?,w,o,p,?,s,u,?
x,s,y,?,a,f,c,b,k,?,c,s,s,w,w,?,o,p,?,?,?,?
b,?,w,t,l,?,?,?,n,e,?,?,s,w,w,w,?,p,n,n,m,e
?,y,?,t,?,?,c,n,n,e,e,s,s,w,w,w,o,?,k,s,u,?
x,s,g,f,?,f,w,b,?,?,?,s,s,?,w,?,?,e,n,a,g,e
x,?,y,t,?,f,?,b,n,e,c,?,s,?,w,w,o,p,k,?,g,?
b,?,w,?,?,f,?,b,g,e,c,s,?,?,w,?,o,p,k,n,m,?
?,y,w,t,?,?,c,?,n,?,?,s,s,?,w,?,o,p,n,s,m,e
x,?,w,t,p,?,?,?,p,e,e,?,?,?,w,w,o,p,?,v,?,?
?,s,y,?,a,f,c,b,g,e,?,?,?,?,w,w,?,p,k,?,m,e
?,?,y,t,l,?,?,b,?,e,?,s,s,w,w,w,o,p,?,n,?,?
x,?,y,?,?,f,c,b,n,e,c,?,?,?,w,w,o,p,?,s,m,e
?,?,y,?,a,f,c,?,w,e,?,s,s,w,w,w,o,?,?,s,g,e
?,y,w,?,p,f,c,n,k,e,?,s,s,w,?,?,o,?,?,?,u,p
x,f,?,f,?,?,w,?,?,t,?,?,?,w,?,?,?,?,k,a,g,e
?,f,?,?,n,f,c,n,?,e,?,?,s,w,w,?,o,p,?,?,?,e
?,f,w,?,n,f,?,b,k,t,e,?,?,?,w,?,o,e,n,a,?,e
?,s,n,t,p,f,?,?,n,?,?,?,s,w,w,w,o,?,k,?,?,p
x,y,w,t,?,f,?,n,n,e,e,s,s,w,?,w,o,?,?,s,?,?
?,s,?,t,p,f,?,?,k,e,e,?,?,w,w,w,?,p,?,s,u,?
b,s,?,t,a,f,?,?,k,?,c,?,?,?,?,w,o,p,n,s,?,e
x,y,?,t,?,f,c,?,n,e,e,s,?,w,w,?,?,p,n,v,g,p
?,y,?,t,?,f,?,?,k,e,?,?,?,w,?,?,?,?,n,s,m,?
?,?,w,?,?,?,?,b,w,?,c,s,?,?,w,?,o,p,?,?,?,?
?,s,?,?,?,?,?,b,?,e,c,s,s,?,?,w,?,?,?,?,?,e
f,s,w,t,?,?,c,?,?,e,e,?,?,?,?,w,?,?,n,v,g,?
x,?,?,?,?,f,?,?,n,e,?,?,?,w,w,?,?,?,?,n,m,?
x,?,w,?,l,?,?,?,w,?,?,s,?,w,w,w,o,p,n,?,?,?
f,f,n,?,?,f,c,n,?,e,e,s,s,w,?,?,?,p,k,y,u,e
?,?,?,?,?,f,w,?,n,?,?,?,s,w,?,?,?,?,n,?,d,?
?,s,y,t,l,f,?,?,g,?,?,?,s,w,w,?,?,p,n,?,?,?
?,y,w,?,?,f,c,n,k,?,?,?,?,w,?,?,o,p,?,?,?,p
x,y,?,t,l,?,c,?,?,?,?,?,s,?,w,?,?,?,n,?,m,e
x,?,?,t,?,f,?,b,?,e,r,?,?,?,?,?,?,?,?,y,?,?
b,y,y,?,?,?,c,b,?,e,?,?,?,w,w,w,o,?,n,s,m,e
x,f,?,?,l,f,w,n,?,t,b,s,?,?,?,w,o,?,n,?,d,e
?,f,?,f,n,?,?,n,?,?,e,s,s,?,?,?,o,?,?,?,u,e
?,?,n,t,?,?,c,n,?,e,?,s,?,w,?,w,o,?,?,?,?,p
?,?,y,t,a,f,w,?,?,?,b,s,?,w,w,?,?,?,?,?,?,?
?,s,y,?,?,f,?,b,?,?,c,?,s,?,?,w,?,?,?,?,?,?
b,?,y,t,?,?,?,?,?,e,c,s,s,w,?,?,o,p,n,s,g,?
x,y,?,t,l,?,?,b,?,?,r,s,y,w,?,?,o,p,k,y,p,?
?,?,n,?,?,?,c,?,?,?,?,s,s,?,w,w,?,p,k,?,u,e
x,y,?,?,p,?,c,?,p,e,?,s,?,?,w,w,?,?,n,v,?,p
x,s,y,t,a,?,?,?,w,?,?,s,s,w,w,?,o,?,?,?,m,?
?,y,?,?,a,f,c,b,?,e,c,s,s,?,w,w,?,p,n,n,?,e
?,?,?,?,?,f,?,b,k,?,c,?,?,w,?,?,?,p,k,?,?,e
x,s,w,?,?,?,c,b,?,?,?,s,?,?,w,?,o,p,?,n,?,e
x,?,y,t,?,?,c,?,n,e,r,?,?,w,w,?,o,?,?,?,p,?
?,y,?,t,?,?,c,?,?,?,r,?,?,w,w,?,o,?,k,s,?,e
x,y,?,?,?,f,c,b,?,e,r,s,y,?,?,?,o,p,?,?,g,?
?,?,w,t,?,?,c,?,?,e,?,s,?,w,w,?,?,?,?,s,?,e
b,s,?,?,?,?,c,b,?,?,?,s,?,w,w,w,?,p,?,n,m,e
x,y,n,?,p,f,?,n,k,e,?,?,s,?,?,?,o,?,n,v,u,?
x,?,w,?,p,?,?,n,?,e,e,s,s,?,?,?,?,?,?,v,u,p
b,y,y,t,a,?,c,b,?,?,c,?,s,?,?,w,?,?,?,s,?,?
?,f,g,f,?,?,w,b,?,?,e,?,?,?,?,?,?,?,?,?,?,e
?,s,?,t,a,f,?,b,?,?,c,s,s,?,w,?,?,p,n,?,g,e
x,?,y,?,?,f,?,?,k,?,c,?,?,w,w,?,?,p,?,?,?,e
?,?,?,?,a,?,c,b,p,?,r,s,?,w,w,?,?,?,?,?,?,?
s,f,g,?,?,?,c,n,?,?,?,?,s,?,?,w,o,?,?,?,u,e
?,?,?,?,?,?,c,b,?,?,c,s,s,w,w,?,o,?,n,?,?,e
?,s,?,t,l,?,?,b,?,e,c,s,s,?,w,w,o,p,?,?,?,?
?,y,?,?,?,f,c,b,g,e,c,s,?,?,w,w,o,?,?,?,?,e
?,?,?,t,l,f,?,b,?,e,c,s,s,?,?,w,?,p,?,s,g,e
?,?,?,f,?,f,?,b,k,?,e,s,?,?,?,?,?,e,k,?,?,e
x,s,?,?,l,?,?,?,n,?,c,s,?,?,w,?,o,?,k,s,?,e
?,y,?,?,?,?,?,b,?,?,?,s,?,?,w,?,?,p,?,s,?,e
?,?,y,?,a,?,?,?,?,?,c,s,s,?,?,?,o,p,?,n,?,e
x,f,g,f,?,?,?,n,p,?,e,?,?,w,?,?,?,p,n,?,?,?
f,f,?,t,l,f,?,?,?,t,b,?,?,w,w,?,?,p,?,v,d,e
?,?,w,t,l,?,c,b,g,e,c,?,?,?,w,?,?,p,?,s,?,?
f,f,y,?,l,?,?,n,?,?,?,?,s,?,w,?,o,p,n,?,?,?
x,y,n,?,?,?,c,b,p,e,r,s,y,w,w,?,?,p,?,?,p,?
b,?,y,?,?,?,?,?,?,e,c,?,?,w,?,?,o,?,?,s,?,e
?,?,y,t,l,f,w,n,p,?,b,s,s,w,w,?,o,?,?,v,d,?
x,s,w,?,?,?,?,?,n,t,?,s,?,?,?,w,o,p,?,v,d,?
?,?,?,?,l,f,c,b,p,e,r,s,?,?,w,?,o,p,?,y,p,?
?,y,?,t,?,f,?,?,w,e,e,s,?,w,?,?,?,?,?,v,?,p
?,y,?,?,?,?,?,?,n,?,r,?,?,?,w,w,?,?,?,?,g,e
?,?,?,f,n,f,?,?,?,t,?,f,?,?,?,w,o,?,?,?,g,?
?,y,?,?,?,?,?,?,w,?,e,s,s,w,w,?,o,?,?,s,g,?
f,f,g,f,n,f,c,?,?,e,?,s,?,w,?,w,?,p,?,?,?,?
?,?,?,?,n,?,w,?,?,t,e,?,s,?,?,?,o,e,n,s,?,?
x,y,y,t,?,f,?,?,?,?,?,s,y,?,w,w,o,p,?,?,?,e
?,s,?,?,n,f,w,b,k,?,?,s,?,w,?,?,o,?,?,?,?,?
b,s,?,t,?,f,?,?,w,?,c,?,?,w,?,w,o,?,k,s,?,e
x,?,w,?,l,?,c,b,?,?,c,s,?,w,w,?,o,p,n,?,?,?
?,y,?,?,l,f,?,b,?,?,r,s,y,w,w,?,o,?,?,?,g,?
?,f,n,?,n,f,c,n,?,e,e,s,s,w,w,w,o,p,n,?,?,?
x,?,n,?,n,?,c,?,?,?,?,s,s,?,w,?,?,p,n,?,u,?
b,?,?,?,l,?,c,b,k,?,c,?,s,?,w,?,o,p,k,?,?,e
x,y,?,t,a,?,c,b,?,e,c,?,?,?,w,?,o,?,k,?,?,e
?,?,y,t,l,f,?,b,g,?,?,?,?,w,?,?,?,?,?,n,m,?
?,s,?,?,?,f,?,?,n,t,?,?,s,?,?,w,?,?,n,a,?,?
x,?,?,?,?,?,?,?,g,e,c,s,?,?,w,w,o,?,n,s,?,?
f,?,?,t,l,f,?,b,?,?,?,s,y,w,?,w,?,p,?,?,g,?
?,?,?,?,a,?,?,b,?,e,c,?,?,w,w,?,o,p,k,?,g,e
?,?,?,t,a,f,?,?,g,?,?,s,s,w,?,w,o,p,n,?,?,e
x,y,w,t,a,?,?,b,g,?,c,s,?,w,?,?,o,p,k,s,?,?
?,?,?,f,n,?,w,?,p,?,e,?,?,w,w,w,o,?,?,?,?,?
?,s,y,?,l,?,c,b,?,?,?,?,?,w,?,w,o,?,k,?,g,?
f,y,y,t,l,f,?,?,?,?,r,s,y,w,w,?,o,?,n,?,?,e
x,?,?,t,?,?,?,?,?,e,?,s,y,?,?,w,?,p,k,?,p,e
b,y,w,?,l,?,?,?,?,?,?,?,s,?,w,?,?,p,n,?,?,e
?,y,?,?,?,f,c,b,n,e,c,?,s,w,w,?,o,?,?,n,m,?
x,?,y,t,?,f,c,b,?,?,?,?,?,w,w,w,o,p,?,y,g,?
?,y,?,?,l,?,?,b,n,e,?,s,?,?,w,?,?,p,k,s,?,e
b,y,w,t,?,f,c,?,?,e,?,?,?,?,w,?,?,p,?,s,?,?
x,?,y,?,?,?,?,?,?,e,c,?,s,w,w,?,?,?,k,?,m,?
x,s,y,?,l,f,c,b,?,e,c,s,s,?,w,?,?,?,k,?,g,?
?,f,?,?,?,?,?,?,g,e,e,s,?,?,?,?,?,p,k,y,?,?
x,f,?,?,?,?,w,?,?,t,b,s,?,?,?,w,?,?,u,v,d,?
x,?,y,?,a,f,?,?,n,e,?,s,s,?,?,w,?,p,k,n,?,?
x,y,w,t,p,?,c,n,n,e,e,s,s,w,?,w,o,p,n,v,u,p
?,?,y,t,l,?,c,b,p,?,r,?,?,?,w,w,o,p,n,?,g,?
?,f,?,?,?,?,c,n,?,e,?,s,?,?,?,?,o,p,n,?,u,?
x,y,y,t,?,f,c,?,w,?,r,?,y,?,?,w,o,?,k,?,g,?
x,s,?,?,?,?,?,?,p,t,b,?,?,?,w,w,?,?,?,?,d,e
?,f,?,?,?,f,c,?,?,e,e,?,?,w,?,w,?,p,n,?,?,?
?,s,?,?,?,f,?,n,?,e,e,?,?,?,?,?,o,p,?,v,g,p
?,?,w,t,a,?,?,?,?,e,?,?,s,w,w,?,?,?,n,n,?,?
?,y,n,t,p,?,c,n,p,?,?,s,s,w,?,w,?,p,k,?,?,p
?,s,?,?,?,?,w,b,?,t,e,s,s,?,?,?,?,?,?,?,?,?
x,s,?,?,l,?,c,?,g,e,?,?,s,?,w,w,?,p,?,s,?,e
x,s,?,?,n,f,?,b,?,t,e,?,?,?,w,w,?,e,?,s,g,e
?,?,y,?,?,f,?,b,?,?,c,s,s,?,?,w,?,?,n,?,g,?
f,?,?,?,n,f,w,b,?,t,e,?,s,w,w,w,o,e,?,?,g,?
x,?,?,?,?,f,?,b,n,e,?,?,?,?,w,?,o,p,?,n,?,?
b,s,w,t,l,?,c,?,?,?,c,?,?,w,w,w,o,p,?,?,?,e
?,?,?,t,?,?,?,?,?,e,?,?,s,?,w,?,?,p,n,?,g,?
?,?,?,?,l,?,c,b,?,e,?,s,s,?,?,w,o,p,n,?,m,e
f,s,w,?,?,f,?,n,w,t,b,?,s,?,?,?,?,p,?,?,d,?
?,y,?,?,?,?,c,?,?,e,c,s,?,w,?,w,o,?,?,s,m,?
f,?,w,?,a,?,w,n,p,t,b,s,?,w,w,?,o,p,n,?,d,?
x,?,w,?,?,?,c,n,w,e,e,?,?,w,?,w,o,p,n,?,u,p
?,?,w,t,l,?,?,n,w,?,b,?,?,?,?,w,o,?,?,v,?,e
x,y,?,t,a,?,?,?,n,?,c,s,?,?,?,?,o,p,?,?,g,e
?,?,?,t,p,f,?,?,p,e,e,s,s,w,w,?,?,p,?,?,g,p
?,s,y,?,l,?,?,?,?,?,c,s,?,?,?,?,?,?,?,?,g,?
?,y,n,?,a,?,c,b,w,e,r,s,?,?,?,?,?,?,k,y,p,?
?,?,y,?,?,f,c,?,?,e,c,s,?,w,?,w,?,?,?,n,m,e
s,f,?,?,?,f,?,n,?,e,e,s,?,?,?,?,o,?,?,v,?,?
