@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,s,n,t,?,f,c,?,k,?,?,s,s,?,w,?,?,p,?,s,?,p
?,s,y,?,a,?,?,b,k,e,?,s,?,?,?,w,?,?,n,n,?,e
b,?,?,?,?,?,c,?,?,e,?,s,s,w,w,w,o,?,?,n,?,e
x,y,w,t,?,f,c,n,?,e,e,?,?,w,w,w,o,?,?,s,?,p
x,s,g,f,n,f,w,b,k,?,?,s,s,w,w,w,o,?,n,a,g,?
x,y,y,?,a,?,c,?,n,e,c,s,?,w,?,?,o,p,?,n,g,e
?,s,w,t,?,?,?,b,?,?,c,?,s,w,?,w,?,p,?,?,m,?
b,y,w,t,?,f,?,b,?,?,?,?,s,w,w,w,o,p,n,?,m,e
x,?,w,t,?,?,c,n,p,?,e,s,?,w,w,w,o,p,?,v,g,?
b,?,?,t,a,?,c,b,g,?,c,s,s,?,?,w,o,p,k,?,m,e
x,y,y,t,l,?,c,b,?,?,c,?,s,w,?,w,?,?,?,n,g,e
?,y,?,t,a,f,c,b,n,?,c,s,?,?,w,w,o,p,?,?,?,e
b,s,y,t,a,f,c,b,w,?,?,s,s,w,w,?,?,p,?,s,g,?
x,y,?,t,?,f,?,n,?,e,e,s,?,?,?,w,o,p,?,v,u,p
?,f,?,?,?,f,w,b,?,t,e,s,?,w,w,w,o,e,?,?,g,?
s,?,g,?,?,f,?,?,?,e,?,s,s,w,?,?,?,p,?,y,?,?
f,f,?,f,?,?,w,b,?,?,e,s,s,?,w,w,o,?,n,a,g,e
x,s,n,t,p,?,?,?,n,e,e,s,?,w,w,w,o,?,?,s,g,?
x,y,w,t,p,f,c,n,n,?,e,s,s,w,w,w,?,p,?,s,?,?
?,?,?,?,p,f,c,n,k,e,e,s,?,?,w,w,?,?,?,?,u,?
b,s,y,t,a,?,?,b,?,?,c,s,?,w,w,w,?,p,n,?,m,e
?,?,n,t,p,f,c,n,n,e,e,?,s,w,w,w,o,p,n,v,g,p
?,y,?,t,?,?,c,b,k,e,?,s,s,?,?,?,o,?,?,?,?,?
b,?,?,t,a,f,c,b,w,?,?,s,s,?,?,?,o,?,n,n,?,e
b,?,?,?,l,f,?,b,g,?,?,s,?,?,?,?,o,?,k,?,m,?
f,?,?,?,p,f,c,?,?,?,e,s,s,?,w,?,o,?,?,v,?,p
?,y,?,t,?,?,?,b,n,?,?,s,s,w,w,w,?,p,?,n,?,?
x,?,?,?,l,f,c,?,w,e,?,?,s,w,w,?,?,?,n,n,m,e
f,?,?,f,?,f,c,?,k,?,e,s,s,w,w,?,?,p,k,y,?,e
x,s,?,?,a,?,?,?,n,t,?,?,?,?,?,?,o,?,n,?,?,?
b,s,y,?,?,f,?,?,g,e,?,?,?,?,w,w,o,p,n,n,m,e
x,?,?,?,p,f,?,n,k,?,e,?,?,w,?,?,o,p,n,s,u,p
x,y,?,t,?,f,c,b,?,e,?,s,?,w,?,?,?,p,?,?,?,?
?,?,n,t,l,?,c,?,p,?,?,s,y,?,?,w,?,?,?,y,p,e
?,y,?,?,?,?,?,b,n,e,c,s,?,?,w,?,?,p,?,?,?,?
x,?,y,t,?,f,?,n,?,?,b,s,?,w,w,?,o,p,?,?,?,e
s,f,?,f,?,f,c,n,k,?,?,s,s,w,w,w,?,p,k,?,?,?
?,y,?,?,?,f,?,n,?,?,e,?,s,?,w,?,o,p,n,?,u,?
x,?,?,t,a,?,?,?,?,t,b,s,?,?,?,w,?,p,?,v,?,e
?,?,y,t,?,f,c,?,k,?,?,?,s,?,w,?,?,p,k,?,m,e
?,?,y,?,?,f,?,b,n,?,?,s,s,w,w,w,?,?,?,?,g,?
x,?,y,?,?,?,c,b,?,?,?,?,?,w,w,w,o,?,k,y,?,?
x,f,?,f,?,f,?,n,g,e,e,s,s,?,w,?,o,p,k,?,?,?
x,y,w,t,p,f,?,?,p,e,?,s,?,?,w,w,o,?,n,?,?,?
x,s,?,t,a,?,c,?,?,?,?,s,?,w,?,?,o,p,?,n,?,?
x,?,?,t,?,f,c,?,n,e,c,?,s,w,?,w,o,p,?,n,g,?
x,y,?,?,?,f,?,b,?,e,c,s,s,?,w,?,?,p,k,?,?,e
?,s,w,t,l,f,c,?,w,?,c,s,s,w,w,w,?,?,n,?,?,?
?,y,?,?,?,?,c,?,?,?,?,?,?,?,w,?,o,?,?,?,?,?
f,y,?,?,l,f,?,b,w,e,r,s,?,w,w,?,?,p,k,s,p,?
x,?,n,t,?,?,?,?,w,e,r,s,?,?,?,w,o,p,?,s,?,?
?,s,w,?,l,f,c,?,k,e,?,?,s,w,w,w,o,?,?,s,?,?
?,s,?,?,?,f,c,?,?,?,c,s,?,?,w,w,o,?,?,n,?,?
x,y,n,t,?,f,c,n,?,?,e,?,?,w,?,?,?,?,?,?,?,?
x,s,w,?,p,?,c,n,?,e,?,?,?,?,w,?,?,?,k,?,u,p
b,y,?,?,?,f,c,?,w,?,c,s,?,?,w,?,o,?,?,s,?,e
?,?,?,f,n,?,w,b,n,?,e,s,s,w,w,w,o,?,n,?,?,?
?,?,w,t,a,?,?,b,w,?,c,?,?,?,w,?,o,?,n,?,g,e
x,s,?,?,l,?,?,b,?,e,c,?,?,w,?,w,?,?,k,?,g,e
?,?,n,?,a,f,?,b,?,e,r,s,?,?,w,w,o,p,k,y,p,e
s,f,g,f,n,f,?,?,k,e,?,s,?,?,w,?,o,?,?,v,?,?
?,?,?,t,a,f,?,b,?,?,?,?,?,w,w,w,o,?,n,?,m,?
b,?,y,t,l,?,c,?,g,e,c,s,s,?,?,?,o,p,n,?,?,e
b,?,y,t,l,f,c,?,g,?,?,?,s,?,?,?,o,p,?,?,?,e
b,?,w,t,l,f,?,?,n,?,c,s,?,w,?,?,o,p,n,?,g,e
f,?,?,?,n,f,?,b,k,?,?,s,?,w,?,w,o,e,?,?,?,e
?,s,w,?,l,?,?,?,?,?,?,s,?,w,?,w,o,p,k,?,?,?
f,y,y,t,?,f,?,b,?,e,r,?,y,w,w,?,?,?,n,s,?,e
?,?,y,?,?,f,?,?,w,e,c,?,?,?,?,?,?,?,?,n,?,e
x,f,?,f,n,f,c,?,?,?,e,s,?,?,w,?,o,?,?,?,?,?
f,?,?,?,l,f,?,?,?,?,b,?,?,w,w,?,?,?,?,?,?,?
b,?,w,?,?,?,c,b,g,?,?,?,s,?,w,?,o,p,n,?,?,?
?,?,?,?,?,?,?,n,?,t,?,?,s,w,w,w,?,?,?,?,d,?
?,?,?,t,?,f,c,b,p,?,?,s,?,w,w,w,?,?,k,?,p,?
b,s,?,?,a,?,?,?,?,?,?,?,?,?,?,?,o,p,?,?,?,e
?,?,?,t,?,?,w,?,?,?,b,s,s,?,w,w,o,?,n,v,?,?
x,s,w,?,?,?,w,n,?,?,?,?,s,w,w,w,o,p,u,?,d,?
?,y,?,?,?,?,?,b,?,e,?,s,y,?,w,?,o,?,n,y,p,e
?,?,?,t,?,?,c,n,?,?,?,?,?,w,w,w,?,p,n,v,?,p
?,?,n,?,?,?,c,?,?,?,r,s,?,w,w,?,?,p,?,y,g,e
x,?,n,?,?,?,w,?,k,?,e,?,s,?,w,?,o,e,n,?,?,e
?,y,?,t,?,?,?,n,w,?,?,?,s,?,?,w,?,?,?,s,g,p
f,f,?,f,n,f,?,n,n,e,e,?,?,w,?,w,o,?,n,?,u,?
?,?,?,?,n,f,?,?,?,t,?,s,s,w,w,w,?,e,n,?,?,e
x,?,?,?,l,?,?,b,w,e,r,s,?,w,?,w,?,p,k,?,?,e
x,?,n,f,?,?,?,b,?,?,?,?,?,w,?,w,o,?,?,?,?,e
b,?,w,?,a,?,c,b,w,?,c,s,s,?,?,w,?,?,k,?,g,?
?,s,w,t,?,?,c,b,n,?,?,s,s,w,?,?,?,?,n,?,g,e
?,?,n,?,?,f,c,b,w,?,?,s,?,w,w,w,?,?,?,?,g,e
?,?,n,f,n,?,?,n,n,e,e,s,?,w,w,w,?,?,?,?,?,?
?,f,?,f,n,?,c,?,n,?,e,s,?,w,?,w,o,?,n,?,?,?
b,?,?,t,?,f,?,?,?,e,?,?,s,w,?,w,?,?,?,s,?,?
?,y,y,t,?,f,c,?,g,e,c,s,s,?,?,?,?,p,?,?,?,?
?,?,y,?,l,f,?,?,?,?,c,?,s,w,w,?,o,p,?,n,m,e
?,?,?,f,n,?,?,?,?,t,e,?,?,w,w,w,?,e,n,a,g,e
?,s,w,?,?,?,c,b,g,?,c,?,?,?,w,w,o,?,n,s,?,?
f,?,?,t,?,f,c,b,?,e,?,?,y,w,w,w,?,p,?,s,g,e
?,s,y,t,?,f,?,b,?,?,c,?,s,w,?,w,o,p,k,?,g,?
b,s,?,t,a,f,?,?,g,e,c,?,s,w,?,?,?,p,?,?,?,e
?,?,?,t,a,f,c,b,?,e,?,?,s,?,w,w,o,p,k,s,?,e
x,f,n,f,?,?,w,b,p,?,e,f,s,w,?,w,?,e,?,s,g,?
?,?,?,t,l,?,?,b,n,?,?,s,?,?,w,w,?,p,?,?,g,e
f,?,?,t,?,f,?,?,w,e,?,?,?,w,w,?,o,p,?,?,g,e
x,?,y,?,?,f,?,?,?,e,r,?,?,w,?,w,?,?,?,y,?,?
b,?,w,t,?,?,?,b,g,e,c,?,?,?,?,w,o,p,n,?,g,e
x,y,y,?,a,f,c,?,?,?,c,s,s,?,w,w,?,?,k,n,m,e
x,?,?,?,?,f,c,b,w,?,?,s,y,?,?,w,?,?,n,?,g,?
?,?,?,?,?,f,?,?,n,?,?,s,?,?,w,w,o,?,?,s,m,?
?,?,w,t,a,f,?,?,?,?,?,?,s,w,?,w,?,?,n,s,m,e
?,s,?,t,?,?,?,?,k,e,?,?,s,?,?,w,?,p,k,?,?,e
?,?,y,?,?,?,?,b,w,?,c,?,s,w,?,w,o,?,?,?,g,?
s,f,?,?,n,f,?,?,g,e,e,?,s,w,?,w,?,?,?,y,?,?
x,f,?,?,a,f,?,n,?,?,?,?,s,?,?,w,o,p,?,v,d,e
x,?,?,t,?,?,c,b,n,?,?,s,s,?,?,?,?,?,k,n,?,e
?,?,w,?,?,f,c,n,n,e,?,s,s,w,w,?,o,p,n,v,u,p
x,?,?,t,l,?,?,?,?,e,r,s,?,?,?,w,?,?,?,s,?,e
?,?,?,f,n,f,c,n,?,e,e,?,s,?,w,w,o,?,n,y,?,?
x,y,?,?,l,f,c,?,?,e,?,s,?,?,w,?,?,p,k,y,g,?
