@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,s,n,?,?,f,c,?,?,e,e,s,s,w,?,w,?,p,k,s,?,p
?,?,y,?,a,?,c,b,?,e,c,?,s,w,w,w,o,?,n,?,g,e
?,?,w,t,?,?,?,?,n,?,c,s,s,?,w,?,?,?,n,?,m,e
x,y,?,t,?,?,?,n,?,?,e,s,?,?,w,w,?,p,?,?,u,p
x,?,g,f,?,f,w,b,?,?,?,?,?,w,w,w,o,e,n,a,?,e
?,y,y,t,?,f,c,?,?,e,?,s,s,w,?,?,o,?,k,n,g,e
?,?,w,t,?,?,?,?,?,e,?,?,s,w,w,w,o,p,k,n,m,e
b,y,w,t,?,f,c,b,n,e,?,?,?,?,?,w,?,?,n,s,m,?
x,y,w,t,p,f,c,n,?,?,e,?,s,?,w,w,o,p,k,v,?,?
?,?,y,t,a,f,?,?,g,?,c,s,?,?,w,w,?,?,k,s,?,?
x,?,?,t,l,f,c,b,g,?,c,?,s,?,w,w,o,?,?,n,g,e
?,y,?,t,a,?,c,b,n,?,c,s,s,w,w,w,o,?,k,s,?,?
b,?,?,t,a,?,?,b,?,e,?,s,s,w,?,w,o,p,?,s,g,?
?,?,w,t,?,?,?,n,k,e,e,s,s,w,w,?,o,?,n,?,u,p
x,?,?,?,?,f,?,b,n,t,?,?,f,?,w,w,?,e,?,a,g,e
?,f,g,?,?,f,c,?,?,e,?,?,?,w,?,?,o,?,n,y,?,e
f,f,w,f,n,?,w,b,?,t,?,s,?,w,w,w,?,e,n,a,g,?
x,s,n,?,p,f,?,n,?,e,e,s,?,w,?,w,?,p,k,?,g,?
x,?,w,t,?,?,c,?,?,?,e,?,s,w,w,?,?,?,?,?,?,?
?,s,n,t,?,?,?,?,?,?,?,?,?,w,?,?,?,p,n,?,?,p
b,?,?,?,a,f,?,b,k,e,?,s,s,?,w,w,?,?,n,s,?,e
?,?,n,?,p,?,?,n,n,e,e,s,s,?,?,?,o,p,n,?,?,?
?,y,?,t,?,?,?,?,?,?,?,s,?,w,?,w,o,?,?,s,?,?
?,y,w,?,a,f,c,b,w,e,?,s,?,w,?,?,?,?,?,n,?,e
b,?,w,?,l,?,?,b,g,?,?,s,?,?,w,w,?,?,?,?,?,e
?,?,?,?,?,f,?,?,?,?,?,?,?,w,?,?,o,p,n,?,g,?
x,?,?,?,a,?,?,?,n,e,c,s,?,w,?,?,o,p,?,?,?,e
?,y,w,?,l,f,c,b,?,?,c,s,?,?,?,?,?,?,?,?,?,e
?,f,?,?,n,?,?,?,?,?,?,?,s,?,w,w,o,?,k,?,?,?
?,s,?,?,a,?,w,?,?,?,?,?,s,?,?,w,o,?,?,?,?,?
b,?,y,?,?,f,?,b,?,?,c,?,?,w,w,w,o,p,n,n,m,e
?,?,?,t,?,f,?,?,k,?,?,s,s,?,?,w,?,?,?,?,u,?
?,?,?,?,?,?,c,b,n,?,?,s,s,w,?,w,?,p,n,n,?,e
?,?,?,t,?,?,c,?,p,?,?,s,y,w,w,?,o,p,?,?,?,?
?,y,?,?,?,?,c,?,?,?,?,?,?,?,?,w,?,p,n,s,m,e
?,f,y,?,l,?,w,n,w,?,b,?,?,?,w,?,o,p,?,?,?,e
s,?,?,?,?,?,?,?,?,e,?,?,?,w,?,?,?,?,?,?,u,?
?,?,?,t,?,?,?,?,w,?,e,?,?,?,w,w,?,?,n,s,u,?
x,?,y,?,?,?,w,n,?,t,b,?,?,?,w,?,?,p,?,v,?,e
b,s,?,t,?,?,?,b,k,?,c,?,?,?,?,?,?,?,?,?,?,?
b,y,?,?,?,?,c,?,n,?,c,?,s,?,w,?,?,?,n,?,?,?
x,?,?,t,?,?,?,?,?,?,?,s,y,?,w,?,?,?,?,?,?,e
x,f,n,?,n,?,?,?,g,e,?,s,?,w,?,?,?,?,?,y,u,?
x,?,w,?,p,f,?,?,?,e,?,s,s,?,w,?,o,p,n,?,g,?
x,s,y,?,a,f,?,b,?,?,c,?,s,?,?,w,?,?,?,?,?,?
x,?,w,?,?,?,?,?,?,e,?,?,?,w,?,?,?,?,?,?,?,?
?,y,?,?,l,?,?,b,k,?,c,?,?,?,?,w,?,?,?,?,?,?
?,s,?,?,?,?,c,?,?,?,?,s,?,w,?,?,?,?,?,n,m,?
x,y,?,?,?,?,c,b,?,e,r,?,y,?,w,?,?,?,n,?,p,?
f,?,y,?,?,?,?,?,?,?,?,?,y,w,?,?,?,p,k,s,?,?
x,?,?,?,a,?,?,?,w,?,r,?,y,?,w,w,?,p,?,?,g,?
?,?,?,?,?,?,?,?,k,?,c,?,s,w,?,w,o,p,?,?,?,e
?,?,w,t,?,f,?,?,k,?,?,?,?,w,?,?,?,?,?,?,?,e
?,y,?,?,?,?,c,?,k,?,?,s,s,w,?,w,?,p,?,v,?,?
?,?,?,?,p,?,?,n,k,e,?,?,s,w,?,?,?,?,?,?,u,?
b,?,?,t,?,f,c,b,?,?,c,?,?,?,?,?,?,p,k,?,?,e
?,?,?,f,?,?,?,?,?,?,?,?,s,?,?,?,?,?,?,a,?,e
?,?,w,?,a,f,c,b,?,e,?,s,?,?,?,w,?,?,n,?,?,?
?,?,y,t,?,f,?,b,k,?,?,?,?,w,?,?,o,p,?,n,g,e
