@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,s,n,t,?,f,c,?,?,?,?,s,?,?,w,?,?,?,?,s,?,p
?,?,y,?,a,?,?,b,k,e,?,s,?,?,?,w,?,?,n,n,?,e
b,?,?,?,?,?,c,?,?,e,?,s,s,w,w,w,o,?,?,n,?,e
x,y,w,t,?,f,?,n,?,e,e,?,?,w,w,w,o,?,?,s,?,p
x,s,g,f,n,f,w,b,k,?,?,s,s,w,w,w,o,?,n,a,g,?
x,y,y,?,a,?,c,?,n,e,c,s,?,w,?,?,o,p,?,n,g,e
?,s,?,t,?,?,?,b,?,?,c,?,s,w,?,w,?,p,?,?,m,?
b,y,w,t,?,f,?,b,?,?,?,?,s,w,w,w,?,p,n,?,m,e
x,?,w,t,?,?,c,n,p,?,e,s,?,w,w,w,o,p,?,v,g,?
b,?,?,t,a,?,c,b,g,?,c,s,s,?,?,w,o,p,k,?,m,e
x,y,y,t,l,?,?,b,?,?,?,?,s,w,?,w,?,?,?,n,g,?
?,?,?,t,a,f,c,b,n,?,c,s,?,?,w,?,o,p,?,?,?,e
b,s,?,t,a,f,c,b,w,?,?,s,s,w,w,?,?,p,?,s,g,?
x,y,?,t,?,f,?,n,?,e,e,s,?,?,?,w,o,p,?,v,u,?
?,f,?,?,?,f,w,b,?,t,e,s,?,w,w,w,o,e,?,?,g,?
s,?,?,?,?,f,?,?,?,e,?,s,s,w,?,?,?,?,?,y,?,?
f,f,?,f,?,?,w,b,?,?,e,s,s,?,w,w,?,?,n,a,g,e
x,s,n,t,p,?,?,?,?,e,e,?,?,w,w,w,o,?,?,s,g,?
x,y,w,t,p,f,c,n,n,?,e,s,s,w,w,w,?,p,?,s,?,?
?,?,?,?,p,?,c,n,k,e,?,s,?,?,w,w,?,?,?,?,u,?
b,s,y,t,a,?,?,b,?,?,c,s,?,w,w,w,?,?,n,?,m,e
?,?,n,t,p,?,c,?,n,e,e,?,s,w,w,w,o,p,n,v,g,p
?,y,?,t,?,?,c,b,k,?,?,s,s,?,?,?,?,?,?,?,?,?
?,?,?,t,a,f,?,b,?,?,?,s,s,?,?,?,o,?,n,?,?,e
b,?,?,?,l,f,?,b,g,?,?,s,?,?,?,?,o,?,k,?,m,?
f,?,?,?,p,f,?,?,?,?,e,s,s,?,?,?,?,?,?,v,?,p
?,?,?,t,?,?,?,b,n,?,?,s,s,w,w,w,?,p,?,n,?,?
?,?,?,?,l,?,c,?,w,e,?,?,?,w,w,?,?,?,n,?,m,?
f,?,?,f,?,f,c,?,k,?,e,s,s,w,w,?,?,?,k,y,?,?
x,?,?,?,a,?,?,?,n,t,?,?,?,?,?,?,o,?,n,?,?,?
b,s,y,?,?,f,?,?,g,e,?,?,?,?,?,w,?,p,?,n,m,?
x,?,?,?,p,f,?,n,k,?,e,?,?,?,?,?,o,p,n,s,?,p
