@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,?,n,t,?,f,c,n,?,?,e,s,?,?,w,w,o,p,?,s,u,p
x,?,y,?,?,?,?,b,?,e,c,s,?,w,w,w,o,p,n,?,?,e
?,?,?,t,l,f,c,?,?,e,c,s,?,w,?,w,?,p,?,n,?,?
?,y,?,?,p,f,c,n,n,?,?,s,s,w,w,?,o,p,k,s,?,p
x,s,?,f,n,?,w,b,?,t,e,s,?,w,w,?,o,e,?,a,g,?
?,y,y,?,a,f,c,b,n,e,?,?,s,?,?,w,?,p,?,?,g,e
b,s,?,?,?,?,?,b,g,?,c,?,?,?,w,?,o,?,?,?,m,e
?,?,w,?,?,?,?,b,?,?,?,?,s,?,w,?,o,?,?,s,m,e
x,y,w,?,p,?,?,n,?,e,?,s,s,?,w,w,?,?,?,?,?,p
b,s,?,t,?,?,c,b,?,e,c,s,s,?,w,?,?,p,?,s,m,?
?,y,y,t,?,f,?,b,g,?,c,s,s,w,?,w,o,p,n,n,g,e
?,?,?,?,?,f,c,b,?,e,?,?,s,w,w,?,?,?,?,?,?,?
b,s,y,?,a,?,c,?,?,?,?,?,s,w,w,?,?,?,n,?,g,e
x,y,?,?,?,f,c,n,k,e,?,?,?,w,w,?,?,?,n,?,?,?
?,?,n,?,?,f,?,b,?,?,e,s,f,?,?,w,?,e,k,?,g,?
?,f,?,f,n,?,c,n,?,e,?,s,s,w,w,?,?,?,?,y,?,?
?,f,w,f,n,f,?,b,k,t,?,s,s,w,w,w,o,?,n,a,g,e
x,?,?,?,?,f,c,n,n,?,?,s,s,w,?,w,o,?,?,?,?,?
x,y,w,?,p,f,c,n,n,e,?,s,?,?,?,w,?,p,n,s,u,?
x,s,n,t,?,f,c,?,k,?,?,s,s,w,w,?,o,p,?,s,?,p
b,s,y,t,?,?,?,?,k,?,?,s,s,w,?,w,?,p,n,s,?,e
x,?,n,?,p,?,c,?,?,e,?,s,?,w,w,w,?,p,n,v,g,p
?,y,y,t,l,?,c,?,?,?,c,?,?,w,?,?,?,p,?,s,?,e
?,?,?,?,?,?,c,b,?,?,c,s,?,?,w,w,?,?,?,?,?,?
b,?,w,t,l,f,?,b,?,?,?,s,?,?,?,?,?,p,?,?,m,e
?,?,w,?,p,?,c,n,?,e,?,?,s,w,w,w,?,?,?,v,g,p
x,?,?,?,?,?,?,?,?,?,c,?,s,w,?,?,o,?,n,n,?,e
?,?,?,?,l,?,?,?,w,?,?,?,?,?,?,w,?,?,?,?,m,?
f,?,?,f,?,?,?,n,k,e,?,s,?,w,?,?,o,?,?,?,?,?
x,?,?,?,?,?,?,n,n,t,?,?,?,w,?,w,o,?,?,v,?,?
?,?,?,?,l,?,?,?,g,e,c,?,s,?,w,?,?,p,?,?,?,e
x,y,?,?,p,?,c,?,k,?,?,?,s,w,w,?,?,p,?,s,?,?
x,y,?,?,?,?,c,?,?,e,c,?,?,w,?,?,?,?,?,n,m,e
?,y,?,t,?,f,?,?,?,e,?,?,?,?,?,?,?,p,?,?,?,?
b,y,y,?,l,?,c,?,?,?,?,?,s,?,w,?,?,?,?,?,?,e
?,f,?,?,?,?,?,n,?,?,b,?,s,?,?,?,o,?,n,v,d,?
?,f,?,?,?,?,?,n,?,?,e,s,?,?,w,w,?,p,k,v,u,?
x,y,?,t,p,?,?,?,?,e,e,?,?,?,w,?,?,p,n,?,?,?
x,?,y,?,?,?,w,n,?,t,b,?,?,?,w,w,?,?,?,?,?,e
?,s,y,?,?,?,?,?,k,?,?,?,?,w,w,?,?,p,?,s,m,?
?,?,?,?,?,?,?,b,?,e,c,?,?,?,w,?,?,p,n,s,?,?
?,?,?,t,?,f,?,b,n,e,?,?,y,?,w,w,?,p,?,?,?,e
?,?,n,f,?,?,?,n,g,e,?,s,s,w,?,?,o,p,k,?,?,e
x,y,w,?,p,?,?,?,?,e,?,s,s,?,?,?,?,?,n,?,?,?
x,?,?,?,?,?,?,b,?,e,c,?,s,?,?,w,o,?,?,?,m,?
?,?,?,t,a,?,?,b,?,e,c,?,?,w,?,w,o,?,n,?,g,e
?,?,y,t,?,?,c,?,k,?,?,s,?,?,?,w,o,?,?,?,m,e
?,?,?,t,l,f,?,b,w,?,?,s,?,w,w,w,o,?,?,?,m,e
?,?,?,t,?,?,c,?,?,?,?,?,y,w,?,w,?,p,?,?,?,?
