@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

?,s,?,t,p,f,?,?,k,?,e,s,?,w,?,w,o,?,?,?,u,p
?,s,?,?,a,f,c,?,k,e,?,s,s,w,?,?,o,p,?,?,?,e
b,s,?,?,?,f,c,b,n,e,c,?,s,?,?,w,o,p,?,n,?,?
?,y,w,?,p,?,c,n,n,?,e,s,s,w,w,w,?,?,?,s,u,p
?,?,g,f,?,?,?,b,k,t,?,?,?,?,w,w,o,?,?,a,g,?
?,?,?,t,a,f,c,b,n,e,c,?,?,w,?,w,o,p,k,n,?,?
b,?,w,?,a,f,?,?,g,e,c,s,?,w,w,?,?,p,?,n,m,e
b,y,?,t,?,?,c,b,n,?,c,?,s,?,w,?,?,p,n,s,?,?
?,?,?,t,p,?,?,?,p,?,e,s,s,?,?,w,?,p,k,?,g,?
b,?,?,t,?,?,?,b,g,e,?,?,s,?,?,?,?,?,?,?,m,e
?,y,?,?,l,?,c,?,?,e,?,?,s,w,w,?,o,p,n,?,?,e
?,?,y,?,a,f,c,b,n,e,c,?,s,w,w,w,?,p,k,?,?,e
b,?,?,?,a,f,c,?,?,e,c,?,?,?,w,w,?,?,n,s,g,?
?,y,w,?,p,?,c,n,k,e,?,?,s,?,w,w,?,p,?,v,u,p
x,f,n,?,n,f,?,?,n,t,e,?,f,?,w,w,o,e,k,a,g,e
s,f,?,f,n,?,c,n,?,e,e,?,s,?,?,?,?,?,?,?,u,e
?,?,?,f,?,f,w,b,k,t,?,s,s,w,?,w,?,?,n,a,g,e
x,s,?,t,p,?,?,?,n,e,?,?,s,w,w,w,o,p,?,?,?,p
x,y,w,t,p,?,c,?,?,e,?,s,?,w,?,w,?,p,?,s,?,p
x,s,n,t,?,f,?,?,k,e,e,s,?,?,?,w,o,p,n,?,?,?
?,s,y,t,a,f,c,b,k,?,c,s,?,?,?,?,?,p,n,s,m,?
x,?,n,?,p,f,c,n,n,?,?,s,s,?,?,w,?,?,?,v,g,p
b,y,?,t,?,?,c,?,k,?,?,?,s,?,w,?,?,p,n,?,m,e
?,y,?,?,a,?,c,?,?,?,c,s,?,?,?,?,o,?,?,n,?,?
?,s,?,?,l,?,c,b,?,?,c,?,?,?,?,?,o,?,k,s,?,?
?,?,?,?,?,?,?,?,?,e,?,s,s,w,w,?,?,?,n,v,g,?
x,y,?,?,?,?,?,?,n,?,c,?,?,w,w,w,o,?,?,?,m,?
x,?,?,?,l,?,?,b,?,?,?,?,?,w,w,?,o,p,?,n,?,?
f,?,?,f,n,?,?,?,?,?,e,?,s,w,?,?,o,p,k,?,u,e
?,?,y,?,a,?,?,?,?,t,?,?,?,?,w,w,?,p,n,?,d,?
?,?,y,?,l,f,c,b,?,e,?,s,s,?,?,w,?,p,?,n,?,e
x,?,?,?,?,?,?,n,?,?,e,?,?,?,?,?,?,p,?,?,?,?
?,?,y,?,?,?,c,?,n,e,c,?,s,?,w,w,?,?,n,n,m,e
x,?,?,?,l,f,?,?,?,?,r,?,?,?,w,w,?,?,n,?,p,e
b,?,?,?,?,?,c,?,?,?,c,s,?,w,w,?,o,?,?,?,?,e
x,?,?,?,l,?,w,?,w,?,b,s,s,w,?,?,o,p,?,?,?,?
?,f,g,f,?,?,c,?,?,?,?,?,?,?,?,?,o,?,k,?,?,?
?,?,n,t,?,?,?,n,w,?,e,?,?,?,?,?,?,?,n,s,u,?
?,f,?,t,?,?,?,n,p,t,?,s,s,?,?,?,o,p,?,v,?,?
?,?,y,t,?,f,?,b,?,?,c,?,?,w,?,w,o,p,?,?,?,?
?,?,?,?,a,?,?,b,n,?,c,?,s,w,?,?,?,p,?,?,?,?
x,?,y,t,?,?,c,?,n,?,?,s,?,w,?,w,?,?,?,?,p,e
?,f,n,f,?,f,?,n,?,?,e,s,s,?,w,?,?,?,?,y,u,e
?,y,?,?,?,f,c,n,p,?,?,?,s,w,w,?,?,?,n,?,g,?
x,?,y,t,a,f,c,b,?,?,?,?,s,?,?,?,?,p,k,?,?,?
?,?,?,?,a,f,c,b,?,e,c,?,s,w,?,w,?,p,n,n,g,?
x,?,?,t,?,?,?,?,k,e,?,?,s,w,?,?,?,?,?,s,?,?
x,s,?,?,l,f,c,b,?,e,?,s,s,w,w,w,?,?,?,n,m,?
?,?,y,?,l,?,?,b,n,e,?,s,y,w,?,?,?,?,?,?,?,?
?,y,?,?,?,?,?,b,?,?,r,s,?,?,?,?,o,p,?,?,p,?
x,?,?,?,?,?,?,?,w,e,?,?,?,w,?,?,?,?,k,?,g,?
x,?,?,?,?,?,c,b,?,?,?,?,?,w,?,?,?,p,k,?,?,e
?,?,w,?,?,f,?,?,k,?,?,?,s,w,?,w,o,p,n,n,?,?
x,?,?,t,?,?,c,n,?,e,e,?,?,?,?,?,?,?,n,?,?,p
x,?,w,?,?,?,?,?,?,?,e,?,?,w,?,w,?,p,?,?,?,?
?,?,?,?,?,f,?,?,w,e,?,s,?,?,?,?,?,p,?,?,?,e
f,f,g,?,?,?,w,?,?,?,e,?,?,w,w,?,?,e,n,?,?,e
b,?,?,?,?,f,?,?,?,e,?,s,s,w,?,w,o,p,?,?,?,?
?,s,?,?,l,?,?,b,?,e,c,?,s,w,?,w,?,?,k,?,?,e
?,?,n,?,?,?,c,?,p,e,r,?,y,?,?,?,o,p,k,y,?,?
s,?,?,f,?,?,?,?,?,?,e,?,s,w,?,?,?,?,?,?,?,e
?,?,?,?,a,f,c,?,?,e,?,?,s,?,w,?,o,p,?,?,?,e
b,?,?,t,?,f,c,b,?,?,?,?,?,?,?,w,?,p,?,?,?,e
b,y,y,?,?,f,c,b,g,e,?,?,s,w,w,?,o,p,n,?,m,?
b,y,w,?,?,?,c,b,?,e,?,?,?,?,?,w,?,?,?,s,g,?
f,s,?,?,?,?,w,b,?,?,e,?,?,?,w,?,o,?,k,a,?,?
x,?,w,t,?,f,?,b,?,?,?,s,?,w,w,?,?,?,k,?,g,?
f,?,?,?,a,?,?,?,w,?,?,?,y,w,w,?,?,p,?,s,?,e
?,?,?,t,?,?,c,?,w,e,c,?,?,w,?,?,?,p,?,n,?,e
x,f,g,?,?,f,?,?,?,e,e,?,?,?,w,?,o,?,n,?,?,?
?,?,?,?,l,f,?,?,p,?,b,?,s,?,?,?,?,?,n,?,?,e
b,?,?,?,l,?,c,?,g,e,c,s,s,?,w,?,o,p,n,?,?,?
?,?,y,?,l,f,w,n,?,?,?,?,?,?,?,?,?,p,n,v,?,?
x,y,?,?,?,f,c,b,p,?,?,?,?,w,w,?,o,p,k,?,?,?
?,s,y,?,?,f,c,?,?,?,?,s,?,w,?,w,?,p,k,s,g,?
?,s,?,?,l,?,?,n,p,?,b,?,?,?,w,w,?,p,?,?,?,?
?,?,?,t,l,f,?,?,n,t,?,s,s,?,?,?,?,p,?,?,?,?
f,?,?,?,l,f,c,?,p,e,?,s,y,?,?,?,?,?,n,y,?,?
?,y,n,t,?,?,c,?,w,?,?,?,?,w,?,w,?,?,?,v,u,?
?,?,?,t,?,f,c,b,n,?,r,?,y,w,?,?,?,?,?,?,?,e
?,s,n,?,?,?,w,?,?,?,e,?,?,w,w,?,?,?,?,?,?,?
x,?,?,t,p,?,?,n,?,?,e,s,?,?,?,w,?,p,?,?,?,p
?,f,?,?,?,f,?,?,n,e,?,s,?,?,w,?,o,p,n,?,u,e
x,f,?,?,?,f,?,b,?,t,?,s,?,w,?,?,?,e,?,s,g,?
x,?,y,?,?,f,c,b,?,e,?,?,?,?,w,?,?,p,?,?,g,e
?,s,?,?,n,?,?,b,?,?,e,?,s,?,?,?,?,?,?,s,g,?
b,?,?,?,a,f,c,?,?,?,?,s,?,w,?,?,o,p,?,s,g,e
?,?,w,?,?,?,?,?,n,?,?,s,?,?,?,?,?,?,?,s,?,?
