@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real


@data

?,7.835325,2.9115830000000003,?,-1.4995459999999998,-2.094097,0.5760000000000001,-1.205671,1.8491220000000002,-0.425598,-0.105672,1.7288849999999998,?,0.8497979999999999,-1.109353,0.537904,-0.11536800000000001,5.0695120000000005,?,?,0.8961899999999999,0.131699,0.8592860000000001,2.0590650000000004,0.266773,1.1929319999999999,?,?,?,1.4587379999999999,-0.7345079999999999,-0.092678,-0.571314,?,2.7486189999999997,3.099077,0.31727,?,2.048282,-0.173489,0.32461599999999996,?,?,?,-0.979124,-0.679165,0.135963,-1.094049,-0.072197,-0.7520020000000001,?,?,1.094839,?,-0.8953709999999999,-0.734962,0.441859,0.389178,?,?,-1.504263,?,?,?,-1.089543,-0.66884,-0.9147719999999999,-0.83625,?,?
?,?,-0.603646,0.497745,?,0.29028000000000004,?,?,0.432062,?,?,?,-0.034418000000000004,-6.07E-4,?,-0.134767,?,?,0.549205,-0.357172,?,?,?,?,?,?,-0.42073599999999994,?,0.074617,0.277973,?,?,0.586847,0.7603449999999999,1.400111,0.9435870000000001,?,0.058298,-0.221967,-0.302481,-0.539966,?,-0.634147,-0.252916,-0.441251,?,?,0.212837,-0.038171,-0.44028999999999996,?,?,1.9895450000000001,-0.35780300000000004,?,?,?,-0.653021,?,?,-0.495712,-0.465077,?,?,0.38095100000000004,1.088478,?,1.391141,?,?
?,-0.5178010000000001,-0.788035,1.214351,-0.907214,0.8802129999999999,?,?,?,?,?,-0.791393,?,-0.334004,-0.151747,?,1.045059,-0.6724760000000001,?,-0.747421,?,0.305318,0.5515369999999999,-0.705611,?,?,0.062184,0.36656500000000003,?,?,?,1.568182,?,?,-0.694375,-0.285767,-0.29177800000000004,-0.274901,-0.35129699999999997,0.43917,-0.663293,?,?,?,0.579646,0.991642,?,0.472009,1.060355,1.070834,0.408001,-0.654047,?,-0.42147399999999996,?,?,0.06726,?,?,-0.556109,-0.637167,0.14726,?,2.718442,0.9729190000000001,?,?,1.063847,12.65,-8.0
-0.7355619999999999,?,?,0.716328,-0.011393,?,1.497982,0.11475199999999999,0.692847,0.052377,0.024625,?,?,0.400389,0.519513,0.509497,?,?,0.001966,?,?,-0.051894,?,1.169377,?,0.672438,?,?,-0.519658,-0.675643,?,0.349806,-0.058874,-0.521205,1.6582810000000001,?,2.535289,0.53778,?,-0.156088,0.7077289999999999,-1.0731549999999999,?,?,?,-0.203572,?,1.212091,?,0.609952,-0.296156,?,2.547275,1.485531,-0.17918199999999998,0.11203800000000001,?,?,-0.8056260000000001,0.16661600000000001,-0.178325,-0.065059,-0.724247,?,-0.75138,-0.38500500000000004,-0.012326,?,?,38.74
?,0.27315700000000004,?,0.08345599999999999,1.049331,-0.869295,-0.265858,-0.40167600000000003,?,1.147483,-0.287746,?,?,?,-0.9666040000000001,?,0.06023099999999999,0.035642,?,?,?,?,-1.301985,-0.312192,?,?,?,-0.371718,-0.48382,0.068485,?,0.8671770000000001,0.769446,?,?,0.17558800000000002,-0.32463800000000004,?,?,?,1.094179,0.298009,?,0.239411,-0.388596,?,0.5170859999999999,0.12062200000000001,?,0.287059,0.607333,0.984157,?,-0.784654,-0.07859400000000001,?,-1.1693049999999998,-0.052780999999999995,?,?,?,-0.667912,?,-0.19048800000000002,0.30697399999999997,0.11965799999999999,?,?,?,-6.85
?,0.034537,?,0.188652,?,?,?,0.209594,-0.49650500000000003,1.239908,0.24149299999999999,?,1.944521,?,0.250967,?,?,1.2089370000000002,?,-0.499356,-0.812315,?,?,0.45177399999999995,?,1.211973,?,-0.626188,-0.09415499999999999,?,?,-0.289063,?,-0.42261800000000005,?,?,-0.166716,0.29089299999999996,0.28494,1.040583,?,1.119458,1.65977,-0.30201500000000003,?,?,?,0.089011,?,-0.398362,?,?,2.8565099999999997,?,-0.196953,?,?,0.728226,1.404666,1.428818,?,-0.354263,?,?,?,?,?,?,12.65,-8.0
?,-0.310082,-0.7568159999999999,?,?,1.153469,?,1.491603,?,?,-1.7863529999999999,?,-1.83653,-0.074443,1.324338,-1.292025,-0.49863500000000005,0.23400300000000002,?,?,0.8418049999999999,1.1077549999999998,?,?,?,2.716828,?,0.543736,?,2.729691,-0.30809899999999996,?,?,-0.57936,1.255379,0.895717,?,-0.175978,-0.26442899999999997,?,0.639666,?,0.219421,?,?,0.17712,?,?,-0.827131,-0.8832129999999999,-0.777565,2.1741490000000003,?,0.11981199999999999,?,-0.25813,?,0.606023,?,1.34057,0.473937,-0.43384300000000003,0.813016,?,-0.9361229999999999,?,?,-0.872726,12.65,-8.0
?,-0.63308,-0.142764,?,0.259608,?,?,1.6386020000000001,?,0.415837,1.030814,?,0.110161,?,?,?,?,0.204039,-0.070484,0.724351,-0.28722800000000004,-0.060066999999999995,-0.014403999999999998,0.306607,-0.074772,?,?,?,0.106773,0.030839,-0.355673,-0.19157000000000002,-0.707671,-0.602817,?,0.41624399999999995,?,-0.010920000000000001,0.6708350000000001,?,0.455719,-0.256288,?,?,?,0.210483,-0.30205,?,?,?,?,1.729984,1.262536,1.61191,-0.19997,-0.5193939999999999,0.32218600000000003,0.257511,0.398013,-0.297578,-0.435378,?,0.329131,-0.136452,-0.123053,-0.392567,-0.636443,-0.42621400000000004,14.66,-17.41
?,?,-0.418566,?,0.160657,?,-0.302215,0.53456,-0.561671,?,-1.521909,1.397751,-0.698096,-1.014879,?,?,-0.250795,?,?,?,?,0.133157,-0.31602600000000003,?,?,-0.547585,?,-0.9214389999999999,?,?,-0.343827,-0.534766,-0.465054,?,1.127116,0.749075,?,0.556556,?,?,-1.003737,?,?,-0.8987069999999999,?,?,?,-0.35442399999999996,-0.771981,-0.8289200000000001,-1.039404,2.02009,2.130913,?,?,?,?,-1.032297,-0.9762850000000001,-1.041671,-0.8996639999999999,?,?,-1.043855,-0.9221809999999999,-0.870768,?,?,?,?
