@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {0, 1, 2, 3, 4, 5, 6}


@data

?,?,0.0,0.0,?,0.222222,6.22222,33.3185,?,?,35.2222,?,-8.22222,18.4444,-10.2222,35.2222,?,-2.04915,4
25.0,199.0,0.0,?,?,0.607407,?,0.462963,17.5185,?,17.8889,21.5556,?,1.11111,?,21.5556,0.393002,?,3
?,139.0,?,0.0,0.166667,?,?,0.088889,0.444444,0.0,1.33333,?,-1.33333,?,?,1.33333,?,?,2
?,220.0,0.0,?,3.05556,15.263,?,?,?,6.55556,6.44444,?,?,-5.22222,10.1111,11.5556,0.486717,?,3
161.0,135.0,?,?,0.055556,0.136083,0.111111,0.172133,?,?,3.0,0.0,-1.44444,5.22222,-3.77778,?,1.0,?,6
?,88.0,0.0,?,?,?,0.944445,0.32963,2.77778,?,6.44444,1.44444,?,?,-4.0,?,?,-2.26954,2
67.0,32.0,0.0,0.0,?,1.06284,1.77778,1.31092,126.222,115.111,?,?,-33.3333,48.0,-14.6667,142.222,0.190625,-2.33375,5
?,?,0.0,0.0,?,0.742868,?,2.12655,?,?,72.4444,?,?,43.3333,-25.0,72.4444,?,-1.99159,4
217.0,245.0,?,0.111111,3.16667,?,?,1.24276,9.74074,7.44444,7.11111,?,-6.88889,-7.88889,14.7778,14.6667,?,2.06945,3
9.0,171.0,?,?,1.5,1.00554,?,1.64204,?,?,57.2222,?,-14.7778,33.8889,-19.1111,57.2222,0.307943,-2.01072,4
149.0,117.0,?,0.0,0.833333,?,1.0,0.444445,21.2222,21.1111,26.3333,16.2222,-0.333333,?,-15.0,?,0.382629,-1.57448,0
136.0,139.0,0.0,0.0,0.666667,?,0.777778,0.207407,5.33333,6.55556,?,3.0,?,?,?,6.88889,?,-1.00494,?
?,79.0,?,0.0,?,0.862963,1.33333,0.533333,?,2.0,?,3.33333,?,13.1111,-4.55556,9.22222,?,-2.28898,2
118.0,?,0.0,0.0,?,0.298142,?,0.344265,1.14815,?,3.11111,0.333333,?,?,-2.44444,3.11111,?,?,?
83.0,53.0,0.0,0.0,0.555555,0.455419,?,?,123.444,?,?,119.778,-33.3333,44.3333,-11.0,138.222,?,?,5
70.0,?,?,?,1.22222,0.272166,?,0.760116,?,?,74.3333,49.6667,?,49.0,?,74.3333,?,-2.0785,?
96.0,?,0.0,0.0,?,1.27778,?,2.28519,23.8519,?,?,18.0,-0.888889,18.4444,-17.5556,30.0,?,?,?
?,129.0,0.0,0.0,8.05556,?,?,0.827758,32.037,?,?,27.4444,?,27.2222,-13.7778,41.1111,0.338407,-2.0788,1
?,?,?,0.0,0.222222,0.02963,?,0.088889,?,0.0,?,0.0,?,6.0,-3.0,3.0,1.0,-2.0944,?
?,140.0,?,?,1.05556,0.462963,?,0.577778,?,7.88889,?,3.77778,?,3.0,?,8.22222,0.537017,?,?
?,237.0,?,0.0,2.27778,1.14342,?,2.56472,?,?,?,18.7778,-7.0,?,?,?,0.472826,?,?
155.0,27.0,?,?,?,?,1.44445,?,?,?,146.556,133.444,-14.8889,27.1111,?,146.556,0.098472,-2.14672,?
?,?,?,?,?,?,?,3.00925,59.7778,53.1111,74.0,?,?,?,?,?,0.296314,?,4
94.0,?,0.0,0.0,6.61111,1.42075,1.0,?,?,?,?,48.7778,?,?,-20.8889,69.5556,0.303071,-2.08549,1
220.0,?,0.0,?,2.55556,1.65552,2.27778,?,?,25.4444,38.2222,25.1111,?,?,-13.4444,38.2222,?,?,?
?,85.0,0.0,0.0,1.22222,1.24127,?,0.172133,?,?,?,15.3333,?,?,-10.7778,?,?,?,?
18.0,?,0.0,?,0.388889,0.018519,0.611111,0.374074,3.92593,5.55556,4.0,?,4.88889,0.222222,?,5.55556,0.600529,-0.57094,0
