@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

0.0,?,0.0,2.638,1.401,0.632,0.0,0.0,?
9.23,?,0.0,5.799,?,0.486,0.0,?,7.019
?,?,?,5.453,2.887,0.495,0.0,0.0,?
?,?,?,?,2.758,?,0.0,?,5.979
215.34,327.629,?,0.189,4.677,1.333,0.0,4.0,?
?,11.0,0.0,2.723,?,1.165,0.0,0.0,7.337
?,0.0,0.0,3.267,?,0.963,0.0,0.0,4.1
0.0,0.0,?,2.067,1.8,?,?,?,?
0.0,?,0.0,?,1.667,?,0.0,0.0,?
0.0,0.0,0.0,?,?,?,?,0.0,?
12.03,18.011,?,0.817,1.8,?,1.0,?,3.93
?,97.435,?,3.122,3.723,1.26,0.0,2.0,7.371
23.79,?,?,0.094,?,1.115,1.0,1.0,3.78
?,?,1.0,?,4.174,1.174,1.0,1.0,?
0.0,0.0,0.0,?,1.989,0.938,0.0,?,?
0.0,?,?,1.115,?,0.588,0.0,0.0,4.632
35.53,?,0.0,4.579,3.875,?,?,1.0,?
17.07,25.145,0.0,?,1.225,?,0.0,?,?
34.14,50.29,0.0,?,1.654,?,0.0,?,?
67.51,?,1.0,3.204,?,0.938,0.0,1.0,2.955
?,?,2.0,1.06,2.272,1.007,1.0,1.0,?
?,?,2.0,1.406,3.511,1.456,5.0,2.0,?
?,22.0,?,1.262,2.147,1.576,?,0.0,2.272
3.24,?,?,?,5.497,1.559,1.0,?,?
12.03,?,1.0,6.728,?,1.554,1.0,0.0,?
?,?,0.0,5.65,?,?,0.0,?,7.1
?,238.562,5.0,2.201,3.83,1.214,0.0,?,6.424
37.3,?,?,3.23,2.63,1.166,0.0,?,?
3.24,3.124,0.0,?,3.258,1.31,?,0.0,5.721
?,14.124,?,3.827,3.362,?,1.0,0.0,5.102
0.0,0.0,?,?,1.265,0.57,?,?,?
0.0,14.96,0.0,2.026,1.265,0.722,0.0,0.0,3.577
45.61,28.269,0.0,3.012,2.557,?,1.0,0.0,6.458
12.03,18.011,1.0,?,?,?,1.0,0.0,2.352
86.81,121.412,?,0.709,2.938,?,2.0,0.0,?
?,?,2.0,?,4.984,?,4.0,0.0,5.44
40.46,85.367,?,5.255,?,0.485,0.0,?,4.838
?,0.0,0.0,?,2.837,0.735,0.0,0.0,6.858
20.23,?,1.0,?,2.494,1.229,0.0,?,?
40.46,?,2.0,?,2.832,?,?,0.0,?
0.0,0.0,?,?,2.048,1.111,?,?,3.772
?,?,?,?,?,0.992,1.0,?,4.179
17.07,25.145,?,?,?,?,0.0,?,3.061
0.0,?,?,3.267,?,?,?,?,?
?,?,0.0,3.267,?,?,0.0,0.0,5.373
