@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

0.0,?,0.0,2.638,1.401,?,?,?,4.33
9.23,11.0,0.0,5.799,?,?,?,?,?
?,?,0.0,5.453,?,0.495,?,0.0,?
?,?,?,?,?,0.695,0.0,0.0,?
?,327.629,3.0,0.189,?,1.333,?,?,?
9.23,11.0,0.0,2.723,2.321,1.165,0.0,0.0,?
0.0,0.0,0.0,?,2.318,0.963,0.0,0.0,4.1
0.0,0.0,?,?,1.8,?,0.0,0.0,3.941
?,0.0,0.0,2.746,1.667,1.4,?,0.0,3.809
0.0,?,0.0,3.124,?,1.417,0.0,0.0,4.34
12.03,18.011,1.0,?,1.8,1.488,1.0,0.0,?
?,?,0.0,?,3.723,1.26,0.0,2.0,7.371
23.79,?,?,?,1.334,1.115,1.0,1.0,?
?,107.097,1.0,4.275,4.174,1.174,1.0,1.0,?
?,?,?,?,1.989,0.938,0.0,0.0,3.533
?,?,0.0,1.115,?,?,0.0,0.0,4.632
35.53,47.145,0.0,4.579,?,1.124,0.0,?,7.693
17.07,?,0.0,?,?,?,0.0,0.0,0.673
34.14,50.29,0.0,0.076,?,1.493,0.0,?,3.323
?,103.973,?,?,?,?,0.0,1.0,?
49.33,85.839,?,?,2.272,?,1.0,?,?
?,?,2.0,1.406,3.511,1.456,5.0,?,2.593
18.46,?,?,?,2.147,1.576,0.0,0.0,2.272
3.24,3.124,?,?,5.497,1.559,1.0,?,5.96
12.03,18.011,1.0,?,4.392,1.554,?,?,?
54.57,41.028,0.0,5.65,4.026,1.575,?,0.0,?
?,238.562,?,?,?,1.214,?,?,6.424
?,67.828,?,?,2.63,1.166,?,1.0,?
3.24,3.124,0.0,?,3.258,1.31,?,0.0,5.721
12.47,14.124,0.0,?,3.362,?,?,?,?
0.0,0.0,0.0,?,1.265,0.57,0.0,0.0,?
?,14.96,0.0,?,1.265,?,?,0.0,?
45.61,28.269,?,3.012,2.557,?,?,?,?
?,18.011,1.0,?,1.654,1.732,?,0.0,2.352
86.81,121.412,?,0.709,2.938,1.416,2.0,0.0,?
132.42,196.332,2.0,4.478,?,1.087,?,0.0,?
?,?,2.0,?,3.001,0.485,?,0.0,4.838
0.0,?,?,5.453,?,?,0.0,?,6.858
20.23,42.683,1.0,?,?,?,0.0,?,6.36
40.46,?,2.0,3.306,2.832,0.917,0.0,?,4.301
0.0,0.0,0.0,3.259,?,1.111,?,0.0,?
26.02,32.897,?,?,?,0.992,?,0.0,?
17.07,25.145,0.0,?,2.005,1.276,?,?,3.061
?,?,?,?,?,?,0.0,0.0,4.867
?,?,?,?,2.119,?,?,?,5.373
?,0.0,0.0,?,2.118,1.204,?,?,3.522
17.07,25.145,?,-0.317,1.155,1.74,0.0,?,?
?,43.156,?,?,2.438,?,?,?,4.714
?,67.828,1.0,0.133,?,1.582,0.0,?,?
?,85.367,2.0,?,?,1.594,?,0.0,?
0.0,?,0.0,2.226,1.401,?,0.0,?,?
103.67,?,?,?,?,1.211,3.0,?,?
?,?,?,?,2.626,1.047,2.0,0.0,6.0
38.33,?,1.0,2.391,2.612,1.293,?,0.0,6.32
75.27,111.456,?,0.779,?,1.029,?,2.0,?
17.07,?,0.0,?,?,1.66,?,?,2.815
?,?,3.0,?,3.514,?,?,?,?
?,67.828,?,0.586,1.577,1.56,?,?,3.16
?,?,0.0,?,3.329,1.042,?,?,?
93.06,157.656,2.0,2.014,3.767,1.189,?,?,4.333
0.0,0.0,?,3.138,1.509,1.7,?,?,3.87
37.3,67.828,1.0,0.996,1.746,1.547,0.0,?,?
?,67.828,1.0,2.06,?,?,?,?,?
20.23,42.683,1.0,2.274,2.005,1.596,0.0,0.0,?
52.6,?,0.0,4.737,3.907,?,0.0,?,?
?,72.29,0.0,5.426,?,1.402,0.0,2.0,4.55
?,41.028,0.0,5.208,3.691,?,?,?,?
?,0.0,0.0,3.516,1.678,1.667,0.0,0.0,4.34
81.7,115.445,1.0,5.44,?,1.517,?,3.0,?
20.23,?,1.0,5.089,?,1.247,?,?,6.064
20.23,42.683,1.0,?,?,1.229,0.0,0.0,6.36
?,26.663,?,?,2.789,1.206,?,?,?
20.23,42.683,1.0,?,1.997,?,0.0,0.0,3.226
?,?,3.0,?,3.59,1.462,?,1.0,2.626
45.61,28.269,?,?,?,1.29,?,0.0,?
44.45,?,?,2.539,?,0.92,?,?,5.429
38.33,54.156,?,?,2.472,?,1.0,?,6.848
?,50.908,3.0,?,1.909,?,2.0,?,3.85
52.6,72.29,?,3.618,3.197,?,0.0,?,?
52.6,72.29,0.0,4.091,?,1.15,0.0,?,5.19
?,11.0,0.0,2.274,2.15,?,0.0,?,?
46.15,54.999,0.0,2.11,?,1.521,0.0,?,5.291
54.57,?,?,3.742,3.136,1.773,?,0.0,?
?,?,0.0,3.562,2.281,?,?,0.0,?
?,28.269,0.0,1.971,2.294,1.275,1.0,?,4.608
?,?,0.0,2.869,?,?,?,?,6.188
94.88,149.498,0.0,?,3.047,?,3.0,0.0,?
?,42.683,?,?,?,1.768,0.0,?,0.935
?,57.28,?,0.734,?,?,2.0,?,3.25
?,0.0,?,1.364,?,1.212,0.0,?,?
86.71,27.185,0.0,2.06,2.394,?,0.0,?,6.579
?,?,2.0,2.195,?,?,3.0,0.0,7.044
?,57.46,?,?,2.891,1.442,?,?,9.14
44.45,16.786,0.0,1.676,1.509,0.779,1.0,1.0,5.308
56.15,?,2.0,?,?,1.001,2.0,0.0,2.838
?,?,?,?,2.461,0.805,?,0.0,?
62.73,86.378,2.0,2.273,?,?,5.0,0.0,?
86.52,117.437,?,2.031,?,1.198,6.0,1.0,?
?,?,?,?,?,1.911,?,?,0.59
107.65,?,0.0,4.219,?,1.078,?,2.0,?
26.3,?,0.0,0.996,1.723,?,0.0,?,?
52.6,72.29,?,0.787,?,1.8,?,2.0,2.899
?,86.133,0.0,0.491,?,1.146,0.0,2.0,?
?,72.29,?,2.577,?,1.313,?,2.0,3.603
52.33,62.438,?,0.567,2.239,?,1.0,?,?
9.23,11.0,0.0,?,1.509,2.003,0.0,0.0,1.73
100.39,?,?,2.682,2.903,1.823,1.0,0.0,?
110.96,13.843,?,3.089,?,0.889,?,0.0,?
?,?,0.0,2.433,2.915,1.394,?,?,8.564
115.41,?,0.0,?,2.903,1.295,1.0,0.0,?
82.48,37.55,?,?,2.806,1.172,1.0,0.0,8.849
?,13.843,0.0,1.971,2.52,1.012,0.0,0.0,8.207
64.63,90.3,1.0,1.651,?,1.346,1.0,2.0,?
21.26,29.011,1.0,2.826,?,?,?,0.0,5.036
?,6.922,0.0,2.723,2.553,0.835,0.0,0.0,?
38.8,?,1.0,0.845,?,1.177,?,0.0,5.562
45.61,28.269,0.0,1.579,2.397,?,1.0,0.0,?
?,13.843,0.0,1.321,2.402,0.988,0.0,?,?
193.91,?,?,?,4.73,1.551,1.0,1.0,?
180.08,310.81,?,0.143,4.805,?,2.0,?,?
182.91,301.147,4.0,0.036,4.758,1.584,1.0,1.0,?
49.41,?,1.0,4.761,3.537,?,?,2.0,?
26.02,32.897,?,?,2.056,?,1.0,?,6.13
12.89,?,0.0,?,?,1.203,?,0.0,3.481
77.82,99.365,?,?,2.813,0.791,?,?,4.632
?,147.153,2.0,?,?,1.175,3.0,?,3.432
?,?,0.0,?,1.7,2.092,?,0.0,1.601
?,75.965,?,1.648,?,1.675,4.0,0.0,7.037
38.57,6.249,?,0.59,1.7,1.19,?,?,2.232
61.35,36.022,2.0,-0.273,?,?,?,0.0,?
?,6.249,?,?,?,0.8,?,?,4.858
121.26,?,0.0,0.454,2.227,?,2.0,0.0,?
?,119.209,4.0,-0.812,?,?,?,0.0,?
36.6,?,0.0,1.354,1.89,?,3.0,0.0,?
?,?,7.0,-0.392,?,?,2.0,?,3.573
181.62,324.873,7.0,?,?,0.945,2.0,1.0,?
?,?,?,2.193,2.048,?,?,?,4.385
