@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data

?,?,0.0,2.638,1.401,?,?,?,4.33
9.23,?,0.0,5.799,2.93,?,?,0.0,?
9.23,11.0,?,5.453,?,0.495,0.0,?,6.723
9.23,?,0.0,4.068,2.758,0.695,0.0,0.0,5.979
?,327.629,3.0,0.189,4.677,?,?,4.0,6.064
9.23,11.0,0.0,2.723,2.321,1.165,0.0,0.0,7.337
0.0,0.0,0.0,?,2.318,0.963,0.0,0.0,4.1
0.0,0.0,0.0,2.067,?,1.25,?,0.0,?
?,0.0,0.0,2.746,?,?,0.0,0.0,?
?,0.0,0.0,3.124,?,?,?,0.0,?
12.03,18.011,?,?,1.8,1.488,?,0.0,3.93
?,?,0.0,?,3.723,1.26,0.0,2.0,7.371
23.79,31.059,0.0,0.094,?,1.115,1.0,1.0,3.78
92.14,?,1.0,4.275,4.174,1.174,?,?,4.112
?,0.0,0.0,2.851,1.989,?,?,0.0,3.533
0.0,0.0,?,1.115,?,0.588,?,0.0,?
?,47.145,0.0,4.579,3.875,1.124,?,1.0,?
17.07,25.145,0.0,?,?,?,0.0,0.0,?
?,50.29,?,0.076,1.654,?,0.0,?,3.323
67.51,?,?,?,3.344,0.938,0.0,1.0,2.955
49.33,?,?,1.06,2.272,1.007,1.0,1.0,?
122.22,155.543,2.0,1.406,3.511,1.456,?,2.0,2.593
?,?,0.0,1.262,?,1.576,0.0,?,2.272
3.24,?,0.0,?,5.497,?,1.0,?,?
?,18.011,?,6.728,4.392,?,1.0,?,6.537
?,?,?,?,4.026,1.575,0.0,?,7.1
?,?,5.0,?,?,?,?,?,?
37.3,?,1.0,?,?,1.166,0.0,1.0,4.355
?,3.124,?,?,?,1.31,1.0,?,?
?,14.124,0.0,?,3.362,1.373,?,0.0,5.102
?,?,0.0,?,?,0.57,?,?,?
0.0,?,0.0,?,1.265,0.722,0.0,0.0,?
?,28.269,?,3.012,2.557,?,?,0.0,6.458
12.03,18.011,?,?,1.654,1.732,?,0.0,2.352
86.81,?,?,0.709,2.938,1.416,?,?,2.958
132.42,196.332,2.0,4.478,4.984,1.087,?,0.0,5.44
40.46,85.367,2.0,5.255,?,0.485,?,0.0,4.838
?,?,0.0,?,2.837,0.735,0.0,?,?
?,42.683,1.0,?,?,?,?,?,6.36
40.46,85.367,?,?,2.832,?,?,?,4.301
0.0,0.0,?,?,2.048,?,?,0.0,3.772
26.02,?,2.0,2.193,?,0.992,?,0.0,4.179
?,?,0.0,?,?,?,0.0,0.0,3.061
