@relation dataset

@attribute class {1, 2, 3}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data

1,?,?,2.43,15.6,127.0,2.8,3.06,0.28,2.29,?,?,3.92,1065.0
1,13.2,?,2.14,?,100.0,2.65,?,0.26,1.28,?,1.05,3.4,1050.0
1,13.16,2.36,?,18.6,?,2.8,?,?,2.81,?,1.03,3.17,?
1,14.37,1.95,?,16.8,?,3.85,3.49,?,?,7.8,0.86,?,1480.0
1,13.24,2.59,?,?,?,2.8,2.69,0.39,1.82,4.32,1.04,2.93,?
1,?,1.76,2.45,15.2,112.0,3.27,?,0.34,1.97,?,?,2.85,1450.0
1,?,1.87,?,?,96.0,2.5,?,0.3,?,5.25,?,3.58,1290.0
1,14.06,2.15,2.61,?,121.0,2.6,2.51,?,1.25,?,1.06,?,1295.0
1,?,1.64,2.17,?,?,?,2.98,0.29,1.98,?,1.08,?,?
?,?,?,2.27,?,98.0,2.98,?,0.22,1.85,?,1.01,?,1045.0
1,14.1,2.16,2.3,?,105.0,?,3.32,0.22,2.38,?,1.25,3.17,1510.0
1,?,?,2.32,16.8,95.0,2.2,2.43,?,1.57,?,1.17,2.82,1280.0
1,?,1.73,2.41,16.0,?,2.6,2.76,0.29,1.81,?,1.15,2.9,1320.0
?,?,1.73,2.39,11.4,91.0,?,3.69,0.43,2.81,5.4,1.25,?,?
1,14.38,?,?,?,?,3.3,?,?,?,?,1.2,3.0,?
?,?,?,?,?,112.0,2.85,2.91,0.3,?,?,1.28,2.88,1310.0
?,?,?,?,?,120.0,?,?,0.33,1.97,6.2,?,2.65,1280.0
?,13.83,?,2.62,20.0,?,2.95,?,?,?,?,1.13,2.57,1130.0
1,?,?,2.48,16.5,?,?,?,?,1.86,?,?,2.82,?
?,?,3.1,?,15.2,?,?,3.03,0.17,1.66,5.1,?,3.36,845.0
1,14.06,1.63,?,?,126.0,?,?,?,2.1,?,?,3.71,780.0
?,12.93,?,?,?,?,2.41,?,?,1.98,4.5,?,3.52,?
?,13.71,?,2.36,16.6,?,?,?,?,1.69,3.8,1.11,?,1035.0
1,?,1.6,?,?,95.0,2.48,?,0.26,?,?,?,3.63,?
?,13.5,?,?,?,?,2.53,?,?,1.66,3.52,?,3.82,845.0
?,13.05,?,3.22,?,?,2.63,2.68,0.47,?,?,?,?,?
1,?,?,2.62,16.1,?,2.85,?,0.34,?,?,?,3.22,1195.0
?,13.3,?,2.14,17.0,?,?,?,?,?,3.95,?,?,?
?,?,1.9,2.8,?,?,?,?,0.37,1.76,4.5,1.25,3.4,?
1,?,?,?,?,?,?,2.33,0.26,?,?,?,3.59,?
1,?,1.5,2.7,?,?,?,3.25,0.29,2.38,5.7,?,2.71,1285.0
?,13.58,1.66,?,19.1,?,2.86,?,0.22,1.95,?,1.09,2.88,?
1,13.68,?,2.36,?,104.0,2.42,?,?,1.97,3.84,1.23,?,990.0
?,?,?,2.7,?,?,?,2.74,0.5,1.35,?,1.25,3.0,1235.0
1,13.51,1.8,?,?,?,2.35,?,?,1.54,4.2,?,2.87,1095.0
1,13.48,?,?,20.5,?,?,?,0.26,?,?,1.04,3.47,?
?,13.28,1.64,2.84,?,110.0,?,?,?,1.36,4.6,?,2.78,880.0
?,?,1.65,2.55,18.0,98.0,2.45,2.43,0.29,?,4.25,?,?,1105.0
?,13.07,?,?,15.5,98.0,?,2.64,0.28,1.37,?,?,?,?
1,?,?,?,13.2,?,3.0,?,0.2,2.08,?,0.89,3.53,?
1,?,?,2.31,?,117.0,3.15,3.29,?,2.34,6.13,?,3.38,?
?,13.41,3.84,2.12,?,?,?,?,0.27,?,4.28,0.91,3.0,?
?,13.88,?,2.59,?,101.0,3.25,?,?,1.7,?,0.88,?,1095.0
?,?,3.98,2.29,?,103.0,2.64,?,?,?,?,?,3.0,680.0
1,?,?,2.1,?,107.0,?,?,0.28,2.03,?,0.88,3.35,?
1,?,?,?,?,?,?,2.65,0.3,?,5.24,?,?,?
?,?,?,2.28,?,102.0,?,?,0.27,?,?,1.04,?,1065.0
1,13.9,1.68,?,16.0,101.0,?,?,?,2.14,?,0.91,?,?
1,14.1,2.02,?,?,?,?,?,?,2.38,?,?,?,1060.0
