@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,2,small,low,unacc
vhigh,vhigh,2,2,small,med,unacc
vhigh,vhigh,2,2,small,high,unacc
vhigh,vhigh,2,2,med,low,unacc
vhigh,vhigh,2,2,med,med,unacc
vhigh,vhigh,2,2,med,?,unacc
vhigh,vhigh,2,2,big,low,unacc
vhigh,?,2,2,big,?,unacc
vhigh,vhigh,2,2,big,high,unacc
vhigh,vhigh,2,4,small,low,unacc
vhigh,vhigh,2,4,small,med,unacc
vhigh,vhigh,2,4,small,high,unacc
vhigh,vhigh,2,4,med,low,unacc
vhigh,vhigh,2,4,med,med,unacc
vhigh,vhigh,2,4,med,high,unacc
vhigh,vhigh,2,4,?,low,unacc
vhigh,vhigh,?,4,big,med,unacc
vhigh,vhigh,2,4,big,high,unacc
vhigh,?,2,more,small,low,unacc
?,vhigh,2,more,small,med,unacc
vhigh,vhigh,2,more,small,high,unacc
vhigh,vhigh,2,?,med,?,unacc
?,vhigh,2,more,med,med,unacc
vhigh,vhigh,2,?,med,high,unacc
vhigh,vhigh,2,more,?,low,unacc
vhigh,vhigh,2,more,big,med,unacc
?,?,2,more,big,?,unacc
?,?,3,2,small,low,unacc
vhigh,vhigh,3,2,small,med,unacc
vhigh,vhigh,?,2,small,high,?
vhigh,vhigh,?,2,med,low,unacc
vhigh,vhigh,3,?,med,med,unacc
?,vhigh,?,2,med,high,unacc
vhigh,vhigh,3,?,big,low,unacc
vhigh,vhigh,3,2,big,med,unacc
vhigh,vhigh,3,2,big,high,unacc
vhigh,vhigh,3,4,small,low,unacc
vhigh,vhigh,3,4,small,med,unacc
vhigh,?,?,4,small,high,unacc
vhigh,vhigh,?,4,med,low,unacc
vhigh,vhigh,3,4,med,med,unacc
vhigh,?,3,4,med,high,unacc
vhigh,vhigh,3,4,big,low,?
vhigh,vhigh,3,4,big,med,unacc
vhigh,vhigh,?,4,big,high,unacc
vhigh,vhigh,3,more,small,low,unacc
vhigh,vhigh,3,more,small,med,unacc
vhigh,vhigh,3,more,small,high,unacc
vhigh,vhigh,3,more,med,low,unacc
?,vhigh,3,more,med,med,unacc
vhigh,vhigh,3,more,?,high,unacc
vhigh,vhigh,3,more,big,?,unacc
vhigh,vhigh,3,more,big,med,unacc
vhigh,vhigh,3,?,big,high,unacc
vhigh,vhigh,4,2,small,low,unacc
vhigh,vhigh,4,2,small,med,unacc
?,vhigh,4,2,small,high,?
vhigh,vhigh,4,2,med,low,unacc
?,vhigh,?,2,med,med,unacc
vhigh,vhigh,4,2,med,high,unacc
vhigh,vhigh,4,2,big,low,unacc
vhigh,vhigh,4,2,big,med,unacc
vhigh,vhigh,4,2,big,high,unacc
vhigh,vhigh,4,4,?,low,unacc
vhigh,vhigh,4,4,small,med,?
vhigh,vhigh,4,?,small,high,unacc
vhigh,vhigh,4,4,med,low,unacc
vhigh,?,4,4,med,med,unacc
vhigh,vhigh,4,4,med,?,unacc
vhigh,vhigh,4,4,big,low,unacc
vhigh,vhigh,4,4,big,med,unacc
vhigh,vhigh,4,4,big,high,unacc
