@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,2,small,low,?
vhigh,vhigh,2,2,small,med,unacc
vhigh,vhigh,2,2,small,high,unacc
?,?,2,2,?,low,unacc
vhigh,vhigh,2,2,med,med,unacc
vhigh,vhigh,2,2,med,high,unacc
vhigh,vhigh,?,2,big,low,unacc
?,vhigh,?,2,big,med,unacc
vhigh,?,2,2,big,high,?
vhigh,vhigh,2,4,small,low,unacc
vhigh,?,2,4,small,med,unacc
vhigh,vhigh,?,4,small,high,unacc
vhigh,vhigh,2,4,med,low,unacc
vhigh,vhigh,2,4,med,med,unacc
vhigh,vhigh,2,4,med,high,unacc
vhigh,vhigh,2,4,big,low,unacc
vhigh,vhigh,2,4,big,med,unacc
vhigh,vhigh,2,4,?,high,unacc
vhigh,vhigh,2,more,small,low,unacc
vhigh,vhigh,2,more,small,med,unacc
vhigh,vhigh,2,more,small,high,unacc
vhigh,vhigh,2,more,med,low,unacc
vhigh,vhigh,2,more,med,?,unacc
vhigh,vhigh,?,more,med,?,unacc
vhigh,vhigh,2,more,big,low,unacc
vhigh,vhigh,2,more,big,med,unacc
vhigh,vhigh,2,more,big,high,unacc
vhigh,vhigh,3,2,small,low,unacc
vhigh,vhigh,3,2,small,med,unacc
vhigh,vhigh,3,2,small,high,unacc
vhigh,vhigh,3,2,med,low,unacc
vhigh,vhigh,3,2,med,med,unacc
vhigh,vhigh,3,2,med,high,unacc
vhigh,vhigh,3,2,big,?,unacc
vhigh,vhigh,3,2,big,med,unacc
vhigh,vhigh,3,?,big,high,unacc
vhigh,vhigh,3,4,small,low,unacc
vhigh,?,3,4,small,med,unacc
vhigh,vhigh,3,4,small,high,unacc
vhigh,vhigh,3,4,med,low,unacc
vhigh,vhigh,3,4,med,med,unacc
vhigh,?,3,4,med,?,unacc
vhigh,vhigh,3,4,big,?,unacc
vhigh,vhigh,3,4,big,med,unacc
vhigh,vhigh,3,4,big,high,unacc
vhigh,vhigh,?,more,small,low,unacc
vhigh,vhigh,3,more,?,med,unacc
vhigh,vhigh,3,more,small,?,unacc
vhigh,vhigh,3,more,?,?,unacc
vhigh,vhigh,3,more,?,med,unacc
vhigh,vhigh,3,more,med,high,unacc
vhigh,?,3,more,big,low,unacc
vhigh,vhigh,3,more,?,med,unacc
vhigh,vhigh,?,more,big,high,unacc
vhigh,?,4,2,small,low,unacc
vhigh,vhigh,4,2,small,med,unacc
vhigh,vhigh,4,?,small,high,unacc
vhigh,vhigh,4,2,med,?,unacc
vhigh,vhigh,4,2,med,med,unacc
vhigh,?,4,2,med,high,unacc
?,vhigh,4,2,big,low,unacc
vhigh,vhigh,4,2,big,med,unacc
vhigh,vhigh,4,2,big,high,unacc
?,vhigh,4,4,small,low,unacc
vhigh,vhigh,4,4,small,med,unacc
vhigh,vhigh,4,4,small,high,unacc
?,vhigh,4,4,med,low,unacc
vhigh,vhigh,?,4,med,?,unacc
vhigh,vhigh,4,4,?,?,unacc
vhigh,vhigh,4,4,big,low,unacc
vhigh,vhigh,4,?,big,?,unacc
vhigh,vhigh,4,4,big,high,unacc
vhigh,vhigh,4,more,small,low,unacc
vhigh,vhigh,?,more,small,med,unacc
vhigh,vhigh,4,more,small,?,?
vhigh,vhigh,4,?,med,?,unacc
vhigh,vhigh,4,more,med,med,unacc
vhigh,?,4,?,med,high,unacc
vhigh,vhigh,4,more,big,low,unacc
vhigh,vhigh,4,?,big,med,unacc
vhigh,vhigh,4,more,big,high,unacc
vhigh,vhigh,5more,2,small,low,unacc
vhigh,vhigh,5more,?,small,med,unacc
vhigh,vhigh,?,2,?,high,unacc
?,vhigh,5more,2,med,low,unacc
vhigh,vhigh,5more,2,med,med,unacc
?,vhigh,5more,2,med,high,unacc
vhigh,vhigh,5more,2,big,low,unacc
vhigh,vhigh,5more,2,big,med,unacc
vhigh,vhigh,5more,2,big,high,unacc
vhigh,vhigh,5more,?,small,low,unacc
?,vhigh,5more,4,small,med,unacc
vhigh,vhigh,5more,4,?,high,unacc
vhigh,?,5more,4,med,low,unacc
vhigh,vhigh,5more,?,med,?,unacc
vhigh,vhigh,5more,4,med,high,unacc
?,vhigh,5more,4,big,low,unacc
vhigh,vhigh,5more,4,big,med,unacc
vhigh,vhigh,5more,4,?,high,unacc
?,vhigh,5more,more,small,low,unacc
vhigh,vhigh,5more,more,small,med,unacc
vhigh,vhigh,5more,more,small,high,unacc
vhigh,vhigh,5more,more,med,low,unacc
vhigh,vhigh,5more,more,med,med,unacc
vhigh,vhigh,5more,more,med,high,unacc
vhigh,vhigh,5more,more,big,low,unacc
vhigh,vhigh,5more,more,big,?,unacc
vhigh,vhigh,5more,more,big,high,unacc
?,high,2,2,small,low,unacc
vhigh,high,2,2,small,med,unacc
vhigh,high,2,2,small,high,?
vhigh,high,2,2,med,low,unacc
vhigh,high,2,2,med,med,unacc
vhigh,high,2,2,med,high,unacc
vhigh,high,2,2,big,low,unacc
vhigh,high,2,2,big,med,unacc
vhigh,high,?,2,big,high,unacc
vhigh,high,2,4,small,low,unacc
vhigh,high,2,4,small,med,unacc
vhigh,high,?,4,small,high,unacc
vhigh,high,2,4,med,low,unacc
vhigh,high,?,4,med,med,unacc
vhigh,high,?,4,med,high,?
vhigh,high,2,4,big,low,unacc
vhigh,high,2,4,big,med,unacc
?,high,2,4,big,high,unacc
vhigh,high,2,more,small,low,unacc
vhigh,high,2,more,small,med,unacc
vhigh,high,2,more,small,high,unacc
?,high,?,more,med,low,unacc
vhigh,high,2,more,?,med,unacc
?,high,2,more,med,high,?
vhigh,high,2,more,big,?,unacc
vhigh,high,2,more,big,med,unacc
vhigh,high,2,more,big,high,?
vhigh,high,3,2,small,low,unacc
vhigh,high,3,2,small,med,unacc
vhigh,high,3,2,small,high,?
vhigh,high,3,2,med,low,unacc
?,high,3,2,med,med,unacc
vhigh,high,3,2,med,high,unacc
?,high,3,2,big,?,?
vhigh,high,?,2,big,med,unacc
?,high,3,2,big,high,unacc
vhigh,high,3,4,small,low,unacc
vhigh,high,?,?,small,med,unacc
vhigh,high,3,4,small,high,unacc
vhigh,high,3,4,med,low,?
?,high,3,4,med,med,unacc
vhigh,high,3,4,med,high,unacc
vhigh,high,3,4,big,?,unacc
vhigh,high,3,4,big,med,unacc
vhigh,high,3,4,big,high,unacc
vhigh,high,3,more,small,low,unacc
vhigh,high,?,?,small,med,unacc
vhigh,high,3,more,small,high,unacc
vhigh,high,3,more,?,low,unacc
vhigh,?,3,more,med,med,unacc
vhigh,high,3,more,med,high,unacc
?,high,?,more,big,low,unacc
vhigh,high,3,more,big,med,unacc
?,high,3,more,big,high,unacc
vhigh,high,4,2,small,low,unacc
vhigh,high,4,2,small,?,unacc
?,high,4,2,small,high,unacc
vhigh,high,4,2,med,low,unacc
vhigh,high,4,2,med,med,unacc
vhigh,high,4,2,med,high,unacc
vhigh,high,4,?,big,low,unacc
vhigh,high,4,2,big,med,unacc
vhigh,high,4,2,big,high,?
vhigh,high,4,4,?,low,unacc
vhigh,?,4,4,small,med,unacc
vhigh,high,?,4,?,high,unacc
vhigh,high,4,4,med,?,unacc
vhigh,high,4,4,med,?,unacc
vhigh,high,4,4,med,high,?
vhigh,high,4,4,big,low,unacc
vhigh,high,4,4,big,med,unacc
vhigh,high,4,4,big,high,unacc
vhigh,high,4,more,small,low,unacc
vhigh,high,4,more,small,med,unacc
vhigh,high,4,more,small,high,unacc
vhigh,high,?,more,med,low,?
vhigh,?,4,more,med,med,unacc
vhigh,high,4,more,med,high,unacc
vhigh,high,4,more,big,low,unacc
vhigh,high,4,more,?,med,?
vhigh,high,4,more,big,high,unacc
vhigh,high,?,2,small,low,unacc
vhigh,high,5more,2,small,med,unacc
vhigh,high,5more,2,small,high,unacc
vhigh,high,5more,2,med,low,unacc
vhigh,high,?,2,med,med,unacc
vhigh,high,5more,2,med,high,?
vhigh,high,?,2,?,low,unacc
vhigh,high,5more,2,big,med,?
vhigh,high,5more,2,big,high,unacc
vhigh,high,5more,4,small,low,unacc
vhigh,high,5more,4,small,med,unacc
vhigh,high,5more,4,small,high,unacc
vhigh,high,5more,4,med,low,unacc
vhigh,high,?,?,med,med,?
vhigh,high,5more,4,med,?,unacc
vhigh,high,5more,?,big,low,unacc
?,?,5more,?,big,med,unacc
?,?,5more,4,big,high,unacc
?,high,5more,more,small,low,?
vhigh,high,5more,more,small,?,unacc
vhigh,high,?,more,small,high,?
vhigh,high,5more,more,med,low,unacc
vhigh,high,5more,more,med,med,unacc
vhigh,high,5more,?,med,high,unacc
vhigh,?,5more,more,big,low,unacc
vhigh,high,5more,more,big,med,unacc
?,high,5more,more,big,high,unacc
vhigh,?,2,?,small,low,unacc
vhigh,?,2,2,small,med,unacc
vhigh,med,2,2,small,high,?
?,med,2,2,med,low,?
vhigh,med,2,2,med,med,unacc
vhigh,?,2,?,?,high,unacc
vhigh,med,2,2,big,low,unacc
?,med,2,2,big,med,unacc
vhigh,med,2,2,big,?,unacc
?,med,?,4,small,low,unacc
?,med,2,4,small,med,unacc
vhigh,?,2,?,small,high,acc
vhigh,med,2,4,med,low,unacc
vhigh,med,?,4,med,med,unacc
vhigh,med,2,4,med,high,acc
vhigh,?,2,4,big,low,?
vhigh,med,2,4,big,med,acc
vhigh,med,2,?,big,high,acc
vhigh,med,2,more,small,low,unacc
vhigh,med,2,?,small,med,unacc
vhigh,med,2,more,small,high,unacc
vhigh,med,2,more,med,low,unacc
vhigh,med,2,more,med,med,unacc
vhigh,med,2,more,med,high,acc
vhigh,med,2,more,big,low,?
vhigh,med,2,more,big,med,acc
vhigh,med,2,more,big,high,acc
vhigh,med,3,2,small,low,unacc
vhigh,med,3,2,small,med,unacc
vhigh,med,3,2,small,high,unacc
vhigh,med,3,2,med,low,unacc
vhigh,med,3,2,med,med,unacc
vhigh,med,3,2,med,high,unacc
vhigh,med,3,2,big,low,unacc
vhigh,med,3,2,big,med,unacc
vhigh,?,3,2,big,?,unacc
vhigh,med,3,?,small,low,?
vhigh,med,3,4,small,med,unacc
vhigh,med,3,4,small,high,acc
?,med,3,4,med,low,unacc
vhigh,med,3,4,med,med,unacc
?,med,3,4,med,high,acc
vhigh,med,3,4,big,low,unacc
vhigh,med,?,4,big,med,acc
vhigh,med,3,4,big,high,acc
vhigh,med,?,more,?,low,unacc
vhigh,med,3,more,?,med,unacc
vhigh,med,3,more,small,high,acc
vhigh,med,?,more,?,low,?
vhigh,med,3,more,med,?,acc
vhigh,med,3,more,med,high,acc
vhigh,?,3,more,big,?,unacc
vhigh,med,3,more,big,med,acc
vhigh,med,3,more,big,?,acc
vhigh,med,4,2,small,low,unacc
vhigh,med,4,2,?,med,unacc
vhigh,med,4,2,small,high,?
vhigh,med,4,2,?,low,?
vhigh,med,4,2,med,med,unacc
vhigh,med,4,2,med,high,unacc
vhigh,med,4,2,big,low,?
?,med,4,2,big,med,unacc
vhigh,med,4,2,?,high,unacc
vhigh,?,?,4,small,low,unacc
vhigh,med,4,4,?,med,unacc
vhigh,med,4,?,small,high,acc
vhigh,med,4,4,med,low,unacc
vhigh,med,?,?,med,med,acc
vhigh,?,4,4,?,high,acc
?,med,4,?,big,low,unacc
vhigh,med,4,4,big,med,?
vhigh,?,4,4,big,high,acc
vhigh,med,?,more,small,low,unacc
vhigh,med,?,more,small,med,?
vhigh,med,?,more,small,high,acc
vhigh,med,?,more,?,?,unacc
vhigh,med,4,more,med,med,acc
vhigh,med,4,more,med,high,acc
vhigh,med,4,more,?,low,unacc
vhigh,med,4,more,big,med,acc
vhigh,med,4,more,big,high,acc
vhigh,med,5more,2,small,low,unacc
vhigh,med,?,2,small,med,unacc
