@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data

0.72694,1.4742,0.32396,?,1.0,0.83592,?,0.0039465,0.04779,0.12795,?,0.0052323,?,1.1756
0.74173,?,0.36116,0.98152,0.99825,0.79867,0.0052423,0.0050016,?,?,?,?,7.4846E-5,0.69659
?,1.5725,?,0.97755,1.0,0.80812,0.0074573,?,0.011897,0.057445,0.0032891,9.2068E-4,3.7886E-5,0.44348
0.73797,1.4597,?,0.97566,1.0,0.81697,0.0068768,?,0.01595,0.065491,0.0042707,0.0011544,?,0.58785
?,1.7707,0.44462,0.97698,1.0,?,0.007428,0.010042,?,?,0.0020514,5.5986E-4,2.3504E-5,0.34214
?,?,?,?,1.0,?,0.0049451,0.0044506,0.010487,0.058528,0.0034138,?,2.4798E-5,?
0.82063,1.7529,?,?,?,0.7677,0.0059279,?,?,0.080587,0.0064523,0.0022713,4.1495E-5,0.53904
?,?,0.39222,0.98512,?,0.80816,0.0050987,?,0.024875,?,0.0079794,0.0024664,1.4676E-4,?
?,1.8199,0.45693,0.9824,1.0,0.77106,0.0060055,?,?,0.040616,0.0016469,3.8812E-4,3.2863E-5,0.33696
0.90631,2.3906,0.58336,0.97683,0.99825,0.66419,0.0084019,0.012848,0.0070096,0.042347,?,4.5889E-4,2.8251E-5,?
0.7459,1.4927,?,?,1.0,0.83088,?,?,?,0.036511,0.0013313,3.0872E-4,?,0.25026
?,1.6934,?,0.98181,?,0.76985,0.0077992,0.011071,0.013677,?,?,8.1648E-4,?,0.49751
0.93361,?,?,0.98346,?,0.59851,0.0055336,?,0.029712,?,0.0080153,0.0020648,?,0.91499
?,?,?,?,?,0.64916,?,0.0068823,0.018887,0.072486,0.0052267,0.0014887,8.3271E-5,?
0.89063,?,0.56667,0.98732,?,0.66427,0.0028365,0.0014643,0.029272,0.091328,?,0.0022383,2.0166E-4,?
0.86755,?,?,?,1.0,0.70277,0.0054439,?,0.030348,0.092063,?,?,1.9854E-4,0.94545
?,2.5247,0.61648,0.9787,1.0,0.63037,0.0050494,0.0046404,0.02309,?,0.0066839,?,1.2452E-4,0.71713
0.88795,?,0.56218,?,0.99825,?,0.0059242,0.0063874,0.032722,0.092969,?,0.0021199,2.7729E-4,?
0.85121,?,0.4892,?,1.0,?,?,0.0028733,0.020258,0.070841,0.0049933,?,?,0.74174
0.89084,?,0.57815,0.97389,?,0.64598,?,?,?,0.086477,0.0074228,0.0018832,2.4345E-4,?
0.93062,2.8973,0.65828,0.98182,?,?,0.0064894,?,0.023606,?,0.005191,0.0011217,?,?
?,?,?,0.99039,1.0,?,?,0.0039793,?,0.13234,?,?,6.5523E-4,?
?,?,0.36317,?,0.98772,?,0.023597,0.10134,0.089301,0.20088,0.038786,0.015895,?,1.5371
0.66307,1.2065,0.32559,0.94952,?,0.75954,0.013388,0.032621,0.021815,?,?,0.0040284,3.6303E-5,0.5341
?,1.0991,0.33117,?,?,0.61661,0.025545,0.11877,?,?,0.025145,0.011672,1.2121E-4,?
?,1.251,0.38111,0.94226,0.99825,?,0.019432,?,?,0.11502,0.013056,?,8.6352E-5,?
?,?,0.3846,0.90355,?,0.60571,0.028329,?,0.057506,0.15931,?,0.010304,?,1.1365
?,?,0.29593,0.91585,0.99825,0.64029,?,0.086347,0.054635,0.1598,0.024899,0.011106,?,1.0511
?,?,0.3446,?,0.99649,?,0.031915,?,0.06245,0.16411,0.026225,0.010602,?,1.2307
?,1.0427,0.35318,?,0.99825,0.62068,0.032971,0.19785,0.026348,0.10589,0.011088,0.0046505,5.2046E-5,?
?,?,?,0.91639,?,0.61136,0.030339,0.16753,0.058401,0.16858,0.027633,?,1.5525E-4,?
0.59571,?,0.32592,?,0.99825,0.65698,0.024753,0.11151,0.042051,?,0.021213,?,6.468E-5,?
0.39432,1.1191,?,0.96806,0.99298,?,0.012499,0.028432,0.073063,?,0.01847,0.0040597,9.0977E-4,?
0.62011,1.3298,0.2836,0.96952,0.99825,0.77871,?,?,0.04722,?,0.013872,0.0037549,4.4188E-4,?
0.73429,?,?,0.94518,?,0.62558,0.014987,0.040879,0.038113,0.092188,?,?,4.7378E-4,?
?,1.3004,?,?,?,0.65487,?,0.058729,0.030897,?,0.0067132,0.0014678,2.9878E-4,?
0.64056,1.3166,?,?,0.99649,?,0.0091632,0.015281,?,?,0.0042817,8.9749E-4,2.0433E-4,?
?,1.5529,0.38804,0.95593,0.99474,0.68188,?,?,0.020679,0.064242,0.0041101,7.9505E-4,?,0.87687
0.39289,1.1286,?,0.96405,?,?,?,0.025176,?,0.078211,0.0060798,0.0015299,1.5762E-4,1.0326
0.53017,?,0.23254,?,1.0,?,0.0066263,0.0079913,0.048541,?,?,?,4.8839E-4,?
?,?,?,0.83923,0.83684,0.37688,0.043563,?,0.045468,?,0.015515,0.0051589,?,?
?,1.736,?,?,?,?,?,?,?,0.10047,?,?,?,?
0.86545,1.8803,0.62039,?,0.85439,0.33077,0.047,?,0.039518,?,0.01321,0.0042406,2.0084E-4,1.0136
0.93671,?,0.7298,0.81793,0.86491,0.33439,?,?,0.048722,0.12051,?,0.0039983,3.7216E-4,?
0.92676,2.222,0.6558,0.82432,?,0.35618,?,0.26298,?,0.14901,0.021723,0.0075251,2.8398E-4,1.353
0.90944,?,?,?,0.85263,?,?,?,?,0.10517,?,0.0028913,2.9366E-4,1.1602
0.89493,?,0.64925,0.81682,0.83509,0.35318,0.049955,0.45418,0.041808,?,?,?,1.7096E-4,?
0.93613,2.3898,?,0.84434,0.90526,?,0.039277,0.28077,0.048447,0.11955,?,0.0037887,?,1.2593
?,?,0.63974,0.8499,?,0.34354,?,0.4879,0.06103,0.1519,?,0.0080813,?,1.3805
0.86224,1.7434,0.62464,?,0.89298,0.32238,0.050792,0.46952,?,?,0.025989,0.010189,?,?
0.82268,1.6657,?,?,?,0.32056,0.048803,?,0.079282,?,?,0.013523,?,?
?,1.6035,0.6025,?,?,?,0.056079,0.57236,?,?,0.02594,0.0092918,3.2134E-4,1.4686
?,1.0544,?,?,?,?,?,4.0212,0.010917,0.053494,?,8.7543E-4,2.9594E-5,?
?,1.0544,0.623,?,0.59649,0.27687,?,3.2176,?,0.067044,0.0044748,0.0013737,?,0.52114
0.47728,1.2115,0.68343,0.76364,0.56667,?,0.10747,?,?,?,?,?,?,0.90702
?,1.0419,0.51662,0.77201,?,0.33784,0.11438,?,0.0254,?,0.0066868,0.0017982,1.2196E-4,0.944
0.50964,?,0.70618,?,?,0.21009,0.11264,?,?,0.080306,0.0064077,0.0020323,6.5828E-5,?
0.63965,1.2323,0.60663,0.77037,0.62105,0.24135,?,?,?,?,0.0091723,0.0034208,?,0.75194
0.71847,1.2291,0.693,0.75574,0.66667,0.26004,0.098823,1.7774,0.021217,0.073201,0.0053299,0.0013612,?,?
?,1.1032,0.52998,?,0.8193,0.33753,?,?,0.006859,0.042071,?,4.7564E-4,?,?
0.84886,1.7011,0.5348,0.81465,?,?,?,0.22838,0.038846,0.1192,0.014009,0.0057424,1.0856E-4,?
0.83755,?,0.53329,0.76697,0.95088,0.27825,0.039592,?,0.023152,0.087838,?,0.0028187,5.6309E-5,0.8079
?,?,0.54611,0.84406,0.96667,?,0.038509,?,0.054653,0.14411,?,0.0082654,1.6275E-4,?
?,1.6637,0.49244,0.8862,0.99298,0.57136,?,0.089306,?,?,?,?,?,?
0.86486,?,?,0.87745,0.97018,?,?,?,0.027883,0.092866,0.0085504,?,?,?
?,1.7418,0.49818,0.92748,1.0,0.62301,0.014708,0.039374,?,0.077667,?,?,?,1.1899
0.87163,?,0.55339,0.94868,?,0.60231,0.031671,0.18255,?,0.1344,?,0.0066921,1.6133E-4,?
