@relation dataset

@attribute attr_4 real
@attribute attr_5 {0, 1}
@attribute attr_7 {0, 1}
@attribute attr_10 {0, 1}
@attribute attr_11 {0, 1, 2}
@attribute attr_13 {0, 1, 2}
@attribute attr_14 {0, 1}
@attribute attr_15 {0, 1, 2, 3}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {0, 1, 2}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {0, 1}


@data

?,1,1,?,2,0,1,2,?,2.0,2,1911.0,?,?,0.2,17.0,?,?,?,13.1,?,?,36.4,?,2.5,?,34.0,40.0,105.0,100.0,?
39039.0,?,1,1,2,?,?,3,816.0,?,?,1910.0,?,40.0,?,16.0,?,?,30.0,5.6,?,55.6,38.8,?,?,?,?,?,108.06,100.0,?
?,?,?,1,0,0,?,3,816.0,2.0,2,1910.0,?,?,0.3,17.0,80.0,?,30.0,?,?,57.5,42.5,5.0,?,?,35.0,?,106.67,100.0,1
38039.0,?,?,1,?,0,?,?,816.0,2.0,?,1910.0,50.0,?,0.267,?,?,?,?,8.6,1467.0,53.8,?,?,?,0.8,?,40.0,?,100.0,?
35751.0,?,1,0,0,0,1,?,?,?,?,?,?,?,0.3,16.5,75.0,0.75,?,?,2600.0,?,37.5,?,?,?,?,?,106.67,100.0,1
?,0,?,?,?,0,1,?,827.0,9.0,?,?,50.0,?,?,16.5,75.0,0.75,?,?,?,62.5,?,?,2.5,1.1,30.0,40.0,106.67,100.0,1
?,1,1,1,?,?,1,0,802.0,7.0,?,?,?,?,0.367,12.0,70.0,0.75,?,?,1650.0,60.2,?,1.5,?,?,?,40.0,?,100.0,0
?,?,?,1,2,0,?,?,?,2.0,?,?,65.0,43.0,0.333,16.0,75.0,1.0,32.0,22.7,?,?,?,?,?,1.0,38.0,?,?,100.0,1
37000.0,?,?,1,2,0,?,3,815.0,9.0,0,?,?,?,0.2,?,68.0,0.75,?,15.5,?,48.5,35.9,0.0,?,1.0,?,?,106.6,100.0,1
35539.0,1,1,?,2,0,?,?,821.0,?,2,1911.0,50.0,50.0,0.367,?,?,0.75,?,10.5,?,?,36.8,0.0,2.5,1.0,38.0,?,?,100.0,?
?,1,?,1,2,0,1,2,821.0,7.0,?,1911.0,50.0,?,?,15.0,?,1.0,30.0,?,1600.0,50.0,?,0.0,?,1.0,38.0,?,?,100.0,?
?,1,?,?,2,0,1,2,821.0,7.0,?,?,40.0,?,?,14.5,?,?,?,0.0,?,?,?,0.0,2.0,?,40.0,40.0,100.0,100.0,?
35539.0,1,1,1,2,0,1,?,821.0,2.0,2,?,?,43.0,0.267,16.0,75.0,1.0,20.0,15.8,1600.0,49.5,?,0.0,2.5,1.0,38.0,?,?,?,1
37571.0,?,1,0,0,1,0,?,824.0,?,2,1911.0,?,?,?,?,70.0,0.8125,?,0.0,?,58.8,41.2,0.0,?,1.0,30.0,40.0,107.4,?,1
?,0,1,?,?,1,1,?,?,?,2,1911.0,40.0,45.0,0.2,15.0,?,0.8125,?,?,2400.0,62.5,37.5,?,?,?,?,?,107.4,?,?
?,?,1,0,?,?,?,?,824.0,2.0,?,?,?,43.0,0.2,16.3,70.0,0.8125,25.0,1.2,?,?,?,4.0,2.0,1.0,30.0,?,?,100.0,?
35816.0,0,?,0,?,?,?,?,827.0,2.0,1,1911.0,?,?,0.2,15.8,?,1.0,30.0,?,2000.0,62.5,37.5,?,2.5,?,30.0,40.0,107.4,100.0,0
37352.0,0,1,0,?,?,1,?,?,?,?,1911.0,40.0,42.0,?,?,?,?,?,?,2100.0,57.5,34.5,?,2.3,0.7,?,40.0,?,100.0,0
37352.0,0,?,0,0,0,1,?,827.0,9.0,?,1911.0,45.0,42.0,0.2,?,?,1.0,?,8.0,?,57.5,34.5,?,?,?,?,?,107.4,100.0,0
?,0,1,?,0,0,1,?,?,?,2,?,?,?,0.3,15.0,76.0,1.0,30.0,?,2150.0,?,34.5,?,2.5,?,?,?,?,?,1
37352.0,0,1,?,?,0,?,2,827.0,2.0,?,1911.0,?,45.0,?,15.2,?,1.0,25.0,5.9,?,?,?,?,2.5,?,?,40.0,107.4,100.0,?
37157.0,?,?,?,0,?,0,2,828.0,2.0,?,1910.0,?,?,?,17.0,?,?,?,0.0,2200.0,58.8,?,0.0,?,?,?,40.0,106.45,100.0,0
?,?,1,1,?,0,1,3,?,?,2,1911.0,37.5,?,0.2,16.0,90.0,0.75,?,?,2050.0,45.0,?,0.0,?,0.8,35.0,?,107.4,?,1
37352.0,0,?,1,0,0,?,3,?,?,2,?,?,?,0.2,16.5,91.0,0.75,30.0,21.7,2050.0,43.5,?,0.0,?,?,?,40.0,?,?,1
25507.0,1,1,1,2,?,1,2,821.0,2.0,2,?,45.0,44.0,0.267,?,?,?,22.0,7.6,?,54.3,38.0,0.0,?,?,?,40.0,?,?,?
25507.0,1,1,?,2,?,1,?,?,7.0,?,1910.0,?,?,0.2,?,69.0,?,20.0,8.5,1510.0,53.2,?,2.0,2.5,?,34.0,40.0,110.0,?,?
37080.0,0,?,0,0,0,0,2,828.0,?,?,1911.0,?,47.0,0.333,?,?,0.75,35.0,0.0,2400.0,58.8,?,4.0,2.5,?,?,40.0,?,100.0,?
35334.0,1,1,?,2,?,?,3,816.0,2.0,2,?,40.0,?,0.267,16.0,?,1.0,28.0,0.0,?,?,41.2,?,3.0,?,?,?,?,?,?
35334.0,?,?,1,2,?,1,3,816.0,9.0,2,?,32.5,?,?,15.0,?,1.0,31.0,7.6,?,?,?,4.0,2.5,?,40.0,40.0,?,100.0,?
37869.0,?,?,?,?,?,1,?,?,?,?,1911.0,37.5,44.0,0.3,?,?,?,?,0.0,?,?,37.5,0.0,2.8,1.0,?,40.0,?,?,1
37869.0,0,?,1,?,0,1,?,?,2.0,0,1910.0,?,?,0.3,16.0,?,?,?,?,1400.0,58.1,?,?,3.0,1.0,28.0,40.0,103.12,100.0,?
35752.0,?,1,?,?,0,1,2,824.0,?,?,1910.0,?,?,0.2,16.0,?,?,?,0.0,?,?,?,?,2.0,1.0,?,?,?,?,1
?,0,?,?,?,?,1,?,?,?,2,1910.0,50.0,43.0,?,?,?,?,?,?,2270.0,?,?,?,?,?,30.0,40.0,103.22,100.0,1
?,?,?,?,0,?,?,2,?,?,?,?,60.0,?,0.267,15.8,?,?,?,?,1480.0,?,?,?,?,1.7,?,?,?,?,1
