@relation dataset

@attribute attr_4 real
@attribute attr_5 {0, 1}
@attribute attr_7 {0, 1}
@attribute attr_10 {0, 1}
@attribute attr_11 {0, 1, 2}
@attribute attr_13 {0, 1, 2}
@attribute attr_14 {0, 1}
@attribute attr_15 {0, 1, 2, 3}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {0, 1, 2}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {0, 1}


@data

25503.0,1,1,1,2,?,?,?,?,2.0,2,?,55.0,46.0,?,17.0,78.0,?,20.0,13.1,?,?,36.4,?,2.5,1.0,?,40.0,105.0,100.0,?
?,1,1,1,?,0,1,3,816.0,9.0,?,1910.0,52.0,40.0,?,16.0,?,0.3125,?,5.6,?,55.6,38.8,0.0,2.5,1.3,?,40.0,108.06,100.0,?
?,?,?,?,0,0,1,3,?,2.0,2,1910.0,50.0,46.0,?,17.0,80.0,?,30.0,?,2100.0,?,?,?,2.3,0.6,35.0,40.0,?,100.0,1
?,1,1,?,2,0,?,3,816.0,2.0,0,?,50.0,40.0,?,?,?,0.4375,28.0,?,?,?,37.6,?,?,?,?,40.0,103.87,?,?
?,0,?,?,?,0,1,?,?,?,2,1911.0,?,?,?,16.5,?,?,30.0,0.0,?,62.5,?,?,2.5,0.6,30.0,40.0,?,?,1
35751.0,?,?,?,?,?,1,2,827.0,?,2,?,50.0,46.0,0.2,?,75.0,?,?,0.0,?,?,37.5,6.0,2.5,?,?,40.0,106.67,100.0,1
47201.0,?,?,1,?,2,1,0,802.0,7.0,?,1910.0,?,45.0,0.367,12.0,70.0,0.75,60.0,?,1650.0,60.2,39.8,1.5,?,?,?,?,?,100.0,0
37000.0,1,?,?,2,?,?,3,?,2.0,0,?,?,43.0,?,16.0,?,1.0,?,22.7,1750.0,45.5,?,0.0,3.0,1.0,?,?,?,100.0,?
37000.0,?,1,?,2,?,?,3,?,?,0,?,?,?,?,16.0,?,?,30.0,15.5,1750.0,48.5,35.9,?,?,?,38.0,?,?,?,?
?,1,?,?,2,0,?,?,821.0,?,?,1911.0,50.0,50.0,?,14.0,80.0,?,40.0,10.5,1700.0,?,36.8,0.0,2.5,1.0,38.0,40.0,?,100.0,0
?,1,?,?,?,?,1,?,?,7.0,2,1911.0,?,50.0,0.3,15.0,70.0,?,?,10.0,?,?,40.0,?,?,?,38.0,40.0,?,?,?
23052.0,?,1,1,?,0,?,2,821.0,?,?,1911.0,40.0,45.0,0.3,14.5,?,?,?,0.0,?,59.5,40.5,?,2.0,1.0,40.0,?,?,100.0,?
?,?,?,?,2,0,1,2,821.0,?,2,?,?,43.0,?,?,?,?,?,?,1600.0,49.5,?,0.0,?,?,38.0,?,103.22,?,1
?,?,?,?,0,?,?,?,824.0,?,?,?,?,45.0,?,?,?,?,30.0,?,?,58.8,41.2,0.0,1.7,1.0,30.0,40.0,?,100.0,?
35751.0,0,1,0,0,1,1,2,824.0,9.0,?,1911.0,40.0,45.0,?,15.0,?,0.8125,30.0,?,2400.0,?,?,0.0,?,1.0,30.0,?,?,?,?
?,?,?,0,?,0,1,2,?,2.0,2,?,30.0,43.0,?,?,70.0,?,25.0,?,?,58.1,40.7,?,?,?,?,?,?,100.0,1
?,0,1,0,0,?,1,2,827.0,?,?,1911.0,40.0,41.0,0.2,?,72.0,?,?,0.0,?,62.5,37.5,0.0,2.5,?,?,40.0,?,?,?
37352.0,?,1,0,0,0,1,2,827.0,9.0,2,1911.0,40.0,42.0,0.2,14.5,74.0,?,25.0,?,?,57.5,?,0.0,2.3,0.7,35.0,40.0,107.4,100.0,?
?,0,?,0,?,0,1,2,?,9.0,2,1911.0,45.0,?,0.2,?,70.0,1.0,?,?,1850.0,?,?,0.0,?,?,35.0,?,?,100.0,?
?,?,1,1,?,0,1,2,?,?,?,1911.0,50.0,45.0,0.3,15.0,?,1.0,30.0,?,2150.0,?,34.5,?,2.5,1.0,?,?,107.4,100.0,?
37352.0,0,?,1,0,0,?,2,827.0,?,2,1911.0,?,45.0,0.3,15.2,72.0,1.0,?,?,2150.0,58.8,35.3,0.0,2.5,?,?,40.0,?,?,1
37157.0,?,1,0,?,0,?,?,?,2.0,2,?,?,45.0,0.233,?,?,0.75,35.0,0.0,?,?,41.2,0.0,2.5,1.0,33.0,40.0,?,?,?
?,?,1,?,0,0,?,3,?,?,2,?,37.5,?,0.2,?,90.0,0.75,28.0,?,?,45.0,35.0,0.0,2.4,?,?,40.0,107.4,?,?
37352.0,?,1,1,0,?,?,?,815.0,?,2,1911.0,37.5,?,0.2,16.5,?,0.75,?,21.7,?,43.5,34.8,0.0,2.7,?,?,?,?,?,1
25507.0,1,?,1,?,?,1,?,821.0,?,2,?,45.0,?,0.267,14.1,?,?,22.0,7.6,?,?,38.0,0.0,2.5,?,34.0,?,?,?,1
?,1,?,1,?,0,1,?,821.0,?,2,1910.0,40.0,?,?,14.0,69.0,?,20.0,8.5,1510.0,?,38.3,2.0,2.5,0.9,?,?,110.0,?,?
37080.0,0,1,0,?,0,0,2,?,2.0,2,?,?,47.0,?,17.0,78.0,?,?,0.0,2400.0,?,41.2,4.0,2.5,1.0,?,?,?,?,0
?,1,?,1,2,?,1,3,816.0,?,?,1911.0,40.0,43.0,0.267,16.0,?,?,28.0,0.0,?,58.8,?,2.0,3.0,0.8,40.0,40.0,?,?,?
35334.0,?,1,?,2,?,1,3,816.0,9.0,2,1911.0,32.5,43.0,0.2,15.0,82.0,?,31.0,?,1500.0,54.3,?,4.0,2.5,?,40.0,40.0,?,100.0,?
37869.0,?,?,1,0,?,?,?,815.0,?,0,?,37.5,?,0.3,?,85.0,?,?,?,1400.0,62.5,37.5,0.0,2.8,1.0,28.0,40.0,103.12,100.0,?
37869.0,0,1,1,?,?,?,3,815.0,?,0,1910.0,?,44.0,0.3,16.0,80.0,1.0,32.0,7.0,?,58.1,34.9,?,?,1.0,?,40.0,103.12,100.0,1
?,0,?,?,?,0,?,?,?,?,2,?,?,?,?,16.0,?,?,30.0,?,?,55.6,44.4,?,?,?,?,?,103.22,100.0,?
?,?,?,?,0,0,?,?,?,2.0,2,1910.0,?,?,?,?,?,?,?,0.0,2270.0,?,?,12.0,1.5,1.5,30.0,40.0,?,?,?
?,?,?,?,?,0,?,2,?,?,2,?,?,?,?,?,?,?,?,1.2,1480.0,58.1,?,?,?,1.7,33.0,40.0,?,?,?
?,?,1,?,0,0,?,2,?,?,?,1911.0,52.5,43.0,0.233,?,58.0,0.75,?,?,?,56.2,36.0,?,?,?,33.0,40.0,?,100.0,1
?,0,?,?,?,?,?,?,824.0,2.0,?,1910.0,50.0,?,?,?,?,?,35.0,?,2300.0,?,41.2,?,1.3,0.7,?,?,103.22,?,1
?,?,?,0,?,?,?,2,?,?,?,1911.0,25.0,?,0.2,13.0,?,0.625,?,?,?,?,?,0.0,?,0.85,30.0,?,?,?,?
?,?,?,0,0,?,?,?,821.0,7.0,?,?,25.0,38.0,?,?,70.0,?,?,?,?,58.8,41.2,?,?,?,?,?,?,?,?
37354.0,?,1,?,?,0,1,?,?,9.0,?,?,?,?,?,15.9,78.0,0.5,?,?,?,?,?,0.0,2.4,?,35.0,40.0,?,?,1
?,?,?,1,2,0,1,?,?,2.0,?,1911.0,?,41.0,?,17.0,?,0.75,?,?,1100.0,50.5,?,0.0,2.5,1.0,?,?,?,?,?
?,?,?,1,?,?,?,2,?,?,?,1911.0,47.5,41.0,0.233,16.5,?,?,20.0,?,?,?,?,?,?,1.0,?,40.0,96.97,100.0,?
35870.0,?,?,0,?,?,?,?,824.0,?,?,1910.0,?,?,0.2,?,68.0,0.75,?,?,1700.0,?,41.2,?,1.0,1.0,?,40.0,?,100.0,?
?,?,?,?,?,0,0,2,?,?,?,?,40.0,46.0,?,?,68.0,0.875,?,0.0,1700.0,?,?,?,?,?,?,?,?,100.0,1
35811.0,?,?,?,0,0,1,?,?,?,1,?,40.0,35.0,0.233,18.0,?,?,?,0.0,?,62.5,37.5,?,?,?,?,?,103.125,?,1
?,0,?,1,0,?,1,0,?,?,?,?,35.0,?,?,?,62.0,?,46.0,4.7,?,58.8,?,?,2.0,?,?,40.0,?,100.0,?
37869.0,0,?,?,?,?,?,0,802.0,?,?,?,?,?,?,16.0,70.0,0.75,?,0.0,1400.0,62.5,37.5,?,?,?,28.0,?,?,?,?
?,1,?,1,?,?,1,?,821.0,?,?,?,?,?,0.2,?,60.0,?,25.0,?,1750.0,?,?,2.0,?,0.8,?,?,?,?,0
37386.0,1,1,?,?,0,?,?,?,?,?,?,40.0,?,0.333,?,?,?,30.0,?,?,?,36.3,16.0,?,1.0,?,?,?,100.0,0
37386.0,?,?,1,?,?,?,2,?,?,?,?,?,?,?,?,?,0.75,20.0,?,?,?,?,?,?,?,40.0,?,?,100.0,?
?,1,?,1,?,?,1,2,827.0,9.0,?,?,40.0,?,?,15.0,79.0,0.75,20.0,?,?,49.0,39.2,0.0,?,1.0,40.0,?,?,100.0,1
?,?,?,1,?,0,?,2,?,?,?,?,40.0,?,?,18.5,?,?,30.0,0.0,?,?,?,?,?,1.4,?,40.0,106.45,?,0
?,?,?,1,?,?,1,2,821.0,7.0,2,?,?,?,?,14.0,?,?,?,?,1750.0,57.5,?,?,?,?,35.0,40.0,?,100.0,?
35457.0,?,?,0,?,0,?,2,?,?,2,?,?,?,0.2,16.2,?,1.0,30.0,?,2100.0,62.5,37.5,?,?,?,?,?,?,?,1
?,?,?,1,2,2,?,0,?,2.0,0,1910.0,?,43.0,?,?,?,?,?,?,?,?,?,0.0,?,?,40.0,40.0,109.67,?,?
?,?,?,?,?,?,?,?,?,?,0,1910.0,?,45.0,?,?,80.0,?,34.0,?,?,43.5,?,?,?,?,?,?,?,100.0,?
37163.0,?,1,0,?,?,?,?,?,?,?,?,55.0,?,?,?,?,?,20.0,?,?,?,?,?,?,0.75,33.0,?,109.67,100.0,1
37354.0,?,1,1,0,?,?,?,821.0,?,?,1911.0,?,41.0,0.2,?,?,?,20.0,?,1750.0,53.2,?,?,?,0.9,?,?,?,100.0,?
?,?,1,1,0,0,?,3,816.0,?,?,?,?,43.0,0.35,14.5,74.0,?,?,?,?,?,?,?,?,?,35.0,40.0,?,100.0,?
47202.0,?,?,1,?,?,?,1,?,?,?,1910.0,?,43.0,0.267,15.1,?,?,31.0,?,1650.0,54.9,?,?,2.5,1.5,?,?,?,?,1
?,?,?,?,0,?,1,?,828.0,9.0,2,1910.0,40.0,?,?,?,78.0,?,30.0,5.6,?,55.6,?,?,?,1.0,?,40.0,?,100.0,?
?,?,?,1,?,?,?,2,?,?,2,?,?,?,0.35,?,72.0,0.625,?,9.1,?,?,?,?,?,?,?,40.0,103.22,?,?
?,?,?,?,?,0,?,?,827.0,9.0,?,?,40.0,43.0,0.35,16.1,?,0.625,?,?,2000.0,?,?,?,?,?,?,?,103.22,?,1
?,?,1,0,?,0,?,?,?,9.0,?,?,?,43.0,?,16.0,80.0,?,?,?,?,?,?,?,?,?,?,?,?,?,1
25514.0,1,1,?,?,?,?,?,?,?,2,?,?,49.0,0.267,?,70.0,?,30.0,5.6,?,?,?,?,?,?,?,40.0,?,?,?
