@relation dataset

@attribute attr_4 real
@attribute attr_5 {0, 1}
@attribute attr_7 {0, 1}
@attribute attr_10 {0, 1}
@attribute attr_11 {0, 1, 2}
@attribute attr_13 {0, 1, 2}
@attribute attr_14 {0, 1}
@attribute attr_15 {0, 1, 2, 3}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {0, 1, 2}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {0, 1}


@data

?,1,1,?,?,0,?,2,821.0,?,2,1911.0,55.0,?,?,17.0,78.0,0.75,?,?,?,50.5,36.4,0.0,?,?,?,40.0,?,100.0,0
39039.0,?,1,1,?,?,1,3,?,9.0,?,?,?,40.0,0.3,?,?,0.3125,?,5.6,1467.0,55.6,?,?,2.5,1.3,40.0,40.0,108.06,100.0,?
?,?,?,?,?,0,1,?,?,?,?,?,50.0,46.0,0.3,17.0,?,?,30.0,?,2100.0,57.5,?,5.0,2.3,?,35.0,40.0,?,?,1
38039.0,1,1,1,?,?,?,3,816.0,2.0,0,?,?,?,?,?,?,0.4375,28.0,?,?,53.8,37.6,5.0,?,?,?,?,?,?,1
35751.0,0,1,0,0,0,1,?,827.0,?,2,1911.0,50.0,?,0.3,?,?,?,30.0,0.0,?,?,37.5,6.0,?,?,30.0,40.0,?,?,1
?,0,1,0,?,?,1,?,827.0,?,2,?,?,?,0.2,16.5,75.0,0.75,28.0,?,?,62.5,37.5,6.0,?,?,30.0,40.0,106.67,?,?
47201.0,?,?,1,?,?,?,0,802.0,?,0,1910.0,?,45.0,0.367,12.0,?,?,60.0,?,1650.0,?,39.8,1.5,3.0,1.0,40.0,40.0,?,100.0,0
37000.0,?,1,1,2,0,?,?,815.0,?,0,?,?,43.0,?,?,?,?,32.0,22.7,?,45.5,31.8,0.0,?,1.0,?,?,?,100.0,1
37000.0,1,1,1,?,?,?,?,815.0,9.0,0,1910.0,65.0,43.0,?,16.0,68.0,?,30.0,15.5,1750.0,48.5,35.9,?,3.0,1.0,?,?,?,100.0,1
35539.0,1,1,?,2,0,1,2,?,?,2,1911.0,?,50.0,?,14.0,80.0,0.75,40.0,10.5,?,52.6,36.8,0.0,2.5,1.0,38.0,?,105.0,?,0
?,1,1,1,2,?,?,?,821.0,7.0,2,1911.0,?,50.0,?,15.0,?,1.0,?,10.0,?,?,?,0.0,?,?,38.0,40.0,?,100.0,0
?,1,1,1,2,0,?,2,?,?,2,1911.0,40.0,?,0.3,?,70.0,0.625,25.0,0.0,?,?,40.5,0.0,2.0,1.0,40.0,?,?,100.0,0
?,1,?,1,?,0,1,2,?,2.0,2,1911.0,?,43.0,0.267,16.0,75.0,?,?,?,1600.0,?,34.7,0.0,?,?,38.0,40.0,?,100.0,?
37571.0,?,?,0,0,1,?,?,824.0,?,?,1911.0,?,?,?,16.0,?,?,30.0,?,?,58.8,41.2,0.0,1.7,1.0,30.0,40.0,?,?,?
35751.0,?,?,0,?,?,?,2,824.0,9.0,2,?,?,45.0,0.2,15.0,76.0,?,30.0,0.0,2400.0,62.5,37.5,?,1.0,1.0,?,?,?,?,1
?,0,?,0,0,0,?,2,824.0,?,?,1911.0,?,?,?,?,70.0,0.8125,25.0,1.2,2200.0,?,40.7,?,?,1.0,30.0,40.0,?,?,?
