@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {1.0000000e+000, 2.0000000e+000}


@data

?,-0.207,?,-0.09726,?,-0.17322,-0.28076,?,0.41866,-0.032886,?,-0.33425,1.0000000e+000
?,-0.16494,0.24987,-0.073985,?,-0.15633,-0.28891,?,-0.045553,0.050759,-0.017511,0.066959,1.0000000e+000
-0.13131,?,?,?,?,0.5632,-0.013246,-0.062833,-0.88339,?,0.088057,?,?
?,?,0.14835,?,-0.21974,0.39891,?,?,-1.1072,-0.36723,0.36468,?,?
-0.40628,0.11503,0.073336,?,?,?,?,-0.58043,?,0.15375,-0.12695,?,1.0000000e+000
?,?,?,?,0.16288,?,?,?,-0.12646,?,-0.29753,?,?
-0.02634,?,?,0.54649,0.52144,0.21358,?,-0.65032,0.26911,-0.041832,0.05272,-0.40948,?
0.28199,0.085019,?,0.33562,?,0.0108,0.40718,?,-0.252,?,0.64753,-0.52111,?
?,?,-0.86876,?,-0.78482,?,?,?,?,0.14669,-0.12851,?,1.0000000e+000
0.81876,0.33239,-0.59413,?,?,0.13226,0.72883,0.45269,?,?,0.10376,?,1.0000000e+000
0.12099,?,?,?,0.24272,?,?,?,?,?,?,0.060713,2.0000000e+000
?,?,0.93117,0.88999,0.68771,0.45577,?,-0.14595,-0.47858,-0.4528,0.39988,?,1.0000000e+000
-0.22818,?,0.56279,0.29118,?,-0.014788,-0.08006,-0.32186,?,-0.48214,?,?,?
?,?,?,0.29754,?,0.29286,?,?,-0.027265,?,?,?,1.0000000e+000
?,-0.33157,?,?,?,-0.3139,-0.35746,0.29253,?,-0.42951,?,?,2.0000000e+000
?,-0.90522,-0.55939,?,?,?,?,0.245,?,?,?,-0.35564,?
