@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {0, 1}


@data

-0.17936,-0.207,-0.20971,-0.09726,?,?,-0.28076,0.22317,0.41866,-0.032886,0.0033827,-0.33425,0
-0.14659,?,0.24987,-0.073985,0.49494,?,?,0.5008,-0.045553,0.050759,-0.017511,0.066959,?
?,?,0.43281,?,0.043127,?,-0.013246,-0.062833,-0.88339,-0.040303,?,?,?
0.6494,?,0.14835,?,?,?,?,?,?,-0.36723,?,?,0
-0.40628,?,?,0.070066,?,0.15205,-0.19142,-0.58043,?,?,?,0.18457,?
0.27804,0.31011,0.20663,0.055255,?,?,?,-0.72565,-0.12646,0.33921,-0.29753,0.36024,?
?,0.26239,?,0.54649,0.52144,0.21358,0.25106,-0.65032,?,-0.041832,?,?,?
0.28199,0.085019,?,0.33562,?,?,0.40718,?,-0.252,-0.74162,0.64753,-0.52111,0
?,-0.0033609,-0.86876,-0.76013,-0.78482,?,0.84748,?,0.094435,0.14669,?,0.057451,?
?,?,?,?,-0.65296,0.13226,?,0.45269,?,-0.12098,?,-0.33129,?
?,?,0.23769,0.01501,0.24272,?,-0.038016,-0.13711,-0.066597,0.015968,-0.0028463,0.060713,?
0.46108,?,0.93117,0.88999,?,0.45577,0.48605,?,?,?,?,?,?
?,-0.042154,0.56279,?,0.65198,-0.014788,-0.08006,?,-0.21905,-0.48214,0.41296,-0.28092,0
-0.65959,0.20072,0.40465,?,0.23683,?,-0.41675,-0.56583,?,?,?,?,0
?,?,-0.22153,?,?,-0.3139,?,?,-0.17256,?,?,?,?
?,?,-0.55939,?,?,?,?,?,0.37,-0.068241,?,-0.35564,?
?,?,0.13401,?,?,0.82868,?,?,?,?,?,-0.24553,?
?,0.98988,?,?,?,?,?,0.049601,?,0.40031,-0.35724,-0.2629,0
?,?,?,?,?,?,?,?,0.23421,?,?,?,?
?,?,?,?,-0.18527,0.30925,?,?,?,?,?,?,?
?,?,?,-0.16288,0.3298,-0.28874,?,0.048731,?,?,?,-0.39441,?
0.60045,-0.086765,0.39935,?,?,-0.22468,?,?,0.53764,?,0.038245,-0.41394,?
?,?,?,-0.44328,?,?,-0.96419,?,?,?,?,?,?
-0.40572,-0.32364,0.12453,-0.14796,?,?,?,?,?,0.70321,-0.58735,?,?
?,?,?,0.22286,-0.11199,?,0.2774,?,?,?,-0.29875,?,?
?,?,-0.14337,?,?,-0.34524,?,?,0.75394,?,-0.27613,?,?
-0.62366,?,?,-0.18136,0.44797,-0.49882,?,-0.64549,?,?,?,?,?
-0.7374,?,?,-0.47901,?,-0.46912,?,-0.54589,?,?,0.28735,?,?
0.21329,-0.0048935,-0.31752,?,?,-0.0033553,?,?,?,-0.27698,0.24434,?,?
?,?,-0.28672,?,?,0.55047,?,0.43574,?,?,-0.11102,?,?
?,0.20565,0.1981,2.33E-4,?,?,-0.057997,?,?,?,?,?,?
-0.76348,0.065829,?,?,?,0.23872,?,-0.10965,?,?,?,?,?
?,?,?,?,-0.44102,-0.22965,?,0.038331,?,-0.63248,?,?,?
-0.055436,?,-0.34092,-0.23388,?,0.1547,?,?,?,?,?,?,0
?,?,0.14877,?,?,0.41201,?,1.0,?,?,?,-0.065822,?
0.74227,?,?,?,?,0.32778,?,0.8351,?,0.63527,?,0.041692,?
?,?,?,?,?,?,?,?,0.63013,0.13456,?,?,?
?,?,-0.38683,?,?,-0.2109,?,?,?,?,?,?,?
0.38925,0.22424,?,-1.1074,-0.80474,-0.04202,?,0.20566,?,?,-0.39719,-0.11988,1
?,0.41281,?,-0.80608,-0.88434,?,?,-0.033885,?,?,?,-0.038131,?
0.55356,?,?,?,?,?,?,0.99771,0.2226,?,?,-0.076432,?
?,?,-0.12021,0.26143,?,?,0.79458,?,0.26205,?,?,?,?
0.55846,0.11956,0.35626,0.62037,0.15961,?,?,0.54844,?,?,?,-0.070629,?
?,?,?,?,0.65759,?,?,?,?,?,0.13971,?,?
?,?,-0.02103,?,0.21214,-0.3061,?,0.27159,?,-0.45569,0.39123,-0.13152,?
-0.096201,-0.71385,?,-0.18962,?,?,-0.16316,?,?,?,0.134,?,?
?,-0.049042,?,?,?,-0.13646,?,?,?,?,?,?,?
?,?,?,0.18058,0.66232,?,?,?,?,?,?,?,?
-0.28879,-0.047979,0.64954,?,?,-0.031554,-0.13786,-0.18661,0.5622,?,?,?,?
0.45852,?,?,?,0.50647,0.059486,?,?,-0.59538,?,0.31344,?,0
0.10925,0.27236,-0.37119,?,?,?,?,?,?,?,?,?,?
0.97487,0.79391,-0.20103,?,?,?,?,?,?,?,-0.14996,?,?
?,?,?,0.8212,?,?,?,-0.022857,0.43182,0.24002,?,?,?
?,?,0.62036,?,?,?,?,0.21452,0.55672,-0.10568,?,-0.43655,0
?,-0.049659,?,0.026031,0.19394,?,?,?,?,?,-0.0083595,?,1
-0.62492,?,0.1894,0.43205,?,?,-0.23147,-0.7311,?,0.54783,-0.4874,?,?
?,?,-0.039628,?,?,-0.6588,?,-0.014206,?,?,?,?,0
-0.1491,?,?,-0.10511,?,?,?,-0.23505,0.085538,?,?,0.19569,?
?,?,-0.3483,?,-0.15937,-0.19144,?,0.14331,?,?,-0.1615,?,1
-0.12502,-0.88804,?,?,0.79727,?,?,0.41008,-0.24276,?,-0.06684,?,?
?,?,-0.037979,?,0.33629,?,?,?,-0.6707,?,?,0.25383,?
?,-0.68034,?,7.966E-4,0.21018,?,-0.70805,-0.36788,-0.70741,?,0.10287,0.51436,0
?,?,?,0.26989,0.23871,?,?,0.19971,-0.55424,?,?,?,1
?,-0.51981,0.14767,-0.33744,?,?,0.35331,?,?,?,0.047417,?,?
?,-0.11971,?,?,0.1028,-0.23506,?,0.37248,?,?,?,-0.26037,?
?,?,-0.2721,?,?,-0.022484,0.80169,?,?,?,?,-0.45033,?
?,0.59652,0.14833,0.55739,?,?,?,?,0.36821,?,?,?,?
-0.71551,?,?,?,?,?,?,?,0.34128,?,?,-0.14109,0
0.3006,0.16251,?,-0.44014,-0.88549,0.16463,0.1852,-0.056038,0.66507,?,-0.65225,?,0
?,?,-0.36531,-0.41347,?,-0.22667,?,?,?,?,-0.2021,0.0011137,?
-0.10666,0.91766,0.23937,0.59632,-0.44006,?,?,?,0.21295,0.17943,?,?,?
-1.3327,?,?,?,?,0.63507,?,?,0.62105,?,-0.52572,?,?
?,?,?,?,?,?,?,-0.011485,0.04962,?,0.27733,?,0
?,?,?,-0.10321,?,0.060044,?,?,0.38294,?,-0.23099,?,0
?,-0.12713,0.41625,?,?,?,?,?,0.56206,?,?,?,1
?,?,?,-0.10335,?,?,?,?,0.78443,?,-0.19996,?,?
-0.45771,-0.4003,-0.14458,?,?,-0.27686,?,?,?,?,?,?,0
?,-0.086359,?,?,?,?,?,?,?,?,?,?,?
-0.3405,-0.34461,?,-0.27984,0.43791,?,-0.46573,?,-0.45646,?,?,-0.058928,1
?,-1.0039,?,?,0.21302,?,?,?,-0.7455,?,?,?,0
-0.35143,0.096283,0.25055,0.21386,?,0.27,-0.62198,?,?,0.019974,-0.012979,-0.38608,?
?,0.15145,?,0.46794,-0.036987,0.27588,?,?,?,?,0.93014,?,?
-0.13939,?,0.12406,?,-0.43167,?,?,0.44554,?,?,0.71966,?,1
?,0.679,?,?,?,0.9736,?,?,0.32616,0.39366,-0.28189,?,?
?,-0.080415,0.31429,0.11138,0.53456,?,0.6081,-0.402,-0.061734,?,?,-0.030372,0
?,-0.24519,0.14019,-0.017159,0.47359,?,0.70116,?,-0.43974,-0.48201,0.38535,0.062836,?
0.080397,?,?,-0.17755,0.31831,?,?,0.35696,?,?,0.14678,?,?
?,?,0.59626,1.0,?,0.1457,0.2171,-0.55596,?,0.39757,?,-0.14064,0
-0.51497,0.08682,?,?,?,?,-0.4981,0.26624,?,?,0.25756,?,?
?,?,?,?,?,?,?,?,0.66941,0.53465,-0.47574,?,?
0.62466,?,-0.25712,0.017442,-0.27089,?,?,?,0.07863,-0.025246,?,?,?
?,?,?,-0.14426,-0.59485,-0.14581,?,0.29632,?,?,-0.17013,?,0
-0.2658,0.58079,?,0.37903,?,?,?,?,?,?,-0.18088,?,?
?,?,?,?,-0.19942,0.54698,?,?,?,?,?,?,0
-0.11658,?,?,?,?,0.020666,?,?,0.17182,0.11565,?,?,1
?,0.071494,?,?,0.073063,?,?,0.55589,-0.14118,-0.29066,?,?,?
?,?,?,?,0.080456,?,?,?,?,?,?,?,?
?,?,?,-0.29519,?,?,?,0.45015,?,0.040647,?,?,?
0.02088,?,?,?,0.050304,?,0.1428,?,0.20045,0.04347,?,?,1
?,-0.161,0.032007,?,?,-0.11975,?,0.30586,-0.49597,-0.44144,?,?,?
0.56325,?,?,0.21251,0.13027,-0.067413,0.57934,?,0.57083,?,?,-0.32648,?
?,-0.31981,0.26236,-0.1652,0.75822,-0.48564,?,0.36154,?,?,?,-0.19713,?
?,?,-0.29669,?,-0.60176,0.37774,0.36462,-0.098186,0.56136,0.39509,?,-0.11186,1
?,?,?,-0.75435,-0.80838,?,-0.23729,?,?,?,-0.67198,?,?
-0.44622,?,?,?,?,-0.038114,?,0.33394,?,-0.15465,0.19491,?,?
-0.12944,?,?,?,?,?,?,0.083305,?,-0.36701,0.34442,?,?
-0.51547,0.63185,0.26332,0.31588,?,0.68763,?,?,0.40349,0.0084123,-0.04257,?,?
0.24823,?,?,0.13743,-0.6511,?,?,-0.73971,-0.37772,?,?,0.27956,?
?,-0.036783,?,?,-0.38403,0.1308,-0.67209,?,-0.41634,-0.22718,?,?,?
?,-0.37419,?,?,0.087447,?,-1.489,?,-0.47887,-0.63249,?,?,?
-0.42711,-0.45887,-0.23525,0.11849,?,-0.27183,-0.71013,?,?,-0.11146,?,?,1
-1.667,?,?,-0.54556,0.63478,-0.84512,?,?,-0.15217,0.080638,-0.032242,0.14178,?
?,?,?,-0.30297,?,?,?,?,?,?,-0.16726,-0.23671,0
?,-0.18688,0.1742,-0.26179,0.56263,-0.32682,?,?,?,?,?,0.21727,?
?,?,?,?,0.91331,?,?,?,?,0.38338,-0.27291,0.060598,1
?,?,?,?,?,?,?,?,?,0.055806,-0.050002,?,?
?,0.34555,-0.19567,0.19613,?,?,?,0.24498,?,1.0,?,?,0
?,?,?,-0.36863,?,?,0.63424,?,?,?,?,?,?
?,?,?,-0.018956,?,?,?,?,?,0.67257,?,?,?
-1.044,?,0.071678,?,?,0.17511,-0.59954,?,0.034449,0.21535,?,0.20977,?
0.1119,?,-0.24805,?,?,?,0.27342,?,?,?,?,0.85593,0
?,0.52067,?,?,?,?,0.18809,-0.079778,?,-1.212,?,-0.25355,?
?,-0.68972,?,?,?,?,?,?,?,?,?,?,1
-0.82742,-0.23351,?,-0.27695,-0.09226,?,?,-0.51125,?,?,?,?,?
0.057557,0.066469,0.50308,?,?,0.0206,0.22145,?,?,-0.053704,?,?,?
?,?,?,?,0.14992,?,-0.12474,0.27887,?,?,-0.0059607,?,?
-0.086402,?,?,?,?,?,?,?,?,?,-0.033471,?,1
-0.32234,0.1822,?,?,?,?,?,0.16143,?,?,-0.051162,?,?
-0.055702,-0.25408,?,-0.20441,?,?,?,?,?,?,?,?,?
?,?,-0.24034,-0.4637,-0.10137,-0.096433,0.0058838,?,-0.024743,-0.17682,0.14438,?,0
?,?,?,0.53838,?,?,?,-0.2183,-0.28671,?,0.080808,?,1
?,?,0.25277,?,?,?,0.55313,?,?,?,?,?,0
?,?,0.7061,?,0.70137,?,?,?,0.26248,0.49233,?,?,?
-0.39085,?,?,-0.027863,-0.48236,0.38834,?,0.17493,?,?,-0.20351,?,?
0.58217,-0.045015,?,-0.012795,?,?,?,0.017011,0.28906,?,-0.43783,?,?
?,?,?,?,?,?,?,0.24519,0.054155,-0.014689,0.046938,?,?
0.11357,-0.051154,?,0.7413,?,0.032429,0.0043078,?,?,?,-0.40977,?,?
-0.39085,0.35579,?,?,-0.48236,?,?,0.17493,?,?,?,-0.34618,?
?,?,-0.19187,?,?,0.042399,?,?,0.28906,?,?,0.16517,?
?,0.010151,?,0.026617,-0.19456,?,?,?,?,?,0.046938,?,?
?,-0.12657,?,?,?,?,?,0.4974,?,-0.40972,?,?,?
?,?,?,0.070148,?,0.21582,0.78517,-0.12819,?,?,?,?,0
?,-0.062034,?,-0.2627,?,?,?,-0.39695,-0.27627,?,?,0.24501,1
?,0.44046,-0.13706,0.17796,-0.62787,?,?,?,?,?,-0.022509,?,?
?,-0.11225,?,?,0.021913,-0.086602,?,?,?,0.12564,-0.090061,?,?
?,-0.35998,?,?,?,-0.32573,?,?,-0.016087,?,?,?,?
?,?,?,?,-0.32192,?,?,?,?,?,0.74126,0.021237,1
-0.2096,?,?,?,-0.47853,?,?,0.047922,-0.40933,?,?,-0.19902,?
?,?,?,?,?,0.39054,?,?,?,0.22667,?,?,?
-0.17167,?,?,?,?,?,-0.098918,0.35445,?,?,?,?,?
?,?,-0.74666,?,?,?,?,?,?,0.39835,?,?,1
?,?,-0.21098,?,-0.056706,?,0.59417,?,-0.14397,-0.21605,0.18223,?,0
?,?,?,?,0.66358,?,?,-0.075233,-0.45825,?,?,?,?
?,?,?,-0.52241,-0.058147,-0.26256,0.041177,?,?,?,-0.20313,?,?
?,0.14378,0.5059,?,?,0.16252,?,?,?,?,0.29728,-0.46885,?
?,?,0.2972,0.18969,?,-0.075452,?,?,-0.38113,?,0.37552,?,0
?,0.73167,?,0.44228,-0.19801,0.75373,?,?,0.82845,0.87067,?,?,0
0.0030444,-0.10676,-0.32792,?,?,-0.18827,?,0.12192,?,?,0.12099,?,1
?,?,?,?,0.096454,?,?,0.19541,1.0,0.2487,-0.16746,-0.85327,?
?,0.0031952,?,?,?,?,-0.26298,0.46411,?,?,1.0,-1.087,1
0.012311,-0.54566,?,?,-0.34907,-0.44197,?,?,-0.34252,-0.018139,?,?,?
?,?,?,1.0,-0.049209,-0.0036126,-0.81967,?,?,?,?,0.84811,?
?,?,0.085749,?,?,?,?,?,-0.11802,?,0.23859,?,?
?,?,-0.098415,-0.26427,0.46769,?,1.0,?,?,?,?,?,1
?,?,-0.21927,?,?,?,0.12115,0.31902,?,-0.023594,?,?,?
?,?,-0.094639,0.12086,-0.44253,?,?,?,0.67528,?,-0.61569,?,?
?,?,?,-0.4793,?,-0.052069,0.31102,?,-0.3026,-0.39181,?,?,0
-0.068616,?,0.34194,?,?,0.018357,-0.26298,?,?,-1.6044,1.0,?,1
?,0.043399,-0.40768,?,-0.30018,?,0.31102,?,-0.3026,?,0.25246,-0.36604,?
-0.63826,0.3773,-0.69633,?,?,0.36149,?,-0.14536,-0.31535,-0.14771,?,?,1
?,0.39541,0.048231,?,?,?,0.18915,?,0.49797,?,?,?,0
?,-0.10456,0.27055,0.42322,0.21375,-0.053184,?,?,?,0.19105,?,-0.10189,1
?,?,0.32438,-0.13544,?,0.080315,0.77345,-0.22166,0.2341,?,-0.22136,?,?
-0.49114,0.14523,-0.26203,?,?,0.2917,-0.51303,?,?,0.090028,-0.053935,?,1
?,?,?,?,0.33797,?,?,-0.17917,?,0.11011,?,?,?
?,-0.084912,?,?,?,?,?,-0.21876,0.50563,0.28007,?,?,1
0.22144,-0.89672,?,-0.7481,?,?,?,?,?,?,-0.60651,1.0,?
?,?,?,0.11319,?,0.52266,?,0.44004,0.20391,?,?,-0.10048,1
?,0.2546,?,?,?,0.2105,-0.53005,?,?,0.020018,?,0.66394,0
0.29877,?,0.032859,-0.89901,?,?,?,?,-0.098148,?,0.24683,?,1
?,-0.52287,0.21541,?,?,-0.49221,?,-0.25811,?,?,?,0.47603,0
0.37913,?,-0.12336,?,?,-0.045824,?,?,?,?,0.17369,?,1
