@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {1.0000000e+000, 2.0000000e+000}


@data

-0.17936,-0.207,-0.20971,-0.09726,?,?,?,0.22317,0.41866,-0.032886,?,-0.33425,1.0000000e+000
?,?,0.24987,-0.073985,0.49494,-0.15633,-0.28891,?,-0.045553,0.050759,-0.017511,?,1.0000000e+000
?,0.51816,0.43281,0.39789,0.043127,0.5632,-0.013246,-0.062833,?,?,?,0.6312,?
?,?,?,?,-0.21974,0.39891,?,0.0771,?,-0.36723,0.36468,?,1.0000000e+000
-0.40628,0.11503,0.073336,0.070066,-0.03092,?,-0.19142,-0.58043,?,?,?,0.18457,1.0000000e+000
0.27804,?,?,0.055255,0.16288,0.17356,0.60732,-0.72565,?,0.33921,?,0.36024,?
-0.02634,?,?,0.54649,0.52144,?,?,-0.65032,0.26911,-0.041832,0.05272,-0.40948,2.0000000e+000
?,0.085019,?,?,?,?,?,-0.33729,-0.252,?,?,-0.52111,1.0000000e+000
0.96405,?,-0.86876,-0.76013,-0.78482,-0.21668,?,?,0.094435,0.14669,-0.12851,?,1.0000000e+000
?,0.33239,-0.59413,-0.76517,-0.65296,?,?,0.45269,?,?,0.10376,?,?
0.12099,?,0.23769,0.01501,0.24272,0.060151,?,-0.13711,?,?,-0.0028463,?,2.0000000e+000
?,0.4653,?,0.88999,?,?,?,?,-0.47858,-0.4528,0.39988,?,1.0000000e+000
?,?,0.56279,?,?,-0.014788,?,?,?,-0.48214,?,-0.28092,?
?,?,0.40465,0.29754,?,0.29286,-0.41675,?,-0.027265,-0.066083,?,-0.026652,?
-0.17797,?,-0.22153,?,?,?,-0.35746,?,?,-0.42951,?,-0.19363,?
?,?,?,-1.015,0.32723,?,?,?,?,?,0.048632,-0.35564,?
0.53967,?,0.13401,?,?,?,0.37774,-0.26206,?,?,?,?,?
?,?,?,?,?,?,?,0.049601,0.68567,0.40031,-0.35724,-0.2629,1.0000000e+000
-0.12807,?,?,?,?,0.17115,?,?,0.23421,?,?,-0.0043452,2.0000000e+000
?,?,?,0.070895,?,?,?,?,?,?,?,-0.13273,?
0.57396,?,?,?,?,-0.28874,?,0.048731,0.86226,0.39239,?,-0.39441,?
0.60045,-0.086765,?,?,?,-0.22468,?,0.10743,0.53764,-0.099066,?,-0.41394,1.0000000e+000
?,-0.89625,?,-0.44328,0.65821,-0.76347,?,?,?,0.18133,?,0.016397,?
?,?,?,-0.14796,?,?,-0.29948,?,?,?,-0.58735,?,?
0.35555,0.12036,0.035551,?,?,?,?,0.3632,?,0.34375,?,?,?
0.37767,?,-0.14337,?,0.16217,-0.34524,?,?,0.75394,?,?,-0.33097,?
?,?,0.0035105,-0.18136,?,?,-0.52377,-0.64549,?,?,?,?,?
?,?,?,?,?,?,-0.49773,?,?,?,0.28735,-0.07464,?
?,-0.0048935,?,?,?,?,?,?,?,?,?,-0.042001,?
?,0.47128,-0.28672,?,-0.80815,0.55047,-0.19517,?,?,0.13174,?,?,?
?,?,0.1981,2.33E-4,?,?,?,?,-0.23566,0.27702,?,0.45626,?
?,0.065829,-0.010893,?,-0.27017,?,?,?,?,?,0.27336,?,1.0000000e+000
0.020291,?,?,?,?,?,0.11399,0.038331,?,?,?,-0.26642,?
?,?,-0.34092,?,-0.49273,?,-0.018609,?,-0.05668,0.14189,?,0.19212,?
