@relation dataset

@attribute x real
@attribute y real
@attribute month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute day {0, 1, 2, 3, 4, 5, 6}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

?,5.0,7,?,86.2,?,?,5.1,?,51.0,6.7,?,?
?,4.0,10,5,?,?,?,?,18.0,33.0,?,?,?
?,?,?,?,90.6,43.7,686.9,6.7,14.6,33.0,?,?,0.0
8.0,?,7,0,91.7,33.3,77.5,?,8.3,?,?,0.2,0.0
8.0,6.0,7,3,?,51.3,?,9.6,?,99.0,?,0.0,?
8.0,6.0,?,3,?,?,?,14.7,?,?,?,?,0.0
8.0,6.0,?,?,92.3,88.9,?,?,24.1,?,3.1,0.0,?
?,6.0,?,1,?,145.4,608.2,10.7,8.0,86.0,2.2,0.0,0.0
8.0,6.0,?,5,91.0,129.5,?,7.0,?,63.0,?,?,?
7.0,?,?,2,92.5,88.0,698.6,?,?,40.0,4.0,0.0,0.0
?,5.0,11,2,92.5,88.0,698.6,?,17.8,?,?,0.0,0.0
7.0,5.0,11,?,92.8,73.2,?,22.6,19.3,?,?,?,0.0
6.0,5.0,1,?,63.5,?,665.3,?,17.0,72.0,?,?,0.0
6.0,?,11,?,?,?,?,7.0,21.3,?,?,0.0,?
?,5.0,?,6,92.9,?,?,9.2,?,21.0,4.5,?,0.0
?,?,?,0,?,?,?,?,?,?,5.4,0.0,0.0
5.0,?,?,?,91.7,35.8,?,?,?,?,?,0.0,0.0
?,?,10,1,?,32.8,?,3.0,?,?,?,?,0.0
?,?,?,?,89.2,?,70.8,6.3,15.9,?,?,?,?
6.0,?,?,2,86.3,?,?,5.1,?,?,4.5,?,0.0
?,4.0,?,?,?,?,692.6,7.0,?,?,?,0.0,0.0
?,?,11,?,?,?,724.3,?,?,?,2.7,?,0.0
7.0,4.0,6,3,?,96.3,200.0,?,21.0,?,?,?,?
?,4.0,1,?,90.2,110.9,?,?,?,?,?,0.0,0.0
7.0,?,?,2,?,139.4,?,20.3,23.7,32.0,5.8,0.0,0.0
?,?,?,3,?,?,?,10.6,16.3,?,5.4,0.0,0.0
?,4.0,11,0,92.4,117.9,668.0,12.2,19.0,?,5.8,0.0,?
?,?,11,?,?,?,?,?,?,48.0,1.3,0.0,?
?,3.0,?,2,?,145.4,?,?,?,24.0,2.7,?,?
?,3.0,11,?,93.5,?,?,8.1,?,?,3.6,?,?
?,3.0,?,?,?,?,692.3,15.9,25.4,?,?,?,0.0
?,?,?,?,?,?,?,?,?,?,7.6,0.0,0.0
?,3.0,11,?,?,?,?,?,?,37.0,1.8,?,0.0
6.0,3.0,11,3,?,?,718.3,?,?,?,3.6,?,?
?,?,?,1,91.8,?,?,9.2,?,?,?,?,0.0
?,3.0,?,5,?,?,?,?,18.2,62.0,?,0.0,?
?,?,10,?,?,35.4,?,6.7,?,?,?,0.0,0.0
?,4.0,10,0,?,?,682.6,?,11.3,60.0,?,?,0.0
?,3.0,?,?,90.6,?,?,?,17.8,?,?,?,0.0
4.0,?,?,5,?,25.7,67.6,?,14.1,?,?,?,?
4.0,4.0,5,5,?,60.6,?,?,?,37.0,?,0.0,?
?,?,?,2,90.2,?,624.2,?,18.4,?,6.7,?,0.0
?,4.0,1,?,?,108.3,?,17.0,?,54.0,?,?,?
?,4.0,11,?,?,?,?,?,19.6,?,?,?,0.0
4.0,?,11,6,90.1,?,?,?,?,?,4.9,?,?
?,6.0,?,6,94.3,85.1,692.3,15.9,?,?,?,0.0,0.0
?,6.0,?,?,?,?,?,7.0,?,70.0,?,?,?
?,6.0,?,?,?,62.3,442.9,11.0,?,36.0,3.1,?,?
?,?,7,1,?,23.9,?,?,11.8,35.0,?,0.0,?
?,4.0,?,?,87.6,?,?,?,11.0,?,5.8,?,?
?,?,11,4,?,?,706.4,?,20.8,?,?,0.0,0.0
?,?,1,?,90.2,?,?,6.3,21.5,?,2.2,0.0,?
4.0,?,1,?,92.1,111.2,654.1,9.6,20.4,?,?,?,?
?,3.0,1,?,?,?,?,?,?,?,?,0.0,?
4.0,?,?,4,?,?,661.3,?,17.6,45.0,?,?,0.0
4.0,?,?,?,?,?,706.4,?,?,?,2.2,?,?
?,?,?,?,?,80.7,730.2,?,17.8,63.0,4.9,?,?
?,3.0,10,3,?,46.5,?,8.8,?,?,?,0.0,?
2.0,?,?,?,84.0,?,?,?,?,?,?,0.0,0.0
2.0,?,?,0,?,13.2,?,?,?,?,?,?,0.0
2.0,?,?,3,?,?,?,?,11.5,?,?,0.0,0.0
?,?,?,?,89.3,?,102.2,?,5.5,59.0,?,?,?
?,?,?,?,?,75.3,466.6,7.7,18.8,35.0,?,0.0,0.0
?,2.0,?,3,90.2,99.6,?,?,20.8,33.0,?,0.0,0.0
?,?,?,?,?,103.2,?,?,?,?,?,?,?
2.0,?,?,?,91.7,?,?,6.3,18.6,44.0,?,0.0,0.0
?,2.0,11,?,?,117.9,668.0,?,?,37.0,?,0.0,?
?,?,?,?,92.4,?,?,?,?,?,?,?,?
2.0,?,?,?,92.4,117.9,?,12.2,19.6,?,6.3,0.0,0.0
?,5.0,?,0,91.7,?,?,?,?,?,?,0.0,0.0
?,?,?,0,?,48.3,?,12.5,?,27.0,?,?,0.0
?,?,?,?,94.3,?,692.3,?,?,?,3.6,0.0,?
5.0,4.0,?,0,?,33.3,77.5,9.0,15.6,?,?,0.0,?
?,?,1,?,88.8,?,?,?,?,?,4.5,0.0,0.0
?,4.0,?,?,93.3,?,?,13.9,?,?,?,?,?
?,?,3,4,?,6.8,?,7.7,6.7,?,?,?,?
?,?,3,?,86.6,13.2,43.0,?,15.7,?,3.1,?,?
?,3.0,?,?,?,?,?,5.0,?,?,?,0.0,?
1.0,?,?,?,?,?,?,12.5,14.7,?,2.7,?,0.0
1.0,2.0,1,5,?,?,561.6,?,21.6,?,6.7,0.0,?
?,?,?,?,91.4,142.4,?,10.6,?,?,?,0.0,?
1.0,2.0,?,?,?,99.6,?,?,17.9,?,?,?,0.0
?,2.0,?,?,?,?,647.1,17.0,18.6,51.0,4.5,0.0,0.0
1.0,2.0,1,?,?,?,654.1,9.6,?,?,?,0.0,0.0
1.0,2.0,?,4,91.7,114.3,?,6.3,20.2,?,3.6,0.0,0.0
1.0,?,?,4,?,137.0,706.4,9.2,21.5,?,?,?,?
?,?,11,?,92.9,?,706.4,?,?,27.0,?,0.0,?
1.0,?,?,4,?,?,?,?,?,?,?,0.0,?
?,?,?,?,93.5,?,?,8.1,?,?,?,?,0.0
?,?,?,?,?,?,80.8,?,17.4,?,4.9,0.0,?
6.0,5.0,?,2,?,?,624.2,?,?,?,5.8,0.0,?
?,?,?,?,?,?,80.8,?,17.4,24.0,5.4,?,0.0
?,6.0,?,?,?,?,?,?,?,32.0,?,0.0,?
?,6.0,?,3,?,?,?,10.6,18.2,43.0,?,0.0,?
?,?,?,1,?,?,638.8,5.8,?,22.0,?,?,?
?,4.0,11,3,?,90.0,?,?,17.8,?,1.3,?,?
?,4.0,3,?,83.9,?,?,2.6,12.7,?,?,?,?
3.0,?,7,?,69.0,?,15.5,0.7,17.4,24.0,?,?,?
?,4.0,?,?,?,?,?,?,?,?,?,0.0,?
3.0,4.0,?,3,?,?,601.4,?,19.8,?,?,0.0,0.0
?,?,?,?,?,142.4,?,?,?,39.0,5.4,0.0,?
3.0,?,1,?,88.8,?,614.5,?,?,?,?,0.0,0.0
2.0,?,?,?,?,108.3,647.1,?,?,?,?,0.0,0.0
?,?,?,?,92.5,?,674.4,?,24.1,?,4.5,0.0,?
?,4.0,4,2,82.1,?,?,2.9,?,78.0,?,?,0.0
?,5.0,?,?,?,?,?,?,?,?,?,?,0.0
4.0,5.0,7,4,91.4,?,?,?,?,29.0,?,?,?
4.0,5.0,?,?,?,99.6,?,?,?,?,?,0.0,?
4.0,?,11,2,?,88.0,698.6,7.1,20.3,45.0,3.1,?,?
?,5.0,?,?,88.6,91.8,709.9,?,?,?,?,?,?
4.0,4.0,?,0,?,?,?,2.8,13.7,?,?,?,?
3.0,?,7,?,91.7,?,?,9.0,?,?,4.5,?,?
?,?,?,?,?,?,?,4.8,22.8,39.0,?,?,0.0
?,4.0,11,1,?,?,724.3,?,?,35.0,?,?,?
3.0,4.0,?,5,88.1,?,?,?,?,?,?,?,?
?,?,7,?,?,?,?,3.8,?,?,?,0.0,?
3.0,?,7,?,91.7,35.8,80.8,?,11.6,?,?,?,?
?,4.0,?,?,91.7,35.8,80.8,?,?,?,?,?,?
?,?,?,?,90.1,39.7,86.6,?,10.6,?,?,0.0,0.0
?,?,?,?,?,?,466.6,?,?,?,3.1,0.0,0.0
?,4.0,?,1,91.5,?,?,?,10.3,?,?,?,0.0
?,?,?,?,91.5,145.4,608.2,?,?,43.0,?,?,?
3.0,?,?,3,?,124.1,?,?,22.5,?,?,?,0.0
?,?,?,5,?,73.4,?,?,17.9,?,3.1,?,0.0
?,4.0,?,0,?,85.1,692.3,?,19.8,?,5.4,0.0,?
?,?,10,?,?,?,?,?,20.6,24.0,5.4,?,0.0
?,?,7,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,3.1,?,?
?,5.0,?,?,91.4,?,?,?,15.9,?,3.6,?,0.0
?,5.0,?,?,?,?,691.8,8.8,?,35.0,0.9,0.0,?
4.0,?,?,2,?,21.5,87.2,?,15.4,?,2.7,?,?
?,?,?,?,87.2,?,?,?,?,?,?,0.0,?
?,?,?,?,?,?,102.2,?,10.6,?,?,?,0.0
?,6.0,11,4,?,80.9,?,17.9,17.6,42.0,3.1,?,?
?,?,?,?,?,25.7,?,3.8,14.9,38.0,?,?,0.0
3.0,5.0,?,?,?,?,594.2,20.3,?,52.0,5.8,?,?
3.0,?,?,3,92.4,?,?,?,17.2,?,?,?,0.0
?,6.0,11,?,90.9,126.5,686.5,?,?,66.0,3.1,?,?
?,?,?,5,85.8,?,313.4,?,?,42.0,?,?,?
1.0,4.0,11,?,?,129.5,?,?,?,38.0,?,?,?
2.0,5.0,?,?,?,126.5,686.5,?,?,?,1.8,0.0,?
?,2.0,?,?,95.5,?,?,?,23.3,?,?,0.0,?
?,?,1,?,90.1,108.0,?,12.5,21.2,?,8.9,?,0.61
?,2.0,5,2,?,?,?,8.7,?,53.0,5.4,?,0.71
?,?,?,?,95.5,?,513.3,?,?,?,?,?,?
6.0,?,1,?,?,131.7,?,?,?,?,4.0,?,?
?,4.0,7,1,?,39.7,?,6.2,?,?,?,0.0,0.95
8.0,?,11,5,?,?,671.9,?,24.2,28.0,?,?,?
?,?,?,?,?,108.3,?,17.0,?,43.0,?,?,?
?,6.0,11,?,93.7,80.9,?,?,23.7,?,4.5,?,1.12
6.0,5.0,?,?,?,?,?,?,?,?,?,0.0,1.19
?,?,?,?,90.1,?,355.2,?,?,29.0,?,?,?
?,4.0,?,2,?,51.2,424.1,6.2,24.6,?,1.8,0.0,?
?,?,?,?,?,?,?,15.9,20.1,47.0,?,0.0,1.46
?,?,?,?,93.4,?,721.4,8.1,29.6,27.0,?,0.0,?
?,4.0,1,?,?,?,647.1,?,?,?,?,?,1.56
2.0,4.0,?,?,93.4,?,?,8.1,?,27.0,?,?,?
?,?,?,6,92.1,?,654.1,9.6,18.4,?,?,0.0,1.63
?,?,?,?,92.1,111.2,654.1,9.6,20.5,?,?,?,1.64
7.0,4.0,11,?,92.4,117.9,?,?,?,34.0,?,?,1.69
