@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,?,?,2,small,low,unacc
vhigh,?,2,?,small,med,?
vhigh,?,?,2,?,high,?
vhigh,vhigh,?,?,?,low,unacc
vhigh,vhigh,2,2,?,med,unacc
?,vhigh,2,?,?,high,unacc
?,vhigh,2,2,?,?,unacc
?,?,2,?,?,med,?
vhigh,?,2,?,?,high,?
vhigh,?,2,?,small,low,?
vhigh,vhigh,2,4,?,med,?
vhigh,vhigh,2,?,small,high,unacc
?,vhigh,?,?,med,?,?
vhigh,?,?,?,?,?,unacc
?,?,?,?,?,high,unacc
vhigh,vhigh,2,4,big,low,?
?,?,2,4,big,?,?
?,?,?,4,big,high,?
?,?,?,?,?,low,unacc
?,vhigh,2,more,?,?,unacc
?,vhigh,2,more,small,high,?
vhigh,?,2,?,med,low,?
?,vhigh,?,?,?,med,?
?,vhigh,?,?,med,?,unacc
?,vhigh,2,more,big,?,?
vhigh,vhigh,2,more,?,?,?
vhigh,vhigh,2,more,big,?,unacc
?,vhigh,3,2,?,low,?
?,vhigh,?,2,small,med,unacc
?,vhigh,?,2,?,high,?
vhigh,?,?,?,?,?,?
?,vhigh,3,2,med,?,unacc
vhigh,?,3,2,med,high,?
?,vhigh,3,?,big,?,?
?,vhigh,3,?,?,med,unacc
vhigh,vhigh,3,2,?,?,?
?,?,3,4,?,low,unacc
?,vhigh,?,4,small,med,unacc
vhigh,?,?,?,?,high,unacc
vhigh,?,3,4,med,?,?
vhigh,?,?,4,?,?,?
vhigh,vhigh,?,4,med,high,?
vhigh,?,3,4,big,?,unacc
?,vhigh,?,?,big,med,?
?,vhigh,3,?,?,?,?
?,?,3,more,small,low,?
?,vhigh,3,?,small,?,unacc
?,vhigh,3,more,?,high,?
?,?,?,?,med,low,unacc
?,?,3,?,med,med,unacc
vhigh,vhigh,3,?,?,?,?
?,vhigh,3,more,big,?,unacc
?,vhigh,3,more,?,med,?
vhigh,?,3,?,big,high,unacc
vhigh,?,4,?,?,low,unacc
vhigh,vhigh,?,?,?,med,unacc
?,?,?,?,?,?,?
vhigh,?,4,?,med,?,?
vhigh,?,?,?,med,med,unacc
?,vhigh,4,2,?,?,?
?,?,4,2,?,?,?
vhigh,vhigh,4,2,?,med,?
vhigh,?,?,2,big,high,unacc
?,vhigh,?,?,small,low,unacc
vhigh,vhigh,?,4,?,med,?
?,?,?,?,small,high,unacc
?,vhigh,?,?,?,?,?
vhigh,vhigh,?,?,med,med,unacc
vhigh,?,?,?,?,?,?
vhigh,vhigh,4,4,?,?,unacc
vhigh,vhigh,4,4,big,?,unacc
vhigh,vhigh,?,?,?,?,?
vhigh,?,4,?,?,low,unacc
vhigh,?,?,more,?,?,unacc
vhigh,vhigh,?,?,small,?,unacc
?,vhigh,4,more,?,?,unacc
