@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,?,2,2,small,low,?
vhigh,vhigh,?,2,small,med,unacc
?,vhigh,?,2,small,?,unacc
?,?,2,?,?,low,unacc
vhigh,vhigh,?,2,?,?,?
vhigh,?,2,2,med,?,unacc
vhigh,?,?,2,big,?,unacc
?,vhigh,?,?,?,?,?
vhigh,?,?,2,big,high,?
vhigh,?,2,?,?,low,unacc
?,?,?,?,?,med,?
?,?,?,4,?,?,?
?,vhigh,?,?,?,?,unacc
vhigh,vhigh,2,?,?,?,?
vhigh,vhigh,2,4,med,?,?
vhigh,vhigh,?,?,big,low,unacc
?,?,2,4,?,med,unacc
vhigh,vhigh,?,4,?,?,unacc
vhigh,vhigh,?,?,?,?,unacc
?,?,2,more,small,?,?
vhigh,vhigh,2,more,small,high,unacc
vhigh,?,?,more,?,?,?
?,?,?,more,med,?,unacc
vhigh,?,?,more,med,?,?
vhigh,vhigh,2,?,big,low,?
?,vhigh,2,more,big,med,?
?,vhigh,2,?,big,high,unacc
?,?,?,2,small,low,?
vhigh,vhigh,?,?,small,?,unacc
?,?,?,?,small,?,?
vhigh,?,3,?,med,low,?
vhigh,vhigh,?,2,med,med,?
?,?,?,?,med,high,unacc
vhigh,vhigh,3,2,?,?,unacc
?,?,?,2,big,?,unacc
vhigh,vhigh,3,?,big,high,?
vhigh,vhigh,?,?,small,low,?
vhigh,?,3,4,?,med,unacc
?,vhigh,?,4,?,?,?
?,vhigh,3,?,?,low,?
?,?,?,4,?,?,unacc
vhigh,?,?,?,med,?,unacc
vhigh,?,3,?,big,?,unacc
?,?,3,4,?,?,unacc
?,vhigh,3,?,big,high,unacc
vhigh,vhigh,?,?,?,low,?
vhigh,vhigh,?,more,?,?,unacc
vhigh,?,?,?,?,?,?
?,vhigh,3,more,?,?,unacc
vhigh,?,?,more,?,med,?
vhigh,vhigh,3,?,?,?,unacc
?,?,3,more,?,?,unacc
vhigh,?,?,more,?,?,?
vhigh,?,?,more,big,?,?
?,?,?,2,small,low,unacc
vhigh,?,?,2,small,med,unacc
?,?,4,?,small,high,?
vhigh,vhigh,?,?,med,?,?
vhigh,?,4,?,med,?,?
vhigh,?,?,2,?,high,unacc
?,?,4,?,?,?,unacc
vhigh,vhigh,?,?,?,med,unacc
vhigh,?,4,?,big,high,?
?,vhigh,?,?,small,?,unacc
vhigh,vhigh,4,?,small,med,?
?,vhigh,?,4,?,high,unacc
?,?,4,?,?,low,unacc
vhigh,vhigh,?,?,?,?,?
vhigh,?,?,4,?,?,unacc
vhigh,vhigh,?,4,?,?,unacc
?,?,?,?,?,?,?
vhigh,vhigh,?,4,?,?,?
vhigh,vhigh,?,?,small,?,?
?,vhigh,?,more,?,med,unacc
vhigh,?,?,?,small,?,?
?,?,4,?,med,?,?
vhigh,vhigh,?,?,med,med,?
