@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

?,vhigh,2,2,small,low,unacc
?,?,?,?,small,?,unacc
?,vhigh,?,?,?,?,unacc
?,vhigh,2,?,?,low,unacc
?,vhigh,2,2,?,med,unacc
vhigh,vhigh,2,2,?,?,?
?,?,2,2,?,low,unacc
?,?,2,2,?,med,unacc
vhigh,?,?,2,?,?,?
?,?,2,?,small,low,unacc
vhigh,?,?,?,small,?,?
vhigh,vhigh,?,?,small,?,unacc
?,vhigh,?,?,med,?,?
vhigh,vhigh,2,4,med,med,unacc
?,vhigh,2,4,?,?,unacc
vhigh,vhigh,2,?,?,low,unacc
?,vhigh,2,4,big,med,unacc
?,?,?,?,?,?,unacc
vhigh,vhigh,?,more,?,low,?
?,?,2,more,?,?,?
vhigh,?,?,?,?,high,unacc
vhigh,?,?,more,med,low,unacc
?,vhigh,2,more,med,?,unacc
?,?,2,?,med,high,?
vhigh,?,2,more,?,?,?
?,vhigh,?,?,?,med,?
?,vhigh,?,?,?,?,?
?,vhigh,3,2,small,?,unacc
?,vhigh,?,?,?,med,?
?,?,?,?,small,high,unacc
vhigh,vhigh,3,?,?,low,?
vhigh,vhigh,?,?,?,?,unacc
?,?,3,?,med,?,?
vhigh,vhigh,?,2,?,low,?
?,vhigh,3,?,?,?,?
?,vhigh,3,2,?,?,?
vhigh,?,?,?,?,low,unacc
vhigh,vhigh,3,?,small,?,unacc
?,vhigh,3,?,?,?,unacc
vhigh,?,?,4,med,?,unacc
vhigh,?,?,4,?,?,?
vhigh,?,?,?,med,?,?
vhigh,?,?,4,?,low,?
vhigh,vhigh,3,4,?,med,unacc
vhigh,?,?,4,big,?,unacc
vhigh,vhigh,3,?,?,?,?
?,?,?,?,?,?,unacc
vhigh,?,?,?,small,high,unacc
?,?,3,more,?,?,?
?,?,3,more,?,med,?
vhigh,?,3,more,med,high,?
vhigh,?,?,?,?,?,?
vhigh,?,3,?,big,med,?
?,vhigh,?,?,?,high,unacc
vhigh,?,4,?,small,?,unacc
?,?,?,?,small,med,?
vhigh,vhigh,4,?,?,high,?
?,vhigh,4,?,?,?,?
?,vhigh,?,2,?,med,?
vhigh,?,4,2,?,?,unacc
vhigh,?,?,?,big,low,unacc
vhigh,vhigh,4,?,big,med,unacc
?,?,4,?,?,high,?
vhigh,?,?,4,small,low,unacc
vhigh,?,4,?,small,?,unacc
vhigh,vhigh,4,?,small,?,?
vhigh,?,?,4,med,low,unacc
vhigh,vhigh,?,4,med,?,?
?,?,4,4,med,?,unacc
?,?,?,?,big,?,?
vhigh,?,4,?,?,med,?
vhigh,vhigh,4,?,?,high,?
vhigh,?,4,more,small,low,unacc
?,?,4,?,small,med,?
?,vhigh,?,more,small,high,?
?,vhigh,?,?,med,?,unacc
?,vhigh,4,?,med,med,unacc
?,?,?,more,?,?,unacc
?,?,?,more,big,low,?
?,vhigh,4,more,?,?,unacc
?,vhigh,?,more,big,?,?
vhigh,?,5more,2,?,low,unacc
?,vhigh,?,2,small,?,unacc
