@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

?,vhigh,?,?,?,low,?
?,?,?,2,small,?,?
vhigh,vhigh,2,2,small,high,unacc
vhigh,?,?,?,med,?,unacc
vhigh,?,?,2,?,?,unacc
?,vhigh,2,2,med,high,unacc
vhigh,vhigh,?,?,big,?,unacc
?,vhigh,?,?,big,med,unacc
vhigh,vhigh,?,?,?,high,?
vhigh,vhigh,2,4,?,low,?
vhigh,vhigh,?,4,small,med,unacc
vhigh,vhigh,?,4,?,high,unacc
?,?,?,?,med,?,?
?,?,?,?,med,?,unacc
vhigh,?,2,?,med,high,unacc
?,?,2,?,big,?,unacc
?,?,2,4,?,med,unacc
?,vhigh,2,4,?,high,?
?,?,?,?,small,?,unacc
?,vhigh,?,more,?,med,?
?,?,2,more,?,?,?
?,vhigh,2,?,med,?,?
?,vhigh,?,?,?,med,?
vhigh,vhigh,?,more,med,?,unacc
?,vhigh,?,more,big,low,unacc
?,?,?,more,big,med,unacc
vhigh,vhigh,2,?,big,high,unacc
?,?,3,?,small,low,unacc
vhigh,vhigh,?,?,small,med,unacc
?,?,3,?,small,high,?
vhigh,vhigh,?,?,med,?,?
?,?,?,?,med,?,?
?,?,3,2,?,high,unacc
?,?,?,?,?,low,unacc
vhigh,?,3,?,big,med,unacc
?,?,3,2,?,high,unacc
vhigh,vhigh,3,?,?,?,unacc
?,?,3,?,?,med,unacc
vhigh,vhigh,?,?,small,high,unacc
?,vhigh,3,?,?,?,?
vhigh,?,3,?,med,med,unacc
?,vhigh,3,?,?,high,?
?,?,?,4,big,?,?
?,vhigh,?,4,?,med,?
?,?,?,4,?,high,?
vhigh,?,3,?,?,?,unacc
?,?,3,more,small,?,?
?,vhigh,3,more,?,?,unacc
vhigh,vhigh,3,more,?,low,?
vhigh,?,?,?,?,med,unacc
?,vhigh,?,?,med,high,unacc
?,?,?,more,big,low,?
?,?,3,more,big,?,unacc
?,?,?,more,?,?,unacc
?,vhigh,?,2,small,low,?
vhigh,vhigh,?,?,?,med,unacc
vhigh,vhigh,?,?,?,?,?
?,?,?,?,?,?,unacc
?,vhigh,?,2,?,?,?
?,vhigh,?,?,med,?,?
vhigh,vhigh,4,2,big,?,unacc
?,?,4,?,big,med,?
?,vhigh,?,2,?,high,?
?,vhigh,?,4,?,low,unacc
vhigh,?,?,?,?,?,?
?,?,?,4,?,high,unacc
?,?,4,?,?,low,?
?,?,4,4,?,?,?
?,vhigh,?,4,?,high,?
?,?,?,4,?,?,unacc
?,?,4,?,big,med,unacc
vhigh,vhigh,4,?,?,high,unacc
?,vhigh,?,?,?,?,?
vhigh,vhigh,4,?,small,med,unacc
?,vhigh,4,?,small,high,unacc
vhigh,vhigh,?,?,med,?,unacc
?,?,?,more,?,?,?
vhigh,vhigh,4,?,med,?,unacc
vhigh,?,?,?,?,low,unacc
vhigh,vhigh,?,more,?,?,unacc
?,?,?,?,?,?,?
?,vhigh,?,2,small,?,?
?,?,?,?,small,med,?
vhigh,vhigh,?,?,?,high,?
vhigh,?,5more,?,med,low,unacc
?,vhigh,5more,2,?,?,?
vhigh,vhigh,?,?,med,high,unacc
?,vhigh,?,?,big,low,unacc
?,vhigh,?,2,?,med,?
vhigh,vhigh,?,2,big,high,unacc
?,vhigh,5more,4,?,low,?
?,?,5more,?,?,?,?
vhigh,vhigh,?,4,small,high,unacc
?,vhigh,?,4,?,?,unacc
vhigh,?,?,?,med,med,?
vhigh,?,5more,4,med,?,?
?,?,?,?,big,?,unacc
?,?,5more,?,?,?,?
vhigh,vhigh,?,4,?,?,?
?,vhigh,5more,more,small,?,unacc
