@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,?,small,low,unacc
vhigh,?,?,2,small,?,?
?,vhigh,?,2,small,high,unacc
vhigh,?,2,?,med,low,?
?,vhigh,2,?,med,med,?
?,vhigh,2,?,med,high,?
?,vhigh,?,2,big,low,?
vhigh,vhigh,2,2,big,?,unacc
vhigh,vhigh,2,?,big,?,unacc
vhigh,vhigh,?,4,?,?,unacc
vhigh,?,2,4,small,med,unacc
vhigh,vhigh,2,4,small,?,unacc
vhigh,?,2,?,?,?,?
vhigh,?,2,?,?,?,?
?,?,2,?,?,?,unacc
vhigh,?,?,4,big,low,unacc
vhigh,?,?,?,?,?,?
vhigh,vhigh,2,?,big,high,?
vhigh,?,?,?,?,low,?
?,?,2,?,small,?,unacc
?,vhigh,2,?,?,?,?
?,vhigh,2,more,?,low,?
vhigh,?,2,more,med,?,?
vhigh,?,?,?,?,high,unacc
?,vhigh,?,?,?,?,?
vhigh,?,?,more,big,?,?
?,vhigh,2,more,?,high,?
?,vhigh,3,?,?,?,unacc
vhigh,?,?,?,?,?,unacc
vhigh,?,?,?,small,high,?
?,vhigh,?,?,med,low,unacc
vhigh,vhigh,3,2,?,med,unacc
?,vhigh,3,?,med,?,unacc
?,?,3,?,big,?,unacc
vhigh,?,?,?,?,med,?
vhigh,vhigh,3,2,big,high,?
?,vhigh,3,4,?,?,?
?,vhigh,?,?,small,?,?
?,?,3,?,small,?,?
vhigh,?,3,?,med,low,unacc
?,vhigh,?,?,med,?,?
?,vhigh,3,?,?,?,?
vhigh,?,3,4,big,?,unacc
?,?,?,?,?,?,unacc
?,vhigh,?,?,?,high,unacc
vhigh,?,3,more,?,low,unacc
?,?,3,more,small,?,?
?,?,?,?,small,?,?
?,?,3,?,?,?,unacc
vhigh,vhigh,?,?,?,?,?
vhigh,vhigh,?,?,med,?,?
vhigh,?,?,?,?,low,unacc
vhigh,?,?,?,?,?,unacc
vhigh,?,?,?,big,?,unacc
?,?,4,2,?,?,unacc
vhigh,?,4,?,?,med,?
?,vhigh,?,?,?,high,?
?,?,4,?,?,low,?
?,vhigh,4,?,?,med,unacc
?,vhigh,4,2,?,?,unacc
vhigh,?,4,2,?,?,unacc
?,?,4,?,?,?,?
?,vhigh,?,?,big,?,?
?,vhigh,?,4,small,?,unacc
vhigh,vhigh,4,4,?,med,unacc
vhigh,vhigh,4,4,?,?,unacc
?,?,?,?,?,?,unacc
?,?,4,?,?,med,unacc
vhigh,vhigh,4,4,med,?,?
vhigh,?,4,4,big,?,unacc
vhigh,vhigh,4,4,big,?,?
?,vhigh,4,4,?,?,unacc
?,vhigh,4,more,small,?,?
?,vhigh,?,more,?,?,?
?,vhigh,4,more,small,?,?
vhigh,vhigh,?,?,med,?,unacc
vhigh,?,?,more,med,?,?
?,vhigh,?,?,med,?,unacc
?,vhigh,?,?,big,?,?
?,?,4,?,?,med,unacc
?,vhigh,?,more,big,?,unacc
?,?,?,?,?,low,unacc
vhigh,?,?,2,?,?,?
?,?,5more,?,?,?,?
?,vhigh,5more,2,?,?,unacc
vhigh,vhigh,5more,2,med,med,unacc
?,?,?,?,med,high,unacc
vhigh,vhigh,?,2,big,?,?
vhigh,vhigh,?,2,?,med,unacc
?,vhigh,5more,2,big,high,?
?,?,5more,4,small,?,?
?,?,5more,4,small,med,?
vhigh,vhigh,?,4,?,high,unacc
vhigh,?,?,?,med,low,unacc
vhigh,?,?,?,?,med,?
vhigh,?,?,?,?,high,?
vhigh,?,5more,4,big,low,?
vhigh,vhigh,5more,4,?,?,unacc
?,vhigh,5more,?,?,high,unacc
?,?,5more,more,?,?,unacc
?,?,5more,more,?,med,unacc
?,vhigh,?,?,small,?,?
vhigh,vhigh,5more,more,med,?,?
vhigh,?,?,?,?,med,?
vhigh,?,5more,more,med,?,unacc
?,?,?,?,big,low,unacc
vhigh,?,?,more,?,med,unacc
?,vhigh,?,?,big,high,unacc
?,high,?,2,small,low,unacc
?,high,2,?,small,?,?
vhigh,?,?,2,?,high,?
vhigh,?,?,2,med,?,?
vhigh,high,2,?,med,med,?
?,?,?,2,med,?,?
?,?,?,?,big,?,unacc
?,high,?,?,?,?,?
vhigh,?,2,2,?,?,?
vhigh,?,2,4,?,low,unacc
vhigh,high,?,?,small,?,?
?,?,?,?,?,?,?
vhigh,?,2,?,?,low,unacc
