@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,2,?,?,unacc
?,?,2,2,small,med,unacc
vhigh,?,?,?,?,?,unacc
?,?,2,?,?,?,?
vhigh,vhigh,2,2,?,?,unacc
vhigh,vhigh,2,2,med,?,?
?,vhigh,2,2,big,low,?
?,vhigh,2,?,big,?,?
vhigh,vhigh,2,?,?,high,unacc
vhigh,?,?,?,small,?,?
vhigh,vhigh,2,?,small,?,unacc
vhigh,?,?,4,?,high,?
vhigh,?,?,4,?,low,unacc
vhigh,?,?,?,?,med,unacc
vhigh,?,2,4,?,?,unacc
?,vhigh,2,4,big,?,unacc
?,vhigh,2,?,big,?,unacc
vhigh,?,2,4,?,high,?
?,?,?,?,small,low,unacc
vhigh,vhigh,2,?,small,med,?
vhigh,vhigh,2,?,small,?,unacc
?,vhigh,?,?,med,?,unacc
?,?,?,more,?,?,?
vhigh,?,?,?,med,high,?
vhigh,vhigh,2,more,?,low,unacc
vhigh,vhigh,?,?,big,?,unacc
?,vhigh,?,?,big,?,unacc
?,vhigh,?,?,small,?,unacc
?,?,?,?,?,?,?
vhigh,vhigh,3,2,small,?,unacc
?,?,3,?,?,?,?
vhigh,vhigh,3,?,?,med,?
vhigh,?,?,?,med,high,?
?,?,3,?,?,?,unacc
?,vhigh,3,2,big,med,?
?,?,?,2,big,?,?
?,?,?,?,small,low,?
?,vhigh,3,4,small,?,unacc
vhigh,?,?,?,small,?,?
vhigh,?,?,4,med,low,?
?,?,?,4,med,med,unacc
?,?,3,?,?,?,unacc
vhigh,vhigh,?,4,?,?,?
?,vhigh,3,4,big,med,?
?,vhigh,3,4,big,high,?
?,?,3,more,?,low,unacc
vhigh,?,?,?,?,med,unacc
vhigh,vhigh,?,more,small,high,unacc
vhigh,?,?,?,?,low,?
vhigh,?,?,?,?,?,?
vhigh,?,3,more,?,?,?
?,vhigh,3,?,?,?,?
?,?,?,?,?,med,?
?,?,?,more,big,?,?
?,vhigh,4,2,small,?,?
?,?,4,?,?,?,unacc
vhigh,vhigh,?,2,?,high,unacc
?,vhigh,?,2,med,?,unacc
?,?,4,2,?,?,?
vhigh,?,4,2,med,high,unacc
?,vhigh,?,?,?,?,?
?,?,4,2,?,?,unacc
vhigh,vhigh,?,2,?,?,unacc
?,vhigh,?,4,small,low,?
?,vhigh,?,?,small,med,unacc
vhigh,vhigh,?,?,?,high,unacc
vhigh,?,?,4,med,low,?
vhigh,vhigh,4,4,med,?,?
?,?,?,4,?,high,unacc
?,vhigh,?,4,big,low,unacc
?,vhigh,4,?,?,?,?
?,?,4,?,big,?,?
?,vhigh,4,more,small,?,unacc
?,vhigh,4,?,small,med,?
?,?,?,?,?,high,unacc
vhigh,vhigh,?,more,?,?,unacc
vhigh,?,4,?,med,?,?
vhigh,vhigh,4,more,?,?,unacc
vhigh,vhigh,4,?,?,low,unacc
?,?,4,?,?,?,unacc
?,vhigh,?,more,big,?,unacc
vhigh,vhigh,?,?,small,low,unacc
?,?,5more,?,small,?,?
?,vhigh,?,2,?,?,?
?,vhigh,?,2,med,?,unacc
vhigh,?,5more,?,med,?,unacc
vhigh,vhigh,5more,?,?,?,unacc
vhigh,?,?,2,?,low,unacc
?,?,?,2,?,med,?
vhigh,vhigh,?,2,?,high,unacc
?,vhigh,5more,4,?,low,unacc
vhigh,?,5more,?,small,?,unacc
vhigh,vhigh,?,?,small,?,unacc
vhigh,vhigh,?,?,?,low,?
