@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,?,?,?,?,unacc
?,vhigh,?,2,small,med,unacc
vhigh,vhigh,2,2,small,high,?
vhigh,vhigh,2,2,med,low,?
vhigh,?,?,2,?,med,?
vhigh,?,?,?,?,high,unacc
vhigh,vhigh,2,2,big,low,unacc
?,vhigh,2,?,big,?,unacc
vhigh,?,2,2,big,high,?
vhigh,vhigh,2,4,small,low,unacc
vhigh,vhigh,2,?,small,med,unacc
vhigh,vhigh,?,4,?,high,?
?,vhigh,2,4,med,low,?
?,vhigh,?,?,med,med,unacc
?,vhigh,2,?,med,?,unacc
?,vhigh,?,?,?,?,?
vhigh,vhigh,2,4,big,?,unacc
?,vhigh,?,4,big,high,unacc
vhigh,?,2,?,small,?,?
vhigh,?,2,more,small,?,unacc
vhigh,vhigh,?,more,?,?,unacc
?,vhigh,?,?,med,low,?
?,?,?,?,?,?,unacc
vhigh,?,?,?,?,?,?
?,?,?,more,big,?,unacc
vhigh,?,?,more,big,?,?
?,vhigh,2,?,?,?,?
vhigh,?,?,?,small,?,?
vhigh,?,3,2,?,med,unacc
vhigh,?,3,2,?,?,unacc
?,vhigh,3,?,?,low,?
vhigh,?,3,?,med,?,?
?,vhigh,?,2,?,high,unacc
vhigh,vhigh,?,?,big,low,unacc
?,?,?,?,big,med,?
?,?,?,?,big,?,?
?,?,3,4,small,low,unacc
vhigh,vhigh,3,?,?,?,?
?,vhigh,3,?,small,?,?
vhigh,vhigh,?,4,med,low,unacc
?,vhigh,3,4,?,?,unacc
vhigh,vhigh,3,?,?,?,unacc
?,vhigh,?,4,big,?,unacc
vhigh,?,3,4,big,med,unacc
?,vhigh,?,4,big,high,?
?,?,3,?,small,?,unacc
vhigh,?,?,more,small,med,unacc
vhigh,?,?,more,?,?,unacc
?,vhigh,?,?,med,?,unacc
vhigh,?,?,?,?,?,?
?,?,3,?,?,high,?
?,?,3,?,big,low,unacc
?,vhigh,3,more,?,?,unacc
?,?,?,more,?,?,unacc
?,?,4,2,small,low,?
?,?,4,2,?,?,unacc
vhigh,vhigh,4,?,small,high,unacc
vhigh,vhigh,4,2,med,?,unacc
vhigh,vhigh,?,?,?,?,unacc
?,?,?,?,?,high,unacc
vhigh,vhigh,4,2,?,low,unacc
?,vhigh,?,?,big,med,unacc
?,?,4,2,big,high,unacc
?,?,4,4,?,?,unacc
?,vhigh,4,?,?,?,unacc
vhigh,vhigh,4,?,?,?,unacc
vhigh,vhigh,?,?,?,?,?
vhigh,?,?,?,med,?,?
vhigh,vhigh,4,4,med,high,?
?,?,4,4,big,low,?
vhigh,vhigh,4,4,?,?,unacc
vhigh,?,4,?,big,high,?
?,?,4,more,?,low,?
vhigh,vhigh,4,more,small,?,?
?,?,?,more,?,high,unacc
vhigh,vhigh,?,?,?,?,?
vhigh,?,4,?,med,med,?
?,?,4,?,?,high,unacc
?,?,4,more,big,?,?
?,?,4,more,?,?,?
?,?,?,more,?,?,?
?,?,?,?,?,low,unacc
vhigh,?,?,2,small,?,?
vhigh,vhigh,5more,2,small,high,?
?,vhigh,5more,?,med,?,unacc
vhigh,?,5more,2,med,med,unacc
?,?,5more,?,med,?,unacc
vhigh,?,?,2,big,low,unacc
vhigh,vhigh,5more,2,big,med,?
?,?,?,2,big,high,?
vhigh,vhigh,5more,?,?,?,?
vhigh,?,5more,4,?,med,unacc
?,vhigh,5more,?,?,?,?
vhigh,vhigh,5more,4,?,low,?
?,vhigh,?,4,?,med,unacc
vhigh,?,5more,4,?,?,?
?,?,5more,4,?,low,unacc
?,?,?,?,big,med,?
?,vhigh,5more,?,big,?,?
?,vhigh,5more,?,?,low,unacc
vhigh,?,?,?,?,med,unacc
?,?,?,more,small,high,unacc
vhigh,?,5more,more,med,?,unacc
?,?,5more,more,med,med,?
?,vhigh,?,?,?,high,?
vhigh,vhigh,5more,more,big,?,unacc
vhigh,?,5more,?,?,?,?
vhigh,?,?,more,?,?,?
vhigh,high,2,?,small,low,unacc
vhigh,?,?,?,small,med,?
?,?,2,2,small,high,?
?,high,2,2,?,?,?
vhigh,high,?,?,?,?,?
?,high,2,?,med,high,unacc
vhigh,?,?,2,big,?,unacc
?,high,?,2,big,med,?
?,?,?,2,?,high,unacc
vhigh,high,2,4,?,?,unacc
?,?,?,4,small,?,unacc
vhigh,high,2,4,?,?,?
?,high,?,4,?,?,?
?,?,?,?,?,?,unacc
?,?,?,?,med,high,?
vhigh,high,?,4,big,?,unacc
vhigh,high,?,4,?,med,unacc
vhigh,?,?,4,?,high,unacc
vhigh,?,?,?,?,low,unacc
vhigh,high,?,more,small,?,?
vhigh,?,2,?,small,?,?
vhigh,?,2,?,med,low,?
