@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

?,vhigh,2,2,small,low,?
?,?,2,?,small,med,unacc
vhigh,?,2,2,small,high,unacc
vhigh,vhigh,2,?,?,low,unacc
?,vhigh,2,2,med,med,unacc
?,vhigh,?,2,med,?,unacc
vhigh,?,?,?,?,?,unacc
vhigh,?,2,2,?,?,unacc
?,vhigh,?,2,?,high,unacc
vhigh,?,?,?,?,low,unacc
vhigh,?,2,4,?,med,?
vhigh,?,?,?,?,high,unacc
vhigh,vhigh,2,?,med,?,unacc
vhigh,vhigh,2,?,?,?,?
vhigh,vhigh,?,?,med,high,?
vhigh,vhigh,?,4,?,?,unacc
vhigh,?,?,?,big,med,unacc
vhigh,vhigh,?,?,?,?,?
?,?,?,?,small,low,unacc
?,vhigh,?,?,small,?,?
vhigh,?,2,more,?,?,unacc
?,vhigh,2,?,?,?,unacc
?,vhigh,2,more,?,?,unacc
?,?,2,?,?,high,unacc
?,?,2,?,?,?,?
vhigh,vhigh,?,?,?,med,?
?,?,2,more,?,?,?
?,?,3,?,small,?,unacc
vhigh,vhigh,3,2,small,med,unacc
?,vhigh,?,2,small,high,?
vhigh,vhigh,?,?,?,?,?
vhigh,?,3,?,?,med,unacc
?,vhigh,?,?,?,high,unacc
vhigh,vhigh,3,?,?,low,?
?,vhigh,3,2,?,med,unacc
vhigh,?,?,2,big,high,?
?,?,?,4,?,low,?
vhigh,?,3,4,small,med,?
vhigh,?,?,4,?,high,?
vhigh,?,?,?,?,low,unacc
?,vhigh,?,?,med,med,?
?,?,3,4,?,?,unacc
?,vhigh,?,4,big,?,?
?,?,3,?,big,med,?
vhigh,?,?,4,big,?,unacc
vhigh,?,?,?,small,low,unacc
?,?,3,?,small,?,?
?,?,3,?,small,high,unacc
vhigh,?,3,more,med,low,unacc
?,?,3,more,med,med,?
?,?,?,?,?,high,?
vhigh,?,?,more,big,?,unacc
vhigh,?,3,more,?,med,unacc
vhigh,vhigh,3,?,?,high,?
vhigh,vhigh,4,2,small,low,?
?,vhigh,?,2,small,?,unacc
?,?,?,2,small,?,?
vhigh,?,4,2,?,low,?
?,vhigh,?,2,?,?,?
vhigh,vhigh,4,2,med,high,?
?,vhigh,?,2,big,low,unacc
?,?,?,?,big,?,?
vhigh,?,4,?,big,high,unacc
?,vhigh,?,?,?,low,?
vhigh,?,4,?,small,med,?
vhigh,vhigh,4,?,?,high,unacc
vhigh,?,?,4,?,low,?
vhigh,?,?,4,?,med,?
vhigh,vhigh,4,4,med,?,unacc
?,vhigh,4,?,big,?,unacc
vhigh,?,?,?,big,?,unacc
?,vhigh,?,?,?,?,unacc
vhigh,vhigh,?,more,small,?,unacc
vhigh,?,?,more,small,med,unacc
?,?,?,?,?,high,unacc
?,?,4,more,med,?,?
vhigh,?,4,?,med,?,?
