@relation dataset

@attribute buying {vhigh, high, med, low}
@attribute maint {vhigh, high, med, low}
@attribute doors {2, 3, 4, 5more}
@attribute persons {2, 4, more}
@attribute lug_boot {small, med, big}
@attribute safety {low, med, high}
@attribute class {unacc, acc, good, vgood}


@data

vhigh,vhigh,2,?,small,low,?
vhigh,?,2,2,small,?,unacc
?,vhigh,?,2,small,high,?
vhigh,vhigh,2,?,?,?,?
?,?,?,2,?,med,unacc
?,vhigh,2,2,med,?,unacc
vhigh,vhigh,2,2,?,?,unacc
vhigh,?,?,2,big,med,?
?,vhigh,?,?,big,high,?
?,vhigh,?,4,?,low,unacc
?,?,2,4,?,?,unacc
vhigh,?,?,?,?,?,?
vhigh,?,?,?,?,low,?
vhigh,?,2,?,?,med,?
?,vhigh,?,?,med,high,unacc
?,?,2,?,?,low,unacc
vhigh,?,?,4,big,med,unacc
?,vhigh,?,4,?,?,unacc
?,vhigh,2,?,small,low,unacc
vhigh,vhigh,2,?,small,med,?
vhigh,vhigh,2,?,?,high,?
?,vhigh,?,?,?,?,?
vhigh,?,2,?,?,med,?
vhigh,vhigh,2,?,?,high,?
vhigh,?,2,?,?,low,?
?,?,2,more,?,?,?
vhigh,vhigh,?,more,big,high,?
?,?,3,?,?,?,unacc
vhigh,?,3,2,small,?,unacc
vhigh,vhigh,?,2,small,?,unacc
vhigh,?,?,2,med,low,unacc
vhigh,?,?,?,?,med,unacc
?,?,?,?,?,?,?
?,?,3,2,?,low,?
?,?,?,2,big,?,?
vhigh,vhigh,3,?,?,?,unacc
?,vhigh,3,?,small,?,?
?,vhigh,?,?,small,?,?
?,?,3,?,small,?,unacc
vhigh,vhigh,?,4,?,?,?
?,?,?,?,?,med,?
?,?,3,?,?,high,?
?,vhigh,?,4,big,?,?
?,vhigh,?,?,?,med,?
?,vhigh,?,4,big,?,unacc
?,vhigh,?,more,?,?,?
vhigh,?,?,more,?,?,unacc
?,?,?,more,small,high,unacc
?,?,3,more,med,low,unacc
?,?,?,more,?,med,?
vhigh,vhigh,?,more,med,high,unacc
?,vhigh,3,?,big,?,?
vhigh,vhigh,?,more,?,?,?
vhigh,vhigh,3,?,big,?,?
vhigh,?,4,?,?,low,unacc
vhigh,vhigh,?,?,small,?,?
?,vhigh,?,?,?,high,unacc
?,?,?,?,?,?,unacc
?,?,?,2,?,?,unacc
vhigh,?,?,?,?,high,unacc
?,?,4,2,?,?,unacc
?,vhigh,4,?,?,?,?
?,?,4,?,big,?,?
vhigh,?,?,?,?,low,?
vhigh,?,4,4,?,?,unacc
?,vhigh,4,?,?,high,unacc
vhigh,?,?,?,med,low,?
vhigh,?,?,4,med,?,?
?,?,?,?,?,high,?
?,?,?,4,big,?,unacc
vhigh,vhigh,4,4,?,?,unacc
?,vhigh,?,4,?,high,?
?,vhigh,?,?,small,?,unacc
vhigh,?,4,more,?,?,unacc
?,vhigh,?,?,small,high,?
vhigh,?,4,?,med,?,unacc
?,vhigh,?,more,?,med,?
?,?,4,more,med,high,unacc
?,?,?,more,big,low,unacc
?,vhigh,4,?,?,?,?
vhigh,vhigh,4,more,big,high,?
vhigh,vhigh,5more,2,?,low,?
vhigh,vhigh,?,?,?,?,unacc
?,?,5more,2,small,high,unacc
vhigh,?,5more,?,med,?,?
vhigh,?,?,2,?,med,?
?,?,?,2,?,high,unacc
?,?,?,?,?,low,?
?,?,5more,?,?,?,unacc
?,vhigh,?,2,big,?,unacc
vhigh,?,?,?,small,?,unacc
?,?,5more,?,?,?,?
vhigh,vhigh,5more,?,small,?,unacc
vhigh,vhigh,5more,4,med,low,?
?,?,?,?,?,?,unacc
?,?,5more,4,?,?,unacc
vhigh,vhigh,5more,4,big,low,?
?,vhigh,?,?,?,med,unacc
?,vhigh,5more,?,?,high,?
?,vhigh,5more,more,small,?,unacc
vhigh,vhigh,5more,more,?,?,?
vhigh,vhigh,?,?,?,?,unacc
?,vhigh,5more,?,?,?,?
vhigh,vhigh,?,?,?,med,unacc
?,vhigh,?,more,med,high,unacc
?,?,5more,?,?,low,?
vhigh,?,5more,more,big,?,?
?,vhigh,5more,?,?,high,?
?,?,?,?,?,?,?
?,?,2,?,small,med,?
?,?,2,?,?,high,?
vhigh,high,?,?,med,?,?
?,high,?,2,med,?,?
vhigh,high,?,?,?,high,unacc
vhigh,?,2,?,big,low,unacc
vhigh,?,?,2,?,?,?
?,?,?,2,?,?,unacc
?,?,?,4,?,low,unacc
?,?,2,?,?,med,?
?,high,2,4,small,?,?
vhigh,?,2,4,?,low,?
vhigh,?,?,?,?,med,unacc
?,high,?,4,?,high,unacc
vhigh,high,2,4,?,?,unacc
vhigh,?,2,4,?,med,?
?,?,2,?,?,?,?
?,?,?,more,small,?,unacc
vhigh,?,2,?,small,?,unacc
vhigh,?,?,?,small,high,?
?,?,?,?,?,low,?
vhigh,?,2,?,med,med,unacc
vhigh,?,2,?,med,high,?
vhigh,high,2,more,big,?,?
vhigh,high,2,more,?,?,unacc
?,?,2,?,?,?,unacc
vhigh,high,3,?,small,low,?
vhigh,?,3,?,?,?,?
?,high,3,?,small,?,?
vhigh,?,?,?,?,?,?
?,?,3,2,med,med,unacc
vhigh,?,3,2,med,high,unacc
vhigh,?,?,?,?,low,?
vhigh,high,?,2,?,?,?
vhigh,high,3,?,big,high,unacc
vhigh,high,3,?,?,low,?
?,?,3,4,small,?,?
?,high,?,4,small,?,?
?,?,3,4,?,low,unacc
?,high,3,4,med,?,unacc
vhigh,high,?,?,?,high,?
vhigh,?,?,4,?,low,?
vhigh,?,?,4,big,?,unacc
vhigh,high,?,?,big,?,?
?,high,?,more,?,?,?
vhigh,?,3,more,?,med,?
vhigh,?,3,?,?,?,?
?,?,?,more,?,?,unacc
vhigh,?,3,more,med,med,?
?,high,3,?,med,?,?
?,?,?,more,?,low,?
vhigh,?,?,more,big,?,unacc
vhigh,?,?,more,?,high,unacc
vhigh,?,?,?,?,low,unacc
?,?,?,2,small,med,?
vhigh,?,?,2,small,?,unacc
vhigh,high,?,?,?,low,unacc
vhigh,?,4,?,?,?,unacc
?,?,?,?,?,high,unacc
vhigh,high,?,2,big,?,unacc
?,high,?,2,big,?,?
vhigh,high,4,?,?,high,?
vhigh,?,4,?,?,?,unacc
vhigh,high,?,?,small,med,?
vhigh,high,?,?,?,high,?
?,high,?,?,med,?,unacc
?,high,?,?,?,med,?
vhigh,?,4,4,?,?,?
?,high,4,?,?,?,unacc
vhigh,high,?,?,big,?,?
?,?,?,?,?,?,unacc
?,?,?,?,?,low,unacc
?,?,4,?,small,med,?
vhigh,high,4,?,?,?,?
?,high,4,more,med,low,unacc
vhigh,high,4,more,?,med,unacc
vhigh,high,4,more,med,high,?
?,high,?,?,?,?,unacc
vhigh,high,4,more,big,med,unacc
vhigh,?,?,more,big,high,unacc
vhigh,?,?,?,small,?,?
vhigh,high,?,?,small,?,?
?,high,?,?,small,?,unacc
?,high,?,2,?,?,?
vhigh,?,5more,?,med,med,unacc
?,?,5more,2,med,high,?
vhigh,high,5more,?,big,low,?
?,high,?,2,?,?,?
?,high,?,2,?,?,?
vhigh,?,5more,?,?,?,unacc
?,?,5more,4,small,?,?
?,high,5more,4,?,high,?
vhigh,?,5more,?,?,?,?
vhigh,?,?,4,?,?,unacc
vhigh,high,?,?,?,?,unacc
vhigh,high,?,4,?,?,unacc
?,?,5more,?,big,med,unacc
vhigh,high,?,4,?,high,unacc
vhigh,?,5more,more,small,?,?
vhigh,?,?,?,small,med,?
?,high,5more,?,small,high,?
?,high,5more,?,med,?,?
?,?,5more,?,?,med,unacc
vhigh,?,5more,?,?,high,?
?,high,?,more,big,?,?
?,?,?,more,big,med,unacc
?,?,?,more,big,?,unacc
vhigh,?,?,?,small,low,unacc
vhigh,?,2,?,?,med,unacc
vhigh,?,2,2,?,high,?
vhigh,med,?,2,med,low,unacc
vhigh,?,2,2,?,med,?
?,med,2,?,?,high,?
vhigh,med,2,2,big,?,unacc
vhigh,med,?,2,big,med,unacc
vhigh,?,2,?,?,?,unacc
?,med,2,?,?,low,?
?,med,?,4,?,?,unacc
vhigh,?,?,4,small,?,?
?,med,2,4,med,?,?
?,med,2,?,?,med,?
?,med,2,?,med,high,?
vhigh,?,?,4,?,low,unacc
?,?,2,4,?,?,?
vhigh,?,2,4,big,high,acc
vhigh,med,?,more,small,low,?
vhigh,med,?,?,small,?,?
vhigh,med,?,?,?,?,unacc
vhigh,med,2,?,?,low,unacc
vhigh,?,?,more,?,med,?
?,?,?,?,?,?,acc
?,med,?,more,?,low,?
?,med,2,?,big,?,acc
vhigh,med,2,?,?,high,?
?,med,3,2,?,low,unacc
vhigh,?,?,?,?,?,?
?,?,3,2,?,?,unacc
?,?,3,?,?,?,unacc
vhigh,?,?,?,?,?,?
vhigh,med,3,2,med,high,unacc
vhigh,med,?,2,?,low,unacc
?,?,?,?,?,med,?
vhigh,med,?,2,?,?,?
vhigh,med,?,?,?,low,?
vhigh,med,3,?,?,?,?
vhigh,med,?,?,?,?,acc
?,med,3,4,?,low,?
vhigh,?,?,4,med,?,unacc
?,?,3,4,med,?,acc
vhigh,med,3,?,big,low,?
?,med,?,?,?,med,?
vhigh,med,3,4,?,?,?
vhigh,med,?,more,small,low,?
?,med,?,?,small,med,?
?,med,?,more,?,high,acc
vhigh,med,3,?,med,?,unacc
vhigh,med,?,more,med,?,acc
?,?,3,?,med,?,acc
vhigh,?,3,more,?,low,?
vhigh,med,3,?,?,?,?
?,?,3,more,?,high,acc
vhigh,med,4,2,small,?,?
?,?,4,2,small,?,unacc
vhigh,?,4,2,?,?,unacc
vhigh,med,4,?,med,low,?
