@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data

?,?,?,598.5,?,?,16.0,1200.0,6713.0,?,61.52,?,320957.3,3485.8,?,239.5,12456.6,15.0,?,?,1755.0,?,67.81,63.25,3758.77,?,?,?,55.5,?,3.94,297210.1,3663.5,61.5,179.63,9342.45,?,?,?,1755.0,?,65.0,?,?,?,610502.7,?,54.2,?,5.41,280451.7,?,58.1,?,?,?,795.0,?,?,8001.0,?,58.55,3347.72,21293.5,?,5728.0,?,57.65,?,?,2931.4,?,?,?,15.0,?,?,1755.0,?,62.78,56.45,?,10646.75,?,7196.0,51.3,?,?,?,2562.3,52.8,?,?,15.0,?,815.5,?,8002.0,?,54.26,?,?,?,2200.0,410.0
1.0,?,?,3040.0,400.0,963.81,?,2900.0,?,?,?,3.15,685697.5,3526.1,105.5,?,17584.3,?,1408.4,?,8842.18,8864.0,105.52,?,?,?,1188995.8,2700.0,?,101.84,2.65,?,?,100.4,?,?,?,1424.1,1584.3,8776.71,8799.0,?,101.89,?,34474.5,1067772.0,?,98.2,?,?,602224.7,?,97.2,104.4,?,?,1298.8,1389.6,8699.73,?,98.12,98.45,?,22983.0,?,3157.0,92.8,96.49,3.05,?,3896.7,96.9,52.2,4396.08,?,1294.2,1288.0,8555.54,?,95.35,94.34,?,11491.5,954628.6,3678.0,86.2,?,?,526596.4,2790.6,?,334.8,14488.6,15.0,1143.8,?,?,8393.0,90.95,89.79,11379.37,?,?,?,1000.0
1.0,4800.0,?,480.0,?,689.84,15.0,630.0,1627.0,41.0,41.25,1.74,?,1217.5,34.4,285.8,6489.1,15.0,?,608.2,1755.0,7773.0,45.91,38.34,1537.96,?,?,?,40.3,40.84,1.15,150266.8,1149.5,34.1,214.35,4866.83,?,?,680.29,?,?,43.4,36.45,1535.16,?,?,2628.0,?,?,1.52,143737.7,1284.5,?,142.9,?,15.0,554.0819663,663.97,1755.0,5827.0,?,?,?,?,409677.9,2374.0,?,?,0.92,?,?,33.7,?,1622.28,?,574.6,680.5,1755.0,5565.0,41.03,33.37,?,9766.5,403875.0,2693.0,36.2,?,?,?,?,31.43,?,?,15.0,589.5,?,?,4930.0,38.7,32.04,?,37933.0,377828.6,1200.0,?
?,?,?,?,?,459.54,4.0,140.0,2580.93,12.1,?,?,38193.64,?,?,17.03,154.4,12.0,183.6,?,1612.95,1649.0,?,?,?,?,141542.6,2952.0,11.6,?,?,?,?,12.67,?,?,12.0,?,208.6,?,1582.0,10.86,9.79,?,32776.0,129102.4,2649.0,11.4,?,?,32793.7,388.9,?,42.45,457.8,?,?,209.6,1450.47,1507.0,10.17,9.35,?,?,?,2312.0,?,?,?,?,?,10.79,28.3,305.2,12.0,?,?,?,1450.0,?,8.85,?,?,121857.2,?,?,3.91,3.0,?,316.5,9.85,?,152.6,?,197.6795574,152.25,1442.31,1456.0,?,?,686.16,?,?,165.0,30.0
1.0,?,800.0,1230.0,410.0,631.91,13.0,?,6790.0,?,162.84,6.46,1640293.0,?,?,?,?,?,2738.8,3148.0,?,9380.0,158.63,?,10082.0,?,?,?,190.3,154.36,?,?,?,?,?,52083.6,?,?,?,9329.64,?,?,?,?,37179.0,1908975.7,?,?,147.44,6.88,?,8146.1,188.9,?,34722.4,11.0,?,?,9297.06,9347.0,?,146.2,?,24786.0,1681849.3,7045.0,?,?,?,1341072.8,8245.0,?,98.33,17361.2,11.0,2451.2,2526.4,9254.28,9306.0,136.56,138.8,?,?,1732937.5,5606.0,?,?,4.09,?,6622.5,147.6,?,73143.5,14.0,2220.6,2244.1,9231.76,9286.0,136.6,?,?,?,?,5500.0,700.0
1.0,?,640.0,?,?,647.32,?,?,6790.0,?,162.84,6.46,?,10855.3,229.3,?,69444.8,?,2738.8,3148.0,9248.4,?,?,169.5,10082.0,49572.0,2318397.0,?,190.3,154.36,5.33,?,12930.0,210.7,?,52083.6,11.0,?,?,9329.64,9396.0,148.76,?,?,37179.0,1908975.7,?,177.6,?,?,1451175.9,?,188.9,?,?,?,2284.4,?,9297.06,9347.0,140.9,146.2,?,24786.0,1681849.3,7045.0,160.0,141.34,4.72,?,?,?,98.33,17361.2,?,2451.2,2526.4,?,?,?,138.8,?,?,1732937.5,5606.0,149.1,?,4.09,?,?,?,?,?,14.0,2220.6,?,9231.76,9286.0,136.6,?,?,48260.0,?,5200.0,?
1.0,1810.0,?,?,?,843.98,11.0,5700.0,6458.0,?,?,6.73,1622664.0,15001.6,?,83.53,?,?,?,?,9132.66,9260.0,171.13,178.3,11568.0,12732.0,2435004.3,6790.0,?,?,?,1640293.0,?,229.3,393.3,69444.8,?,2738.8,3148.0,?,?,158.63,169.5,10082.0,49572.0,?,6370.0,190.3,?,?,?,12930.0,?,?,52083.6,?,2595.2,3000.0,?,9396.0,?,159.0,9700.0,37179.0,1908975.7,?,?,147.44,?,1451175.9,?,?,196.65,?,?,2284.4,2627.5,?,9347.0,140.9,?,10149.0,24786.0,1681849.3,7045.0,160.0,?,4.72,?,?,173.8,?,17361.2,?,2451.2,2526.4,9254.28,?,136.56,138.8,?,?,?,?,?
?,?,?,?,500.0,590.68,?,?,3131.0,259.5,204.02,3.44,1901366.0,?,276.1,?,65885.5,11.0,?,?,9784.77,?,191.63,212.1,7966.5,50928.0,2217708.7,?,255.8,216.48,3.8,1704943.8,?,?,250.58,49414.13,?,?,3676.1,?,10099.3,190.5,?,?,38196.0,?,?,245.1,?,?,1670609.2,18690.9,?,?,?,?,?,?,?,?,179.96,?,?,25464.0,2303248.1,?,224.7,?,6.73,?,?,306.7,?,?,11.0,2871.3,3662.6,9132.66,9260.0,171.13,?,11568.0,12732.0,2435004.3,6790.0,203.8,162.84,6.46,1640293.0,10855.3,229.3,393.3,?,11.0,?,3148.0,9248.4,?,158.63,169.5,?,49572.0,?,?,600.0
?,2110.0,540.0,189.9,90.0,?,?,690.0,4638.0,34.6,37.16,?,?,?,?,?,?,15.0,?,?,1755.0,4730.0,35.67,28.87,1645.98,18966.5,390388.5,3840.0,33.4,36.56,2.32,115107.4,?,28.61,?,998.68,?,229.2,582.9,1755.0,?,34.98,?,?,?,408321.5,?,31.4,?,2.69,116552.6,1430.8,27.68,?,2882.8,?,?,?,?,4695.0,?,?,?,36818.0,415431.1,?,?,31.47,?,98042.9,?,26.74,?,?,?,412.0,?,1755.0,4630.0,31.3,?,1991.43,27613.5,413834.5,3302.0,?,29.93,?,92354.2,1668.9,?,73.95,1441.4,?,?,550.4,?,4252.0,30.13,21.54,?,?,402158.1,?,?
1.0,3030.0,?,?,170.0,1007.38,3.0,?,?,?,56.13,5.97,249110.7,2562.3,?,217.0,10445.6,15.0,?,?,1755.0,8002.0,?,54.26,?,?,601988.1,?,50.9,57.62,?,?,?,?,162.75,7834.2,15.0,?,812.7,1755.0,?,58.66,51.86,?,?,588020.5,?,49.1,59.29,?,212073.3,2103.5,47.5,108.5,5222.8,?,?,717.9,1755.0,8231.0,?,48.4,2556.96,20703.5,?,?,?,57.88,3.39,?,2034.8,45.0,?,2611.4,15.0,645.9,744.5,?,8418.0,56.37,46.45,?,10351.75,?,?,?,?,?,192689.2,1979.0,?,258.2,9452.7,?,?,764.5,?,8420.0,54.62,?,?,40234.0,?,?,190.0
?,750.0,200.0,90.0,?,?,6.0,?,3213.0,?,?,?,176542.9,?,35.0,129.1,4726.35,?,?,670.1,1755.0,?,?,41.8,1766.35,?,566492.3,2272.0,43.4,?,?,?,?,?,?,2363.18,?,?,?,?,?,?,40.26,?,10058.5,540680.6,1627.0,41.0,?,1.74,?,1217.5,34.4,285.8,6489.1,?,?,608.2,1755.0,7773.0,?,38.34,1537.96,?,?,?,40.3,40.84,?,?,1149.5,34.1,?,?,15.0,573.7265312999999,?,1755.0,6714.0,43.4,?,1535.16,?,466212.2,2628.0,39.3,?,1.52,143737.7,?,?,142.9,3244.55,?,554.0819663,?,1755.0,5827.0,41.79,34.76,1527.55,19533.0,409677.9,?,?
1.0,?,?,530.4,?,?,?,?,6788.0,?,59.4,?,?,3755.8,58.1,119.75,?,15.0,795.0,?,?,8001.0,63.69,58.55,3347.72,?,589389.6,5728.0,?,57.65,5.4,262789.0,?,?,59.88,?,?,746.8,?,1755.0,?,?,56.45,3387.72,?,606524.2,7196.0,?,56.13,5.97,?,?,52.8,?,10445.6,15.0,?,815.5,1755.0,8002.0,?,54.26,2978.26,41407.0,?,?,?,?,4.3,225500.9,?,50.3,162.75,7834.2,?,742.7,812.7,?,?,?,51.86,2850.2,31055.25,?,4691.0,49.1,59.29,3.53,?,2103.5,?,108.5,?,15.0,769.6,?,1755.0,8231.0,?,?,?,?,605688.7,2500.0,?
