@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data

1.0,3150.0,920.0,?,?,1010.84,16.0,1200.0,?,?,61.52,6.11,320957.3,3485.8,64.5,239.5,?,15.0,797.3,?,1755.0,?,?,?,3758.77,42587.0,628132.9,?,?,60.78,?,297210.1,3663.5,?,179.63,?,?,757.8,?,1755.0,8018.0,?,?,?,31940.25,610502.7,6788.0,?,59.4,5.41,?,?,?,?,6228.3,15.0,?,?,?,8001.0,?,58.55,3347.72,?,?,5728.0,52.4,57.65,?,262789.0,?,54.2,?,?,15.0,746.8,?,?,8013.0,62.78,?,3387.72,?,?,7196.0,51.3,56.13,?,249110.7,?,52.8,?,?,15.0,733.8,?,1755.0,?,60.74,54.26,?,?,?,2200.0,?
?,?,1140.0,?,?,963.81,23.0,2900.0,3152.0,106.0,103.03,?,685697.5,?,105.5,208.8,?,?,1408.4,1473.5,?,8864.0,105.52,?,?,?,1188995.8,2700.0,?,101.84,2.65,625829.2,4386.9,100.4,?,?,15.0,1424.1,?,8776.71,8799.0,101.0,101.89,?,?,?,3561.0,?,98.64,2.76,602224.7,?,97.2,104.4,?,15.0,1298.8,?,?,?,?,98.45,?,22983.0,973523.7,3157.0,92.8,?,?,?,3896.7,?,52.2,?,?,1294.2,?,8555.54,8585.0,95.35,94.34,12063.5,11491.5,?,3678.0,86.2,83.21,3.25,?,2790.6,94.1,?,14488.6,?,1143.8,?,8364.78,?,90.95,?,11379.37,?,929027.1,5000.0,?
1.0,4800.0,840.0,?,100.0,689.84,?,630.0,?,41.0,41.25,1.74,?,1217.5,34.4,?,?,15.0,614.0,608.2,1755.0,7773.0,?,?,1537.96,39066.0,?,?,40.3,?,?,150266.8,1149.5,34.1,214.35,4866.83,15.0,?,?,1755.0,?,?,36.45,1535.16,29299.5,466212.2,2628.0,39.3,?,1.52,143737.7,1284.5,?,142.9,3244.55,15.0,554.0819663,663.97,1755.0,?,41.79,34.76,1527.55,19533.0,409677.9,?,?,39.43,0.92,?,?,?,71.45,?,?,?,680.5,?,5565.0,?,?,?,9766.5,?,?,?,?,?,134312.5,1529.0,?,175.7,3994.7,?,589.5,765.8,?,4930.0,?,32.04,1653.06,?,377828.6,?,?
1.0,685.0,202.0,13.7,?,459.54,?,140.0,?,12.1,10.03,1.24,38193.64,287.2,13.6,?,154.4,12.0,183.6,211.1,1612.95,1649.0,?,?,392.96,?,?,2952.0,11.6,?,1.99,?,?,12.67,56.6,?,12.0,?,?,?,1582.0,10.86,?,435.1,32776.0,?,?,11.4,?,2.25,32793.7,388.9,?,?,?,?,167.9,209.6,1450.47,?,?,?,?,?,?,2312.0,10.6,?,?,?,?,10.79,?,305.2,?,180.3715071,158.45,?,1450.0,9.91,8.85,590.64,16388.0,?,1381.0,?,?,?,?,?,9.85,?,152.6,12.0,?,152.25,?,1456.0,?,8.34,?,?,?,165.0,30.0
1.0,3000.0,?,1230.0,410.0,?,13.0,5000.0,?,203.8,?,6.46,?,?,?,?,69444.8,?,?,?,9248.4,9380.0,158.63,?,?,?,?,?,?,154.36,5.33,?,12930.0,210.7,?,?,?,?,3000.0,?,9396.0,148.76,159.0,9700.0,37179.0,1908975.7,?,177.6,147.44,6.88,?,?,?,?,34722.4,11.0,2284.4,2627.5,?,?,?,146.2,10149.0,24786.0,1681849.3,7045.0,160.0,141.34,?,?,8245.0,?,98.33,17361.2,11.0,2451.2,2526.4,?,?,?,?,9291.0,12393.0,?,5606.0,149.1,134.8,4.09,1284199.4,?,147.6,?,73143.5,14.0,2220.6,?,9231.76,?,?,140.2,9821.0,48260.0,1734973.5,5500.0,700.0
?,?,640.0,1050.0,420.0,?,12.0,4800.0,6790.0,?,?,6.46,1640293.0,10855.3,229.3,?,?,11.0,2738.8,3148.0,9248.4,9380.0,158.63,?,10082.0,49572.0,2318397.0,?,190.3,154.36,?,?,?,?,294.98,52083.6,11.0,2595.2,?,?,?,148.76,159.0,?,?,1908975.7,?,?,147.44,6.88,?,?,188.9,196.65,34722.4,11.0,?,2627.5,9297.06,9347.0,?,?,10149.0,24786.0,1681849.3,7045.0,160.0,141.34,?,?,8245.0,173.8,98.33,?,11.0,2451.2,2526.4,9254.28,?,?,?,9291.0,12393.0,1732937.5,5606.0,149.1,134.8,4.09,1284199.4,?,147.6,432.4,73143.5,14.0,2220.6,?,?,9286.0,?,?,?,48260.0,?,?,700.0
?,?,492.0,1158.4,?,?,11.0,5700.0,6458.0,224.7,198.55,?,1622664.0,15001.6,?,?,16471.38,11.0,?,?,?,9260.0,?,?,?,12732.0,2435004.3,6790.0,?,?,?,1640293.0,?,?,?,69444.8,?,2738.8,?,9248.4,?,158.63,?,?,49572.0,2318397.0,?,190.3,?,5.33,1523166.6,?,210.7,294.98,?,11.0,?,3000.0,9329.64,?,148.76,159.0,?,?,?,5909.0,?,?,6.88,?,8146.1,188.9,?,?,?,?,?,?,9347.0,?,?,10149.0,?,1681849.3,?,?,141.34,4.72,?,8245.0,?,?,17361.2,?,2451.2,2526.4,?,9306.0,136.56,138.8,?,?,1732937.5,?,900.0
1.0,?,380.0,?,500.0,?,6.0,?,3131.0,?,?,3.44,1901366.0,16139.0,276.1,?,?,?,3499.4,3823.6,?,?,?,212.1,?,?,?,?,255.8,216.48,3.8,1704943.8,18468.3,292.4,250.58,?,11.0,3447.8,3676.1,?,10099.3,?,204.8,?,38196.0,?,?,245.1,225.0,?,1670609.2,18690.9,300.5,?,?,11.0,3355.8,3686.3,?,?,179.96,?,?,25464.0,?,6458.0,224.7,?,6.73,?,?,?,83.53,?,11.0,2871.3,3662.6,?,9260.0,?,178.3,11568.0,?,?,?,?,162.84,?,?,10855.3,229.3,?,69444.8,11.0,2738.8,3148.0,?,?,?,?,10082.0,49572.0,?,4600.0,600.0
1.0,?,540.0,189.9,90.0,?,5.0,690.0,?,34.6,37.16,?,120470.6,1861.2,29.55,?,1997.35,?,?,?,1755.0,4730.0,?,?,1645.98,18966.5,?,?,33.4,?,?,115107.4,2211.5,28.61,?,998.68,?,?,582.9,1755.0,?,34.98,27.13,1859.5,9483.25,408321.5,?,?,33.0,2.69,116552.6,1430.8,27.68,147.9,?,?,?,582.8,?,?,?,25.62,1936.75,?,415431.1,?,30.9,?,?,?,?,?,110.93,2162.1,15.0,?,768.0,?,?,31.3,23.87,?,?,?,3302.0,?,?,?,92354.2,?,25.8,73.95,?,?,431.1,550.4,?,?,?,?,2134.49,?,402158.1,870.0,110.0
1.0,3030.0,?,?,?,1007.38,?,1500.0,7196.0,?,?,?,249110.7,2562.3,52.8,217.0,10445.6,15.0,733.8,?,1755.0,?,?,54.26,?,?,601988.1,5275.0,50.9,?,4.3,225500.9,2684.3,50.3,162.75,7834.2,15.0,?,?,?,8102.0,58.66,51.86,?,?,?,4691.0,?,?,?,212073.3,?,?,?,5222.8,?,769.6,717.9,1755.0,?,56.99,48.4,2556.96,20703.5,?,4072.0,?,57.88,3.39,?,2034.8,45.0,?,?,?,645.9,?,?,?,56.37,?,?,10351.75,?,3670.0,46.3,52.26,?,?,1979.0,40.1,258.2,9452.7,?,?,?,1755.0,8420.0,?,?,2206.19,?,?,?,190.0
?,?,?,90.0,120.0,846.15,?,1100.0,?,44.5,?,2.48,176542.9,?,?,129.1,?,15.0,611.8,670.1,1755.0,?,50.28,41.8,1766.35,?,566492.3,?,?,46.94,1.72,?,?,?,64.55,2363.18,?,?,652.2,1755.0,?,49.92,40.26,1718.9,?,?,?,?,41.25,1.74,?,?,?,?,?,15.0,614.0,?,1755.0,?,?,?,?,39066.0,524764.8,?,40.3,40.84,1.15,?,?,34.1,214.35,4866.83,?,?,680.29,?,?,43.4,36.45,1535.16,29299.5,?,2628.0,39.3,40.21,?,?,1284.5,33.5,142.9,?,?,?,663.97,1755.0,5827.0,?,?,?,19533.0,?,1500.0,150.0
?,4080.0,?,?,?,?,7.0,1800.0,6788.0,54.2,?,?,280451.7,3755.8,?,119.75,6228.3,?,795.0,818.5,?,8001.0,?,58.55,3347.72,21293.5,589389.6,5728.0,52.4,57.65,?,262789.0,?,?,?,3114.15,15.0,746.8,?,1755.0,8013.0,62.78,?,3387.72,?,?,?,?,?,5.97,249110.7,2562.3,52.8,?,10445.6,15.0,?,815.5,1755.0,8002.0,60.74,54.26,2978.26,41407.0,601988.1,5275.0,?,57.62,?,225500.9,2684.3,50.3,162.75,?,15.0,742.7,812.7,1755.0,8102.0,?,51.86,2850.2,?,588020.5,4691.0,?,59.29,3.53,212073.3,?,?,?,?,?,769.6,717.9,1755.0,8231.0,?,48.4,?,?,605688.7,?,190.0
?,5030.0,1540.0,?,50.0,?,3.0,?,?,?,26.87,?,?,?,?,134.3,1872.6,15.0,225.7,409.3,?,4063.0,27.84,?,?,35763.0,?,?,23.1,?,2.3,?,754.3,22.99,?,?,15.0,?,437.0,?,3875.0,?,?,1232.42,?,405541.8,?,?,23.81,?,70232.2,?,?,67.15,936.3,?,?,346.1,?,3739.0,24.05,16.21,1013.4,?,?,1785.0,19.9,22.28,2.06,?,544.5,?,33.58,468.15,15.0,226.9,?,1750.0,4527.0,?,15.27,?,?,519679.8,?,17.4,20.75,2.46,61843.9,?,20.17,107.3,989.3,?,210.1,345.3,1750.0,?,?,?,694.38,34738.0,410490.1,780.0,?
