@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

?,proper,?,1,convenient,convenient,nonprob,recommended,recommend
?,proper,?,1,convenient,?,nonprob,priority,?
usual,proper,complete,?,convenient,?,nonprob,?,not_recom
?,?,complete,?,convenient,convenient,slightly_prob,recommended,recommend
?,?,?,?,convenient,?,slightly_prob,priority,priority
usual,proper,complete,?,convenient,?,slightly_prob,?,not_recom
usual,proper,?,?,?,?,?,?,?
?,?,complete,?,?,convenient,problematic,priority,priority
?,proper,?,?,?,?,problematic,?,not_recom
?,?,?,1,?,inconv,?,?,?
usual,?,?,1,?,?,?,?,?
usual,?,?,1,?,?,?,?,?
?,proper,complete,?,convenient,inconv,?,?,very_recom
usual,?,?,?,convenient,inconv,?,?,priority
?,proper,?,?,?,?,slightly_prob,?,not_recom
usual,?,?,?,convenient,inconv,problematic,?,priority
usual,proper,complete,?,convenient,?,?,?,?
?,?,?,?,convenient,?,problematic,not_recom,?
usual,?,complete,1,less_conv,convenient,?,?,?
?,proper,?,1,less_conv,?,nonprob,priority,?
usual,?,?,1,less_conv,convenient,?,?,?
?,?,?,1,?,convenient,slightly_prob,?,?
?,?,?,?,?,convenient,?,?,?
usual,?,complete,1,?,?,?,not_recom,?
usual,?,complete,1,less_conv,?,?,recommended,?
?,proper,complete,?,less_conv,convenient,problematic,?,priority
?,?,?,?,less_conv,convenient,problematic,?,?
usual,?,?,?,?,?,nonprob,?,?
?,proper,complete,?,?,inconv,nonprob,?,priority
?,proper,?,?,less_conv,inconv,?,?,?
?,?,?,?,?,inconv,slightly_prob,?,?
usual,proper,?,?,less_conv,?,slightly_prob,?,?
?,?,?,?,less_conv,?,slightly_prob,?,not_recom
?,?,?,?,?,inconv,?,?,priority
?,proper,?,?,?,?,problematic,?,?
?,?,complete,?,?,?,problematic,?,?
usual,?,?,?,?,?,nonprob,?,?
?,?,?,1,?,convenient,?,priority,priority
?,?,?,?,critical,?,?,?,?
?,?,?,1,?,?,slightly_prob,?,?
?,?,?,1,?,convenient,slightly_prob,priority,?
?,proper,complete,1,?,?,slightly_prob,?,?
?,?,?,?,critical,?,?,?,?
?,?,complete,?,?,?,?,priority,priority
?,proper,complete,?,?,convenient,?,?,?
usual,?,?,?,?,?,nonprob,recommended,?
?,?,?,1,?,?,?,?,?
usual,?,?,?,critical,inconv,nonprob,?,not_recom
?,?,?,?,?,?,slightly_prob,recommended,very_recom
?,?,complete,?,?,inconv,?,priority,?
usual,proper,complete,1,critical,?,slightly_prob,not_recom,?
?,proper,complete,1,?,?,?,?,?
?,?,?,?,?,?,?,priority,?
?,proper,complete,1,critical,inconv,problematic,?,not_recom
?,proper,?,?,?,?,nonprob,?,very_recom
usual,proper,?,?,convenient,convenient,nonprob,?,priority
usual,?,complete,?,convenient,convenient,?,?,?
usual,proper,complete,?,?,convenient,slightly_prob,recommended,very_recom
?,?,?,?,?,convenient,?,?,priority
usual,proper,?,?,convenient,?,?,?,?
?,proper,complete,?,?,convenient,?,recommended,?
?,?,complete,2,convenient,?,problematic,?,?
usual,?,complete,?,convenient,convenient,?,?,not_recom
usual,?,?,?,?,inconv,?,?,very_recom
?,?,?,2,?,?,nonprob,priority,?
usual,?,?,2,convenient,inconv,?,not_recom,not_recom
?,?,complete,2,?,inconv,?,?,?
?,proper,?,?,convenient,inconv,?,?,?
?,proper,?,?,convenient,inconv,slightly_prob,?,?
?,proper,?,2,convenient,inconv,problematic,recommended,?
?,?,?,2,?,inconv,?,priority,?
usual,?,?,2,?,?,?,?,not_recom
?,?,complete,?,?,convenient,?,?,?
?,?,?,2,?,convenient,?,?,?
?,proper,?,2,?,?,?,not_recom,?
usual,?,complete,2,less_conv,?,slightly_prob,?,very_recom
usual,proper,?,?,less_conv,?,?,?,?
?,?,complete,2,?,convenient,?,not_recom,?
usual,proper,?,2,?,?,?,recommended,?
usual,?,?,?,less_conv,convenient,problematic,?,?
?,proper,?,?,less_conv,convenient,?,?,not_recom
?,proper,complete,?,less_conv,inconv,?,?,very_recom
usual,proper,complete,?,less_conv,?,nonprob,priority,priority
usual,proper,complete,?,?,?,?,?,?
?,?,complete,2,?,?,?,?,very_recom
?,?,?,?,?,inconv,?,?,?
?,proper,complete,?,?,inconv,?,not_recom,?
?,proper,?,?,?,inconv,?,?,?
usual,?,complete,?,less_conv,?,problematic,?,priority
?,?,?,?,?,?,?,not_recom,not_recom
usual,?,?,?,?,convenient,?,?,priority
?,?,complete,2,critical,?,nonprob,priority,priority
usual,?,?,2,?,?,?,?,not_recom
?,?,?,?,?,convenient,?,?,?
?,proper,?,2,?,?,?,?,?
usual,?,complete,2,critical,?,slightly_prob,?,not_recom
?,?,?,?,?,?,?,recommended,?
?,proper,?,?,critical,convenient,problematic,?,?
?,proper,?,?,?,?,?,not_recom,?
usual,proper,?,?,critical,?,?,recommended,?
usual,?,complete,?,?,?,nonprob,?,priority
?,?,?,2,?,?,?,?,not_recom
usual,?,?,2,critical,?,slightly_prob,recommended,priority
?,?,complete,2,critical,?,?,?,?
usual,proper,?,2,?,?,?,not_recom,?
usual,proper,complete,?,?,inconv,problematic,?,priority
usual,?,?,?,?,?,?,priority,?
?,?,complete,2,critical,?,problematic,?,?
usual,?,?,3,?,convenient,?,?,?
usual,?,complete,?,?,?,?,priority,priority
?,proper,complete,?,?,?,?,not_recom,not_recom
usual,proper,?,3,?,convenient,?,?,very_recom
usual,proper,?,?,convenient,convenient,slightly_prob,?,?
usual,?,complete,3,convenient,?,?,?,?
?,?,?,3,convenient,convenient,?,?,?
?,proper,complete,?,convenient,?,problematic,priority,?
?,?,?,?,convenient,convenient,?,?,not_recom
?,?,?,?,?,inconv,nonprob,recommended,priority
?,proper,?,?,?,?,?,?,?
usual,proper,?,3,convenient,?,nonprob,?,not_recom
usual,?,?,3,?,?,?,?,?
?,?,complete,?,convenient,inconv,slightly_prob,?,priority
usual,?,?,?,convenient,?,slightly_prob,not_recom,?
usual,?,?,?,?,?,?,recommended,?
usual,proper,complete,?,convenient,?,?,?,priority
?,?,complete,?,?,inconv,?,?,not_recom
usual,?,?,?,?,convenient,?,recommended,?
?,proper,?,?,less_conv,?,nonprob,?,priority
usual,?,complete,?,less_conv,?,?,?,?
?,?,complete,?,?,?,slightly_prob,recommended,priority
usual,?,?,?,less_conv,convenient,?,?,priority
usual,?,?,?,?,?,?,?,not_recom
usual,proper,complete,3,less_conv,?,?,recommended,?
usual,?,complete,3,?,?,?,?,?
?,?,?,?,less_conv,?,problematic,not_recom,?
?,proper,complete,3,?,?,?,recommended,?
usual,?,?,?,less_conv,inconv,?,priority,?
?,proper,?,?,?,inconv,nonprob,not_recom,?
?,proper,complete,?,less_conv,?,?,?,?
?,proper,complete,?,?,?,slightly_prob,?,?
usual,?,complete,3,?,inconv,slightly_prob,?,not_recom
?,?,complete,3,?,?,?,?,priority
?,proper,?,?,?,inconv,?,?,priority
usual,proper,complete,?,less_conv,inconv,problematic,not_recom,?
?,proper,complete,?,critical,?,?,recommended,priority
usual,?,?,3,?,convenient,nonprob,priority,?
usual,?,?,?,critical,?,nonprob,not_recom,?
?,proper,complete,?,?,?,?,recommended,?
?,?,complete,?,?,convenient,?,?,?
?,proper,?,3,critical,convenient,slightly_prob,?,not_recom
usual,proper,?,?,critical,convenient,problematic,recommended,?
?,proper,?,?,critical,convenient,?,?,?
usual,?,?,?,?,convenient,?,?,not_recom
usual,?,complete,3,?,?,nonprob,?,?
?,?,complete,?,?,inconv,?,?,priority
usual,?,?,3,critical,?,?,?,?
?,proper,complete,3,?,?,?,recommended,priority
?,proper,?,?,critical,?,?,?,?
?,proper,complete,?,?,?,?,?,?
?,proper,?,?,critical,?,?,recommended,?
usual,proper,?,3,?,?,?,?,?
usual,proper,?,?,?,?,?,?,?
usual,?,?,more,convenient,?,?,?,?
?,?,?,more,?,?,?,?,?
usual,?,?,?,?,?,?,?,not_recom
?,?,?,?,?,convenient,?,?,?
usual,?,complete,?,?,?,?,?,priority
usual,?,complete,?,?,?,?,not_recom,not_recom
usual,?,?,?,convenient,?,problematic,?,?
?,?,complete,?,?,convenient,problematic,?,priority
?,?,complete,more,convenient,?,?,?,not_recom
usual,proper,?,more,convenient,?,?,recommended,?
?,?,complete,?,convenient,?,?,?,?
?,?,?,?,?,?,?,?,not_recom
?,?,?,?,?,inconv,?,?,priority
?,?,complete,?,?,inconv,?,?,?
?,?,complete,?,?,?,?,not_recom,?
?,?,?,more,convenient,?,problematic,?,priority
usual,proper,?,more,?,?,?,priority,?
usual,proper,?,more,convenient,?,?,not_recom,?
?,proper,complete,?,?,?,nonprob,?,?
usual,?,?,?,less_conv,?,?,?,priority
usual,proper,?,more,?,?,?,?,?
?,proper,?,?,?,?,?,?,?
?,?,complete,?,?,?,slightly_prob,priority,priority
?,?,complete,?,?,?,slightly_prob,?,?
?,proper,?,?,less_conv,?,?,?,priority
usual,proper,complete,?,less_conv,?,?,?,priority
usual,?,?,?,less_conv,?,problematic,?,not_recom
usual,?,?,more,?,?,nonprob,?,?
usual,?,?,more,?,inconv,nonprob,?,?
?,?,complete,?,?,?,?,not_recom,?
usual,?,?,more,?,inconv,?,?,?
?,?,?,more,?,inconv,slightly_prob,?,?
usual,?,complete,more,?,?,?,?,?
?,?,?,?,less_conv,?,?,?,priority
usual,?,?,more,less_conv,inconv,problematic,priority,?
?,proper,?,?,less_conv,inconv,?,not_recom,?
?,?,?,?,?,convenient,?,?,priority
?,?,?,more,?,convenient,nonprob,priority,?
?,proper,complete,?,?,?,nonprob,not_recom,not_recom
?,proper,?,more,?,?,slightly_prob,recommended,?
?,proper,?,more,critical,convenient,?,?,?
usual,proper,?,more,?,convenient,?,?,not_recom
?,?,complete,more,?,convenient,?,recommended,?
?,proper,?,more,?,?,problematic,?,priority
usual,?,complete,more,?,?,problematic,not_recom,?
?,proper,complete,?,?,inconv,?,recommended,priority
?,?,?,more,critical,?,?,priority,?
?,proper,?,?,critical,inconv,?,?,not_recom
?,?,?,more,critical,?,slightly_prob,recommended,?
?,?,?,?,?,?,?,?,priority
usual,?,complete,?,?,?,slightly_prob,?,not_recom
?,?,?,more,?,?,?,recommended,?
?,?,?,?,critical,inconv,?,priority,?
usual,?,?,?,?,?,?,?,?
?,?,completed,?,convenient,?,?,?,?
?,proper,?,?,convenient,?,?,?,priority
usual,proper,?,1,?,convenient,nonprob,not_recom,?
usual,?,?,?,convenient,convenient,slightly_prob,?,?
?,?,completed,?,?,convenient,slightly_prob,?,priority
?,?,?,?,?,convenient,?,?,?
?,proper,completed,1,?,?,problematic,recommended,priority
usual,?,completed,?,?,?,?,priority,priority
?,proper,?,?,convenient,convenient,?,?,?
?,?,?,1,convenient,?,nonprob,?,very_recom
?,?,completed,?,?,?,?,?,priority
?,?,?,?,?,?,?,?,?
usual,proper,?,?,convenient,inconv,slightly_prob,?,?
usual,?,completed,?,?,?,slightly_prob,?,?
?,?,?,1,?,?,?,not_recom,?
?,?,?,?,?,inconv,?,?,priority
?,?,completed,1,convenient,inconv,problematic,?,?
?,?,?,?,convenient,?,problematic,?,not_recom
?,proper,?,?,?,convenient,?,?,very_recom
?,?,completed,1,?,?,nonprob,?,priority
?,?,?,?,?,?,?,?,not_recom
?,?,?,1,?,?,slightly_prob,recommended,very_recom
usual,?,?,?,less_conv,?,slightly_prob,priority,?
?,proper,?,?,less_conv,?,?,not_recom,not_recom
?,proper,?,?,?,?,?,?,?
?,?,?,1,?,?,?,?,?
?,?,completed,?,less_conv,?,problematic,?,?
?,?,completed,1,less_conv,?,?,recommended,?
?,?,?,?,?,?,nonprob,priority,?
usual,?,?,?,less_conv,?,nonprob,not_recom,?
?,?,?,1,less_conv,?,?,recommended,?
?,proper,completed,1,less_conv,inconv,slightly_prob,priority,?
?,?,?,1,?,?,slightly_prob,not_recom,?
usual,?,?,?,?,inconv,problematic,?,?
?,proper,completed,1,less_conv,?,?,?,priority
usual,?,?,1,less_conv,inconv,problematic,?,?
usual,proper,completed,?,?,?,?,?,?
?,proper,?,?,?,convenient,nonprob,?,priority
?,?,?,?,critical,convenient,nonprob,?,?
usual,?,?,?,?,?,?,?,priority
?,?,?,?,critical,convenient,slightly_prob,priority,?
?,?,?,?,critical,?,slightly_prob,not_recom,not_recom
?,?,?,?,?,convenient,?,?,?
usual,?,completed,1,?,?,problematic,?,?
usual,?,completed,?,critical,?,?,?,not_recom
usual,?,?,?,?,?,?,recommended,?
usual,?,completed,?,critical,inconv,?,?,priority
?,proper,?,1,?,inconv,?,?,?
?,?,?,?,?,?,slightly_prob,?,?
?,proper,completed,?,?,?,?,priority,?
?,?,completed,?,?,inconv,?,not_recom,?
usual,proper,completed,?,critical,?,?,recommended,?
usual,?,?,?,?,?,problematic,priority,?
?,?,?,?,?,?,problematic,?,not_recom
?,proper,completed,2,convenient,convenient,?,recommended,?
?,proper,completed,2,?,?,?,?,?
?,?,?,?,?,?,?,?,?
usual,proper,completed,2,?,convenient,slightly_prob,recommended,?
?,?,?,?,convenient,convenient,?,priority,?
?,proper,completed,?,?,convenient,?,not_recom,not_recom
?,proper,completed,?,?,convenient,?,?,priority
usual,?,?,2,convenient,convenient,problematic,?,priority
?,proper,?,?,?,convenient,?,?,not_recom
?,proper,completed,2,?,?,?,?,?
?,?,?,2,convenient,?,nonprob,priority,?
?,?,?,?,?,?,nonprob,?,not_recom
?,proper,?,?,convenient,inconv,slightly_prob,recommended,?
?,?,completed,?,?,?,?,?,?
