@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

usual,?,complete,?,?,?,nonprob,recommended,recommend
usual,proper,?,?,?,?,?,?,priority
usual,proper,?,?,?,convenient,nonprob,not_recom,not_recom
usual,proper,complete,?,convenient,convenient,slightly_prob,recommended,recommend
usual,proper,complete,1,convenient,?,slightly_prob,priority,priority
usual,proper,complete,?,convenient,convenient,?,?,?
?,proper,complete,1,?,convenient,problematic,?,priority
?,proper,complete,1,convenient,convenient,problematic,?,priority
usual,?,?,?,?,convenient,?,?,not_recom
?,?,?,?,convenient,?,nonprob,recommended,?
usual,?,complete,?,convenient,inconv,?,priority,?
?,?,complete,1,?,inconv,nonprob,not_recom,not_recom
?,proper,?,1,convenient,?,?,?,?
?,proper,?,?,convenient,inconv,slightly_prob,?,?
?,proper,?,?,?,?,slightly_prob,not_recom,not_recom
usual,proper,?,?,convenient,inconv,problematic,?,?
usual,?,?,?,?,?,problematic,priority,priority
?,?,?,?,convenient,?,?,not_recom,not_recom
usual,proper,complete,?,less_conv,?,?,recommended,?
usual,?,?,1,?,?,nonprob,priority,?
?,?,?,?,?,convenient,?,?,?
?,?,?,?,less_conv,?,?,recommended,?
usual,proper,complete,?,less_conv,?,?,priority,?
?,proper,?,?,?,?,slightly_prob,?,?
?,proper,?,?,?,convenient,?,?,?
?,?,complete,1,less_conv,?,problematic,priority,priority
?,?,?,1,?,convenient,problematic,not_recom,?
usual,?,complete,1,?,inconv,nonprob,recommended,very_recom
usual,proper,complete,1,?,?,?,?,?
usual,proper,complete,?,less_conv,?,?,?,not_recom
?,proper,?,1,less_conv,inconv,slightly_prob,recommended,?
usual,?,?,?,less_conv,?,?,priority,?
usual,proper,complete,?,?,?,slightly_prob,not_recom,not_recom
?,proper,?,1,?,inconv,problematic,recommended,priority
?,?,?,?,less_conv,?,?,priority,?
usual,proper,?,1,?,?,?,not_recom,?
?,?,?,?,critical,?,?,recommended,?
?,proper,complete,1,critical,convenient,nonprob,?,?
?,proper,complete,1,?,convenient,nonprob,not_recom,not_recom
?,proper,complete,?,?,convenient,?,recommended,very_recom
usual,proper,?,?,critical,convenient,?,?,priority
?,proper,complete,?,critical,?,slightly_prob,not_recom,?
