@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data

?,?,?,true,?,false,?,true,true,?,false,false,4,?,false,true,mammal
true,?,false,true,?,false,?,true,true,true,false,false,4,false,false,true,?
true,?,?,?,?,?,false,?,true,?,false,false,?,?,false,true,?
?,false,false,?,false,false,false,?,?,true,false,?,4,?,?,?,?
true,false,false,?,?,false,false,true,?,?,false,?,4,true,false,true,?
?,?,false,?,?,?,false,true,?,true,?,false,?,true,false,true,?
true,false,false,?,?,false,false,true,true,true,false,false,?,true,?,true,?
?,?,false,true,?,?,?,?,true,?,false,false,4,?,false,true,mammal
?,?,?,false,false,true,?,?,true,?,false,true,?,?,?,false,fish
false,?,true,false,false,?,true,true,true,?,false,?,?,true,false,false,fish
false,false,true,false,?,true,?,?,?,false,?,true,0,true,?,?,fish
?,?,?,false,false,true,?,?,true,false,false,true,?,true,false,false,fish
?,?,true,false,?,true,true,?,true,false,?,true,?,?,false,false,fish
true,?,false,true,false,?,?,true,true,true,false,?,4,true,?,true,?
true,?,?,true,?,false,true,?,true,?,false,false,?,true,?,?,mammal
?,?,?,true,?,?,?,?,?,?,false,?,?,true,false,true,?
?,false,false,true,false,false,true,?,true,?,?,?,?,true,?,true,mammal
true,?,?,true,?,?,?,true,true,?,false,false,?,?,?,true,mammal
true,?,false,?,?,false,?,true,?,?,?,?,?,?,?,true,?
true,false,false,true,?,?,?,true,?,?,?,?,?,?,?,true,?
?,?,?,?,?,?,true,true,?,true,?,false,?,true,?,true,mammal
true,?,?,true,false,?,?,?,?,?,?,?,?,?,?,?,mammal
true,?,?,?,false,?,true,?,true,true,?,false,?,?,?,?,?
?,?,false,?,false,?,?,?,true,?,false,?,?,true,?,?,mammal
true,?,?,?,?,?,?,true,true,true,?,?,?,?,?,true,mammal
true,?,?,true,?,false,?,?,?,?,false,?,?,true,true,?,?
true,?,?,true,?,false,false,true,true,?,false,false,4,?,?,?,mammal
?,false,true,false,?,true,false,true,true,?,false,?,?,?,true,false,?
?,false,?,?,?,false,?,?,?,?,?,?,4,?,?,?,mammal
false,true,?,?,?,false,false,?,?,?,false,?,2,?,?,?,bird
false,?,?,false,?,?,?,?,?,?,?,?,2,?,?,false,bird
?,?,?,?,true,?,?,?,?,true,?,?,2,true,?,?,?
false,?,?,?,false,?,?,?,false,?,?,?,?,?,false,?,invertebrate
?,?,?,false,false,?,?,?,?,?,false,false,?,false,false,?,?
?,?,?,?,?,?,?,?,false,?,?,?,?,false,?,false,?
?,false,true,?,?,?,?,false,?,?,false,?,?,false,?,?,invertebrate
false,?,?,false,true,false,?,?,?,true,?,?,?,?,?,false,?
?,?,?,false,?,?,?,?,true,?,false,false,?,?,?,?,?
false,?,?,false,?,true,?,?,?,?,?,?,0,?,?,?,fish
?,?,?,false,false,?,true,?,?,?,?,?,?,?,?,?,?
?,?,true,false,?,true,?,?,true,false,false,?,?,?,false,true,?
false,?,?,?,false,?,?,true,?,?,false,?,0,?,?,?,mammal
false,?,false,?,?,?,?,?,true,?,?,?,?,?,?,?,?
?,?,?,?,?,true,false,false,?,?,?,?,2,true,false,false,?
?,true,?,false,?,?,?,?,?,true,false,?,2,?,false,?,bird
false,?,?,false,false,?,false,false,?,?,?,false,?,false,?,?,?
false,false,?,false,?,false,?,?,?,?,false,?,6,false,false,false,?
false,?,true,false,false,true,true,?,?,?,false,false,4,false,?,false,?
false,?,?,?,?,?,?,?,true,?,?,false,4,?,?,?,amphibian
?,false,?,true,?,false,false,?,true,?,false,?,2,true,false,?,?
?,?,?,true,?,?,?,?,?,?,false,?,?,true,?,?,?
?,?,?,?,false,?,true,?,?,?,?,false,?,false,?,?,?
false,false,?,?,?,?,?,false,false,?,false,?,?,?,false,false,?
?,?,false,true,?,false,?,?,?,?,?,?,2,?,false,?,mammal
false,?,?,false,?,?,true,?,true,true,false,?,?,true,?,?,bird
?,?,true,?,?,?,?,?,true,?,false,?,2,?,false,false,?
?,true,true,?,?,?,?,?,?,true,?,?,?,?,false,?,?
?,?,true,?,?,true,false,?,?,?,?,true,?,?,false,?,?
false,?,?,?,false,?,false,true,?,false,?,true,0,?,?,false,fish
?,false,?,?,?,true,?,?,true,false,false,?,?,true,?,false,?
?,false,false,?,false,?,false,?,true,?,false,?,?,?,?,?,mammal
?,?,?,?,false,?,false,true,?,?,false,false,?,true,?,false,?
?,false,?,true,?,?,false,true,?,true,?,false,?,true,?,?,?
?,?,?,?,?,?,?,false,?,?,?,false,?,?,true,?,?
?,false,?,?,true,?,?,?,?,true,false,?,?,false,false,false,?
?,?,?,?,?,false,?,false,?,?,?,false,?,?,?,false,insect
?,true,true,false,?,false,true,?,?,?,false,?,2,?,?,?,bird
?,?,?,?,?,false,?,?,?,?,?,?,6,false,?,?,insect
false,?,?,false,true,?,?,?,?,true,?,false,?,?,false,false,?
?,true,true,?,?,?,false,false,?,?,false,?,?,?,false,false,bird
?,true,true,?,?,?,?,?,?,true,?,?,?,?,?,?,?
false,?,?,?,?,false,false,false,?,?,?,false,?,?,?,?,?
?,?,?,?,?,true,true,?,true,true,false,false,?,true,?,?,mammal
true,?,?,?,false,?,true,?,?,?,false,false,?,?,?,?,?
?,false,?,?,?,false,?,true,true,true,?,?,?,true,?,?,?
?,?,?,false,false,?,?,?,?,?,false,?,?,?,false,false,amphibian
?,false,?,?,?,?,?,?,?,false,?,?,?,?,?,?,invertebrate
?,?,?,false,false,?,false,?,?,true,false,false,2,true,?,?,?
false,?,?,false,false,?,?,?,?,?,?,?,2,true,?,?,?
false,false,true,?,?,?,?,true,?,?,true,?,0,?,?,false,reptile
true,?,?,?,?,?,true,?,?,?,false,?,?,true,?,?,mammal
?,?,?,true,false,false,?,?,?,?,false,?,4,?,?,true,?
?,?,true,false,?,false,?,?,true,?,?,?,?,true,?,?,?
false,?,?,?,?,false,?,false,?,true,?,false,8,true,?,?,?
true,?,false,true,?,?,?,?,?,true,false,?,?,false,?,true,?
true,?,?,?,false,?,?,true,?,true,?,true,2,?,false,true,?
false,?,?,?,?,?,true,?,?,false,true,?,?,?,?,?,?
?,false,true,?,false,true,true,?,false,false,true,false,0,false,?,false,?
?,false,?,?,false,?,true,?,true,?,?,?,0,?,false,false,?
?,?,true,?,?,false,?,?,?,true,?,false,?,false,false,false,?
?,?,true,?,?,?,false,false,false,true,false,false,0,?,?,?,invertebrate
true,false,?,?,?,false,false,?,true,?,?,false,?,?,false,false,mammal
?,?,true,false,?,true,true,?,false,?,?,?,?,?,false,false,?
?,?,true,?,false,true,?,?,?,?,?,true,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,true,?,?,?
?,?,true,?,?,?,?,true,true,?,false,false,?,?,false,?,?
false,false,true,false,?,false,false,false,?,?,?,?,?,true,?,?,reptile
?,false,?,?,false,?,?,true,?,?,?,?,?,true,?,false,?
false,?,true,?,?,false,true,false,true,true,?,false,2,?,?,true,?
true,false,?,true,?,?,false,true,?,?,?,?,?,?,?,?,?
true,false,?,?,true,?,false,?,?,?,?,false,?,?,false,?,insect
