@relation dataset

@attribute attr_4 real
@attribute attr_5 {NO, YES}
@attribute attr_7 {NO, YES}
@attribute attr_8 {BENTON, UDDEHOLM}
@attribute attr_10 {COATED, UNCOATED}
@attribute attr_11 {COATED, COVER, UNCOATED}
@attribute attr_12 {NO, YES}
@attribute attr_13 {LINE, NAPTHA, XYLOL}
@attribute attr_14 {NO, YES}
@attribute attr_15 {Albert70, Motter70, Motter94, WoodHoe70}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {CATALOG, SPIEGEL, TABLOID}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {band, noband}


@data

?,YES,YES,BENTON,UNCOATED,?,NO,LINE,?,?,821.0,?,TABLOID,1911.0,?,?,0.2,17.0,78.0,0.75,20.0,?,1700.0,50.5,36.4,0.0,0.0,2.5,1.0,34.0,?,105.0,100.0,band
39039.0,?,YES,BENTON,UNCOATED,UNCOATED,?,LINE,YES,WoodHoe70,816.0,?,CATALOG,1910.0,?,40.0,?,16.0,75.0,?,30.0,5.6,?,55.6,?,0.0,?,2.5,?,?,40.0,108.06,100.0,noband
37351.0,?,YES,BENTON,?,?,NO,LINE,YES,WoodHoe70,?,2.0,TABLOID,1910.0,?,?,0.3,17.0,80.0,0.75,30.0,?,2100.0,57.5,42.5,5.0,0.0,2.3,0.6,35.0,40.0,106.67,100.0,noband
38039.0,?,?,BENTON,UNCOATED,UNCOATED,NO,?,?,WoodHoe70,816.0,2.0,CATALOG,1910.0,?,40.0,?,16.8,76.0,0.4375,28.0,8.6,1467.0,53.8,37.6,5.0,0.0,2.5,?,?,?,103.87,?,noband
35751.0,NO,YES,BENTON,?,COATED,NO,LINE,?,Motter94,?,?,TABLOID,1911.0,?,?,?,?,75.0,0.75,30.0,?,?,62.5,?,?,?,?,0.6,30.0,40.0,106.67,100.0,noband
35751.0,NO,YES,?,?,COATED,?,LINE,YES,Motter94,827.0,9.0,TABLOID,?,50.0,?,0.2,16.5,?,?,?,0.0,2600.0,62.5,?,?,0.0,?,1.1,30.0,40.0,?,?,noband
47201.0,YES,?,BENTON,UNCOATED,UNCOATED,?,?,YES,Albert70,802.0,7.0,?,1910.0,50.0,45.0,?,12.0,70.0,0.75,?,?,1650.0,60.2,39.8,1.5,0.0,3.0,?,40.0,40.0,103.22,100.0,band
?,YES,YES,BENTON,UNCOATED,?,NO,?,?,?,815.0,2.0,?,1911.0,?,43.0,?,?,?,1.0,32.0,22.7,?,45.5,31.8,?,0.0,3.0,1.0,?,40.0,106.66,100.0,noband
37000.0,?,YES,BENTON,UNCOATED,UNCOATED,?,LINE,YES,WoodHoe70,815.0,9.0,?,1910.0,?,?,0.2,?,?,0.75,30.0,15.5,1750.0,48.5,35.9,0.0,0.0,?,?,?,40.0,106.6,100.0,noband
