@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

alfa-romero,gas,?,two,convertible,rwd,front,?,168.8,64.1,48.8,?,?,?,130.0,mpfi,3.47,2.68,9.0,111.0,?,21.0,27.0,13495.0,3
?,gas,std,two,convertible,rwd,?,?,?,64.1,48.8,2548.0,dohc,four,130.0,mpfi,3.47,?,9.0,111.0,5000.0,?,27.0,16500.0,3
alfa-romero,gas,std,two,?,rwd,front,94.5,171.2,65.5,52.4,2823.0,?,six,152.0,mpfi,?,3.47,9.0,154.0,5000.0,19.0,26.0,16500.0,1
audi,gas,?,four,sedan,?,front,?,176.6,66.2,?,?,ohc,four,109.0,mpfi,3.19,3.4,?,102.0,5500.0,24.0,30.0,13950.0,2
audi,gas,std,four,sedan,4wd,front,?,176.6,66.4,54.3,2824.0,ohc,five,136.0,mpfi,3.19,3.4,8.0,?,5500.0,18.0,22.0,?,?
audi,gas,std,two,sedan,fwd,front,99.8,177.3,?,53.1,2507.0,ohc,five,136.0,mpfi,?,3.4,8.5,110.0,5500.0,19.0,25.0,15250.0,2
?,gas,?,four,sedan,?,front,105.8,192.7,71.4,55.7,2844.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,17710.0,?
audi,gas,std,four,wagon,?,front,105.8,192.7,71.4,55.7,2954.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,18920.0,1
audi,gas,?,?,?,fwd,front,105.8,192.7,71.4,55.9,3086.0,ohc,five,131.0,mpfi,?,3.4,?,140.0,5500.0,17.0,20.0,23875.0,1
bmw,gas,std,two,sedan,rwd,front,101.2,176.8,64.8,54.3,2395.0,ohc,?,108.0,mpfi,3.5,2.8,8.8,?,5800.0,23.0,?,?,2
?,gas,std,four,sedan,rwd,?,101.2,176.8,64.8,54.3,2395.0,ohc,four,?,mpfi,3.5,2.8,8.8,101.0,5800.0,23.0,?,16925.0,0
bmw,gas,?,two,?,?,front,101.2,?,64.8,54.3,2710.0,ohc,six,164.0,mpfi,3.31,3.19,9.0,121.0,4250.0,21.0,28.0,20970.0,0
