@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

alfa-romero,gas,std,two,convertible,rwd,front,88.6,168.8,64.1,48.8,?,dohc,four,?,mpfi,3.47,2.68,?,111.0,5000.0,?,27.0,13495.0,3
alfa-romero,?,std,?,?,?,front,88.6,168.8,64.1,48.8,2548.0,?,four,130.0,mpfi,3.47,2.68,9.0,111.0,5000.0,21.0,?,16500.0,3
alfa-romero,gas,std,two,?,?,front,?,171.2,65.5,52.4,2823.0,ohcv,six,152.0,mpfi,2.68,3.47,9.0,?,5000.0,19.0,?,16500.0,1
audi,gas,std,four,sedan,?,front,99.8,176.6,66.2,54.3,2337.0,ohc,four,109.0,mpfi,?,3.4,10.0,?,5500.0,24.0,30.0,13950.0,?
?,gas,std,four,sedan,4wd,?,99.4,176.6,?,54.3,2824.0,ohc,?,136.0,mpfi,3.19,?,8.0,?,5500.0,18.0,22.0,?,2
audi,gas,std,two,sedan,fwd,front,99.8,177.3,66.3,53.1,?,?,?,?,mpfi,3.19,3.4,8.5,110.0,5500.0,?,25.0,15250.0,2
audi,gas,std,?,sedan,fwd,front,105.8,192.7,71.4,55.7,2844.0,ohc,five,136.0,mpfi,3.19,?,8.5,110.0,5500.0,19.0,?,17710.0,1
?,?,std,?,wagon,fwd,?,105.8,192.7,71.4,55.7,2954.0,ohc,?,136.0,?,?,3.4,?,110.0,5500.0,19.0,25.0,18920.0,1
audi,gas,?,four,sedan,?,front,?,?,71.4,?,3086.0,?,five,131.0,mpfi,3.13,3.4,8.3,140.0,?,17.0,20.0,?,1
bmw,gas,std,two,sedan,rwd,front,101.2,176.8,64.8,54.3,2395.0,?,four,108.0,mpfi,3.5,2.8,8.8,101.0,?,23.0,29.0,16430.0,2
bmw,gas,?,four,sedan,rwd,front,101.2,176.8,64.8,?,2395.0,?,?,108.0,mpfi,3.5,2.8,8.8,101.0,5800.0,23.0,29.0,?,0
bmw,gas,std,two,?,rwd,front,101.2,176.8,64.8,?,?,ohc,?,?,?,3.31,3.19,?,121.0,4250.0,21.0,28.0,20970.0,0
bmw,gas,?,four,sedan,rwd,?,?,176.8,64.8,54.3,2765.0,?,six,?,mpfi,3.31,3.19,9.0,121.0,4250.0,21.0,28.0,21105.0,0
?,?,std,four,sedan,rwd,?,103.5,189.0,66.9,55.7,3055.0,ohc,six,?,mpfi,3.31,3.19,?,121.0,4250.0,20.0,25.0,24565.0,1
bmw,gas,std,four,sedan,rwd,?,?,189.0,66.9,55.7,3230.0,ohc,six,?,mpfi,3.62,3.39,8.0,?,5400.0,16.0,?,30760.0,0
bmw,?,std,two,sedan,rwd,front,103.5,193.8,67.9,?,3380.0,ohc,six,209.0,mpfi,3.62,3.39,8.0,182.0,5400.0,?,22.0,?,?
bmw,gas,?,four,sedan,rwd,?,110.0,197.0,70.9,56.3,?,ohc,six,209.0,mpfi,3.62,3.39,8.0,182.0,5400.0,15.0,20.0,?,?
chevrolet,?,std,two,hatchback,fwd,front,88.4,141.1,60.3,53.2,1488.0,l,?,61.0,?,2.91,3.03,9.5,48.0,?,47.0,53.0,5151.0,2
chevrolet,gas,?,two,hatchback,?,front,94.5,155.9,?,52.0,1874.0,ohc,four,?,2bbl,3.03,3.11,9.6,70.0,?,?,?,6295.0,1
chevrolet,gas,std,four,sedan,fwd,front,94.5,158.8,63.6,52.0,1909.0,ohc,?,90.0,?,?,3.11,9.6,70.0,?,?,?,6575.0,?
dodge,gas,?,two,hatchback,fwd,front,?,157.3,63.8,50.8,1876.0,ohc,four,90.0,2bbl,2.97,3.23,9.41,68.0,5500.0,37.0,41.0,5572.0,1
dodge,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,?,1876.0,ohc,four,?,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,6377.0,1
dodge,gas,turbo,?,?,fwd,front,93.7,157.3,?,50.8,2128.0,ohc,four,98.0,?,3.03,3.39,7.6,102.0,5500.0,24.0,30.0,7957.0,1
dodge,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967.0,ohc,four,?,2bbl,2.97,3.23,?,68.0,?,31.0,38.0,6229.0,?
?,gas,std,four,sedan,fwd,?,93.7,157.3,63.8,?,1989.0,ohc,?,90.0,2bbl,2.97,?,9.4,68.0,5500.0,31.0,?,6692.0,1
dodge,gas,std,four,sedan,?,?,?,157.3,63.8,50.6,1989.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,?,?,7609.0,?
dodge,gas,std,four,wagon,fwd,front,103.3,?,64.6,59.8,2535.0,ohc,four,122.0,2bbl,3.34,3.46,?,?,5000.0,24.0,30.0,8921.0,-1
dodge,gas,turbo,two,?,fwd,front,95.9,173.2,66.3,50.2,2811.0,ohc,four,156.0,mfi,3.6,3.9,7.0,145.0,5000.0,19.0,24.0,12964.0,3
honda,gas,std,two,hatchback,fwd,front,86.6,144.6,63.9,?,1713.0,ohc,four,?,1bbl,2.91,3.41,9.6,58.0,4800.0,49.0,54.0,6479.0,?
honda,?,std,?,hatchback,fwd,front,86.6,144.6,63.9,50.8,1819.0,?,four,92.0,?,2.91,?,9.2,76.0,6000.0,31.0,38.0,6855.0,2
honda,gas,std,two,?,fwd,front,?,150.0,64.0,52.6,1837.0,ohc,four,79.0,1bbl,?,3.07,10.1,60.0,?,38.0,42.0,5399.0,1
honda,gas,?,?,hatchback,fwd,front,93.7,150.0,64.0,52.6,1940.0,?,four,92.0,1bbl,2.91,3.41,9.2,?,6000.0,30.0,34.0,6529.0,1
honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1956.0,ohc,?,92.0,1bbl,2.91,3.41,9.2,76.0,?,30.0,34.0,7129.0,1
honda,gas,std,four,sedan,fwd,front,?,163.4,64.0,?,2010.0,ohc,four,92.0,?,2.91,3.41,9.2,?,?,30.0,?,7295.0,0
honda,gas,?,?,wagon,fwd,?,?,157.1,?,58.3,2024.0,?,four,92.0,1bbl,2.92,3.41,9.2,76.0,6000.0,?,34.0,7295.0,0
honda,gas,?,two,hatchback,fwd,?,?,167.5,65.2,?,2236.0,ohc,four,110.0,?,?,3.58,9.0,86.0,?,27.0,33.0,7895.0,?
honda,gas,std,two,hatchback,?,front,96.5,?,65.2,53.3,2289.0,?,four,110.0,?,3.15,3.58,?,86.0,5800.0,27.0,?,9095.0,0
honda,gas,?,?,?,fwd,front,96.5,?,65.2,54.1,2304.0,?,four,110.0,1bbl,3.15,3.58,9.0,86.0,5800.0,27.0,33.0,8845.0,0
?,?,std,four,sedan,fwd,front,96.5,175.4,62.5,54.1,?,ohc,four,110.0,1bbl,3.15,3.58,9.0,86.0,?,27.0,?,10295.0,0
honda,?,std,four,sedan,fwd,front,96.5,175.4,65.2,54.1,?,ohc,four,110.0,mpfi,3.15,3.58,9.0,101.0,5800.0,24.0,?,12945.0,0
honda,gas,std,two,sedan,fwd,front,96.5,169.1,66.0,?,2293.0,?,four,110.0,2bbl,3.15,3.58,9.1,100.0,5500.0,25.0,?,?,1
?,?,std,four,sedan,rwd,?,94.3,170.7,61.8,53.5,2337.0,ohc,?,111.0,?,3.31,3.23,8.5,78.0,4800.0,24.0,29.0,?,0
?,gas,std,?,hatchback,rwd,front,96.0,172.6,65.2,51.4,2734.0,ohc,four,119.0,spfi,3.43,3.23,9.2,?,5000.0,24.0,29.0,11048.0,2
jaguar,gas,?,?,sedan,rwd,front,113.0,199.6,69.6,?,4066.0,dohc,six,258.0,mpfi,3.63,4.17,8.1,176.0,4750.0,?,19.0,?,0
?,gas,?,?,sedan,rwd,front,113.0,?,69.6,52.8,4066.0,dohc,six,258.0,?,3.63,4.17,8.1,176.0,?,?,19.0,35550.0,0
?,?,?,two,sedan,rwd,front,102.0,191.7,70.6,47.8,3950.0,ohcv,?,326.0,mpfi,3.54,2.76,11.5,262.0,5000.0,13.0,17.0,36000.0,0
mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,?,1890.0,ohc,four,91.0,?,?,3.15,9.0,68.0,5000.0,30.0,31.0,5195.0,1
?,gas,std,two,hatchback,?,?,93.1,159.1,64.2,54.1,1900.0,ohc,four,?,2bbl,3.03,3.15,?,68.0,5000.0,31.0,38.0,6095.0,1
mazda,gas,?,two,hatchback,fwd,?,93.1,159.1,64.2,54.1,1905.0,ohc,four,91.0,2bbl,3.03,3.15,9.0,68.0,5000.0,?,38.0,6795.0,1
mazda,gas,std,four,sedan,?,front,93.1,166.8,64.2,54.1,1945.0,ohc,?,?,2bbl,3.03,3.15,9.0,?,5000.0,?,38.0,?,1
mazda,gas,std,four,sedan,?,front,93.1,?,64.2,54.1,?,ohc,?,91.0,2bbl,3.08,3.15,9.0,?,5000.0,31.0,38.0,7395.0,1
?,?,?,two,hatchback,fwd,front,98.8,177.8,66.5,53.7,2385.0,ohc,four,122.0,2bbl,?,3.39,8.6,84.0,4800.0,?,32.0,8845.0,1
mazda,gas,?,four,sedan,fwd,?,?,177.8,66.5,55.5,2410.0,?,four,122.0,?,3.39,3.39,8.6,84.0,4800.0,26.0,32.0,8495.0,0
mazda,gas,std,?,hatchback,?,?,?,?,66.5,?,2385.0,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,26.0,?,10595.0,1
mazda,?,std,four,sedan,fwd,front,98.8,177.8,66.5,55.5,2410.0,?,four,122.0,2bbl,3.39,3.39,8.6,?,4800.0,26.0,32.0,10245.0,?
mazda,?,std,four,hatchback,fwd,front,?,177.8,66.5,?,2425.0,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,26.0,32.0,11245.0,?
mazda,gas,std,?,sedan,rwd,front,104.9,175.0,66.1,54.4,2670.0,ohc,four,140.0,mpfi,3.76,3.16,?,120.0,5000.0,19.0,27.0,18280.0,0
mazda,diesel,std,four,?,?,front,104.9,175.0,66.1,?,2700.0,ohc,?,134.0,?,3.43,3.64,22.0,?,4200.0,31.0,?,18344.0,0
mercedes-benz,?,turbo,four,sedan,rwd,front,110.0,?,70.3,?,3515.0,?,five,183.0,idi,3.58,3.64,21.5,123.0,4350.0,22.0,25.0,25552.0,-1
