@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data

84.87882,10.0,24.98298,121.54024,?
306.5947,?,24.98034,121.53951,42.2
561.9845,5.0,24.98746,?,?
?,5.0,24.98746,?,?
390.5684,?,24.97937,121.54245,?
2175.03,3.0,24.96305,?,?
623.4731,7.0,24.97933,121.53642,?
?,?,24.98042,121.54228,46.7
5512.038,1.0,?,121.48458,18.8
1783.18,3.0,24.96731,?,22.1
?,?,24.97349,121.53372,41.4
90.45606,9.0,?,?,?
492.2313,5.0,24.96515,?,39.3
2469.645,4.0,24.96108,?,23.8
1164.838,4.0,?,?,34.3
?,2.0,24.9824,121.54619,?
292.9978,?,24.97744,?,70.1
350.8515,1.0,24.97544,121.53119,?
?,?,24.9675,121.54451,42.3
23.38284,?,24.96772,?,47.7
2275.877,?,24.96314,121.51151,29.3
279.1726,?,24.97528,?,51.6
?,1.0,24.95204,?,24.6
279.1726,7.0,24.97528,121.54541,47.9
?,4.0,24.97353,121.53885,?
?,?,24.97542,121.51726,?
383.8624,5.0,24.98085,?,?
276.449,5.0,?,121.53913,?
557.478,?,?,121.53797,47.0
451.2438,5.0,24.97563,121.54694,57.1
?,?,24.94826,121.49587,22.1
?,7.0,?,?,25.0
488.5727,1.0,24.97349,?,34.2
?,?,?,121.54281,49.3
205.367,7.0,24.98419,121.54243,?
?,?,?,?,27.3
?,?,24.96386,121.51458,?
1360.139,1.0,24.95204,121.54842,25.3
?,6.0,24.97201,121.54722,47.7
289.3248,?,24.98203,121.54348,46.2
4082.015,0.0,?,121.50381,15.9
?,?,24.94297,121.50342,18.2
?,?,?,121.53758,34.7
512.7871,6.0,24.98748,121.54301,34.1
533.4762,4.0,?,121.54765,53.9
488.8193,8.0,24.97015,121.54494,?
463.9623,9.0,24.9703,?,42.0
640.7391,?,24.97563,121.53715,?
4605.749,0.0,24.94684,121.49578,13.4
4510.359,1.0,?,121.49542,13.2
512.5487,4.0,24.974,121.53842,44.2
1758.406,1.0,?,?,20.7
1438.579,3.0,24.97419,121.5175,?
492.2313,?,24.96515,?,38.9
?,5.0,24.98203,121.54348,51.7
?,0.0,24.94968,121.53009,13.7
371.2495,?,24.97254,121.54059,?
56.47425,?,24.95744,?,?
?,1.0,24.94925,121.49542,22.6
336.0532,5.0,24.95776,121.53438,42.4
1931.207,2.0,?,121.51471,?
259.6607,6.0,24.97585,121.54516,63.2
2175.877,3.0,24.96303,121.51254,27.7
533.4762,4.0,24.97445,121.54765,55.0
995.7554,0.0,?,?,25.3
?,8.0,24.97635,121.54329,?
193.5845,?,24.96571,?,?
104.8101,5.0,24.96674,?,56.8
464.223,?,24.97964,121.53805,36.2
561.9845,5.0,24.98746,?,?
?,?,24.97433,121.5431,?
?,3.0,?,121.53715,40.8
?,8.0,24.97587,121.53913,36.3
?,0.0,24.94155,121.50381,20.0
379.5575,?,24.98343,121.53762,?
1360.139,1.0,24.95204,121.54842,?
616.4004,3.0,24.97723,121.53767,36.8
2185.128,3.0,24.96322,121.51237,25.6
?,2.0,24.97598,?,29.8
1414.837,1.0,?,?,26.5
533.4762,4.0,24.97445,121.54765,?
377.7956,6.0,24.96427,121.53964,36.8
?,7.0,?,121.54252,?
2707.392,3.0,?,121.50831,?
383.2805,7.0,24.96735,121.54464,43.7
?,9.0,24.96853,121.54413,50.8
1455.798,?,24.9512,121.549,27.0
4066.587,0.0,24.94297,?,18.3
1406.43,?,?,121.52758,48.0
?,0.0,?,?,25.3
?,1.0,24.9748,?,45.4
?,?,?,121.5276,?
?,4.0,24.96108,121.51046,21.8
1146.329,0.0,24.9492,121.53076,16.1
?,5.0,24.9663,121.54026,41.0
104.8101,?,24.96674,?,51.8
90.45606,?,24.97433,121.5431,?
617.4424,3.0,24.97746,?,34.6
289.3248,?,24.98203,121.54348,51.0
90.45606,9.0,?,121.5431,62.2
964.7496,4.0,24.98872,?,38.2
170.1289,1.0,?,121.52984,32.9
193.5845,6.0,24.96571,?,54.4
?,6.0,24.95618,121.53844,?
?,6.0,24.96398,121.5425,30.5
292.9978,?,24.97744,121.54458,71.0
189.5181,8.0,24.97707,?,?
?,?,24.95204,121.54842,26.6
592.5006,?,?,121.53561,34.1
2147.376,3.0,24.96299,121.51284,28.4
?,5.0,24.96674,?,?
196.6172,7.0,?,121.54224,?
?,3.0,?,121.51462,23.1
393.2606,6.0,24.96172,121.53812,?
?,?,24.98155,121.54142,?
?,2.0,24.98092,?,46.4
6396.283,1.0,24.94375,121.47883,12.2
4197.349,?,24.93885,?,?
1583.722,3.0,?,?,?
289.3248,5.0,?,121.54348,59.6
?,5.0,24.96515,?,31.3
492.2313,5.0,24.96515,?,48.0
?,4.0,24.98199,121.54464,32.5
185.4296,0.0,24.9711,121.5317,45.5
279.1726,?,24.97528,121.54541,?
193.5845,6.0,?,121.54089,48.6
804.6897,?,24.97838,121.53477,62.9
?,5.0,24.98085,121.54391,55.0
124.9912,?,?,121.54039,?
?,7.0,?,121.54162,41.0
535.527,?,24.98092,121.53653,37.5
2147.376,3.0,?,121.51284,30.7
482.7581,?,24.97433,121.53863,?
