@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data

?,10.0,?,121.54024,37.9
?,9.0,?,121.53951,?
561.9845,5.0,24.98746,121.54391,47.3
561.9845,?,?,121.54391,54.8
390.5684,5.0,24.97937,121.54245,43.1
2175.03,3.0,?,121.51254,32.1
?,7.0,24.97933,121.53642,40.3
287.6025,6.0,?,121.54228,?
5512.038,1.0,?,?,18.8
?,3.0,?,121.51486,22.1
?,1.0,24.97349,121.53372,41.4
?,9.0,24.97433,121.5431,58.1
?,?,?,121.53737,39.3
?,4.0,24.96108,121.51046,?
1164.838,?,24.99156,121.53406,34.3
?,?,24.9824,121.54619,50.5
?,?,24.97744,121.54458,70.1
?,?,24.97544,?,37.4
368.1363,?,?,?,?
?,?,?,?,47.7
2275.877,?,24.96314,121.51151,29.3
279.1726,7.0,?,?,51.6
1360.139,1.0,24.95204,?,?
?,7.0,24.97528,121.54541,47.9
?,4.0,?,121.53885,?
1487.868,2.0,24.97542,?,27.0
?,5.0,24.98085,?,?
?,5.0,24.95593,121.53913,?
557.478,?,24.97419,121.53797,?
451.2438,5.0,24.97563,121.54694,57.1
4519.69,?,?,?,22.1
769.4034,7.0,24.98281,?,25.0
?,1.0,24.97349,?,34.2
323.655,?,24.97841,?,49.3
205.367,7.0,24.98419,121.54243,?
?,0.0,?,121.51816,27.3
?,2.0,24.96386,121.51458,22.9
1360.139,?,24.95204,121.54842,25.3
577.9615,6.0,?,121.54722,47.7
289.3248,5.0,?,?,?
4082.015,0.0,24.94155,?,?
4066.587,0.0,24.94297,?,18.2
519.4617,5.0,?,121.53758,34.7
?,6.0,24.98748,?,34.1
533.4762,4.0,24.97445,121.54765,53.9
488.8193,8.0,24.97015,121.54494,38.3
463.9623,9.0,24.9703,121.54458,42.0
640.7391,3.0,24.97563,?,?
?,0.0,24.94684,?,13.4
?,?,24.94925,121.49542,13.2
512.5487,4.0,24.974,121.53842,44.2
?,1.0,24.95402,121.55282,20.7
1438.579,?,24.97419,?,27.0
492.2313,5.0,24.96515,121.53737,?
289.3248,5.0,24.98203,121.54348,51.7
1160.632,0.0,24.94968,?,13.7
371.2495,?,?,121.54059,41.9
?,7.0,24.95744,121.53711,53.5
?,1.0,?,121.49542,22.6
336.0532,5.0,24.95776,121.53438,?
?,2.0,24.96365,121.51471,21.3
259.6607,6.0,?,121.54516,?
?,3.0,24.96303,121.51254,27.7
?,4.0,24.97445,?,55.0
995.7554,0.0,24.96305,121.54915,25.3
123.7429,8.0,?,121.54329,44.3
193.5845,?,?,?,50.7
104.8101,?,24.96674,121.54067,56.8
?,6.0,24.97964,121.53805,?
561.9845,5.0,24.98746,?,42.0
?,9.0,24.97433,121.5431,59.0
640.7391,?,24.97563,?,?
424.5442,8.0,24.97587,?,36.3
4082.015,?,?,?,20.0
379.5575,?,24.98343,?,?
?,1.0,?,121.54842,29.5
616.4004,3.0,24.97723,121.53767,?
2185.128,3.0,24.96322,121.51237,25.6
?,2.0,24.97598,121.53381,29.8
1414.837,1.0,?,121.54887,26.5
533.4762,4.0,?,121.54765,?
377.7956,6.0,?,121.53964,?
?,7.0,24.96725,?,48.1
2707.392,3.0,24.96056,?,17.7
?,?,?,121.54464,43.7
338.9679,9.0,24.96853,?,50.8
1455.798,1.0,24.9512,121.549,27.0
4066.587,?,24.94297,121.50342,18.3
1406.43,0.0,24.98573,121.52758,48.0
3947.945,0.0,24.94783,121.50243,25.3
274.0144,1.0,24.9748,121.53059,?
?,?,?,?,43.2
?,4.0,?,?,21.8
1146.329,0.0,24.9492,121.53076,?
167.5989,5.0,24.9663,121.54026,41.0
104.8101,5.0,24.96674,121.54067,51.8
90.45606,9.0,24.97433,121.5431,?
617.4424,3.0,?,121.53299,?
289.3248,5.0,24.98203,?,51.0
90.45606,9.0,24.97433,121.5431,62.2
?,4.0,24.98872,121.53411,38.2
170.1289,1.0,?,121.52984,32.9
?,?,24.96571,121.54089,?
208.3905,6.0,24.95618,121.53844,45.7
392.4459,6.0,24.96398,121.5425,30.5
?,?,24.97744,121.54458,?
189.5181,?,24.97707,121.54308,47.1
?,1.0,24.95204,121.54842,26.6
592.5006,?,24.9726,?,34.1
2147.376,3.0,24.96299,121.51284,28.4
104.8101,?,?,121.54067,51.6
196.6172,7.0,?,121.54224,39.4
2102.427,?,24.96044,?,23.1
393.2606,6.0,24.96172,121.53812,7.6
143.8383,8.0,?,121.54142,?
737.9161,2.0,?,121.54739,?
6396.283,1.0,24.94375,121.47883,?
4197.349,?,24.93885,?,?
1583.722,3.0,24.96622,121.51709,?
289.3248,?,24.98203,121.54348,59.6
492.2313,5.0,?,121.53737,31.3
492.2313,5.0,24.96515,121.53737,?
414.9476,4.0,?,?,?
?,0.0,24.9711,121.5317,45.5
279.1726,?,?,121.54541,57.4
193.5845,6.0,24.96571,121.54089,48.6
?,4.0,24.97838,121.53477,62.9
383.8624,5.0,24.98085,121.54391,?
124.9912,6.0,24.96674,121.54039,?
216.8329,7.0,?,121.54162,41.0
?,8.0,?,121.53653,37.5
2147.376,3.0,?,121.51284,30.7
482.7581,5.0,24.97433,121.53863,37.5
373.3937,8.0,24.9866,121.54082,39.5
186.9686,6.0,?,121.54211,42.2
?,?,?,121.54951,20.8
390.5684,5.0,24.97937,121.54245,46.8
?,6.0,24.96495,121.54277,?
942.4664,0.0,24.97843,121.52406,43.5
492.2313,5.0,24.96515,121.53737,42.5
289.3248,5.0,24.98203,?,51.4
1559.827,3.0,?,?,28.9
?,5.0,24.97017,121.54647,37.5
492.2313,5.0,24.96515,121.53737,40.1
1360.139,1.0,24.95204,121.54842,?
451.2438,5.0,24.97563,121.54694,45.5
?,?,24.9711,?,?
489.8821,?,?,121.54494,43.2
3780.59,0.0,24.93293,?,?
179.4538,?,24.97349,?,39.7
170.7311,?,24.96719,121.54269,48.5
387.7721,?,24.98118,?,44.7
1360.139,1.0,24.95204,121.54842,?
376.1709,?,?,?,40.9
