@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data

84.87882,10.0,24.98298,121.54024,37.9
306.5947,9.0,24.98034,121.53951,42.2
?,5.0,24.98746,121.54391,47.3
561.9845,5.0,24.98746,121.54391,54.8
390.5684,5.0,?,121.54245,43.1
?,3.0,?,121.51254,32.1
623.4731,7.0,24.97933,121.53642,40.3
287.6025,6.0,?,?,46.7
5512.038,1.0,24.95095,?,18.8
?,?,24.96731,121.51486,?
?,1.0,24.97349,121.53372,41.4
?,9.0,24.97433,121.5431,?
492.2313,5.0,24.96515,?,39.3
?,4.0,24.96108,121.51046,23.8
1164.838,?,?,?,34.3
579.2083,2.0,?,121.54619,?
292.9978,6.0,24.97744,121.54458,?
350.8515,1.0,24.97544,121.53119,37.4
368.1363,8.0,24.9675,?,?
23.38284,7.0,?,?,47.7
2275.877,3.0,24.96314,121.51151,29.3
279.1726,7.0,24.97528,?,51.6
1360.139,?,24.95204,121.54842,24.6
279.1726,?,?,121.54541,47.9
480.6977,?,?,?,?
1487.868,2.0,24.97542,?,27.0
383.8624,5.0,24.98085,?,56.2
?,?,?,?,33.6
557.478,4.0,24.97419,121.53797,47.0
451.2438,5.0,24.97563,121.54694,57.1
4519.69,0.0,24.94826,121.49587,22.1
769.4034,7.0,?,121.53408,25.0
488.5727,1.0,24.97349,?,34.2
323.655,?,24.97841,121.54281,49.3
205.367,?,?,121.54243,55.1
?,0.0,25.01459,121.51816,27.3
1935.009,2.0,?,?,22.9
1360.139,?,24.95204,121.54842,25.3
?,?,?,121.54722,47.7
289.3248,5.0,?,?,46.2
4082.015,0.0,?,121.50381,?
4066.587,0.0,24.94297,121.50342,?
519.4617,?,24.96305,121.53758,34.7
?,6.0,?,?,34.1
533.4762,4.0,24.97445,?,53.9
488.8193,8.0,24.97015,?,38.3
463.9623,9.0,?,121.54458,42.0
640.7391,3.0,24.97563,121.53715,61.5
4605.749,?,?,121.49578,13.4
4510.359,1.0,?,121.49542,13.2
512.5487,?,?,121.53842,44.2
?,?,24.95402,121.55282,20.7
1438.579,?,24.97419,?,?
492.2313,5.0,?,121.53737,?
289.3248,?,?,121.54348,51.7
1160.632,0.0,24.94968,121.53009,13.7
371.2495,8.0,?,?,41.9
56.47425,?,?,121.53711,?
4510.359,1.0,24.94925,121.49542,22.6
?,5.0,?,121.53438,42.4
?,2.0,24.96365,?,21.3
259.6607,6.0,?,121.54516,?
2175.877,3.0,?,121.51254,?
?,4.0,24.97445,121.54765,55.0
?,0.0,24.96305,121.54915,?
123.7429,?,24.97635,?,44.3
