@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data

0,?,1.71,2.43,?,127.0,2.8,?,?,2.29,5.64,1.04,3.92,1065.0
0,13.2,?,2.14,11.2,100.0,2.65,2.76,0.26,?,4.38,?,?,1050.0
0,13.16,2.36,2.67,?,101.0,?,?,?,2.81,5.68,1.03,3.17,?
?,14.37,?,2.5,16.8,113.0,?,?,?,2.18,7.8,0.86,3.45,1480.0
0,13.24,2.59,2.87,21.0,118.0,?,?,0.39,?,4.32,?,2.93,?
0,?,1.76,2.45,15.2,?,3.27,?,?,1.97,6.75,1.05,2.85,?
?,14.39,1.87,2.45,14.6,?,?,2.52,0.3,1.98,5.25,1.02,3.58,1290.0
0,14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,?,5.05,1.06,?,1295.0
0,?,1.64,2.17,14.0,97.0,2.8,2.98,?,1.98,5.2,1.08,2.85,1045.0
0,13.86,1.35,2.27,16.0,98.0,?,3.15,0.22,?,7.22,1.01,?,1045.0
?,14.1,?,2.3,18.0,?,2.95,3.32,?,2.38,?,1.25,3.17,?
?,14.12,1.48,?,16.8,95.0,2.2,?,?,?,?,1.17,?,1280.0
0,13.75,?,2.41,?,?,2.6,2.76,?,1.81,?,1.15,2.9,1320.0
?,?,1.73,2.39,11.4,91.0,3.1,3.69,0.43,?,5.4,?,2.73,1150.0
?,?,1.87,2.38,12.0,102.0,?,?,0.29,2.96,?,1.2,3.0,?
?,13.63,1.81,2.7,17.2,?,2.85,2.91,0.3,1.46,7.3,1.28,?,?
?,14.3,1.92,?,?,120.0,2.8,3.14,0.33,?,?,1.07,2.65,1280.0
?,13.83,1.57,2.62,20.0,115.0,2.95,3.4,?,?,?,1.13,?,1130.0
0,14.19,1.59,?,?,?,3.3,3.93,0.32,1.86,?,1.23,2.82,?
0,13.64,?,2.56,15.2,?,?,3.03,?,?,5.1,?,3.36,845.0
?,?,1.63,2.28,16.0,?,3.0,3.17,0.24,?,5.65,1.09,3.71,780.0
?,12.93,3.8,2.65,18.6,102.0,2.41,2.41,?,1.98,4.5,1.03,?,770.0
0,13.71,1.86,?,16.6,?,2.61,?,0.27,1.69,?,1.11,4.0,1035.0
0,12.85,1.6,2.52,?,95.0,2.48,?,?,?,3.93,1.09,?,?
0,?,?,2.61,20.0,96.0,2.53,?,?,?,?,?,3.82,845.0
?,?,?,3.22,?,124.0,2.63,?,0.47,1.92,3.58,1.13,3.2,830.0
0,13.39,?,2.62,?,93.0,?,2.94,?,?,4.8,0.92,3.22,1195.0
0,13.3,1.72,2.14,17.0,94.0,2.4,2.19,?,1.35,3.95,1.02,2.77,?
0,?,1.9,2.8,?,?,2.95,2.97,0.37,1.76,4.5,1.25,?,915.0
0,14.02,1.68,?,16.0,96.0,?,2.33,0.26,1.98,?,1.04,3.59,1035.0
?,13.73,1.5,2.7,22.5,101.0,3.0,3.25,?,?,?,1.19,?,1285.0
0,13.58,1.66,2.36,19.1,?,?,?,?,1.95,?,1.09,2.88,1515.0
0,13.68,?,2.36,17.2,?,2.42,?,?,?,3.84,1.23,?,?
?,13.76,1.53,2.7,19.5,?,2.95,2.74,?,?,5.4,?,3.0,1235.0
0,13.51,?,2.65,19.0,110.0,?,2.53,?,?,4.2,1.1,2.87,1095.0
?,13.48,1.81,?,?,?,2.7,?,0.26,1.86,5.1,1.04,3.47,920.0
?,13.28,?,2.84,?,110.0,2.6,2.68,0.34,1.36,?,1.09,2.78,880.0
?,13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0
0,?,1.5,2.1,?,?,?,2.64,0.28,1.37,3.7,1.18,?,1020.0
0,?,3.99,?,13.2,128.0,3.0,3.04,0.2,2.08,?,0.89,?,?
0,13.56,1.71,2.31,?,117.0,3.15,3.29,0.34,?,?,?,?,795.0
0,13.41,3.84,?,18.8,?,?,2.68,0.27,1.48,?,0.91,?,1035.0
?,?,1.89,2.59,15.0,?,?,3.56,0.17,1.7,5.43,0.88,?,1095.0
0,?,?,?,17.5,103.0,?,2.63,0.32,1.66,4.36,0.82,3.0,680.0
?,?,?,2.1,?,107.0,3.0,?,0.28,?,5.04,0.88,?,885.0
0,14.21,4.04,2.44,?,111.0,?,2.65,?,?,?,0.87,?,1080.0
0,14.38,?,2.28,16.0,102.0,3.25,3.17,0.27,?,4.9,1.04,?,1065.0
0,?,1.68,2.12,16.0,101.0,3.1,3.39,0.21,2.14,?,0.91,3.33,?
0,14.1,?,2.4,18.8,103.0,2.75,2.92,0.32,?,?,1.07,2.75,1060.0
?,13.94,1.73,?,?,108.0,2.88,3.54,?,2.08,?,1.12,3.1,1260.0
0,?,1.73,2.04,?,92.0,2.72,3.27,?,2.91,?,1.12,2.91,1150.0
?,13.83,?,2.6,17.2,94.0,2.45,?,0.22,?,5.6,1.24,?,1265.0
