@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data

84.87882,10.0,24.98298,?,37.9
306.5947,?,24.98034,?,42.2
?,?,24.98746,?,?
561.9845,5.0,24.98746,121.54391,54.8
390.5684,?,24.97937,?,43.1
2175.03,?,?,121.51254,32.1
?,7.0,?,121.53642,40.3
?,?,?,?,46.7
5512.038,?,24.95095,?,?
?,?,?,121.51486,22.1
?,?,24.97349,?,?
?,?,24.97433,121.5431,58.1
492.2313,?,24.96515,?,39.3
?,4.0,?,121.51046,?
?,4.0,?,121.53406,34.3
579.2083,2.0,?,121.54619,?
292.9978,?,24.97744,?,?
350.8515,1.0,24.97544,121.53119,?
?,?,24.9675,121.54451,42.3
?,?,24.96772,?,?
2275.877,3.0,?,121.51151,?
?,7.0,?,121.54541,?
1360.139,1.0,?,121.54842,24.6
279.1726,7.0,24.97528,121.54541,47.9
480.6977,?,24.97353,?,?
?,?,?,121.51726,?
?,?,24.98085,?,56.2
?,?,?,121.53913,?
?,4.0,?,?,?
?,5.0,?,121.54694,57.1
4519.69,?,?,121.49587,22.1
769.4034,7.0,24.98281,?,25.0
488.5727,1.0,24.97349,121.53451,?
323.655,6.0,24.97841,121.54281,49.3
?,?,?,121.54243,55.1
?,?,?,?,?
?,2.0,?,121.51458,?
1360.139,?,24.95204,121.54842,?
?,6.0,?,?,?
?,?,?,?,?
?,0.0,24.94155,?,?
?,?,?,?,?
519.4617,?,24.96305,121.53758,?
512.7871,?,?,121.54301,?
533.4762,4.0,?,?,53.9
?,?,24.97015,121.54494,?
463.9623,?,?,?,?
640.7391,3.0,?,?,61.5
?,0.0,24.94684,121.49578,?
?,?,?,?,?
?,4.0,24.974,121.53842,44.2
?,1.0,24.95402,?,20.7
1438.579,3.0,24.97419,?,27.0
492.2313,?,24.96515,?,38.9
289.3248,?,24.98203,?,?
1160.632,0.0,24.94968,?,?
?,8.0,?,121.54059,?
?,?,?,121.53711,53.5
4510.359,1.0,24.94925,121.49542,?
336.0532,5.0,24.95776,121.53438,?
1931.207,2.0,24.96365,?,21.3
259.6607,?,?,?,63.2
2175.877,?,?,?,27.7
