@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data

84.87882,10.0,24.98298,121.54024,?
306.5947,?,24.98034,121.53951,42.2
?,?,?,?,?
?,?,24.98746,?,?
390.5684,?,24.97937,121.54245,?
?,3.0,?,?,?
623.4731,?,24.97933,?,?
?,?,24.98042,?,46.7
5512.038,1.0,?,121.48458,18.8
1783.18,3.0,?,?,?
?,?,24.97349,121.53372,41.4
90.45606,9.0,?,?,?
?,5.0,24.96515,?,39.3
?,4.0,24.96108,?,23.8
1164.838,4.0,?,?,?
?,2.0,24.9824,121.54619,?
?,?,?,?,70.1
350.8515,?,24.97544,121.53119,?
?,?,?,121.54451,42.3
?,?,24.96772,?,?
2275.877,?,?,121.51151,?
279.1726,?,24.97528,?,?
?,?,24.95204,?,24.6
?,7.0,24.97528,121.54541,47.9
?,?,24.97353,?,?
?,?,24.97542,121.51726,?
383.8624,5.0,24.98085,?,?
?,5.0,?,121.53913,?
557.478,?,?,121.53797,47.0
451.2438,5.0,24.97563,121.54694,?
?,?,24.94826,?,22.1
?,7.0,?,?,25.0
488.5727,?,24.97349,?,?
?,?,?,121.54281,49.3
205.367,7.0,?,?,?
?,?,?,?,27.3
?,?,24.96386,121.51458,?
1360.139,1.0,24.95204,?,25.3
?,6.0,?,?,47.7
289.3248,?,?,121.54348,46.2
4082.015,0.0,?,121.50381,15.9
?,?,24.94297,121.50342,?
?,?,?,121.53758,?
512.7871,6.0,24.98748,121.54301,34.1
533.4762,4.0,?,121.54765,53.9
488.8193,?,24.97015,121.54494,?
463.9623,?,24.9703,?,42.0
?,?,24.97563,?,?
?,?,24.94684,?,13.4
4510.359,1.0,?,121.49542,13.2
512.5487,?,?,121.53842,?
?,1.0,?,?,20.7
1438.579,3.0,24.97419,121.5175,?
492.2313,?,24.96515,?,?
?,5.0,24.98203,121.54348,?
?,0.0,24.94968,121.53009,13.7
?,?,24.97254,121.54059,?
56.47425,?,24.95744,?,?
?,1.0,?,?,22.6
336.0532,5.0,24.95776,121.53438,?
?,2.0,?,?,?
259.6607,6.0,24.97585,?,63.2
2175.877,3.0,24.96303,121.51254,27.7
?,?,24.97445,?,?
?,0.0,?,?,?
?,?,24.97635,?,?
193.5845,?,24.96571,?,?
104.8101,5.0,?,?,56.8
464.223,?,24.97964,121.53805,36.2
561.9845,?,24.98746,?,?
?,?,24.97433,121.5431,?
?,?,?,121.53715,40.8
?,8.0,24.97587,121.53913,36.3
?,0.0,24.94155,?,20.0
379.5575,?,24.98343,121.53762,?
1360.139,1.0,?,121.54842,?
616.4004,3.0,?,121.53767,?
2185.128,3.0,24.96322,121.51237,25.6
?,2.0,24.97598,?,29.8
1414.837,?,?,?,?
533.4762,?,?,121.54765,?
377.7956,?,24.96427,121.53964,36.8
?,7.0,?,?,?
2707.392,3.0,?,121.50831,?
383.2805,7.0,?,121.54464,?
?,9.0,?,?,50.8
1455.798,?,?,121.549,27.0
4066.587,?,24.94297,?,?
1406.43,?,?,121.52758,?
?,?,?,?,?
?,?,?,?,45.4
?,?,?,?,?
?,4.0,24.96108,?,?
1146.329,0.0,24.9492,121.53076,16.1
?,5.0,24.9663,121.54026,41.0
104.8101,?,24.96674,?,51.8
?,?,24.97433,?,?
617.4424,3.0,24.97746,?,?
289.3248,?,24.98203,121.54348,51.0
90.45606,9.0,?,121.5431,62.2
964.7496,?,24.98872,?,38.2
?,?,?,121.52984,?
?,?,24.96571,?,54.4
?,6.0,?,121.53844,?
?,6.0,24.96398,?,30.5
292.9978,?,24.97744,121.54458,?
189.5181,8.0,?,?,?
?,?,24.95204,?,26.6
592.5006,?,?,121.53561,34.1
2147.376,3.0,24.96299,121.51284,28.4
?,5.0,24.96674,?,?
?,7.0,?,?,?
?,?,?,?,?
393.2606,6.0,?,121.53812,?
?,?,24.98155,121.54142,?
?,2.0,?,?,46.4
6396.283,1.0,?,?,12.2
4197.349,?,?,?,?
1583.722,?,?,?,?
289.3248,5.0,?,121.54348,?
?,5.0,?,?,31.3
492.2313,5.0,24.96515,?,?
?,4.0,?,121.54464,?
185.4296,0.0,24.9711,?,?
?,?,?,?,?
?,?,?,121.54089,?
804.6897,?,24.97838,121.53477,62.9
?,?,24.98085,121.54391,?
124.9912,?,?,121.54039,?
?,?,?,?,?
535.527,?,?,121.53653,37.5
2147.376,3.0,?,121.51284,?
?,?,24.97433,121.53863,?
373.3937,8.0,24.9866,121.54082,?
186.9686,6.0,24.96604,?,?
1009.235,?,24.96357,121.54951,20.8
?,?,24.97937,?,?
?,6.0,?,121.54277,?
942.4664,0.0,24.97843,121.52406,?
492.2313,5.0,?,?,?
?,5.0,?,?,51.4
1559.827,3.0,24.97213,121.51627,28.9
?,5.0,24.97017,121.54647,?
492.2313,5.0,?,?,40.1
?,?,?,121.54842,28.4
?,5.0,?,121.54694,45.5
185.4296,?,?,?,52.2
489.8821,?,?,?,43.2
3780.59,?,24.93293,?,?
179.4538,?,?,?,39.7
170.7311,7.0,24.96719,?,?
387.7721,?,?,121.53788,44.7
1360.139,?,?,121.54842,?
376.1709,6.0,24.95418,?,?
