@relation dataset

@attribute vendor {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data

0,125.0,256.0,6000.0,256.0,16.0,?,199.0
?,29.0,8000.0,32000.0,32.0,8.0,?,253.0
1,29.0,8000.0,32000.0,32.0,8.0,32.0,253.0
1,29.0,?,32000.0,32.0,8.0,32.0,?
1,29.0,8000.0,16000.0,32.0,8.0,16.0,132.0
1,26.0,8000.0,?,64.0,8.0,32.0,290.0
1,23.0,16000.0,32000.0,64.0,16.0,32.0,381.0
1,23.0,16000.0,32000.0,64.0,16.0,?,381.0
?,23.0,16000.0,?,64.0,?,32.0,749.0
?,?,32000.0,?,128.0,?,64.0,1238.0
2,400.0,1000.0,?,0.0,1.0,2.0,23.0
?,400.0,512.0,3500.0,4.0,1.0,6.0,?
3,60.0,?,?,65.0,1.0,?,?
?,50.0,4000.0,?,65.0,1.0,8.0,117.0
?,350.0,?,?,0.0,1.0,4.0,15.0
?,?,?,16000.0,0.0,4.0,32.0,64.0
5,167.0,524.0,2000.0,8.0,4.0,15.0,23.0
5,?,512.0,5000.0,?,7.0,32.0,29.0
5,143.0,1000.0,2000.0,0.0,5.0,16.0,?
5,110.0,5000.0,5000.0,142.0,8.0,64.0,124.0
5,143.0,1500.0,6300.0,0.0,5.0,32.0,35.0
5,143.0,3100.0,6200.0,0.0,5.0,20.0,39.0
5,143.0,2300.0,6200.0,0.0,6.0,64.0,?
5,110.0,3100.0,6200.0,0.0,6.0,64.0,45.0
6,320.0,128.0,6000.0,0.0,1.0,?,28.0
6,320.0,?,?,?,1.0,3.0,21.0
6,320.0,256.0,?,0.0,1.0,6.0,28.0
6,320.0,256.0,3000.0,4.0,1.0,?,22.0
?,320.0,512.0,5000.0,4.0,1.0,5.0,28.0
6,?,256.0,5000.0,?,?,6.0,27.0
?,25.0,1310.0,2620.0,131.0,12.0,24.0,102.0
?,25.0,?,2620.0,131.0,12.0,24.0,102.0
7,50.0,?,10480.0,30.0,?,24.0,74.0
7,50.0,2620.0,10480.0,30.0,?,?,74.0
7,56.0,?,20970.0,30.0,12.0,24.0,?
7,?,5240.0,20970.0,30.0,?,24.0,136.0
7,50.0,500.0,2000.0,8.0,?,4.0,23.0
?,50.0,?,4000.0,?,1.0,5.0,29.0
7,50.0,?,8000.0,8.0,1.0,5.0,44.0
8,50.0,1000.0,4000.0,8.0,3.0,5.0,30.0
8,50.0,1000.0,8000.0,8.0,?,5.0,41.0
8,50.0,?,16000.0,8.0,3.0,?,74.0
8,50.0,2000.0,16000.0,8.0,?,?,74.0
8,50.0,2000.0,16000.0,8.0,3.0,6.0,74.0
?,133.0,1000.0,?,9.0,?,12.0,?
9,133.0,1000.0,8000.0,9.0,3.0,12.0,41.0
9,810.0,?,?,8.0,1.0,1.0,18.0
?,810.0,?,?,0.0,1.0,1.0,28.0
9,320.0,512.0,8000.0,4.0,1.0,5.0,36.0
9,200.0,512.0,8000.0,8.0,1.0,8.0,38.0
10,?,384.0,8000.0,0.0,1.0,1.0,34.0
10,700.0,256.0,?,0.0,?,1.0,19.0
10,?,1000.0,16000.0,?,1.0,?,72.0
?,200.0,?,8000.0,0.0,1.0,2.0,36.0
10,?,?,4000.0,16.0,1.0,2.0,30.0
10,110.0,1000.0,12000.0,?,?,2.0,56.0
?,220.0,1000.0,8000.0,16.0,1.0,2.0,?
11,?,?,8000.0,0.0,?,4.0,34.0
11,800.0,256.0,?,0.0,1.0,4.0,34.0
11,800.0,256.0,?,?,1.0,4.0,34.0
