@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data

15.26,14.84,0.871,5.763,?,2.221,5.22,?
14.88,14.57,0.8811,5.554,3.333,1.018,?,1
14.29,14.09,?,5.291,3.337,2.699,4.825,1
13.84,?,?,5.324,3.379,?,4.805,1
16.14,14.99,0.9034,5.658,?,1.355,5.175,1
14.38,14.21,0.8951,5.386,?,2.462,4.956,1
?,14.49,0.8799,5.563,3.259,?,5.219,?
14.11,14.1,0.8911,?,3.302,?,5.0,1
16.63,?,0.8747,?,3.465,2.04,?,1
?,15.25,0.888,?,3.505,?,5.533,1
15.26,14.85,0.8696,5.714,3.242,4.543,5.314,?
?,14.16,0.8796,5.438,3.201,1.717,5.001,?
?,14.02,0.888,5.439,?,3.986,4.738,1
13.78,14.06,0.8759,?,?,?,4.872,?
13.74,14.05,?,?,?,?,4.825,?
14.59,14.28,0.8993,?,3.333,?,?,1
13.99,13.83,?,5.119,3.383,5.234,4.781,?
15.69,14.75,?,5.527,3.514,1.599,?,1
?,?,?,5.205,?,1.767,4.649,?
12.72,?,?,?,3.049,?,4.914,1
14.16,14.4,?,?,3.129,3.072,5.176,?
14.11,14.26,0.8722,5.52,3.168,2.688,5.219,?
15.88,14.9,0.8988,?,?,?,5.091,1
12.08,13.23,0.8664,5.099,2.936,?,4.961,1
15.01,14.76,?,?,3.245,1.791,5.001,?
?,?,?,?,3.421,?,5.307,1
?,?,0.8641,?,3.026,3.373,4.825,1
12.74,13.67,?,5.395,2.956,2.504,?,?
14.11,?,0.882,5.541,3.221,2.754,?,1
13.45,14.02,0.8604,5.516,3.065,?,5.097,?
13.16,13.82,0.8662,5.454,2.975,0.8551,5.056,?
?,14.94,0.8724,?,?,3.412,?,?
?,14.41,0.8529,5.717,3.186,3.92,5.299,1
?,14.17,0.8728,5.585,3.15,2.124,5.012,1
?,14.68,0.8779,?,3.328,2.129,5.36,1
16.12,15.0,0.9,5.709,3.485,2.27,5.443,1
16.2,15.27,0.8734,5.826,?,2.823,5.527,?
?,15.38,?,5.832,3.683,?,?,?
14.8,14.52,?,?,3.288,3.112,?,?
14.28,14.17,0.8944,?,3.298,?,5.001,1
13.54,13.85,0.8871,5.348,3.156,2.587,5.178,1
13.5,?,0.8852,5.351,?,2.249,5.176,1
13.16,13.55,0.9009,5.138,3.201,?,4.783,1
15.5,?,0.882,5.877,3.396,4.711,5.528,1
?,14.54,?,?,3.462,3.128,5.18,1
13.8,?,0.8794,5.376,3.155,1.56,?,1
15.36,14.76,0.8861,5.701,3.393,1.367,?,1
14.99,14.56,0.8883,5.57,3.377,2.958,5.175,1
?,?,0.8819,?,3.291,?,5.111,1
14.86,?,0.8676,5.678,?,2.129,5.351,1
14.43,14.4,0.8751,5.585,3.272,?,5.144,1
?,?,0.8923,?,?,5.593,?,?
?,14.61,0.8538,5.715,?,4.116,5.396,1
14.33,?,0.8831,5.504,3.199,?,5.224,1
14.52,14.6,0.8557,?,3.113,1.481,5.487,1
?,14.77,?,5.702,3.212,?,5.439,1
?,14.35,0.8818,?,3.377,2.802,5.044,1
14.92,14.43,?,5.384,?,?,5.088,1
15.38,14.77,0.8857,5.662,3.419,1.999,5.222,1
?,13.47,0.8392,5.159,?,1.502,4.519,1
11.42,12.86,?,5.008,?,2.7,4.607,1
11.23,12.63,?,4.902,2.879,2.269,4.703,1
?,13.19,?,5.076,3.042,3.22,4.605,1
13.22,13.84,0.868,5.395,3.07,?,?,1
12.78,13.57,0.8716,5.262,3.026,1.176,4.782,1
12.88,13.5,0.8879,5.139,?,2.352,?,?
?,14.37,0.8726,?,3.19,1.313,5.15,1
?,14.29,?,5.609,3.158,2.217,5.132,1
?,14.39,0.8726,?,?,1.464,5.3,1
?,13.75,0.8458,5.412,2.882,3.533,?,1
?,15.98,0.8673,6.191,?,?,?,2
16.84,15.67,0.8623,5.998,3.484,4.675,5.877,2
?,15.73,0.8763,5.978,?,4.539,5.791,?
19.11,?,0.9081,6.154,3.93,?,6.079,2
16.82,15.51,0.8786,?,3.486,?,?,?
16.77,15.62,?,5.927,3.438,?,5.795,2
17.32,15.91,?,6.064,3.403,?,?,2
20.71,17.23,0.8763,6.579,?,4.451,?,?
18.94,16.49,0.875,6.445,?,5.064,6.362,?
17.12,15.55,0.8892,5.85,3.566,2.858,5.746,2
16.53,15.34,0.8823,?,3.467,?,?,2
?,?,0.8977,6.006,3.857,5.324,?,2
?,16.89,0.8894,6.285,3.864,5.173,6.187,?
19.57,?,0.8779,6.384,3.772,1.472,?,2
19.51,?,0.878,6.366,?,2.962,6.185,2
18.27,16.09,0.887,6.173,3.651,2.443,?,2
?,?,0.8969,6.084,3.764,1.649,?,2
18.98,16.66,0.859,6.549,?,?,?,2
21.18,17.21,0.8989,6.573,4.033,?,6.231,2
?,17.05,?,6.45,4.032,?,6.321,2
?,16.99,?,?,3.785,1.955,?,2
18.76,16.2,0.8984,6.172,?,3.12,6.053,?
18.81,16.29,0.8906,?,3.693,3.237,?,2
18.59,?,?,?,3.86,?,?,?
?,16.52,0.8452,6.666,3.485,?,6.448,2
16.87,15.65,0.8648,6.139,3.463,3.696,5.967,?
?,?,0.8815,?,3.81,3.477,6.238,2
18.98,16.57,0.8687,6.449,?,?,?,?
18.17,16.26,0.8637,6.271,?,?,?,2
18.72,16.34,?,6.219,3.684,?,6.097,2
16.41,15.25,0.8866,5.718,3.525,?,?,?
17.99,15.86,0.8992,5.89,3.694,2.068,?,2
?,16.5,0.8985,?,3.892,4.308,6.009,?
19.18,16.63,0.8717,6.369,3.681,?,6.229,2
?,16.42,?,6.248,3.755,3.368,6.148,?
18.83,16.29,?,6.037,?,2.553,?,2
?,16.17,0.9056,6.152,3.806,?,?,2
?,15.86,0.88,6.033,?,?,5.929,2
19.94,16.92,0.8752,6.675,3.763,3.252,?,2
18.55,16.22,?,6.153,?,1.738,?,?
18.45,16.12,0.8921,?,3.769,2.235,?,2
?,?,0.8716,?,?,3.678,5.965,2
?,?,0.9035,6.183,?,2.109,5.924,?
?,?,0.8722,6.259,?,?,6.053,?
20.97,?,0.8859,?,3.991,4.677,6.316,2
19.06,?,0.8854,?,3.719,2.248,?,2
?,16.2,0.9077,6.051,?,4.334,5.75,2
19.15,16.45,0.889,6.245,3.815,?,?,2
18.89,16.23,?,6.227,3.769,?,5.966,2
20.03,16.9,0.8811,6.493,3.857,3.063,6.32,2
20.24,?,0.8897,6.315,3.962,?,?,2
18.14,16.12,0.8772,?,3.563,3.619,?,2
?,?,0.8588,5.762,?,?,?,2
?,?,0.9077,5.98,3.771,2.984,5.905,2
15.99,14.89,0.9064,5.363,?,3.336,5.144,?
?,16.18,0.8999,?,?,4.188,5.992,?
18.65,?,0.8698,6.285,?,4.391,?,2
17.98,?,0.8993,?,3.687,2.257,5.919,2
20.16,17.03,0.8735,6.513,3.773,?,6.185,?
?,15.66,0.8991,5.791,?,?,?,2
18.3,15.89,0.9108,5.979,?,2.837,?,?
18.94,?,0.8942,6.144,3.825,2.908,5.949,2
?,14.9,0.8706,5.884,?,4.462,5.795,?
?,?,?,5.845,?,4.266,?,2
15.56,14.89,0.8823,?,3.408,4.972,5.847,2
?,14.66,?,5.477,?,3.6,?,2
17.36,?,?,6.145,3.574,3.526,5.971,2
15.57,?,?,5.92,?,2.64,5.879,2
15.6,?,0.858,5.832,3.286,2.725,?,2
16.23,15.18,0.885,5.872,3.472,3.769,?,2
13.07,13.92,?,5.472,2.994,5.304,5.395,3
?,13.94,?,5.541,?,7.035,5.44,?
13.34,13.95,0.862,5.389,3.074,5.995,5.307,?
12.22,?,0.8652,5.224,2.967,?,5.221,?
11.82,?,?,?,2.777,4.471,5.178,3
?,13.13,0.8167,5.279,?,6.169,5.275,3
11.43,?,0.8335,5.176,2.719,2.221,?,?
12.49,13.46,0.8658,5.267,2.967,4.421,5.002,3
?,13.71,0.8491,?,?,3.26,5.316,?
10.79,12.93,0.8107,5.317,2.648,5.462,5.194,3
?,?,?,?,?,5.195,?,3
12.01,?,0.8249,5.405,2.776,6.992,5.27,?
12.26,13.6,0.8333,5.408,?,4.756,?,?
11.18,?,0.8266,5.22,2.693,3.332,5.001,3
11.36,13.05,?,5.175,2.755,4.048,5.263,?
11.19,?,0.8253,?,2.675,5.813,5.219,3
11.34,12.87,0.8596,5.053,2.849,3.347,5.003,3
12.13,13.73,0.8081,5.394,?,4.825,5.22,3
11.75,13.52,?,5.444,2.678,4.378,5.31,3
11.49,13.22,?,?,2.695,5.388,5.31,3
12.54,13.67,0.8425,5.451,2.879,3.082,5.491,?
?,13.33,?,5.35,2.81,4.271,5.308,3
12.05,13.41,0.8416,5.267,?,4.988,?,3
12.55,13.57,?,?,2.968,4.419,5.176,?
?,12.79,?,5.011,2.794,6.388,?,3
12.1,13.15,0.8793,5.105,?,?,5.056,3
12.44,?,0.8462,5.319,2.897,4.924,5.27,?
?,13.45,0.8443,5.417,2.837,3.638,5.338,?
?,13.12,0.8291,?,2.668,4.337,5.132,?
11.24,13.0,?,?,?,3.521,?,3
?,13.0,?,?,?,?,?,3
?,?,?,?,2.845,?,4.956,3
11.27,12.97,?,5.088,?,4.309,5.0,?
?,?,0.8375,5.136,2.763,?,5.089,3
?,12.96,0.8099,5.278,?,?,5.185,?
10.8,?,?,?,2.821,?,5.063,3
?,13.01,0.8355,5.186,2.71,5.335,5.092,3
?,12.73,0.8329,5.145,2.642,4.702,4.963,3
11.48,13.05,0.8473,5.18,?,5.876,5.002,3
12.21,13.47,?,5.357,2.893,1.661,5.178,3
11.41,12.95,?,5.09,?,4.957,4.825,3
?,13.41,?,5.236,?,?,?,3
?,?,0.8579,5.24,2.909,?,5.158,3
11.65,?,0.8575,?,2.85,5.209,?,?
?,?,0.8541,5.495,3.026,?,?,?
11.56,13.31,0.8198,5.363,2.683,?,5.182,3
?,13.45,0.8198,5.413,?,?,?,3
10.91,12.8,0.8372,?,2.675,?,4.956,3
11.23,12.82,0.8594,?,?,7.524,?,?
10.59,?,0.8648,4.899,2.787,?,4.794,?
?,?,0.839,5.046,2.717,5.398,5.045,3
?,12.86,?,5.091,2.804,3.985,5.001,3
?,?,0.8795,5.132,2.953,3.597,?,3
10.82,?,0.8256,5.18,2.63,4.853,?,3
12.11,13.27,0.8639,?,2.975,4.132,5.012,3
12.8,?,0.886,5.16,3.126,4.873,?,?
12.79,13.53,0.8786,?,3.054,5.483,4.958,3
?,13.78,0.8849,5.32,3.128,4.67,5.091,3
12.62,?,0.8481,?,?,3.306,5.231,3
12.76,13.38,0.8964,5.073,3.155,?,4.83,?
12.38,13.44,0.8609,5.219,2.989,5.472,?,3
12.67,13.32,0.8977,?,3.135,2.3,4.745,?
11.18,12.72,?,5.009,2.81,4.051,4.828,?
12.7,?,0.8874,5.183,?,?,5.0,3
12.37,13.47,0.8567,5.204,?,3.919,5.001,3
12.19,13.2,?,?,2.981,3.631,4.87,?
11.23,12.88,?,?,?,4.325,?,3
?,13.66,0.8883,5.236,3.232,8.315,5.056,3
11.84,13.21,0.8521,5.175,2.836,3.598,?,3
12.3,?,0.8684,5.243,2.974,5.637,?,?
